variant_id,entry_rows,rows_passing_density,min_signals_per_year,full_min_signals,limited_core_min_signals,latest_252_min_signals,density_gate_pass
broad_ci_demand_average_long_1130,9,9,102.3068450039339,1548,298,128,True
confirmed_ci_demand_strength_long_1330,9,9,67.0,1301,298,67,True
either_ci_demand_strength_long_1200,9,9,114.33516915814319,1730,298,128,True
strong_ci_large_demand_long_1000,9,9,106.27222659323367,1608,298,128,True
strong_ci_small_demand_long_1030,9,9,67.0,1423,298,67,True
