variant_id,declared_entry_rows,passing_entry_rows,min_full_signals_per_year,min_limited_signals_per_year,min_latest_252_signals,variant_pass_density
concentration_volume_pressure_long_1330,9,9,58.29110936270653,55.21348314606741,65,True
equal_weight_1d_breadth_short_1000,3,3,79.30763178599528,92.02247191011236,87,True
equal_weight_5d_breadth_short_1130,3,3,79.30763178599528,80.69662921348313,92,True
qqq_1d_concentration_long_1000,3,3,79.50590086546026,92.02247191011236,85,True
qqq_5d_concentration_long_1030,3,3,81.75295043273013,97.68539325842696,97,True
