variant_id,entry_rows,rows_passing_density,min_signals_per_year,full_min_signals,limited_core_min_signals,latest_252_min_signals,density_gate_pass
high_underemployment_slack_short_1030,9,9,53.7970102281668,814,371,144,True
high_unemployment_slack_short_1000,9,9,63.24783634933123,957,371,225,True
low_employment_ratio_slack_short_1130,9,9,93.18646734854445,1410,371,247,True
low_participation_slack_short_1200,9,9,217.69944925255703,3294,371,247,True
rising_participation_repair_long_1330,9,9,60.0,1847,180,60,True
