variant_id,raw_signals,sessions,sessions_per_year,start_time,end_time
all_aoi_notional30_delta_1500,5836,904,149.0681715575621,10:00:00,15:00:00
market_aoi_trade15_delta_1500,3988,883,145.60530474040632,10:00:00,15:00:00
opening_range_trade15_delta_1200,1379,603,99.43374717832958,10:00:00,12:00:00
overnight_trade15_delta_1500,1206,500,82.44920993227991,10:00:00,15:00:00
profile_aoi_trade15_absorption_1500,887,431,71.07121896162529,10:00:00,15:00:00
value_area_trade15_delta_1500,1070,394,64.96997742663658,10:00:00,15:00:00
prior_extreme_trade15_delta_1500,894,371,61.1773137697517,10:00:00,15:00:00
lvn_trade15_delta_1500,893,370,61.012415349887135,10:00:00,15:00:00
