campaign_id,variant_id,run_id,rescue_attempt,stage,stage_status,passed,total_combinations,profitable_combinations,profitable_combo_rate,benchmark_pass_combinations,apex_rule_violating_iterations,top_net_profit,top_profit_factor,top_mar,top_trades,top_trades_per_year,top_expectancy_r,top_win_rate,top_max_drawdown,top_best_day_concentration,top_failure_reason,config_path,report_path,core_grid_summary_path,core_grid_results_path
es_intraday_periodicity_orderflow_confirmation,morning_1000_signed_confirmed_slot,run1,none,limited_core_grid_test,failed,False,81,0,0.0,0,0,-2842.5,0.7528260869565218,-0.44485592205259156,156,101.39025538556214,-0.07365924673616978,0.4551282051282051,4176.875,0.0,min_total_net_profit;max_consecutive_losses,backtest-campaigns/es_intraday_periodicity_orderflow_confirmation/morning_1000_signed_confirmed_slot/ES/run1/effective_config.yaml,backtest-campaigns/es_intraday_periodicity_orderflow_confirmation/morning_1000_signed_confirmed_slot/ES/run1/campaign_test_summary.json,backtest-campaigns/es_intraday_periodicity_orderflow_confirmation/morning_1000_signed_confirmed_slot/ES/run1/limited_core_grid_test/core_grid_summary.json,backtest-campaigns/es_intraday_periodicity_orderflow_confirmation/morning_1000_signed_confirmed_slot/ES/run1/limited_core_grid_test/core_grid_results.csv
es_intraday_periodicity_orderflow_confirmation,morning_1000_signed_confirmed_slot,rescue1,parameter_space_only,limited_core_grid_test,failed,False,81,0,0.0,0,0,-1742.5,0.8128356605800214,-0.4522068607163495,126,83.8312621437824,-0.036144691794846584,0.46825396825396826,2572.5,0.0,min_total_net_profit,backtest-campaigns/es_intraday_periodicity_orderflow_confirmation/morning_1000_signed_confirmed_slot/ES/rescue1/effective_config.yaml,backtest-campaigns/es_intraday_periodicity_orderflow_confirmation/morning_1000_signed_confirmed_slot/ES/rescue1/campaign_test_summary.json,backtest-campaigns/es_intraday_periodicity_orderflow_confirmation/morning_1000_signed_confirmed_slot/ES/rescue1/limited_core_grid_test/core_grid_summary.json,backtest-campaigns/es_intraday_periodicity_orderflow_confirmation/morning_1000_signed_confirmed_slot/ES/rescue1/limited_core_grid_test/core_grid_results.csv
es_intraday_periodicity_orderflow_confirmation,morning_1030_large10_confirmed_slot,run1,none,limited_core_grid_test,failed,False,81,6,0.07407407407407407,2,0,533.125,1.0792161961367013,0.30666987258547523,129,86.29862250543749,0.05853990970270043,0.5271317829457365,1173.75,0.37749120750293086,,backtest-campaigns/es_intraday_periodicity_orderflow_confirmation/morning_1030_large10_confirmed_slot/ES/run1/effective_config.yaml,backtest-campaigns/es_intraday_periodicity_orderflow_confirmation/morning_1030_large10_confirmed_slot/ES/run1/campaign_test_summary.json,backtest-campaigns/es_intraday_periodicity_orderflow_confirmation/morning_1030_large10_confirmed_slot/ES/run1/limited_core_grid_test/core_grid_summary.json,backtest-campaigns/es_intraday_periodicity_orderflow_confirmation/morning_1030_large10_confirmed_slot/ES/run1/limited_core_grid_test/core_grid_results.csv
es_intraday_periodicity_orderflow_confirmation,morning_1030_large10_confirmed_slot,rescue1,parameter_space_only,limited_core_grid_test,failed,False,81,29,0.35802469135802467,12,0,1890.0,1.3108552631578947,1.278178203219572,122,82.21842098182196,0.09256497177530777,0.5409836065573771,1010.0,0.12301587301587301,,backtest-campaigns/es_intraday_periodicity_orderflow_confirmation/morning_1030_large10_confirmed_slot/ES/rescue1/effective_config.yaml,backtest-campaigns/es_intraday_periodicity_orderflow_confirmation/morning_1030_large10_confirmed_slot/ES/rescue1/campaign_test_summary.json,backtest-campaigns/es_intraday_periodicity_orderflow_confirmation/morning_1030_large10_confirmed_slot/ES/rescue1/limited_core_grid_test/core_grid_summary.json,backtest-campaigns/es_intraday_periodicity_orderflow_confirmation/morning_1030_large10_confirmed_slot/ES/rescue1/limited_core_grid_test/core_grid_results.csv
es_intraday_periodicity_orderflow_confirmation,late_morning_1130_signed_confirmed_slot,run1,none,limited_core_grid_test,failed,False,81,0,0.0,0,0,-3591.25,0.5373590982286635,-0.6212751811368628,157,102.40425611071842,-0.17314983318168028,0.49044585987261147,3791.25,0.0,min_total_net_profit,backtest-campaigns/es_intraday_periodicity_orderflow_confirmation/late_morning_1130_signed_confirmed_slot/ES/run1/effective_config.yaml,backtest-campaigns/es_intraday_periodicity_orderflow_confirmation/late_morning_1130_signed_confirmed_slot/ES/run1/campaign_test_summary.json,backtest-campaigns/es_intraday_periodicity_orderflow_confirmation/late_morning_1130_signed_confirmed_slot/ES/run1/limited_core_grid_test/core_grid_summary.json,backtest-campaigns/es_intraday_periodicity_orderflow_confirmation/late_morning_1130_signed_confirmed_slot/ES/run1/limited_core_grid_test/core_grid_results.csv
es_intraday_periodicity_orderflow_confirmation,late_morning_1130_signed_confirmed_slot,rescue1,parameter_space_only,limited_core_grid_test,failed,False,81,0,0.0,0,0,-2297.5,0.7263251935675997,-0.5936009378675484,127,84.03713908284583,-0.056548035017294655,0.41732283464566927,2572.5,0.0,min_total_net_profit,backtest-campaigns/es_intraday_periodicity_orderflow_confirmation/late_morning_1130_signed_confirmed_slot/ES/rescue1/effective_config.yaml,backtest-campaigns/es_intraday_periodicity_orderflow_confirmation/late_morning_1130_signed_confirmed_slot/ES/rescue1/campaign_test_summary.json,backtest-campaigns/es_intraday_periodicity_orderflow_confirmation/late_morning_1130_signed_confirmed_slot/ES/rescue1/limited_core_grid_test/core_grid_summary.json,backtest-campaigns/es_intraday_periodicity_orderflow_confirmation/late_morning_1130_signed_confirmed_slot/ES/rescue1/limited_core_grid_test/core_grid_results.csv
es_intraday_periodicity_orderflow_confirmation,afternoon_1330_large20_confirmed_slot,run1,none,limited_core_grid_test,failed,False,81,0,0.0,0,0,-2131.875,0.7297147385103011,-0.4837059493181559,152,100.03806520637423,-0.048459325761957335,0.375,2923.125,0.0,min_total_net_profit,backtest-campaigns/es_intraday_periodicity_orderflow_confirmation/afternoon_1330_large20_confirmed_slot/ES/run1/effective_config.yaml,backtest-campaigns/es_intraday_periodicity_orderflow_confirmation/afternoon_1330_large20_confirmed_slot/ES/run1/campaign_test_summary.json,backtest-campaigns/es_intraday_periodicity_orderflow_confirmation/afternoon_1330_large20_confirmed_slot/ES/run1/limited_core_grid_test/core_grid_summary.json,backtest-campaigns/es_intraday_periodicity_orderflow_confirmation/afternoon_1330_large20_confirmed_slot/ES/run1/limited_core_grid_test/core_grid_results.csv
es_intraday_periodicity_orderflow_confirmation,afternoon_1330_large20_confirmed_slot,rescue1,parameter_space_only,limited_core_grid_test,failed,False,81,0,0.0,0,0,-881.25,0.8784063470162125,-0.22585223193178652,140,92.13859379105823,0.004064818910020148,0.37857142857142856,2600.0,0.0,min_total_net_profit,backtest-campaigns/es_intraday_periodicity_orderflow_confirmation/afternoon_1330_large20_confirmed_slot/ES/rescue1/effective_config.yaml,backtest-campaigns/es_intraday_periodicity_orderflow_confirmation/afternoon_1330_large20_confirmed_slot/ES/rescue1/campaign_test_summary.json,backtest-campaigns/es_intraday_periodicity_orderflow_confirmation/afternoon_1330_large20_confirmed_slot/ES/rescue1/limited_core_grid_test/core_grid_summary.json,backtest-campaigns/es_intraday_periodicity_orderflow_confirmation/afternoon_1330_large20_confirmed_slot/ES/rescue1/limited_core_grid_test/core_grid_results.csv
es_intraday_periodicity_orderflow_confirmation,late_afternoon_1430_large20_confirmed_slot,run1,none,limited_core_grid_test,failed,False,81,0,0.0,0,0,-4250.0,0.3795620437956204,-0.6278915316774046,140,92.64204663404742,-0.3476190476190477,0.35714285714285715,4502.5,0.0,min_total_net_profit,backtest-campaigns/es_intraday_periodicity_orderflow_confirmation/late_afternoon_1430_large20_confirmed_slot/ES/run1/effective_config.yaml,backtest-campaigns/es_intraday_periodicity_orderflow_confirmation/late_afternoon_1430_large20_confirmed_slot/ES/run1/campaign_test_summary.json,backtest-campaigns/es_intraday_periodicity_orderflow_confirmation/late_afternoon_1430_large20_confirmed_slot/ES/run1/limited_core_grid_test/core_grid_summary.json,backtest-campaigns/es_intraday_periodicity_orderflow_confirmation/late_afternoon_1430_large20_confirmed_slot/ES/run1/limited_core_grid_test/core_grid_results.csv
es_intraday_periodicity_orderflow_confirmation,late_afternoon_1430_large20_confirmed_slot,rescue1,parameter_space_only,limited_core_grid_test,failed,False,81,0,0.0,0,0,-3885.0,0.4929853181076672,-0.565672613344441,142,92.45530508411632,-0.2191202772188688,0.36619718309859156,4497.5,0.0,min_total_net_profit;max_consecutive_losses,backtest-campaigns/es_intraday_periodicity_orderflow_confirmation/late_afternoon_1430_large20_confirmed_slot/ES/rescue1/effective_config.yaml,backtest-campaigns/es_intraday_periodicity_orderflow_confirmation/late_afternoon_1430_large20_confirmed_slot/ES/rescue1/campaign_test_summary.json,backtest-campaigns/es_intraday_periodicity_orderflow_confirmation/late_afternoon_1430_large20_confirmed_slot/ES/rescue1/limited_core_grid_test/core_grid_summary.json,backtest-campaigns/es_intraday_periodicity_orderflow_confirmation/late_afternoon_1430_large20_confirmed_slot/ES/rescue1/limited_core_grid_test/core_grid_results.csv
