variant_id,window_id,train_start,train_end,test_start,test_end,objective,train_objective,selected_params,train_mar,train_cagr,train_max_drawdown_pct,train_net_profit,train_profit_factor,train_max_drawdown,test_mar,test_cagr,test_max_drawdown_pct,test_net_profit,test_profit_factor,test_max_drawdown,test_trades,test_passed,early_exit,early_exit_reason
late_morning_signed_short_ema_pullback_1200,1,2011-01-03,2015-01-03,2015-01-03,2016-01-03,MAR,-0.1417765807750685,{},-0.1417765807750685,-0.0051316754468122,0.0361955085865257,-3045.0,0.880564816630712,5480.0,0.0,0.0,0.0,0.0,0.0,0.0,0,False,True,selected_train_profit_factor_below_minimum
