wfa_window_id,wfa_train_start,wfa_train_end,wfa_test_start,wfa_test_end,wfa_objective,wfa_base_config_hash,wfa_parameter_hash,wfa_selection_filter_hash,wfa_input_hash,wfa_selection_rank,wfa_selected,run_id,entry.params.term_spread_rank_min,entry.params.min_orderflow_imbalance,sl.params.stop_pct,tp.params.target_r_multiple,signals_generated,entries_opened,trades_closed,entry_rejections_total,reject_missing_stop,reject_target_already_reached,reject_position_sizing,reject_daily_risk_lockout,reject_apex_latest_entry_time,reject_event_no_trade_window,total_trades,trades_per_year,net_profit,profit_factor,expectancy_r,max_drawdown,max_drawdown_pct,cagr,mar,win_rate,apex_rule_violations,apex_forced_flatten_trades,profitable,worst_day,best_day_concentration,consecutive_losses,benchmark_passed,failure_reason
1,2011-01-03,2015-01-03,2015-01-03,2016-01-03,MAR,5ce7f291a1b0d9bec7261d8a9a7255b3c14478378a6fa4e2f7e71a9f4c39f344,2d5708fa34e0b8c9c91b46ba3ca242eebccc62290b5a5cb941c45760053dd825,4e9149c9981e8486fad75e8e827175a5564f8aaf5cf932e70fac29809cf65023,692eaa307db06856e35b495888a7d687068b948dbfa7069ac0045050ed7889ff,1,True,60,0.65,0.0,0.004,2.0,147,147,147,0,0,0,0,0,0,0,147,40.70201335568933,5140.0,1.4599552572706935,0.19048217807734505,1020.0,0.006539719176764763,0.009372618636966923,1.4331836556938538,0.5170068027210885,0,0,True,-340.0,0.1303501945525292,6,False,preferred_min_total_trades
1,2011-01-03,2015-01-03,2015-01-03,2016-01-03,MAR,5ce7f291a1b0d9bec7261d8a9a7255b3c14478378a6fa4e2f7e71a9f4c39f344,2d5708fa34e0b8c9c91b46ba3ca242eebccc62290b5a5cb941c45760053dd825,4e9149c9981e8486fad75e8e827175a5564f8aaf5cf932e70fac29809cf65023,692eaa307db06856e35b495888a7d687068b948dbfa7069ac0045050ed7889ff,2,False,63,0.65,0.0,0.006,2.0,147,147,147,0,0,0,0,0,0,0,147,40.70201335568933,5955.0,1.5016849199663016,0.14874860566286208,1225.0,0.007794356249801165,0.01083803389646354,1.3904976304797487,0.54421768707483,0,0,True,-505.0,0.1494542401343409,6,False,preferred_min_total_trades
1,2011-01-03,2015-01-03,2015-01-03,2016-01-03,MAR,5ce7f291a1b0d9bec7261d8a9a7255b3c14478378a6fa4e2f7e71a9f4c39f344,2d5708fa34e0b8c9c91b46ba3ca242eebccc62290b5a5cb941c45760053dd825,4e9149c9981e8486fad75e8e827175a5564f8aaf5cf932e70fac29809cf65023,692eaa307db06856e35b495888a7d687068b948dbfa7069ac0045050ed7889ff,3,False,81,0.65,0.005,0.006,2.0,140,140,140,0,0,0,0,0,0,0,140,39.00034162321343,5415.0,1.4729257641921398,0.14533299584217915,1225.0,0.00782122905027933,0.009928211048147118,1.26939269829881,0.5428571428571428,0,0,True,-505.0,0.16435826408125578,6,False,preferred_min_total_trades
1,2011-01-03,2015-01-03,2015-01-03,2016-01-03,MAR,5ce7f291a1b0d9bec7261d8a9a7255b3c14478378a6fa4e2f7e71a9f4c39f344,2d5708fa34e0b8c9c91b46ba3ca242eebccc62290b5a5cb941c45760053dd825,4e9149c9981e8486fad75e8e827175a5564f8aaf5cf932e70fac29809cf65023,692eaa307db06856e35b495888a7d687068b948dbfa7069ac0045050ed7889ff,4,False,78,0.65,0.005,0.004,2.0,140,140,140,0,0,0,0,0,0,0,140,39.00034162321343,4425.0,1.4078341013824884,0.17972509948866786,1020.0,0.006569836720234453,0.008131933032045513,1.2377679047943393,0.5142857142857142,0,0,True,-340.0,0.15141242937853108,6,False,preferred_min_total_trades
1,2011-01-03,2015-01-03,2015-01-03,2016-01-03,MAR,5ce7f291a1b0d9bec7261d8a9a7255b3c14478378a6fa4e2f7e71a9f4c39f344,2d5708fa34e0b8c9c91b46ba3ca242eebccc62290b5a5cb941c45760053dd825,4e9149c9981e8486fad75e8e827175a5564f8aaf5cf932e70fac29809cf65023,692eaa307db06856e35b495888a7d687068b948dbfa7069ac0045050ed7889ff,5,False,72,0.65,0.0025,0.006,2.0,143,143,143,0,0,0,0,0,0,0,143,39.59447557730323,5150.0,1.4382978723404256,0.13603870919436262,1225.0,0.007834484522895882,0.009390632886277173,1.1986280474271824,0.5384615384615384,0,0,True,-505.0,0.17281553398058253,6,False,preferred_min_total_trades
1,2011-01-03,2015-01-03,2015-01-03,2016-01-03,MAR,5ce7f291a1b0d9bec7261d8a9a7255b3c14478378a6fa4e2f7e71a9f4c39f344,2d5708fa34e0b8c9c91b46ba3ca242eebccc62290b5a5cb941c45760053dd825,4e9149c9981e8486fad75e8e827175a5564f8aaf5cf932e70fac29809cf65023,692eaa307db06856e35b495888a7d687068b948dbfa7069ac0045050ed7889ff,6,False,69,0.65,0.0025,0.004,2.0,143,143,143,0,0,0,0,0,0,0,143,39.59447557730323,4255.0,1.3848937132519221,0.17006998086277916,1020.0,0.006577038398297708,0.007775021338205068,1.182146259054444,0.5104895104895105,0,0,True,-340.0,0.15746180963572268,6,False,preferred_min_total_trades
1,2011-01-03,2015-01-03,2015-01-03,2016-01-03,MAR,5ce7f291a1b0d9bec7261d8a9a7255b3c14478378a6fa4e2f7e71a9f4c39f344,2d5708fa34e0b8c9c91b46ba3ca242eebccc62290b5a5cb941c45760053dd825,4e9149c9981e8486fad75e8e827175a5564f8aaf5cf932e70fac29809cf65023,692eaa307db06856e35b495888a7d687068b948dbfa7069ac0045050ed7889ff,7,False,62,0.65,0.0,0.006,1.5,147,147,147,0,0,0,0,0,0,0,147,40.70201335568933,4770.0,1.4018534119629318,0.12217887488727766,1290.0,0.008266051518646674,0.008705500334310834,1.0531630869554642,0.54421768707483,0,0,True,-505.0,0.15828092243186584,6,False,preferred_min_total_trades
1,2011-01-03,2015-01-03,2015-01-03,2016-01-03,MAR,5ce7f291a1b0d9bec7261d8a9a7255b3c14478378a6fa4e2f7e71a9f4c39f344,2d5708fa34e0b8c9c91b46ba3ca242eebccc62290b5a5cb941c45760053dd825,4e9149c9981e8486fad75e8e827175a5564f8aaf5cf932e70fac29809cf65023,692eaa307db06856e35b495888a7d687068b948dbfa7069ac0045050ed7889ff,8,False,59,0.65,0.0,0.004,1.5,147,147,147,0,0,0,0,0,0,0,147,40.70201335568933,3952.5,1.3541666666666667,0.1556238186111345,1155.0,0.007446448430926938,0.007227430161747206,0.9705875530850258,0.5238095238095238,0,0,True,-340.0,0.1265022137887413,6,False,preferred_min_total_trades
1,2011-01-03,2015-01-03,2015-01-03,2016-01-03,MAR,5ce7f291a1b0d9bec7261d8a9a7255b3c14478378a6fa4e2f7e71a9f4c39f344,2d5708fa34e0b8c9c91b46ba3ca242eebccc62290b5a5cb941c45760053dd825,4e9149c9981e8486fad75e8e827175a5564f8aaf5cf932e70fac29809cf65023,692eaa307db06856e35b495888a7d687068b948dbfa7069ac0045050ed7889ff,9,False,80,0.65,0.005,0.006,1.5,140,140,140,0,0,0,0,0,0,0,140,39.00034162321343,4315.0,1.3768558951965066,0.11939330387343762,1290.0,0.008290222036566949,0.007931834251287517,0.9567698206756543,0.5428571428571428,0,0,True,-505.0,0.1749710312862109,6,False,preferred_min_total_trades
1,2011-01-03,2015-01-03,2015-01-03,2016-01-03,MAR,5ce7f291a1b0d9bec7261d8a9a7255b3c14478378a6fa4e2f7e71a9f4c39f344,2d5708fa34e0b8c9c91b46ba3ca242eebccc62290b5a5cb941c45760053dd825,4e9149c9981e8486fad75e8e827175a5564f8aaf5cf932e70fac29809cf65023,692eaa307db06856e35b495888a7d687068b948dbfa7069ac0045050ed7889ff,10,False,71,0.65,0.0025,0.006,1.5,143,143,143,0,0,0,0,0,0,0,143,39.59447557730323,4050.0,1.3446808510638297,0.11064320656762265,1290.0,0.008304364619544225,0.007404011397887489,0.8915807213549167,0.5384615384615384,0,0,True,-505.0,0.18641975308641975,6,False,preferred_min_total_trades
