variant_id,stage,status,passed,expected_combinations,total_combinations_tested,benchmark_passing,profitable_iterations,profitable_iteration_rate,required_profitable_iteration_rate,apex_rule_violating_iterations,top_run_id,top_net_profit,top_profit_factor,top_expectancy_r,top_total_trades,top_trades_per_year,top_max_drawdown,top_mar,top_win_rate,top_apex_rule_violations,top_failure_reason,fixed_net_profit,fixed_profit_factor,fixed_total_trades,fixed_max_drawdown,fixed_mar,fixed_win_rate,summary_path,stage_result_path
core_cpi_accel_short_1200,limited_core_grid_test,failed,False,27,27,0,0,0.0,0.7,0,18,-1010.0,0.9317336938154782,-0.0015710425099202522,142,214.1758169278637,3345.0,-0.46139374022626134,0.3873239436619718,0,min_total_net_profit,-1737.5,0.8371602624179943,142,2360.0,-1.109544758790385,0.4084507042253521,backtest-campaigns/nq_inflation_pressure_state/core_cpi_accel_short_1200/NQ/run1/campaign_test_summary.json,backtest-campaigns/nq_inflation_pressure_state/core_cpi_accel_short_1200/NQ/run1/limited_core_grid_test/stage_result.json
core_pce_disinflation_long_1030,limited_core_grid_test,failed,False,27,27,0,0,0.0,0.7,0,6,-1870.0,0.85790273556231,-0.06403172942430166,149,96.63315597699093,2805.0,-0.4339800845476513,0.348993288590604,0,min_total_net_profit;max_consecutive_losses,-3295.0,0.7695804195804196,168,4105.0,-0.5236484604867377,0.36904761904761907,backtest-campaigns/nq_inflation_pressure_state/core_pce_disinflation_long_1030/NQ/run1/campaign_test_summary.json,backtest-campaigns/nq_inflation_pressure_state/core_pce_disinflation_long_1030/NQ/run1/limited_core_grid_test/stage_result.json
core_pce_high_short_1000,limited_core_grid_test,failed,False,27,27,0,0,0.0,0.7,0,14,-1255.0,0.919885094158953,-0.015384644088020866,197,238.25636662565964,2862.5,-0.5322604875053689,0.41116751269035534,0,min_total_net_profit,-1255.0,0.919885094158953,197,2862.5,-0.5322604875053689,0.41116751269035534,backtest-campaigns/nq_inflation_pressure_state/core_pce_high_short_1000/NQ/run1/campaign_test_summary.json,backtest-campaigns/nq_inflation_pressure_state/core_pce_high_short_1000/NQ/run1/limited_core_grid_test/stage_result.json
cpi_high_short_1130,limited_core_grid_test,failed,False,27,27,0,0,0.0,0.7,0,27,-1240.0,0.9392454679078883,-0.006743359255574162,183,243.74665721231767,3180.0,-0.5253704227660491,0.3879781420765027,0,min_total_net_profit;max_consecutive_losses,-6352.5,0.6524890590809628,222,6687.5,-1.0408756271815656,0.35135135135135137,backtest-campaigns/nq_inflation_pressure_state/cpi_high_short_1130/NQ/run1/campaign_test_summary.json,backtest-campaigns/nq_inflation_pressure_state/cpi_high_short_1130/NQ/run1/limited_core_grid_test/stage_result.json
pce_disinflation_long_1330,limited_core_grid_test,failed,False,27,27,0,0,0.0,0.7,0,1,-2840.0,0.7406392694063927,-0.08905329409407989,256,224.2231211042816,3210.0,-0.7768142422097554,0.4765625,0,min_total_net_profit,-6267.5,0.6894971513500124,270,7077.5,-0.5797873029505384,0.37407407407407406,backtest-campaigns/nq_inflation_pressure_state/pce_disinflation_long_1330/NQ/run1/campaign_test_summary.json,backtest-campaigns/nq_inflation_pressure_state/pce_disinflation_long_1330/NQ/run1/limited_core_grid_test/stage_result.json
