campaign_id,variant_id,stage,path,status
nq_real_yield_breakeven_state,breakeven_1d_up_long_1000,limited_core_grid_test_fixed_config,backtest-campaigns/nq_real_yield_breakeven_state/breakeven_1d_up_long_1000/NQ/run1/limited_core_grid_test/fixed_config_core_trade_log.csv,written
nq_real_yield_breakeven_state,breakeven_5d_down_short_1130,limited_core_grid_test_fixed_config,backtest-campaigns/nq_real_yield_breakeven_state/breakeven_5d_down_short_1130/NQ/run1/limited_core_grid_test/fixed_config_core_trade_log.csv,written
nq_real_yield_breakeven_state,real_yield_1d_down_long_1000,limited_core_grid_test_fixed_config,backtest-campaigns/nq_real_yield_breakeven_state/real_yield_1d_down_long_1000/NQ/run1/limited_core_grid_test/fixed_config_core_trade_log.csv,written
nq_real_yield_breakeven_state,real_yield_1d_up_short_1000,limited_core_grid_test_fixed_config,backtest-campaigns/nq_real_yield_breakeven_state/real_yield_1d_up_short_1000/NQ/run1/limited_core_grid_test/fixed_config_core_trade_log.csv,written
nq_real_yield_breakeven_state,real_yield_5d_up_short_1130,limited_core_grid_test_fixed_config,backtest-campaigns/nq_real_yield_breakeven_state/real_yield_5d_up_short_1130/NQ/run1/limited_core_grid_test/fixed_config_core_trade_log.csv,written
