window_id,train_start,train_end,test_start,test_end,objective,train_objective,selected_params,train_mar,train_cagr,train_max_drawdown_pct,train_net_profit,train_profit_factor,train_max_drawdown,test_mar,test_cagr,test_max_drawdown_pct,test_net_profit,test_profit_factor,test_max_drawdown,test_trades,test_passed,early_exit,early_exit_reason
1,2011-01-03,2015-01-03,2015-01-03,2016-01-03,MAR,2.652172725569856,"{'entry.params.level_rank_max': 0.28, 'sl.params.stop_pct': 0.006, 'tp.params.target_r_multiple': 2.0}",2.652172725569856,0.03994134294429896,0.015059857361181865,4675.0,1.2624929814710837,2365.0,-289.2994568157961,-0.3857326090877281,0.0013333333333333333,-200.0,0.0,200.0,1,False,,
2,2012-01-03,2016-01-03,2016-01-03,2017-01-03,MAR,0.0,{},0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,False,True,no_in_sample_rows_after_selection_filter
