campaign_id,variant_id,artifact_type,path,exists
nq_mes_aligned_flow_continuation,morning15_mes_signed_1030,source_config,campaigns/nq_mes_aligned_flow_continuation/variants/morning15_mes_signed_1030/config.yaml,True
nq_mes_aligned_flow_continuation,morning15_mes_signed_1030,source_config_snapshot,backtest-campaigns/nq_mes_aligned_flow_continuation/morning15_mes_signed_1030/NQ/run1/source_config.yaml,True
nq_mes_aligned_flow_continuation,morning15_mes_signed_1030,effective_config,backtest-campaigns/nq_mes_aligned_flow_continuation/morning15_mes_signed_1030/NQ/run1/effective_config.yaml,True
nq_mes_aligned_flow_continuation,morning15_mes_signed_1030,run_campaign_test_summary,backtest-campaigns/nq_mes_aligned_flow_continuation/morning15_mes_signed_1030/NQ/run1/campaign_test_summary.json,True
nq_mes_aligned_flow_continuation,morning15_mes_signed_1030,run_variant_test_summary,backtest-campaigns/nq_mes_aligned_flow_continuation/morning15_mes_signed_1030/NQ/run1/variant_test_summary.json,True
nq_mes_aligned_flow_continuation,morning15_mes_signed_1030,limited_core_stage_result,backtest-campaigns/nq_mes_aligned_flow_continuation/morning15_mes_signed_1030/NQ/run1/limited_core_grid_test/stage_result.json,True
nq_mes_aligned_flow_continuation,morning15_mes_signed_1030,limited_core_summary,backtest-campaigns/nq_mes_aligned_flow_continuation/morning15_mes_signed_1030/NQ/run1/limited_core_grid_test/core_grid_summary.json,True
nq_mes_aligned_flow_continuation,morning15_mes_signed_1030,limited_core_results,backtest-campaigns/nq_mes_aligned_flow_continuation/morning15_mes_signed_1030/NQ/run1/limited_core_grid_test/core_grid_results.csv,True
nq_mes_aligned_flow_continuation,late_morning30_mes_signed_1130,source_config,campaigns/nq_mes_aligned_flow_continuation/variants/late_morning30_mes_signed_1130/config.yaml,True
nq_mes_aligned_flow_continuation,late_morning30_mes_signed_1130,source_config_snapshot,backtest-campaigns/nq_mes_aligned_flow_continuation/late_morning30_mes_signed_1130/NQ/run1/source_config.yaml,True
nq_mes_aligned_flow_continuation,late_morning30_mes_signed_1130,effective_config,backtest-campaigns/nq_mes_aligned_flow_continuation/late_morning30_mes_signed_1130/NQ/run1/effective_config.yaml,True
nq_mes_aligned_flow_continuation,late_morning30_mes_signed_1130,run_campaign_test_summary,backtest-campaigns/nq_mes_aligned_flow_continuation/late_morning30_mes_signed_1130/NQ/run1/campaign_test_summary.json,True
nq_mes_aligned_flow_continuation,late_morning30_mes_signed_1130,run_variant_test_summary,backtest-campaigns/nq_mes_aligned_flow_continuation/late_morning30_mes_signed_1130/NQ/run1/variant_test_summary.json,True
nq_mes_aligned_flow_continuation,late_morning30_mes_signed_1130,limited_core_stage_result,backtest-campaigns/nq_mes_aligned_flow_continuation/late_morning30_mes_signed_1130/NQ/run1/limited_core_grid_test/stage_result.json,True
nq_mes_aligned_flow_continuation,late_morning30_mes_signed_1130,limited_core_summary,backtest-campaigns/nq_mes_aligned_flow_continuation/late_morning30_mes_signed_1130/NQ/run1/limited_core_grid_test/core_grid_summary.json,True
nq_mes_aligned_flow_continuation,late_morning30_mes_signed_1130,limited_core_results,backtest-campaigns/nq_mes_aligned_flow_continuation/late_morning30_mes_signed_1130/NQ/run1/limited_core_grid_test/core_grid_results.csv,True
nq_mes_aligned_flow_continuation,midday30_mes_large10_1230,source_config,campaigns/nq_mes_aligned_flow_continuation/variants/midday30_mes_large10_1230/config.yaml,True
nq_mes_aligned_flow_continuation,midday30_mes_large10_1230,source_config_snapshot,backtest-campaigns/nq_mes_aligned_flow_continuation/midday30_mes_large10_1230/NQ/run1/source_config.yaml,True
nq_mes_aligned_flow_continuation,midday30_mes_large10_1230,effective_config,backtest-campaigns/nq_mes_aligned_flow_continuation/midday30_mes_large10_1230/NQ/run1/effective_config.yaml,True
nq_mes_aligned_flow_continuation,midday30_mes_large10_1230,run_campaign_test_summary,backtest-campaigns/nq_mes_aligned_flow_continuation/midday30_mes_large10_1230/NQ/run1/campaign_test_summary.json,True
nq_mes_aligned_flow_continuation,midday30_mes_large10_1230,run_variant_test_summary,backtest-campaigns/nq_mes_aligned_flow_continuation/midday30_mes_large10_1230/NQ/run1/variant_test_summary.json,True
nq_mes_aligned_flow_continuation,midday30_mes_large10_1230,limited_core_stage_result,backtest-campaigns/nq_mes_aligned_flow_continuation/midday30_mes_large10_1230/NQ/run1/limited_core_grid_test/stage_result.json,True
nq_mes_aligned_flow_continuation,midday30_mes_large10_1230,limited_core_summary,backtest-campaigns/nq_mes_aligned_flow_continuation/midday30_mes_large10_1230/NQ/run1/limited_core_grid_test/core_grid_summary.json,True
nq_mes_aligned_flow_continuation,midday30_mes_large10_1230,limited_core_results,backtest-campaigns/nq_mes_aligned_flow_continuation/midday30_mes_large10_1230/NQ/run1/limited_core_grid_test/core_grid_results.csv,True
nq_mes_aligned_flow_continuation,afternoon60_mes_signed_1400,source_config,campaigns/nq_mes_aligned_flow_continuation/variants/afternoon60_mes_signed_1400/config.yaml,True
nq_mes_aligned_flow_continuation,afternoon60_mes_signed_1400,source_config_snapshot,backtest-campaigns/nq_mes_aligned_flow_continuation/afternoon60_mes_signed_1400/NQ/run1/source_config.yaml,True
nq_mes_aligned_flow_continuation,afternoon60_mes_signed_1400,effective_config,backtest-campaigns/nq_mes_aligned_flow_continuation/afternoon60_mes_signed_1400/NQ/run1/effective_config.yaml,True
nq_mes_aligned_flow_continuation,afternoon60_mes_signed_1400,run_campaign_test_summary,backtest-campaigns/nq_mes_aligned_flow_continuation/afternoon60_mes_signed_1400/NQ/run1/campaign_test_summary.json,True
nq_mes_aligned_flow_continuation,afternoon60_mes_signed_1400,run_variant_test_summary,backtest-campaigns/nq_mes_aligned_flow_continuation/afternoon60_mes_signed_1400/NQ/run1/variant_test_summary.json,True
nq_mes_aligned_flow_continuation,afternoon60_mes_signed_1400,limited_core_stage_result,backtest-campaigns/nq_mes_aligned_flow_continuation/afternoon60_mes_signed_1400/NQ/run1/limited_core_grid_test/stage_result.json,True
nq_mes_aligned_flow_continuation,afternoon60_mes_signed_1400,limited_core_summary,backtest-campaigns/nq_mes_aligned_flow_continuation/afternoon60_mes_signed_1400/NQ/run1/limited_core_grid_test/core_grid_summary.json,True
nq_mes_aligned_flow_continuation,afternoon60_mes_signed_1400,limited_core_results,backtest-campaigns/nq_mes_aligned_flow_continuation/afternoon60_mes_signed_1400/NQ/run1/limited_core_grid_test/core_grid_results.csv,True
nq_mes_aligned_flow_continuation,late_day60_mes_large20_1500,source_config,campaigns/nq_mes_aligned_flow_continuation/variants/late_day60_mes_large20_1500/config.yaml,True
nq_mes_aligned_flow_continuation,late_day60_mes_large20_1500,source_config_snapshot,backtest-campaigns/nq_mes_aligned_flow_continuation/late_day60_mes_large20_1500/NQ/run1/source_config.yaml,True
nq_mes_aligned_flow_continuation,late_day60_mes_large20_1500,effective_config,backtest-campaigns/nq_mes_aligned_flow_continuation/late_day60_mes_large20_1500/NQ/run1/effective_config.yaml,True
nq_mes_aligned_flow_continuation,late_day60_mes_large20_1500,run_campaign_test_summary,backtest-campaigns/nq_mes_aligned_flow_continuation/late_day60_mes_large20_1500/NQ/run1/campaign_test_summary.json,True
nq_mes_aligned_flow_continuation,late_day60_mes_large20_1500,run_variant_test_summary,backtest-campaigns/nq_mes_aligned_flow_continuation/late_day60_mes_large20_1500/NQ/run1/variant_test_summary.json,True
nq_mes_aligned_flow_continuation,late_day60_mes_large20_1500,limited_core_stage_result,backtest-campaigns/nq_mes_aligned_flow_continuation/late_day60_mes_large20_1500/NQ/run1/limited_core_grid_test/stage_result.json,True
nq_mes_aligned_flow_continuation,late_day60_mes_large20_1500,limited_core_summary,backtest-campaigns/nq_mes_aligned_flow_continuation/late_day60_mes_large20_1500/NQ/run1/limited_core_grid_test/core_grid_summary.json,True
nq_mes_aligned_flow_continuation,late_day60_mes_large20_1500,limited_core_results,backtest-campaigns/nq_mes_aligned_flow_continuation/late_day60_mes_large20_1500/NQ/run1/limited_core_grid_test/core_grid_results.csv,True
nq_mes_aligned_flow_continuation,ALL_OFFICIAL_FIVE,campaign_test_summary,backtest-campaigns/nq_mes_aligned_flow_continuation/campaign_test_summary.json,True
nq_mes_aligned_flow_continuation,ALL_OFFICIAL_FIVE,campaign_results,backtest-campaigns/nq_mes_aligned_flow_continuation/campaign_results.csv,True
nq_mes_aligned_flow_continuation,ALL_OFFICIAL_FIVE,methodology_audit,backtest-campaigns/nq_mes_aligned_flow_continuation/methodology_audit.md,True
