variant_id,terminal_stage,stage_result,core_combinations,core_profitable_iterations,core_profitable_rate,core_benchmark_passing,core_top_net,core_top_pf,core_top_trades,core_top_failure,monkey_net_beat_rate,monkey_drawdown_beat_rate,monkey_profitable_rate,monkey_median_net,decision
high_ai_gpr_short_1000,limited_core_grid_test,failed,27,7,0.25925925925925924,0,1115.0,1.1073663938372653,87,max_best_day_concentration,,,,,FAIL
high_ai_gpr_rebound_long_1330,limited_core_grid_test,failed,27,0,0.0,0,-135.0,0.982780612244898,110,min_total_net_profit;max_consecutive_losses,,,,,FAIL
rising_ai_gpr_short_1030,limited_core_grid_test,failed,27,8,0.2962962962962963,1,1675.0,1.1543778801843319,118,,,,,,FAIL
high_threats_gpr_short_1130,limited_core_grid_test,failed,27,0,0.0,0,-585.0,0.9319767441860465,92,min_total_net_profit,,,,,FAIL
high_acts_gpr_rebound_long_1200,limited_core_grid_test,failed,27,6,0.2222222222222222,1,1350.0,1.1549053356282273,108,,,,,,FAIL
