variant_id,terminal_stage,stage_result,core_combinations,core_profitable_iterations,core_profitable_rate,core_benchmark_passing,core_top_net,core_top_pf,core_top_trades,core_top_failure,decision
high_1q_net_equity_short_1000,limited_core_grid_test,failed,27,0,0.0,0,0.0,0.0,0,min_trades_per_year;preferred_min_total_trades,FAIL
high_4q_net_equity_short_1030,limited_core_grid_test,failed,27,0,0.0,0,0.0,0.0,0,min_trades_per_year;preferred_min_total_trades,FAIL
rising_4q_net_equity_short_1130,limited_core_grid_test,failed,27,0,0.0,0,0.0,0.0,0,min_trades_per_year;preferred_min_total_trades,FAIL
high_equity_share_short_1200,limited_core_grid_test,failed,27,0,0.0,0,0.0,0.0,0,min_trades_per_year;preferred_min_total_trades,FAIL
low_debt_minus_equity_short_1330,limited_core_grid_test,failed,27,2,0.07407407407407407,0,47.5,1.0291411042944785,22,preferred_min_total_trades;max_best_day_concentration,FAIL
