n,net,pf,cagr,mar,max_dd,max_dd_pct,worst_day,positive_month_rate,expectancy_ticks,early_net,mid_net,late_net,holdout_net,combo_id,legs,families,all_splits_positive,gate_count,loose,acceptance_shaped,score
1088,156047.5,1.7588105860756877,0.04784569529002236,1.2148716535765305,5907.5,0.03938333333333333,-3742.5,0.5909090909090909,13.874080882352942,2685.0,11250.0,87072.5,55040.0,volume::flow_no_price_follow:13:30:w15:h120:source_avg_trade_size_rank63>=0.8:source_large20_imbalance0.1:both|volume::flow_cont:10:00:w30:h180:source_trades_rank63>=0.8:source_large20_imbalance0.1:short|volume::vwap_stretch_fade:10:00:w30:h180:source_volume_rank63>=0.8:source_large20_imbalance0.1:short|volume::flow_cont:14:30:w60:h60:source_trades_rank63>=0.9:source_large20_imbalance0.1:both|volume::flow_cont:13:30:w60:h120:source_volume_rank63>=0.9:source_large20_imbalance0.1:long|participation::large20_composition_cont_0.1:10:30:w30:h120:short|volume::flow_cont:15:00:w60:h60:source_avg_trade_size_rank63>=0.8:source_large20_imbalance0.1:long,7,"participation,volume",True,8,True,True,20.68936859757214
1029,157080.0,1.8037146475306036,0.048077016853478094,1.0664033313155954,6762.5,0.045083333333333336,-3742.5,0.5852272727272727,14.612244897959183,2032.5,15620.0,88672.5,50755.0,volume::flow_no_price_follow:13:30:w15:h120:source_avg_trade_size_rank63>=0.8:source_large20_imbalance0.1:both|volume::flow_cont:10:00:w30:h180:source_trades_rank63>=0.8:source_large20_imbalance0.1:short|volume::vwap_stretch_fade:10:00:w30:h180:source_volume_rank63>=0.8:source_large20_imbalance0.1:short|volume::flow_cont:14:30:w60:h60:source_trades_rank63>=0.9:source_large20_imbalance0.1:both|volume::flow_cont:13:30:w60:h120:source_volume_rank63>=0.9:source_large20_imbalance0.1:long|participation::large20_composition_cont_0.1:10:30:w60:h120:short|volume::flow_cont:15:00:w60:h60:source_avg_trade_size_rank63>=0.8:source_large20_imbalance0.1:long,7,"participation,volume",True,8,True,True,20.563914128424265
1092,154727.5,1.7451629603766088,0.047548897712049065,1.207335532256853,5907.5,0.03938333333333333,-3742.5,0.5909090909090909,13.735347985347985,1880.0,12895.0,85622.5,54330.0,volume::flow_no_price_follow:13:30:w15:h120:source_avg_trade_size_rank63>=0.8:source_large20_imbalance0.1:both|volume::flow_cont:10:00:w30:h180:source_trades_rank63>=0.8:source_large20_imbalance0.1:short|volume::vwap_stretch_fade:10:00:w30:h180:source_volume_rank63>=0.8:source_large20_imbalance0.1:short|volume::flow_cont:14:30:w60:h60:source_trades_rank63>=0.9:source_large20_imbalance0.1:both|volume::flow_cont:13:30:w60:h120:source_trades_rank63>=0.9:source_large20_imbalance0.1:long|participation::large20_composition_cont_0.1:10:30:w30:h120:short|volume::flow_cont:15:00:w60:h60:source_avg_trade_size_rank63>=0.8:source_large20_imbalance0.1:long,7,"participation,volume",True,8,True,True,20.536918123602103
1112,157065.0,1.7614626637739828,0.048073661455656724,1.0663289047465447,6762.5,0.045083333333333336,-3742.5,0.5730337078651685,13.699640287769784,1462.5,14092.5,88795.0,52715.0,volume::flow_no_price_follow:13:30:w15:h120:source_avg_trade_size_rank63>=0.8:source_large20_imbalance0.1:both|volume::flow_cont:10:00:w30:h180:source_trades_rank63>=0.8:source_large20_imbalance0.1:short|volume::vwap_stretch_fade:10:00:w30:h180:source_volume_rank63>=0.8:source_large20_imbalance0.1:short|volume::flow_cont:14:30:w60:h60:source_trades_rank63>=0.9:source_large20_imbalance0.1:both|volume::flow_cont:13:30:w60:h120:source_volume_rank63>=0.9:source_large20_imbalance0.1:long|participation::large20_composition_cont_0.05:10:30:w60:h120:short|volume::flow_cont:15:00:w60:h60:source_avg_trade_size_rank63>=0.8:source_large20_imbalance0.1:long,7,"participation,volume",True,8,True,True,20.53558777210897
1112,157640.0,1.8641714747762688,0.04820217557221129,0.9692126455538465,7460.0,0.04973333333333333,-3217.5,0.5730337078651685,13.741007194244604,50.0,12442.5,83345.0,61802.5,volume::flow_no_price_follow:13:30:w15:h120:source_avg_trade_size_rank63>=0.8:source_large20_imbalance0.1:both|volume::flow_cont:10:00:w30:h60:source_trades_rank63>=0.8:source_large20_imbalance0.1:short|volume::flow_cont:14:30:w60:h60:source_trades_rank63>=0.9:source_large20_imbalance0.1:both|volume::flow_cont:13:30:w60:h120:source_volume_rank63>=0.9:source_large20_imbalance0.1:long|volume::vwap_stretch_fade:10:00:w30:h180:source_volume_rank63>=0.8:source_large20_imbalance0.1:short|volume::flow_cont:15:00:w60:h60:source_avg_trade_size_rank63>=0.8:source_large20_imbalance0.1:long|participation::large20_composition_cont_0.05:10:30:w60:h120:short,7,"participation,volume",True,8,True,True,20.505680323918554
1006,155082.5,1.7672034233699416,0.047628836196756064,1.16404487649913,6137.5,0.040916666666666664,-3742.5,0.5875706214689266,14.732604373757455,1555.0,15482.5,85612.5,52432.5,volume::flow_no_price_follow:13:30:w15:h120:source_avg_trade_size_rank63>=0.8:source_large20_imbalance0.1:both|volume::flow_cont:10:00:w30:h180:source_trades_rank63>=0.8:source_large20_imbalance0.1:short|volume::vwap_stretch_fade:10:00:w30:h180:source_volume_rank63>=0.8:source_large20_imbalance0.1:short|volume::flow_cont:14:30:w60:h60:source_trades_rank63>=0.9:source_large20_imbalance0.1:both|volume::flow_cont:13:30:w60:h120:source_volume_rank63>=0.9:source_large20_imbalance0.1:long|participation::large20_composition_cont_0.05:10:30:w60:h120:short|volume::flow_cont:11:00:w30:h60:source_volume_rank63>=0.9:source_large20_imbalance0.1:long,7,"participation,volume",True,8,True,True,20.504111145079452
982,154065.0,1.7645146883684002,0.047399483720497626,1.2269063948360042,5795.0,0.03863333333333333,-3742.5,0.5942857142857143,14.95112016293279,2777.5,12640.0,83890.0,54757.5,volume::flow_no_price_follow:13:30:w15:h120:source_avg_trade_size_rank63>=0.8:source_large20_imbalance0.1:both|volume::flow_cont:10:00:w30:h180:source_trades_rank63>=0.8:source_large20_imbalance0.1:short|volume::vwap_stretch_fade:10:00:w30:h180:source_volume_rank63>=0.8:source_large20_imbalance0.1:short|volume::flow_cont:14:30:w60:h60:source_trades_rank63>=0.9:source_large20_imbalance0.1:both|volume::flow_cont:13:30:w60:h120:source_volume_rank63>=0.9:source_large20_imbalance0.1:long|participation::large20_composition_cont_0.1:10:30:w30:h120:short|volume::flow_cont:11:00:w30:h60:source_volume_rank63>=0.9:source_large20_imbalance0.1:long,7,"participation,volume",True,8,True,True,20.50337624056717
1022,156727.5,1.8265782395443277,0.04807760059303057,1.0243806944537763,7040.0,0.046933333333333334,-3742.5,0.5819209039548022,14.66829745596869,1895.0,15527.5,84917.5,54387.5,volume::flow_no_price_follow:13:30:w15:h120:source_avg_trade_size_rank63>=0.8:source_large20_imbalance0.1:both|volume::flow_cont:10:00:w30:h180:source_trades_rank63>=0.8:source_large20_imbalance0.1:short|volume::vwap_stretch_fade:10:00:w30:h180:source_volume_rank63>=0.8:source_large20_imbalance0.1:short|volume::flow_cont:14:30:w60:h60:source_volume_rank63>=0.9:source_large20_imbalance0.1:both|volume::flow_cont:13:30:w60:h120:source_volume_rank63>=0.9:source_large20_imbalance0.1:long|participation::large20_composition_cont_0.1:10:30:w60:h120:short|volume::flow_cont:15:00:w60:h60:source_avg_trade_size_rank63>=0.8:source_large20_imbalance0.1:long,7,"participation,volume",True,8,True,True,20.471141220521762
1049,153080.0,1.80705407863347,0.04717677278366139,1.2200889513015876,5800.0,0.03866666666666667,-3742.5,0.6312849162011173,14.074356530028599,1772.5,15847.5,87467.5,47992.5,volume::flow_no_price_follow:13:30:w15:h120:source_avg_trade_size_rank63>=0.8:source_large20_imbalance0.1:both|volume::flow_cont:10:00:w30:h180:source_trades_rank63>=0.8:source_large20_imbalance0.1:short|volume::vwap_stretch_fade:10:00:w30:h180:source_volume_rank63>=0.8:source_large20_imbalance0.1:short|volume::flow_cont:14:30:w60:h60:source_trades_rank63>=0.9:source_large20_imbalance0.1:both|volume::flow_cont:13:30:w60:h120:source_volume_rank63>=0.9:source_large20_imbalance0.1:long|participation::broad_trade_flow_cont_0.05:15:00:w15:h30:long|volume::flow_cont:15:00:w60:h60:source_avg_trade_size_rank63>=0.8:source_large20_imbalance0.1:long,7,"participation,volume",True,8,True,True,20.45311878523204
1105,156712.5,1.7818619502581885,0.048074235903404317,1.0243090036236715,7040.0,0.046933333333333334,-3742.5,0.5754189944134078,13.745701357466062,1325.0,14000.0,85040.0,56347.5,volume::flow_no_price_follow:13:30:w15:h120:source_avg_trade_size_rank63>=0.8:source_large20_imbalance0.1:both|volume::flow_cont:10:00:w30:h180:source_trades_rank63>=0.8:source_large20_imbalance0.1:short|volume::vwap_stretch_fade:10:00:w30:h180:source_volume_rank63>=0.8:source_large20_imbalance0.1:short|volume::flow_cont:14:30:w60:h60:source_volume_rank63>=0.9:source_large20_imbalance0.1:both|volume::flow_cont:13:30:w60:h120:source_volume_rank63>=0.9:source_large20_imbalance0.1:long|participation::large20_composition_cont_0.05:10:30:w60:h120:short|volume::flow_cont:15:00:w60:h60:source_avg_trade_size_rank63>=0.8:source_large20_imbalance0.1:long,7,"participation,volume",True,8,True,True,20.44045532363165
1019,153017.5,1.8140960842732496,0.04724068029002737,1.2092324306320998,5860.0,0.039066666666666666,-3742.5,0.6214689265536724,14.41315014720314,5835.0,12512.5,87467.5,47202.5,volume::flow_no_price_follow:13:30:w15:h120:source_avg_trade_size_rank63>=0.8:source_large20_imbalance0.1:both|volume::flow_cont:10:00:w30:h180:source_trades_rank63>=0.8:source_large20_imbalance0.1:short|volume::vwap_stretch_fade:10:00:w30:h180:source_volume_rank63>=0.8:source_large20_imbalance0.1:short|volume::flow_cont:14:30:w60:h60:source_volume_rank63>=0.9:source_large20_imbalance0.1:both|volume::flow_cont:13:30:w60:h120:source_volume_rank63>=0.9:source_large20_imbalance0.1:long|participation::broad_trade_flow_cont_0.1:15:00:w5:h60:short|volume::flow_cont:15:00:w60:h60:source_avg_trade_size_rank63>=0.8:source_large20_imbalance0.1:long,7,"participation,volume",True,8,True,True,20.42925676282768
1002,154177.5,1.7831834806461444,0.04750338290762435,1.160978808332978,6137.5,0.040916666666666664,-3742.5,0.5842696629213483,14.709580838323353,1225.0,15030.0,81857.5,56065.0,volume::flow_no_price_follow:13:30:w15:h120:source_avg_trade_size_rank63>=0.8:source_large20_imbalance0.1:both|volume::flow_cont:10:00:w30:h180:source_trades_rank63>=0.8:source_large20_imbalance0.1:short|volume::vwap_stretch_fade:10:00:w30:h180:source_volume_rank63>=0.8:source_large20_imbalance0.1:short|volume::flow_cont:14:30:w60:h60:source_volume_rank63>=0.9:source_large20_imbalance0.1:both|volume::flow_cont:13:30:w60:h120:source_volume_rank63>=0.9:source_large20_imbalance0.1:long|participation::large20_composition_cont_0.05:10:30:w60:h120:short|volume::flow_cont:11:00:w30:h60:source_volume_rank63>=0.9:source_large20_imbalance0.1:long,7,"participation,volume",True,8,True,True,20.425729113238177
1081,155695.0,1.7791957560743688,0.047845638078342745,1.0707714601643286,6702.5,0.04468333333333333,-3742.5,0.5875706214689266,13.922294172062905,2547.5,11157.5,83317.5,58672.5,volume::flow_no_price_follow:13:30:w15:h120:source_avg_trade_size_rank63>=0.8:source_large20_imbalance0.1:both|volume::flow_cont:10:00:w30:h180:source_trades_rank63>=0.8:source_large20_imbalance0.1:short|volume::vwap_stretch_fade:10:00:w30:h180:source_volume_rank63>=0.8:source_large20_imbalance0.1:short|volume::flow_cont:14:30:w60:h60:source_volume_rank63>=0.9:source_large20_imbalance0.1:both|volume::flow_cont:13:30:w60:h120:source_volume_rank63>=0.9:source_large20_imbalance0.1:long|participation::large20_composition_cont_0.1:10:30:w30:h120:short|volume::flow_cont:15:00:w60:h60:source_avg_trade_size_rank63>=0.8:source_large20_imbalance0.1:long,7,"participation,volume",True,8,True,True,20.42311384145331
923,155097.5,1.8106917910252724,0.047632211964906856,1.1013228199978464,6487.5,0.04325,-3742.5,0.5885714285714285,15.842903575297942,2125.0,17010.0,85490.0,50472.5,volume::flow_no_price_follow:13:30:w15:h120:source_avg_trade_size_rank63>=0.8:source_large20_imbalance0.1:both|volume::flow_cont:10:00:w30:h180:source_trades_rank63>=0.8:source_large20_imbalance0.1:short|volume::vwap_stretch_fade:10:00:w30:h180:source_volume_rank63>=0.8:source_large20_imbalance0.1:short|volume::flow_cont:14:30:w60:h60:source_trades_rank63>=0.9:source_large20_imbalance0.1:both|volume::flow_cont:13:30:w60:h120:source_volume_rank63>=0.9:source_large20_imbalance0.1:long|participation::large20_composition_cont_0.1:10:30:w60:h120:short|volume::flow_cont:11:00:w30:h60:source_volume_rank63>=0.9:source_large20_imbalance0.1:long,7,"participation,volume",True,8,True,True,20.42250702535146
1033,155760.0,1.7889078822412157,0.047781153914076446,1.059840752253082,6762.5,0.045083333333333336,-3742.5,0.5965909090909091,14.46272991287512,1227.5,17265.0,87222.5,50045.0,volume::flow_no_price_follow:13:30:w15:h120:source_avg_trade_size_rank63>=0.8:source_large20_imbalance0.1:both|volume::flow_cont:10:00:w30:h180:source_trades_rank63>=0.8:source_large20_imbalance0.1:short|volume::vwap_stretch_fade:10:00:w30:h180:source_volume_rank63>=0.8:source_large20_imbalance0.1:short|volume::flow_cont:14:30:w60:h60:source_trades_rank63>=0.9:source_large20_imbalance0.1:both|volume::flow_cont:13:30:w60:h120:source_trades_rank63>=0.9:source_large20_imbalance0.1:long|participation::large20_composition_cont_0.1:10:30:w60:h120:short|volume::flow_cont:15:00:w60:h60:source_avg_trade_size_rank63>=0.8:source_large20_imbalance0.1:long,7,"participation,volume",True,8,True,True,20.411319978841306
965,156650.0,1.8335328704073217,0.04798076799079487,1.281195406963815,5617.5,0.03745,-3742.5,0.625,15.386528497409326,2917.5,11792.5,91995.0,49945.0,volume::flow_no_price_follow:13:30:w15:h120:source_avg_trade_size_rank63>=0.8:source_large20_imbalance0.1:both|volume::flow_cont:10:00:w30:h180:source_trades_rank63>=0.8:source_large20_imbalance0.1:short|volume::vwap_stretch_fade:10:00:w30:h180:source_volume_rank63>=0.8:source_large20_imbalance0.1:short|volume::flow_cont:14:30:w60:h60:source_trades_rank63>=0.9:source_large20_imbalance0.1:both|volume::flow_cont:13:30:w60:h120:source_volume_rank63>=0.9:source_large20_imbalance0.1:long|volume::flow_cont:15:00:w60:h60:source_avg_trade_size_rank63>=0.8:source_large20_imbalance0.1:long|volume::flow_cont:11:00:w30:h60:source_volume_rank63>=0.9:source_large20_imbalance0.1:long,7,volume,True,8,True,True,20.405361044213638
1116,155745.0,1.7478302622891784,0.047777784981585025,1.0597660254695385,6762.5,0.045083333333333336,-3742.5,0.5898876404494382,13.564516129032258,657.5,15737.5,87345.0,52005.0,volume::flow_no_price_follow:13:30:w15:h120:source_avg_trade_size_rank63>=0.8:source_large20_imbalance0.1:both|volume::flow_cont:10:00:w30:h180:source_trades_rank63>=0.8:source_large20_imbalance0.1:short|volume::vwap_stretch_fade:10:00:w30:h180:source_volume_rank63>=0.8:source_large20_imbalance0.1:short|volume::flow_cont:14:30:w60:h60:source_trades_rank63>=0.9:source_large20_imbalance0.1:both|volume::flow_cont:13:30:w60:h120:source_trades_rank63>=0.9:source_large20_imbalance0.1:long|participation::large20_composition_cont_0.05:10:30:w60:h120:short|volume::flow_cont:15:00:w60:h60:source_avg_trade_size_rank63>=0.8:source_large20_imbalance0.1:long,7,"participation,volume",True,8,True,True,20.38410998090589
978,153160.0,1.780472890338361,0.04727300252366273,1.1942653269135848,5937.5,0.03958333333333333,-3742.5,0.5909090909090909,14.928425357873211,2447.5,12187.5,80135.0,58390.0,volume::flow_no_price_follow:13:30:w15:h120:source_avg_trade_size_rank63>=0.8:source_large20_imbalance0.1:both|volume::flow_cont:10:00:w30:h180:source_trades_rank63>=0.8:source_large20_imbalance0.1:short|volume::vwap_stretch_fade:10:00:w30:h180:source_volume_rank63>=0.8:source_large20_imbalance0.1:short|volume::flow_cont:14:30:w60:h60:source_volume_rank63>=0.9:source_large20_imbalance0.1:both|volume::flow_cont:13:30:w60:h120:source_volume_rank63>=0.9:source_large20_imbalance0.1:long|participation::large20_composition_cont_0.1:10:30:w30:h120:short|volume::flow_cont:11:00:w30:h60:source_volume_rank63>=0.9:source_large20_imbalance0.1:long,7,"participation,volume",True,8,True,True,20.37637787909138
1049,153655.0,1.9265954078786691,0.047306863731848114,1.0731235629152691,6612.5,0.044083333333333335,-3217.5,0.6033519553072626,14.11820781696854,360.0,14197.5,82017.5,57080.0,volume::flow_no_price_follow:13:30:w15:h120:source_avg_trade_size_rank63>=0.8:source_large20_imbalance0.1:both|volume::flow_cont:10:00:w30:h60:source_trades_rank63>=0.8:source_large20_imbalance0.1:short|volume::flow_cont:14:30:w60:h60:source_trades_rank63>=0.9:source_large20_imbalance0.1:both|volume::flow_cont:13:30:w60:h120:source_volume_rank63>=0.9:source_large20_imbalance0.1:long|volume::vwap_stretch_fade:10:00:w30:h180:source_volume_rank63>=0.8:source_large20_imbalance0.1:short|volume::flow_cont:15:00:w60:h60:source_avg_trade_size_rank63>=0.8:source_large20_imbalance0.1:long|participation::broad_trade_flow_cont_0.05:15:00:w15:h30:long,7,"participation,volume",True,8,True,True,20.374861392757587
1010,153762.5,1.7532392779288215,0.047331159539082845,1.1567696832362406,6137.5,0.040916666666666664,-3742.5,0.5988700564971752,14.57920792079208,750.0,17127.5,84162.5,51722.5,volume::flow_no_price_follow:13:30:w15:h120:source_avg_trade_size_rank63>=0.8:source_large20_imbalance0.1:both|volume::flow_cont:10:00:w30:h180:source_trades_rank63>=0.8:source_large20_imbalance0.1:short|volume::vwap_stretch_fade:10:00:w30:h180:source_volume_rank63>=0.8:source_large20_imbalance0.1:short|volume::flow_cont:14:30:w60:h60:source_trades_rank63>=0.9:source_large20_imbalance0.1:both|volume::flow_cont:13:30:w60:h120:source_trades_rank63>=0.9:source_large20_imbalance0.1:long|participation::large20_composition_cont_0.05:10:30:w60:h120:short|volume::flow_cont:11:00:w30:h60:source_volume_rank63>=0.9:source_large20_imbalance0.1:long,7,"participation,volume",True,8,True,True,20.351664671635827
986,152745.0,1.7505343586467828,0.04710087430006338,1.2191770742035388,5795.0,0.03863333333333333,-3742.5,0.5942857142857143,14.793103448275861,1972.5,14285.0,82440.0,54047.5,volume::flow_no_price_follow:13:30:w15:h120:source_avg_trade_size_rank63>=0.8:source_large20_imbalance0.1:both|volume::flow_cont:10:00:w30:h180:source_trades_rank63>=0.8:source_large20_imbalance0.1:short|volume::vwap_stretch_fade:10:00:w30:h180:source_volume_rank63>=0.8:source_large20_imbalance0.1:short|volume::flow_cont:14:30:w60:h60:source_trades_rank63>=0.9:source_large20_imbalance0.1:both|volume::flow_cont:13:30:w60:h120:source_trades_rank63>=0.9:source_large20_imbalance0.1:long|participation::large20_composition_cont_0.1:10:30:w30:h120:short|volume::flow_cont:11:00:w30:h60:source_volume_rank63>=0.9:source_large20_imbalance0.1:long,7,"participation,volume",True,8,True,True,20.35047877407035
1024,151730.0,1.7819924753904035,0.046870433161261715,1.2554580311052244,5600.0,0.037333333333333336,-3742.5,0.615819209039548,14.25390625,5977.5,11385.0,90797.5,43570.0,volume::flow_no_price_follow:13:30:w15:h120:source_avg_trade_size_rank63>=0.8:source_large20_imbalance0.1:both|volume::flow_cont:10:00:w30:h180:source_trades_rank63>=0.8:source_large20_imbalance0.1:short|volume::vwap_stretch_fade:10:00:w30:h180:source_volume_rank63>=0.8:source_large20_imbalance0.1:short|volume::flow_cont:14:30:w60:h60:source_trades_rank63>=0.9:source_large20_imbalance0.1:both|volume::flow_cont:13:30:w60:h120:source_volume_rank63>=0.9:source_large20_imbalance0.1:long|volume::flow_cont:15:00:w60:h60:source_avg_trade_size_rank63>=0.8:source_large20_imbalance0.1:long|participation::broad_trade_flow_cont_0.1:15:00:w5:h60:short,7,"participation,volume",True,8,True,True,20.350273418143466
947,151565.0,1.8163798443349224,0.04683290385332706,1.250544829194314,5617.5,0.03745,-3742.5,0.6079545454545454,15.203801478352693,1967.5,17132.5,84755.0,47710.0,volume::flow_no_price_follow:13:30:w15:h120:source_avg_trade_size_rank63>=0.8:source_large20_imbalance0.1:both|volume::flow_cont:10:00:w30:h180:source_trades_rank63>=0.8:source_large20_imbalance0.1:short|volume::vwap_stretch_fade:10:00:w30:h180:source_volume_rank63>=0.8:source_large20_imbalance0.1:short|volume::flow_cont:14:30:w60:h60:source_trades_rank63>=0.9:source_large20_imbalance0.1:both|volume::flow_cont:13:30:w60:h120:source_volume_rank63>=0.9:source_large20_imbalance0.1:long|participation::broad_trade_flow_cont_0.05:15:00:w15:h30:long|volume::flow_cont:11:00:w30:h60:source_volume_rank63>=0.9:source_large20_imbalance0.1:long,7,"participation,volume",True,8,True,True,20.34529557398024
1013,156172.5,1.867504513262047,0.04787373908790027,0.9664954055430741,7430.0,0.04953333333333333,-3217.5,0.5819209039548022,14.733464955577492,782.5,13627.5,79860.0,61902.5,volume::flow_no_price_follow:13:30:w15:h120:source_avg_trade_size_rank63>=0.8:source_large20_imbalance0.1:both|volume::flow_cont:10:00:w30:h60:source_trades_rank63>=0.8:source_large20_imbalance0.1:short|volume::flow_cont:14:30:w60:h60:source_trades_rank63>=0.9:source_large20_imbalance0.1:both|volume::flow_cont:13:30:w60:h120:source_volume_rank63>=0.9:source_large20_imbalance0.1:long|volume::flow_cont:11:00:w30:h60:source_volume_rank63>=0.9:source_large20_imbalance0.1:long|participation::large20_composition_cont_0.05:10:30:w60:h120:short|volume::vwap_stretch_fade:10:00:w30:h180:source_volume_rank63>=0.8:source_large20_imbalance0.1:short,7,"participation,volume",True,8,True,True,20.34491488896868
1026,155407.5,1.8110826961718118,0.04778091773433646,1.0180593267259188,7040.0,0.046933333333333334,-3742.5,0.5932203389830508,14.517543859649123,1090.0,17172.5,83467.5,53677.5,volume::flow_no_price_follow:13:30:w15:h120:source_avg_trade_size_rank63>=0.8:source_large20_imbalance0.1:both|volume::flow_cont:10:00:w30:h180:source_trades_rank63>=0.8:source_large20_imbalance0.1:short|volume::vwap_stretch_fade:10:00:w30:h180:source_volume_rank63>=0.8:source_large20_imbalance0.1:short|volume::flow_cont:14:30:w60:h60:source_volume_rank63>=0.9:source_large20_imbalance0.1:both|volume::flow_cont:13:30:w60:h120:source_trades_rank63>=0.9:source_large20_imbalance0.1:long|participation::large20_composition_cont_0.1:10:30:w60:h120:short|volume::flow_cont:15:00:w60:h60:source_avg_trade_size_rank63>=0.8:source_large20_imbalance0.1:long,7,"participation,volume",True,8,True,True,20.318104798216776
1052,151927.5,1.7933343776924884,0.04691532939790677,1.2133274844286233,5800.0,0.03866666666666667,-3742.5,0.6424581005586593,13.95342205323194,967.5,17660.0,86017.5,47282.5,volume::flow_no_price_follow:13:30:w15:h120:source_avg_trade_size_rank63>=0.8:source_large20_imbalance0.1:both|volume::flow_cont:10:00:w30:h180:source_trades_rank63>=0.8:source_large20_imbalance0.1:short|volume::vwap_stretch_fade:10:00:w30:h180:source_volume_rank63>=0.8:source_large20_imbalance0.1:short|volume::flow_cont:14:30:w60:h60:source_trades_rank63>=0.9:source_large20_imbalance0.1:both|volume::flow_cont:13:30:w60:h120:source_trades_rank63>=0.9:source_large20_imbalance0.1:long|participation::broad_trade_flow_cont_0.05:15:00:w15:h30:long|volume::flow_cont:15:00:w60:h60:source_avg_trade_size_rank63>=0.8:source_large20_imbalance0.1:long,7,"participation,volume",True,8,True,True,20.317958231214575
972,157740.0,1.951272464117718,0.04822450293790692,1.0939395751510077,6612.5,0.044083333333333335,-3217.5,0.6079545454545454,15.382716049382717,2145.0,9937.5,86242.5,59415.0,volume::flow_no_price_follow:13:30:w15:h120:source_avg_trade_size_rank63>=0.8:source_large20_imbalance0.1:both|volume::flow_cont:10:00:w30:h60:source_trades_rank63>=0.8:source_large20_imbalance0.1:short|volume::flow_cont:14:30:w60:h60:source_trades_rank63>=0.9:source_large20_imbalance0.1:both|volume::flow_cont:13:30:w60:h120:source_volume_rank63>=0.9:source_large20_imbalance0.1:long|volume::vwap_stretch_fade:10:00:w30:h180:source_volume_rank63>=0.8:source_large20_imbalance0.1:short|volume::flow_cont:15:00:w60:h60:source_avg_trade_size_rank63>=0.8:source_large20_imbalance0.1:long|volume::flow_cont:11:00:w30:h60:source_volume_rank63>=0.9:source_large20_imbalance0.1:long,7,volume,True,8,True,True,20.313622189039258
1106,152620.0,1.748917377169846,0.04707253386367283,1.1867025343783064,5950.0,0.03966666666666667,-3742.5,0.5795454545454546,13.439421338155515,832.5,11652.5,88120.0,52015.0,volume::flow_no_price_follow:13:30:w15:h120:source_avg_trade_size_rank63>=0.8:source_large20_imbalance0.1:both|volume::flow_cont:10:00:w30:h180:source_trades_rank63>=0.8:source_large20_imbalance0.1:short|volume::vwap_stretch_fade:10:00:w30:h180:source_volume_rank63>=0.8:source_large20_imbalance0.1:short|volume::flow_cont:14:30:w60:h60:source_trades_rank63>=0.9:source_large20_imbalance0.1:both|participation::large20_composition_cont_0.1:10:30:w30:h120:short|volume::flow_cont:13:30:w30:h60:source_trades_rank63>=0.9:source_large20_imbalance0.1:long|volume::flow_cont:15:00:w60:h60:source_avg_trade_size_rank63>=0.8:source_large20_imbalance0.1:long,7,"participation,volume",True,8,True,True,20.306168364756548
1041,152295.0,1.8283880442764284,0.04707658202474296,1.165261931305519,6060.0,0.0404,-3742.5,0.6201117318435754,14.103746397694524,1477.5,15755.0,83882.5,51180.0,volume::flow_no_price_follow:13:30:w15:h120:source_avg_trade_size_rank63>=0.8:source_large20_imbalance0.1:both|volume::flow_cont:10:00:w30:h180:source_trades_rank63>=0.8:source_large20_imbalance0.1:short|volume::vwap_stretch_fade:10:00:w30:h180:source_volume_rank63>=0.8:source_large20_imbalance0.1:short|volume::flow_cont:14:30:w60:h60:source_volume_rank63>=0.9:source_large20_imbalance0.1:both|volume::flow_cont:13:30:w60:h120:source_volume_rank63>=0.9:source_large20_imbalance0.1:long|participation::broad_trade_flow_cont_0.05:15:00:w15:h30:long|volume::flow_cont:15:00:w60:h60:source_avg_trade_size_rank63>=0.8:source_large20_imbalance0.1:long,7,"participation,volume",True,8,True,True,20.30492942004461
919,154192.5,1.8288359717257505,0.04750677378984558,1.07481388664809,6630.0,0.0442,-3742.5,0.5852272727272727,15.822633297062024,1795.0,16557.5,81735.0,54105.0,volume::flow_no_price_follow:13:30:w15:h120:source_avg_trade_size_rank63>=0.8:source_large20_imbalance0.1:both|volume::flow_cont:10:00:w30:h180:source_trades_rank63>=0.8:source_large20_imbalance0.1:short|volume::vwap_stretch_fade:10:00:w30:h180:source_volume_rank63>=0.8:source_large20_imbalance0.1:short|volume::flow_cont:14:30:w60:h60:source_volume_rank63>=0.9:source_large20_imbalance0.1:both|volume::flow_cont:13:30:w60:h120:source_volume_rank63>=0.9:source_large20_imbalance0.1:long|participation::large20_composition_cont_0.1:10:30:w60:h120:short|volume::flow_cont:11:00:w30:h60:source_volume_rank63>=0.9:source_large20_imbalance0.1:long,7,"participation,volume",True,8,True,True,20.303774592382457
