entry_ts,exit_ts,gross_ticks,pnl,leg_id,year,month
2013-05-24 13:30:00,2013-05-24 15:29:00,-1.0,-42.5,volume::flow_no_price_follow:13:30:w15:h120:source_avg_trade_size_rank63>=0.8:source_large20_imbalance0.1:both,2013,2013-05
2013-05-30 10:00:00,2013-05-30 12:59:00,-1.0,-42.5,volume::vwap_stretch_fade:10:00:w30:h180:source_volume_rank63>=0.8:source_large20_imbalance0.1:short,2013,2013-05
2013-06-06 13:30:00,2013-06-06 15:29:00,50.0,595.0,volume::flow_cont:13:30:w60:h120:source_volume_rank63>=0.9:source_large20_imbalance0.1:long,2013,2013-06
2013-06-13 15:00:00,2013-06-13 15:59:00,29.0,332.5,volume::flow_cont:15:00:w60:h60:source_avg_trade_size_rank63>=0.8:source_large20_imbalance0.1:long,2013,2013-06
2013-06-20 14:30:00,2013-06-20 15:29:00,19.0,207.5,volume::flow_cont:14:30:w60:h60:source_trades_rank63>=0.9:source_large20_imbalance0.1:both,2013,2013-06
2013-06-21 13:30:00,2013-06-21 15:29:00,28.0,320.0,volume::flow_cont:13:30:w60:h120:source_volume_rank63>=0.9:source_large20_imbalance0.1:long,2013,2013-06
2013-06-24 10:00:00,2013-06-24 12:59:00,-5.0,-92.5,volume::flow_cont:10:00:w30:h180:source_trades_rank63>=0.8:source_large20_imbalance0.1:short,2013,2013-06
2013-08-06 13:30:00,2013-08-06 15:29:00,4.0,20.0,volume::flow_no_price_follow:13:30:w15:h120:source_avg_trade_size_rank63>=0.8:source_large20_imbalance0.1:both,2013,2013-08
2013-08-14 13:30:00,2013-08-14 15:29:00,-1.0,-42.5,volume::flow_no_price_follow:13:30:w15:h120:source_avg_trade_size_rank63>=0.8:source_large20_imbalance0.1:both,2013,2013-08
2013-08-19 13:30:00,2013-08-19 15:29:00,15.0,157.5,volume::flow_no_price_follow:13:30:w15:h120:source_avg_trade_size_rank63>=0.8:source_large20_imbalance0.1:both,2013,2013-08
2013-08-29 15:00:00,2013-08-29 15:59:00,-20.0,-280.0,volume::flow_cont:15:00:w60:h60:source_avg_trade_size_rank63>=0.8:source_large20_imbalance0.1:long,2013,2013-08
2013-09-04 13:30:00,2013-09-04 15:29:00,-10.0,-155.0,volume::flow_no_price_follow:13:30:w15:h120:source_avg_trade_size_rank63>=0.8:source_large20_imbalance0.1:both,2013,2013-09
2013-09-10 13:30:00,2013-09-10 15:29:00,1.0,-17.5,volume::flow_no_price_follow:13:30:w15:h120:source_avg_trade_size_rank63>=0.8:source_large20_imbalance0.1:both,2013,2013-09
2013-09-19 10:00:00,2013-09-19 12:59:00,24.0,270.0,volume::flow_cont:10:00:w30:h180:source_trades_rank63>=0.8:source_large20_imbalance0.1:short,2013,2013-09
2013-09-20 10:30:00,2013-09-20 12:29:00,27.0,307.5,participation::large20_composition_cont_0.1:10:30:w30:h120:short,2013,2013-09
2013-09-23 10:30:00,2013-09-23 12:29:00,-1.0,-42.5,participation::large20_composition_cont_0.1:10:30:w30:h120:short,2013,2013-09
2013-10-03 13:30:00,2013-10-03 15:29:00,-2.0,-55.0,volume::flow_cont:13:30:w60:h120:source_volume_rank63>=0.9:source_large20_imbalance0.1:long,2013,2013-10
2013-10-08 13:30:00,2013-10-08 15:29:00,-2.0,-55.0,volume::flow_cont:13:30:w60:h120:source_volume_rank63>=0.9:source_large20_imbalance0.1:long,2013,2013-10
2013-10-14 13:30:00,2013-10-14 15:29:00,-18.0,-255.0,volume::flow_no_price_follow:13:30:w15:h120:source_avg_trade_size_rank63>=0.8:source_large20_imbalance0.1:both,2013,2013-10
2013-10-17 13:30:00,2013-10-17 15:29:00,-11.0,-167.5,volume::flow_no_price_follow:13:30:w15:h120:source_avg_trade_size_rank63>=0.8:source_large20_imbalance0.1:both,2013,2013-10
2013-10-18 10:30:00,2013-10-18 12:29:00,-9.0,-142.5,participation::large20_composition_cont_0.1:10:30:w30:h120:short,2013,2013-10
2013-10-21 13:30:00,2013-10-21 15:29:00,6.0,45.0,volume::flow_no_price_follow:13:30:w15:h120:source_avg_trade_size_rank63>=0.8:source_large20_imbalance0.1:both,2013,2013-10
2013-10-24 15:00:00,2013-10-24 15:59:00,-9.0,-142.5,volume::flow_cont:15:00:w60:h60:source_avg_trade_size_rank63>=0.8:source_large20_imbalance0.1:long,2013,2013-10
2013-10-30 14:30:00,2013-10-30 15:29:00,-16.0,-230.0,volume::flow_cont:14:30:w60:h60:source_trades_rank63>=0.9:source_large20_imbalance0.1:both,2013,2013-10
2013-11-01 10:30:00,2013-11-01 12:29:00,15.0,157.5,participation::large20_composition_cont_0.1:10:30:w30:h120:short,2013,2013-11
2013-11-06 10:30:00,2013-11-06 12:29:00,2.0,-5.0,participation::large20_composition_cont_0.1:10:30:w30:h120:short,2013,2013-11
2013-11-07 14:30:00,2013-11-07 15:29:00,14.0,145.0,volume::flow_cont:14:30:w60:h60:source_trades_rank63>=0.9:source_large20_imbalance0.1:both,2013,2013-11
2013-11-15 15:00:00,2013-11-15 15:59:00,12.0,120.0,volume::flow_cont:15:00:w60:h60:source_avg_trade_size_rank63>=0.8:source_large20_imbalance0.1:long,2013,2013-11
2013-11-25 13:30:00,2013-11-25 15:29:00,-11.0,-167.5,volume::flow_no_price_follow:13:30:w15:h120:source_avg_trade_size_rank63>=0.8:source_large20_imbalance0.1:both,2013,2013-11
2013-12-03 10:00:00,2013-12-03 12:59:00,21.0,232.5,volume::vwap_stretch_fade:10:00:w30:h180:source_volume_rank63>=0.8:source_large20_imbalance0.1:short,2013,2013-12
2013-12-13 10:30:00,2013-12-13 12:29:00,-17.0,-242.5,participation::large20_composition_cont_0.1:10:30:w30:h120:short,2013,2013-12
2013-12-16 10:30:00,2013-12-16 12:29:00,13.0,132.5,participation::large20_composition_cont_0.1:10:30:w30:h120:short,2013,2013-12
2013-12-18 13:30:00,2013-12-18 15:29:00,112.0,1370.0,volume::flow_no_price_follow:13:30:w15:h120:source_avg_trade_size_rank63>=0.8:source_large20_imbalance0.1:both,2013,2013-12
2014-01-02 10:00:00,2014-01-02 12:59:00,23.0,257.5,volume::flow_cont:10:00:w30:h180:source_trades_rank63>=0.8:source_large20_imbalance0.1:short,2014,2014-01
2014-01-27 13:30:00,2014-01-27 15:29:00,26.0,295.0,volume::flow_cont:13:30:w60:h120:source_volume_rank63>=0.9:source_large20_imbalance0.1:long,2014,2014-01
2014-01-28 10:00:00,2014-01-28 12:59:00,2.0,-5.0,volume::vwap_stretch_fade:10:00:w30:h180:source_volume_rank63>=0.8:source_large20_imbalance0.1:short,2014,2014-01
2014-02-18 13:30:00,2014-02-18 15:29:00,-5.0,-92.5,volume::flow_no_price_follow:13:30:w15:h120:source_avg_trade_size_rank63>=0.8:source_large20_imbalance0.1:both,2014,2014-02
2014-03-04 10:00:00,2014-03-04 12:59:00,-14.0,-205.0,volume::vwap_stretch_fade:10:00:w30:h180:source_volume_rank63>=0.8:source_large20_imbalance0.1:short,2014,2014-03
2014-03-05 13:30:00,2014-03-05 15:29:00,7.0,57.5,volume::flow_no_price_follow:13:30:w15:h120:source_avg_trade_size_rank63>=0.8:source_large20_imbalance0.1:both,2014,2014-03
2014-03-24 10:30:00,2014-03-24 12:29:00,29.0,332.5,participation::large20_composition_cont_0.1:10:30:w30:h120:short,2014,2014-03
2014-04-09 14:30:00,2014-04-09 15:29:00,1.0,-17.5,volume::flow_cont:14:30:w60:h60:source_trades_rank63>=0.9:source_large20_imbalance0.1:both,2014,2014-04
2014-04-15 10:00:00,2014-04-15 12:59:00,97.0,1182.5,volume::vwap_stretch_fade:10:00:w30:h180:source_volume_rank63>=0.8:source_large20_imbalance0.1:short,2014,2014-04
2014-05-08 10:00:00,2014-05-08 12:59:00,-4.0,-80.0,volume::vwap_stretch_fade:10:00:w30:h180:source_volume_rank63>=0.8:source_large20_imbalance0.1:short,2014,2014-05
2014-05-15 10:00:00,2014-05-15 12:59:00,38.0,445.0,volume::flow_cont:10:00:w30:h180:source_trades_rank63>=0.8:source_large20_imbalance0.1:short,2014,2014-05
2014-05-20 13:30:00,2014-05-20 15:29:00,2.0,-5.0,volume::flow_no_price_follow:13:30:w15:h120:source_avg_trade_size_rank63>=0.8:source_large20_imbalance0.1:both,2014,2014-05
2014-05-21 13:30:00,2014-05-21 15:29:00,15.0,157.5,volume::flow_no_price_follow:13:30:w15:h120:source_avg_trade_size_rank63>=0.8:source_large20_imbalance0.1:both,2014,2014-05
2014-05-22 13:30:00,2014-05-22 15:29:00,-5.0,-92.5,volume::flow_no_price_follow:13:30:w15:h120:source_avg_trade_size_rank63>=0.8:source_large20_imbalance0.1:both,2014,2014-05
2014-05-29 15:00:00,2014-05-29 15:59:00,8.0,70.0,volume::flow_cont:15:00:w60:h60:source_avg_trade_size_rank63>=0.8:source_large20_imbalance0.1:long,2014,2014-05
2014-05-30 15:00:00,2014-05-30 15:59:00,9.0,82.5,volume::flow_cont:15:00:w60:h60:source_avg_trade_size_rank63>=0.8:source_large20_imbalance0.1:long,2014,2014-05
2014-06-02 10:30:00,2014-06-02 12:29:00,-19.0,-267.5,participation::large20_composition_cont_0.1:10:30:w30:h120:short,2014,2014-06
2014-06-02 15:00:00,2014-06-02 15:59:00,1.0,-17.5,volume::flow_cont:15:00:w60:h60:source_avg_trade_size_rank63>=0.8:source_large20_imbalance0.1:long,2014,2014-06
2014-06-05 13:30:00,2014-06-05 15:29:00,1.0,-17.5,volume::flow_no_price_follow:13:30:w15:h120:source_avg_trade_size_rank63>=0.8:source_large20_imbalance0.1:both,2014,2014-06
2014-06-09 13:30:00,2014-06-09 15:29:00,-0.0,-30.0,volume::flow_no_price_follow:13:30:w15:h120:source_avg_trade_size_rank63>=0.8:source_large20_imbalance0.1:both,2014,2014-06
2014-06-10 13:30:00,2014-06-10 15:29:00,-12.0,-180.0,volume::flow_no_price_follow:13:30:w15:h120:source_avg_trade_size_rank63>=0.8:source_large20_imbalance0.1:both,2014,2014-06
2014-06-12 13:30:00,2014-06-12 15:29:00,20.0,220.0,volume::flow_no_price_follow:13:30:w15:h120:source_avg_trade_size_rank63>=0.8:source_large20_imbalance0.1:both,2014,2014-06
2014-06-16 13:30:00,2014-06-16 15:29:00,12.0,120.0,volume::flow_no_price_follow:13:30:w15:h120:source_avg_trade_size_rank63>=0.8:source_large20_imbalance0.1:both,2014,2014-06
2014-06-18 13:30:00,2014-06-18 15:29:00,-48.0,-630.0,volume::flow_no_price_follow:13:30:w15:h120:source_avg_trade_size_rank63>=0.8:source_large20_imbalance0.1:both,2014,2014-06
2014-06-20 13:30:00,2014-06-20 15:29:00,-4.0,-80.0,volume::flow_no_price_follow:13:30:w15:h120:source_avg_trade_size_rank63>=0.8:source_large20_imbalance0.1:both,2014,2014-06
2014-06-25 13:30:00,2014-06-25 15:29:00,12.0,120.0,volume::flow_no_price_follow:13:30:w15:h120:source_avg_trade_size_rank63>=0.8:source_large20_imbalance0.1:both,2014,2014-06
2014-07-01 13:30:00,2014-07-01 15:29:00,-12.0,-180.0,volume::flow_no_price_follow:13:30:w15:h120:source_avg_trade_size_rank63>=0.8:source_large20_imbalance0.1:both,2014,2014-07
2014-07-08 10:30:00,2014-07-08 12:29:00,15.0,157.5,participation::large20_composition_cont_0.1:10:30:w30:h120:short,2014,2014-07
2014-07-09 14:30:00,2014-07-09 15:29:00,0.0,-30.0,volume::flow_cont:14:30:w60:h60:source_trades_rank63>=0.9:source_large20_imbalance0.1:both,2014,2014-07
2014-07-11 13:30:00,2014-07-11 15:29:00,9.0,82.5,volume::flow_no_price_follow:13:30:w15:h120:source_avg_trade_size_rank63>=0.8:source_large20_imbalance0.1:both,2014,2014-07
2014-07-14 13:30:00,2014-07-14 15:29:00,-3.0,-67.5,volume::flow_no_price_follow:13:30:w15:h120:source_avg_trade_size_rank63>=0.8:source_large20_imbalance0.1:both,2014,2014-07
2014-07-18 13:30:00,2014-07-18 15:29:00,-24.0,-330.0,volume::flow_no_price_follow:13:30:w15:h120:source_avg_trade_size_rank63>=0.8:source_large20_imbalance0.1:both,2014,2014-07
2014-07-24 13:30:00,2014-07-24 15:29:00,-9.0,-142.5,volume::flow_no_price_follow:13:30:w15:h120:source_avg_trade_size_rank63>=0.8:source_large20_imbalance0.1:both,2014,2014-07
2014-07-31 13:30:00,2014-07-31 15:29:00,32.0,370.0,volume::flow_no_price_follow:13:30:w15:h120:source_avg_trade_size_rank63>=0.8:source_large20_imbalance0.1:both,2014,2014-07
2014-08-04 15:00:00,2014-08-04 15:59:00,3.0,7.5,volume::flow_cont:15:00:w60:h60:source_avg_trade_size_rank63>=0.8:source_large20_imbalance0.1:long,2014,2014-08
2014-08-20 14:30:00,2014-08-20 15:29:00,-17.0,-242.5,volume::flow_cont:14:30:w60:h60:source_trades_rank63>=0.9:source_large20_imbalance0.1:both,2014,2014-08
2014-08-21 15:00:00,2014-08-21 15:59:00,-8.0,-130.0,volume::flow_cont:15:00:w60:h60:source_avg_trade_size_rank63>=0.8:source_large20_imbalance0.1:long,2014,2014-08
2014-09-17 14:30:00,2014-09-17 15:29:00,-2.0,-55.0,volume::flow_cont:14:30:w60:h60:source_trades_rank63>=0.9:source_large20_imbalance0.1:both,2014,2014-09
2014-09-19 10:30:00,2014-09-19 12:29:00,15.0,157.5,participation::large20_composition_cont_0.1:10:30:w30:h120:short,2014,2014-09
2014-09-25 10:00:00,2014-09-25 12:59:00,56.0,670.0,volume::flow_cont:10:00:w30:h180:source_trades_rank63>=0.8:source_large20_imbalance0.1:short,2014,2014-09
2014-09-25 13:30:00,2014-09-25 15:29:00,-16.0,-230.0,volume::flow_cont:13:30:w60:h120:source_volume_rank63>=0.9:source_large20_imbalance0.1:long,2014,2014-09
2014-10-02 13:30:00,2014-10-02 15:29:00,8.0,70.0,volume::flow_cont:13:30:w60:h120:source_volume_rank63>=0.9:source_large20_imbalance0.1:long,2014,2014-10
2014-10-09 10:00:00,2014-10-09 12:59:00,76.0,920.0,volume::flow_cont:10:00:w30:h180:source_trades_rank63>=0.8:source_large20_imbalance0.1:short,2014,2014-10
2014-10-14 10:00:00,2014-10-14 12:59:00,-49.0,-642.5,volume::flow_cont:10:00:w30:h180:source_trades_rank63>=0.8:source_large20_imbalance0.1:short,2014,2014-10
2014-10-14 14:30:00,2014-10-14 15:29:00,24.0,270.0,volume::flow_cont:14:30:w60:h60:source_trades_rank63>=0.9:source_large20_imbalance0.1:both,2014,2014-10
2014-10-16 13:30:00,2014-10-16 15:29:00,-19.0,-267.5,volume::flow_cont:13:30:w60:h120:source_volume_rank63>=0.9:source_large20_imbalance0.1:long,2014,2014-10
2014-10-21 10:00:00,2014-10-21 12:59:00,-35.0,-467.5,volume::vwap_stretch_fade:10:00:w30:h180:source_volume_rank63>=0.8:source_large20_imbalance0.1:short,2014,2014-10
2014-12-10 14:30:00,2014-12-10 15:29:00,-5.0,-92.5,volume::flow_cont:14:30:w60:h60:source_trades_rank63>=0.9:source_large20_imbalance0.1:both,2014,2014-12
2014-12-12 10:30:00,2014-12-12 12:29:00,18.0,195.0,participation::large20_composition_cont_0.1:10:30:w30:h120:short,2014,2014-12
2014-12-15 10:30:00,2014-12-15 12:29:00,40.0,470.0,participation::large20_composition_cont_0.1:10:30:w30:h120:short,2014,2014-12
2014-12-15 13:30:00,2014-12-15 15:29:00,12.0,120.0,volume::flow_no_price_follow:13:30:w15:h120:source_avg_trade_size_rank63>=0.8:source_large20_imbalance0.1:both,2014,2014-12
2014-12-19 10:00:00,2014-12-19 12:59:00,6.0,45.0,volume::flow_cont:10:00:w30:h180:source_trades_rank63>=0.8:source_large20_imbalance0.1:short,2014,2014-12
2015-01-05 10:00:00,2015-01-05 12:59:00,48.0,570.0,volume::flow_cont:10:00:w30:h180:source_trades_rank63>=0.8:source_large20_imbalance0.1:short,2015,2015-01
2015-01-09 10:00:00,2015-01-09 12:59:00,39.0,457.5,volume::flow_cont:10:00:w30:h180:source_trades_rank63>=0.8:source_large20_imbalance0.1:short,2015,2015-01
2015-01-30 14:30:00,2015-01-30 15:29:00,-70.0,-905.0,volume::flow_cont:14:30:w60:h60:source_trades_rank63>=0.9:source_large20_imbalance0.1:both,2015,2015-01
2015-02-03 10:30:00,2015-02-03 12:29:00,27.0,307.5,participation::large20_composition_cont_0.1:10:30:w30:h120:short,2015,2015-02
2015-02-20 13:30:00,2015-02-20 15:29:00,34.0,395.0,volume::flow_no_price_follow:13:30:w15:h120:source_avg_trade_size_rank63>=0.8:source_large20_imbalance0.1:both,2015,2015-02
2015-03-03 15:00:00,2015-03-03 15:59:00,4.0,20.0,volume::flow_cont:15:00:w60:h60:source_avg_trade_size_rank63>=0.8:source_large20_imbalance0.1:long,2015,2015-03
2015-03-13 10:30:00,2015-03-13 12:29:00,32.0,370.0,participation::large20_composition_cont_0.1:10:30:w30:h120:short,2015,2015-03
2015-03-13 15:00:00,2015-03-13 15:59:00,30.0,345.0,volume::flow_cont:15:00:w60:h60:source_avg_trade_size_rank63>=0.8:source_large20_imbalance0.1:long,2015,2015-03
2015-03-17 13:30:00,2015-03-17 15:29:00,-15.0,-217.5,volume::flow_no_price_follow:13:30:w15:h120:source_avg_trade_size_rank63>=0.8:source_large20_imbalance0.1:both,2015,2015-03
2015-03-18 13:30:00,2015-03-18 15:29:00,152.0,1870.0,volume::flow_no_price_follow:13:30:w15:h120:source_avg_trade_size_rank63>=0.8:source_large20_imbalance0.1:both,2015,2015-03
2015-03-20 13:30:00,2015-03-20 15:29:00,-18.0,-255.0,volume::flow_no_price_follow:13:30:w15:h120:source_avg_trade_size_rank63>=0.8:source_large20_imbalance0.1:both,2015,2015-03
2015-03-27 13:30:00,2015-03-27 15:29:00,2.0,-5.0,volume::flow_no_price_follow:13:30:w15:h120:source_avg_trade_size_rank63>=0.8:source_large20_imbalance0.1:both,2015,2015-03
2015-03-30 10:30:00,2015-03-30 12:29:00,-18.0,-255.0,participation::large20_composition_cont_0.1:10:30:w30:h120:short,2015,2015-03
2015-03-30 13:30:00,2015-03-30 15:29:00,-1.0,-42.5,volume::flow_no_price_follow:13:30:w15:h120:source_avg_trade_size_rank63>=0.8:source_large20_imbalance0.1:both,2015,2015-03
2015-04-02 13:30:00,2015-04-02 15:29:00,-1.0,-42.5,volume::flow_no_price_follow:13:30:w15:h120:source_avg_trade_size_rank63>=0.8:source_large20_imbalance0.1:both,2015,2015-04
2015-04-29 14:30:00,2015-04-29 15:29:00,-12.0,-180.0,volume::flow_cont:14:30:w60:h60:source_trades_rank63>=0.9:source_large20_imbalance0.1:both,2015,2015-04
2015-05-29 13:30:00,2015-05-29 15:29:00,-21.0,-292.5,volume::flow_no_price_follow:13:30:w15:h120:source_avg_trade_size_rank63>=0.8:source_large20_imbalance0.1:both,2015,2015-05
2015-06-12 13:30:00,2015-06-12 15:29:00,3.0,7.5,volume::flow_no_price_follow:13:30:w15:h120:source_avg_trade_size_rank63>=0.8:source_large20_imbalance0.1:both,2015,2015-06
2015-06-15 13:30:00,2015-06-15 15:29:00,6.0,45.0,volume::flow_no_price_follow:13:30:w15:h120:source_avg_trade_size_rank63>=0.8:source_large20_imbalance0.1:both,2015,2015-06
2015-06-16 13:30:00,2015-06-16 15:29:00,6.0,45.0,volume::flow_no_price_follow:13:30:w15:h120:source_avg_trade_size_rank63>=0.8:source_large20_imbalance0.1:both,2015,2015-06
2015-06-25 10:00:00,2015-06-25 12:59:00,5.0,32.5,volume::flow_cont:10:00:w30:h180:source_trades_rank63>=0.8:source_large20_imbalance0.1:short,2015,2015-06
2015-06-30 13:30:00,2015-06-30 15:29:00,0.0,-30.0,volume::flow_cont:13:30:w60:h120:source_volume_rank63>=0.9:source_large20_imbalance0.1:long,2015,2015-06
2015-07-06 14:30:00,2015-07-06 15:29:00,-15.0,-217.5,volume::flow_cont:14:30:w60:h60:source_trades_rank63>=0.9:source_large20_imbalance0.1:both,2015,2015-07
2015-07-09 10:00:00,2015-07-09 12:59:00,37.0,432.5,volume::flow_cont:10:00:w30:h180:source_trades_rank63>=0.8:source_large20_imbalance0.1:short,2015,2015-07
2015-07-14 15:00:00,2015-07-14 15:59:00,-9.0,-142.5,volume::flow_cont:15:00:w60:h60:source_avg_trade_size_rank63>=0.8:source_large20_imbalance0.1:long,2015,2015-07
2015-07-16 13:30:00,2015-07-16 15:29:00,10.0,95.0,volume::flow_no_price_follow:13:30:w15:h120:source_avg_trade_size_rank63>=0.8:source_large20_imbalance0.1:both,2015,2015-07
2015-07-17 10:30:00,2015-07-17 12:29:00,-3.0,-67.5,participation::large20_composition_cont_0.1:10:30:w30:h120:short,2015,2015-07
2015-07-17 15:00:00,2015-07-17 15:59:00,7.0,57.5,volume::flow_cont:15:00:w60:h60:source_avg_trade_size_rank63>=0.8:source_large20_imbalance0.1:long,2015,2015-07
2015-07-21 10:30:00,2015-07-21 12:29:00,22.0,245.0,participation::large20_composition_cont_0.1:10:30:w30:h120:short,2015,2015-07
2015-07-23 13:30:00,2015-07-23 15:29:00,14.0,145.0,volume::flow_no_price_follow:13:30:w15:h120:source_avg_trade_size_rank63>=0.8:source_large20_imbalance0.1:both,2015,2015-07
2015-07-30 15:00:00,2015-07-30 15:59:00,-3.0,-67.5,volume::flow_cont:15:00:w60:h60:source_avg_trade_size_rank63>=0.8:source_large20_imbalance0.1:long,2015,2015-07
2015-08-05 13:30:00,2015-08-05 15:29:00,11.0,107.5,volume::flow_no_price_follow:13:30:w15:h120:source_avg_trade_size_rank63>=0.8:source_large20_imbalance0.1:both,2015,2015-08
2015-08-06 13:30:00,2015-08-06 15:29:00,-7.0,-117.5,volume::flow_cont:13:30:w60:h120:source_volume_rank63>=0.9:source_large20_imbalance0.1:long,2015,2015-08
2015-08-17 13:30:00,2015-08-17 15:29:00,-2.0,-55.0,volume::flow_no_price_follow:13:30:w15:h120:source_avg_trade_size_rank63>=0.8:source_large20_imbalance0.1:both,2015,2015-08
2015-08-24 14:30:00,2015-08-24 15:29:00,134.0,1645.0,volume::flow_cont:14:30:w60:h60:source_trades_rank63>=0.9:source_large20_imbalance0.1:both,2015,2015-08
2015-08-27 14:30:00,2015-08-27 15:29:00,12.0,120.0,volume::flow_cont:14:30:w60:h60:source_trades_rank63>=0.9:source_large20_imbalance0.1:both,2015,2015-08
2015-12-03 14:30:00,2015-12-03 15:29:00,12.0,120.0,volume::flow_cont:14:30:w60:h60:source_trades_rank63>=0.9:source_large20_imbalance0.1:both,2015,2015-12
2015-12-04 10:00:00,2015-12-04 12:59:00,-70.0,-905.0,volume::vwap_stretch_fade:10:00:w30:h180:source_volume_rank63>=0.8:source_large20_imbalance0.1:short,2015,2015-12
2015-12-04 13:30:00,2015-12-04 15:29:00,-16.0,-230.0,volume::flow_no_price_follow:13:30:w15:h120:source_avg_trade_size_rank63>=0.8:source_large20_imbalance0.1:both,2015,2015-12
2015-12-07 10:30:00,2015-12-07 12:29:00,17.0,182.5,participation::large20_composition_cont_0.1:10:30:w30:h120:short,2015,2015-12
2016-01-06 10:00:00,2016-01-06 12:59:00,-4.0,-80.0,volume::vwap_stretch_fade:10:00:w30:h180:source_volume_rank63>=0.8:source_large20_imbalance0.1:short,2016,2016-01
2016-01-07 10:00:00,2016-01-07 12:59:00,18.0,195.0,volume::vwap_stretch_fade:10:00:w30:h180:source_volume_rank63>=0.8:source_large20_imbalance0.1:short,2016,2016-01
2016-01-13 14:30:00,2016-01-13 15:29:00,20.0,220.0,volume::flow_cont:14:30:w60:h60:source_trades_rank63>=0.9:source_large20_imbalance0.1:both,2016,2016-01
2016-01-14 10:00:00,2016-01-14 12:59:00,-127.0,-1617.5,volume::flow_cont:10:00:w30:h180:source_trades_rank63>=0.8:source_large20_imbalance0.1:short,2016,2016-01
2016-01-21 14:30:00,2016-01-21 15:29:00,-16.0,-230.0,volume::flow_cont:14:30:w60:h60:source_trades_rank63>=0.9:source_large20_imbalance0.1:both,2016,2016-01
2016-01-28 10:00:00,2016-01-28 12:59:00,16.0,170.0,volume::flow_cont:10:00:w30:h180:source_trades_rank63>=0.8:source_large20_imbalance0.1:short,2016,2016-01
2016-02-11 10:00:00,2016-02-11 12:59:00,41.0,482.5,volume::vwap_stretch_fade:10:00:w30:h180:source_volume_rank63>=0.8:source_large20_imbalance0.1:short,2016,2016-02
2016-02-11 13:30:00,2016-02-11 15:29:00,36.0,420.0,volume::flow_cont:13:30:w60:h120:source_volume_rank63>=0.9:source_large20_imbalance0.1:long,2016,2016-02
2016-03-01 15:00:00,2016-03-01 15:59:00,8.0,70.0,volume::flow_cont:15:00:w60:h60:source_avg_trade_size_rank63>=0.8:source_large20_imbalance0.1:long,2016,2016-03
2016-03-02 13:30:00,2016-03-02 15:29:00,6.0,45.0,volume::flow_no_price_follow:13:30:w15:h120:source_avg_trade_size_rank63>=0.8:source_large20_imbalance0.1:both,2016,2016-03
2016-03-03 13:30:00,2016-03-03 15:29:00,27.0,307.5,volume::flow_no_price_follow:13:30:w15:h120:source_avg_trade_size_rank63>=0.8:source_large20_imbalance0.1:both,2016,2016-03
2016-03-14 15:00:00,2016-03-14 15:59:00,-15.0,-217.5,volume::flow_cont:15:00:w60:h60:source_avg_trade_size_rank63>=0.8:source_large20_imbalance0.1:long,2016,2016-03
2016-03-15 13:30:00,2016-03-15 15:29:00,14.0,145.0,volume::flow_no_price_follow:13:30:w15:h120:source_avg_trade_size_rank63>=0.8:source_large20_imbalance0.1:both,2016,2016-03
2016-03-18 13:30:00,2016-03-18 15:29:00,-18.0,-255.0,volume::flow_no_price_follow:13:30:w15:h120:source_avg_trade_size_rank63>=0.8:source_large20_imbalance0.1:both,2016,2016-03
2016-03-21 10:30:00,2016-03-21 12:29:00,-10.0,-155.0,participation::large20_composition_cont_0.1:10:30:w30:h120:short,2016,2016-03
2016-03-22 13:30:00,2016-03-22 15:29:00,-25.0,-342.5,volume::flow_no_price_follow:13:30:w15:h120:source_avg_trade_size_rank63>=0.8:source_large20_imbalance0.1:both,2016,2016-03
2016-03-24 10:30:00,2016-03-24 12:29:00,-10.0,-155.0,participation::large20_composition_cont_0.1:10:30:w30:h120:short,2016,2016-03
2016-03-29 15:00:00,2016-03-29 15:59:00,11.0,107.5,volume::flow_cont:15:00:w60:h60:source_avg_trade_size_rank63>=0.8:source_large20_imbalance0.1:long,2016,2016-03
2016-03-30 13:30:00,2016-03-30 15:29:00,28.0,320.0,volume::flow_no_price_follow:13:30:w15:h120:source_avg_trade_size_rank63>=0.8:source_large20_imbalance0.1:both,2016,2016-03
2016-04-05 15:00:00,2016-04-05 15:59:00,-28.0,-380.0,volume::flow_cont:15:00:w60:h60:source_avg_trade_size_rank63>=0.8:source_large20_imbalance0.1:long,2016,2016-04
2016-04-06 13:30:00,2016-04-06 15:29:00,-14.0,-205.0,volume::flow_no_price_follow:13:30:w15:h120:source_avg_trade_size_rank63>=0.8:source_large20_imbalance0.1:both,2016,2016-04
2016-04-08 10:30:00,2016-04-08 12:29:00,44.0,520.0,participation::large20_composition_cont_0.1:10:30:w30:h120:short,2016,2016-04
2016-04-15 10:30:00,2016-04-15 12:29:00,-5.0,-92.5,participation::large20_composition_cont_0.1:10:30:w30:h120:short,2016,2016-04
2016-04-15 13:30:00,2016-04-15 15:29:00,-7.0,-117.5,volume::flow_no_price_follow:13:30:w15:h120:source_avg_trade_size_rank63>=0.8:source_large20_imbalance0.1:both,2016,2016-04
2016-04-19 13:30:00,2016-04-19 15:29:00,13.0,132.5,volume::flow_no_price_follow:13:30:w15:h120:source_avg_trade_size_rank63>=0.8:source_large20_imbalance0.1:both,2016,2016-04
2016-04-20 13:30:00,2016-04-20 15:29:00,-6.0,-105.0,volume::flow_no_price_follow:13:30:w15:h120:source_avg_trade_size_rank63>=0.8:source_large20_imbalance0.1:both,2016,2016-04
