entry_ts,exit_ts,planned_exit_ts,entry_price,exit_price,direction,gross_ticks,pnl,exit_reason,leg_id
2011-06-27 15:00:00,2011-06-27 15:59:00,2011-06-27 15:59:00,1278.0,1274.75,long,-13.0,-192.5,time,volume::flow_cont:15:00:w60:h60:source_avg_trade_size_rank63>=0.8:source_large20_imbalance0.1:long
2011-07-12 14:30:00,2011-07-12 15:29:00,2011-07-12 15:29:00,1320.75,1315.0,long,-23.0,-317.5,time,volume::flow_cont:14:30:w60:h60:source_trades_rank63>=0.9:source_large20_imbalance0.1:both
2011-07-19 14:30:00,2011-07-19 15:29:00,2011-07-19 15:29:00,1319.5,1322.0,long,10.0,95.0,time,volume::flow_cont:14:30:w60:h60:source_trades_rank63>=0.9:source_large20_imbalance0.1:both
2011-07-21 13:30:00,2011-07-21 15:29:00,2011-07-21 15:29:00,1343.0,1341.75,long,-5.0,-92.5,time,volume::flow_cont:13:30:w60:h120:source_volume_rank63>=0.9:source_large20_imbalance0.1:long
2011-08-03 14:30:00,2011-08-03 15:29:00,2011-08-03 15:29:00,1248.0,1254.75,long,27.0,307.5,time,volume::flow_cont:14:30:w60:h60:source_trades_rank63>=0.9:source_large20_imbalance0.1:both
2011-08-10 13:30:00,2011-08-10 15:29:00,2011-08-10 15:29:00,1135.25,1132.75,long,-10.0,-155.0,time,volume::flow_cont:13:30:w60:h120:source_volume_rank63>=0.9:source_large20_imbalance0.1:long
2011-09-07 10:00:00,2011-09-07 12:59:00,2011-09-07 12:59:00,1184.0,1190.0,short,-24.0,-330.0,time,volume::vwap_stretch_fade:10:00:w30:h180:source_volume_rank63>=0.8:source_large20_imbalance0.1:short
2011-09-07 13:30:00,2011-09-07 15:29:00,2011-09-07 15:29:00,1192.25,1195.25,long,12.0,120.0,time,volume::flow_no_price_follow:13:30:w15:h120:source_avg_trade_size_rank63>=0.8:source_large20_imbalance0.1:both
2011-09-12 15:00:00,2011-09-12 15:59:00,2011-09-12 15:59:00,1141.75,1161.5,long,79.0,957.5,time,volume::flow_cont:15:00:w60:h60:source_avg_trade_size_rank63>=0.8:source_large20_imbalance0.1:long
2011-09-23 10:00:00,2011-09-23 12:59:00,2011-09-23 12:59:00,1124.5,1124.75,short,-1.0,-42.5,time,volume::vwap_stretch_fade:10:00:w30:h180:source_volume_rank63>=0.8:source_large20_imbalance0.1:short
2011-10-04 10:00:00,2011-10-04 12:59:00,2011-10-04 12:59:00,1072.25,1092.75,short,-82.0,-1055.0,time,volume::flow_cont:10:00:w30:h180:source_trades_rank63>=0.8:source_large20_imbalance0.1:short
2011-10-19 14:30:00,2011-10-19 15:29:00,2011-10-19 15:29:00,1207.25,1204.25,short,12.0,120.0,time,volume::flow_cont:14:30:w60:h60:source_trades_rank63>=0.9:source_large20_imbalance0.1:both
2011-10-20 13:30:00,2011-10-20 15:29:00,2011-10-20 15:29:00,1208.5,1208.0,long,-2.0,-55.0,time,volume::flow_cont:13:30:w60:h120:source_volume_rank63>=0.9:source_large20_imbalance0.1:long
2011-11-01 14:30:00,2011-11-01 15:29:00,2011-11-01 15:29:00,1227.5,1219.5,long,-32.0,-430.0,time,volume::flow_cont:14:30:w60:h60:source_trades_rank63>=0.9:source_large20_imbalance0.1:both
2011-11-09 14:30:00,2011-11-09 15:29:00,2011-11-09 15:29:00,1226.75,1230.5,short,-15.0,-217.5,time,volume::flow_cont:14:30:w60:h60:source_trades_rank63>=0.9:source_large20_imbalance0.1:both
2011-12-07 10:30:00,2011-12-07 12:29:00,2011-12-07 12:29:00,1246.0,1257.25,short,-45.0,-592.5,time,participation::large20_composition_cont_0.1:10:30:w30:h120:short
2011-12-08 13:30:00,2011-12-08 15:29:00,2011-12-08 15:29:00,1239.25,1242.0,long,11.0,107.5,time,volume::flow_no_price_follow:13:30:w15:h120:source_avg_trade_size_rank63>=0.8:source_large20_imbalance0.1:both
2011-12-12 15:00:00,2011-12-12 15:59:00,2011-12-12 15:59:00,1231.25,1235.75,long,18.0,195.0,time,volume::flow_cont:15:00:w60:h60:source_avg_trade_size_rank63>=0.8:source_large20_imbalance0.1:long
2011-12-14 10:30:00,2011-12-14 12:29:00,2011-12-14 12:29:00,1210.5,1207.25,short,13.0,132.5,time,participation::large20_composition_cont_0.1:10:30:w30:h120:short
2012-01-04 10:30:00,2012-01-04 12:29:00,2012-01-04 12:29:00,1265.0,1271.5,short,-26.0,-355.0,time,participation::large20_composition_cont_0.1:10:30:w30:h120:short
2012-01-10 15:00:00,2012-01-10 15:59:00,2012-01-10 15:59:00,1288.5,1287.0,long,-6.0,-105.0,time,volume::flow_cont:15:00:w60:h60:source_avg_trade_size_rank63>=0.8:source_large20_imbalance0.1:long
2012-01-17 13:30:00,2012-01-17 15:29:00,2012-01-17 15:29:00,1294.25,1288.5,long,-23.0,-317.5,time,volume::flow_no_price_follow:13:30:w15:h120:source_avg_trade_size_rank63>=0.8:source_large20_imbalance0.1:both
2012-01-19 13:30:00,2012-01-19 15:29:00,2012-01-19 15:29:00,1311.0,1309.75,long,-5.0,-92.5,time,volume::flow_no_price_follow:13:30:w15:h120:source_avg_trade_size_rank63>=0.8:source_large20_imbalance0.1:both
2012-01-20 13:30:00,2012-01-20 15:29:00,2012-01-20 15:29:00,1309.25,1308.5,long,-3.0,-67.5,time,volume::flow_no_price_follow:13:30:w15:h120:source_avg_trade_size_rank63>=0.8:source_large20_imbalance0.1:both
2012-01-25 13:30:00,2012-01-25 15:29:00,2012-01-25 15:29:00,1316.75,1321.0,long,17.0,182.5,time,volume::flow_no_price_follow:13:30:w15:h120:source_avg_trade_size_rank63>=0.8:source_large20_imbalance0.1:both
2012-01-26 10:30:00,2012-01-26 12:29:00,2012-01-26 12:29:00,1322.75,1317.5,short,21.0,232.5,time,participation::large20_composition_cont_0.1:10:30:w30:h120:short
2012-01-26 13:30:00,2012-01-26 15:29:00,2012-01-26 15:29:00,1318.5,1309.75,short,35.0,407.5,time,volume::flow_no_price_follow:13:30:w15:h120:source_avg_trade_size_rank63>=0.8:source_large20_imbalance0.1:both
2012-01-27 10:30:00,2012-01-27 12:29:00,2012-01-27 12:29:00,1312.25,1309.5,short,11.0,107.5,time,participation::large20_composition_cont_0.1:10:30:w30:h120:short
2012-01-31 10:30:00,2012-01-31 12:29:00,2012-01-31 12:29:00,1310.5,1305.25,short,21.0,232.5,time,participation::large20_composition_cont_0.1:10:30:w30:h120:short
2012-02-01 13:30:00,2012-02-01 15:29:00,2012-02-01 15:29:00,1325.75,1322.25,short,14.0,145.0,time,volume::flow_no_price_follow:13:30:w15:h120:source_avg_trade_size_rank63>=0.8:source_large20_imbalance0.1:both
2012-02-06 13:30:00,2012-02-06 15:29:00,2012-02-06 15:29:00,1338.25,1338.75,long,2.0,-5.0,time,volume::flow_no_price_follow:13:30:w15:h120:source_avg_trade_size_rank63>=0.8:source_large20_imbalance0.1:both
2012-02-08 13:30:00,2012-02-08 15:29:00,2012-02-08 15:29:00,1344.25,1346.0,long,7.0,57.5,time,volume::flow_no_price_follow:13:30:w15:h120:source_avg_trade_size_rank63>=0.8:source_large20_imbalance0.1:both
2012-02-09 10:30:00,2012-02-09 12:29:00,2012-02-09 12:29:00,1342.5,1348.0,short,-22.0,-305.0,time,participation::large20_composition_cont_0.1:10:30:w30:h120:short
2012-02-09 13:30:00,2012-02-09 15:29:00,2012-02-09 15:29:00,1350.75,1349.75,long,-4.0,-80.0,time,volume::flow_no_price_follow:13:30:w15:h120:source_avg_trade_size_rank63>=0.8:source_large20_imbalance0.1:both
2012-02-14 10:30:00,2012-02-14 12:29:00,2012-02-14 12:29:00,1344.0,1343.75,short,1.0,-17.5,time,participation::large20_composition_cont_0.1:10:30:w30:h120:short
2012-02-17 13:30:00,2012-02-17 15:29:00,2012-02-17 15:29:00,1358.0,1360.5,long,10.0,95.0,time,volume::flow_no_price_follow:13:30:w15:h120:source_avg_trade_size_rank63>=0.8:source_large20_imbalance0.1:both
2012-02-29 13:30:00,2012-02-29 15:29:00,2012-02-29 15:29:00,1368.5,1366.5,short,8.0,70.0,time,volume::flow_no_price_follow:13:30:w15:h120:source_avg_trade_size_rank63>=0.8:source_large20_imbalance0.1:both
2012-03-06 10:30:00,2012-03-06 12:29:00,2012-03-06 12:29:00,1344.5,1341.25,short,13.0,132.5,time,participation::large20_composition_cont_0.1:10:30:w30:h120:short
2012-03-06 13:30:00,2012-03-06 15:29:00,2012-03-06 15:29:00,1341.5,1341.0,short,2.0,-5.0,time,volume::flow_no_price_follow:13:30:w15:h120:source_avg_trade_size_rank63>=0.8:source_large20_imbalance0.1:both
2012-03-07 13:30:00,2012-03-07 15:29:00,2012-03-07 15:29:00,1351.5,1352.5,long,4.0,20.0,time,volume::flow_no_price_follow:13:30:w15:h120:source_avg_trade_size_rank63>=0.8:source_large20_imbalance0.1:both
2012-03-08 13:30:00,2012-03-08 15:29:00,2012-03-08 15:29:00,1364.25,1367.25,long,12.0,120.0,time,volume::flow_no_price_follow:13:30:w15:h120:source_avg_trade_size_rank63>=0.8:source_large20_imbalance0.1:both
2012-03-12 13:30:00,2012-03-12 15:29:00,2012-03-12 15:29:00,1369.5,1371.5,long,8.0,70.0,time,volume::flow_no_price_follow:13:30:w15:h120:source_avg_trade_size_rank63>=0.8:source_large20_imbalance0.1:both
2012-03-13 13:30:00,2012-03-13 15:29:00,2012-03-13 15:29:00,1378.75,1385.75,long,28.0,320.0,time,volume::flow_cont:13:30:w60:h120:source_volume_rank63>=0.9:source_large20_imbalance0.1:long
2012-03-14 10:30:00,2012-03-14 12:29:00,2012-03-14 12:29:00,1392.5,1388.0,short,18.0,195.0,time,participation::large20_composition_cont_0.1:10:30:w30:h120:short
2012-03-14 13:30:00,2012-03-14 15:29:00,2012-03-14 15:29:00,1392.5,1387.5,long,-20.0,-280.0,time,volume::flow_no_price_follow:13:30:w15:h120:source_avg_trade_size_rank63>=0.8:source_large20_imbalance0.1:both
2012-03-19 10:30:00,2012-03-19 12:29:00,2012-03-19 12:29:00,1399.75,1404.5,short,-19.0,-267.5,time,participation::large20_composition_cont_0.1:10:30:w30:h120:short
2012-03-19 13:30:00,2012-03-19 15:29:00,2012-03-19 15:29:00,1407.5,1405.25,long,-9.0,-142.5,time,volume::flow_no_price_follow:13:30:w15:h120:source_avg_trade_size_rank63>=0.8:source_large20_imbalance0.1:both
2012-03-21 10:30:00,2012-03-21 12:29:00,2012-03-21 12:29:00,1398.25,1400.25,short,-8.0,-130.0,time,participation::large20_composition_cont_0.1:10:30:w30:h120:short
2012-03-23 13:30:00,2012-03-23 15:29:00,2012-03-23 15:29:00,1392.0,1392.0,long,0.0,-30.0,time,volume::flow_no_price_follow:13:30:w15:h120:source_avg_trade_size_rank63>=0.8:source_large20_imbalance0.1:both
2012-04-03 14:30:00,2012-04-03 15:29:00,2012-04-03 15:29:00,1402.75,1403.0,short,-1.0,-42.5,time,volume::flow_cont:14:30:w60:h60:source_trades_rank63>=0.9:source_large20_imbalance0.1:both
2012-04-10 14:30:00,2012-04-10 15:29:00,2012-04-10 15:29:00,1356.75,1354.5,long,-9.0,-142.5,time,volume::flow_cont:14:30:w60:h60:source_trades_rank63>=0.9:source_large20_imbalance0.1:both
2012-04-13 10:00:00,2012-04-13 12:59:00,2012-04-13 12:59:00,1374.25,1372.75,short,6.0,45.0,time,volume::flow_cont:10:00:w30:h180:source_trades_rank63>=0.8:source_large20_imbalance0.1:short
2012-04-16 10:00:00,2012-04-16 12:59:00,2012-04-16 12:59:00,1367.5,1366.25,short,5.0,32.5,time,volume::flow_cont:10:00:w30:h180:source_trades_rank63>=0.8:source_large20_imbalance0.1:short
2012-04-16 14:30:00,2012-04-16 15:29:00,2012-04-16 15:29:00,1368.25,1367.0,long,-5.0,-92.5,time,volume::flow_cont:14:30:w60:h60:source_trades_rank63>=0.9:source_large20_imbalance0.1:both
2012-05-03 14:30:00,2012-05-03 15:29:00,2012-05-03 15:29:00,1386.25,1388.25,short,-8.0,-130.0,time,volume::flow_cont:14:30:w60:h60:source_trades_rank63>=0.9:source_large20_imbalance0.1:both
2012-05-15 14:30:00,2012-05-15 15:29:00,2012-05-15 15:29:00,1336.75,1326.0,short,43.0,507.5,time,volume::flow_cont:14:30:w60:h60:source_trades_rank63>=0.9:source_large20_imbalance0.1:both
2012-05-16 14:30:00,2012-05-16 15:29:00,2012-05-16 15:29:00,1325.5,1323.5,short,8.0,70.0,time,volume::flow_cont:14:30:w60:h60:source_trades_rank63>=0.9:source_large20_imbalance0.1:both
2012-05-17 13:30:00,2012-05-17 15:29:00,2012-05-17 15:29:00,1315.75,1309.5,long,-25.0,-342.5,time,volume::flow_cont:13:30:w60:h120:source_volume_rank63>=0.9:source_large20_imbalance0.1:long
2012-05-18 10:00:00,2012-05-18 12:59:00,2012-05-18 12:59:00,1305.0,1302.75,short,9.0,82.5,time,volume::flow_cont:10:00:w30:h180:source_trades_rank63>=0.8:source_large20_imbalance0.1:short
2012-05-18 14:30:00,2012-05-18 15:29:00,2012-05-18 15:29:00,1296.75,1293.5,short,13.0,132.5,time,volume::flow_cont:14:30:w60:h60:source_trades_rank63>=0.9:source_large20_imbalance0.1:both
2012-05-24 14:30:00,2012-05-24 15:29:00,2012-05-24 15:29:00,1312.0,1315.5,short,-14.0,-205.0,time,volume::flow_cont:14:30:w60:h60:source_trades_rank63>=0.9:source_large20_imbalance0.1:both
2012-05-31 10:00:00,2012-05-31 12:59:00,2012-05-31 12:59:00,1303.75,1308.75,short,-20.0,-280.0,time,volume::flow_cont:10:00:w30:h180:source_trades_rank63>=0.8:source_large20_imbalance0.1:short
2012-06-01 14:30:00,2012-06-01 15:29:00,2012-06-01 15:29:00,1278.75,1277.25,short,6.0,45.0,time,volume::flow_cont:14:30:w60:h60:source_trades_rank63>=0.9:source_large20_imbalance0.1:both
2012-06-11 10:30:00,2012-06-11 12:29:00,2012-06-11 12:29:00,1324.25,1321.0,short,13.0,132.5,time,participation::large20_composition_cont_0.1:10:30:w30:h120:short
2012-06-11 13:30:00,2012-06-11 15:29:00,2012-06-11 15:29:00,1324.25,1313.25,short,44.0,520.0,time,volume::flow_no_price_follow:13:30:w15:h120:source_avg_trade_size_rank63>=0.8:source_large20_imbalance0.1:both
2012-06-12 10:30:00,2012-06-12 12:29:00,2012-06-12 12:29:00,1301.75,1309.25,short,-30.0,-405.0,time,participation::large20_composition_cont_0.1:10:30:w30:h120:short
2012-06-14 10:00:00,2012-06-14 12:59:00,2012-06-14 12:59:00,1314.75,1319.5,short,-19.0,-267.5,time,volume::vwap_stretch_fade:10:00:w30:h180:source_volume_rank63>=0.8:source_large20_imbalance0.1:short
2012-06-14 13:30:00,2012-06-14 15:29:00,2012-06-14 15:29:00,1318.25,1317.25,short,4.0,20.0,time,volume::flow_no_price_follow:13:30:w15:h120:source_avg_trade_size_rank63>=0.8:source_large20_imbalance0.1:both
2012-06-19 13:30:00,2012-06-19 15:29:00,2012-06-19 15:29:00,1355.0,1352.75,long,-9.0,-142.5,time,volume::flow_no_price_follow:13:30:w15:h120:source_avg_trade_size_rank63>=0.8:source_large20_imbalance0.1:both
2012-06-29 15:00:00,2012-06-29 15:59:00,2012-06-29 15:59:00,1352.75,1356.75,long,16.0,170.0,time,volume::flow_cont:15:00:w60:h60:source_avg_trade_size_rank63>=0.8:source_large20_imbalance0.1:long
2012-07-11 14:30:00,2012-07-11 15:29:00,2012-07-11 15:29:00,1330.0,1331.5,short,-6.0,-105.0,time,volume::flow_cont:14:30:w60:h60:source_trades_rank63>=0.9:source_large20_imbalance0.1:both
2012-07-16 13:30:00,2012-07-16 15:29:00,2012-07-16 15:29:00,1348.5,1349.25,short,-3.0,-67.5,time,volume::flow_no_price_follow:13:30:w15:h120:source_avg_trade_size_rank63>=0.8:source_large20_imbalance0.1:both
2012-07-27 13:30:00,2012-07-27 15:29:00,2012-07-27 15:29:00,1379.0,1383.75,long,19.0,207.5,time,volume::flow_cont:13:30:w60:h120:source_volume_rank63>=0.9:source_large20_imbalance0.1:long
2012-08-02 10:00:00,2012-08-02 12:59:00,2012-08-02 12:59:00,1364.25,1354.25,short,40.0,470.0,time,volume::vwap_stretch_fade:10:00:w30:h180:source_volume_rank63>=0.8:source_large20_imbalance0.1:short
2012-08-16 15:00:00,2012-08-16 15:59:00,2012-08-16 15:59:00,1413.75,1413.75,long,0.0,-30.0,time,volume::flow_cont:15:00:w60:h60:source_avg_trade_size_rank63>=0.8:source_large20_imbalance0.1:long
2012-09-04 10:30:00,2012-09-04 12:29:00,2012-09-04 12:29:00,1397.5,1396.75,short,3.0,7.5,time,participation::large20_composition_cont_0.1:10:30:w30:h120:short
2012-09-04 15:00:00,2012-09-04 15:59:00,2012-09-04 15:59:00,1406.0,1402.75,long,-13.0,-192.5,time,volume::flow_cont:15:00:w60:h60:source_avg_trade_size_rank63>=0.8:source_large20_imbalance0.1:long
2012-09-12 10:30:00,2012-09-12 12:29:00,2012-09-12 12:29:00,1435.5,1436.5,short,-4.0,-80.0,time,participation::large20_composition_cont_0.1:10:30:w30:h120:short
2012-09-17 13:30:00,2012-09-17 15:29:00,2012-09-17 15:29:00,1462.5,1458.0,long,-18.0,-255.0,time,volume::flow_no_price_follow:13:30:w15:h120:source_avg_trade_size_rank63>=0.8:source_large20_imbalance0.1:both
2012-10-19 10:00:00,2012-10-19 12:59:00,2012-10-19 12:59:00,1444.75,1432.75,short,48.0,570.0,time,volume::flow_cont:10:00:w30:h180:source_trades_rank63>=0.8:source_large20_imbalance0.1:short
2012-11-05 15:00:00,2012-11-05 15:59:00,2012-11-05 15:59:00,1410.5,1412.25,long,7.0,57.5,time,volume::flow_cont:15:00:w60:h60:source_avg_trade_size_rank63>=0.8:source_large20_imbalance0.1:long
2012-11-07 13:30:00,2012-11-07 15:29:00,2012-11-07 15:29:00,1395.5,1398.75,long,13.0,132.5,time,volume::flow_cont:13:30:w60:h120:source_volume_rank63>=0.9:source_large20_imbalance0.1:long
2012-11-14 14:30:00,2012-11-14 15:29:00,2012-11-14 15:29:00,1364.0,1356.25,short,31.0,357.5,time,volume::flow_cont:14:30:w60:h60:source_trades_rank63>=0.9:source_large20_imbalance0.1:both
2012-11-16 10:00:00,2012-11-16 12:59:00,2012-11-16 12:59:00,1347.0,1355.25,short,-33.0,-442.5,time,volume::flow_cont:10:00:w30:h180:source_trades_rank63>=0.8:source_large20_imbalance0.1:short
2012-11-19 13:30:00,2012-11-19 15:29:00,2012-11-19 15:29:00,1377.75,1381.25,short,-14.0,-205.0,time,volume::flow_no_price_follow:13:30:w15:h120:source_avg_trade_size_rank63>=0.8:source_large20_imbalance0.1:both
2012-11-26 13:30:00,2012-11-26 15:29:00,2012-11-26 15:29:00,1401.0,1401.75,long,3.0,7.5,time,volume::flow_no_price_follow:13:30:w15:h120:source_avg_trade_size_rank63>=0.8:source_large20_imbalance0.1:both
2012-11-27 13:30:00,2012-11-27 15:29:00,2012-11-27 15:29:00,1403.25,1400.75,long,-10.0,-155.0,time,volume::flow_no_price_follow:13:30:w15:h120:source_avg_trade_size_rank63>=0.8:source_large20_imbalance0.1:both
2012-12-11 13:30:00,2012-12-11 15:29:00,2012-12-11 15:29:00,1430.75,1426.5,long,-17.0,-242.5,time,volume::flow_no_price_follow:13:30:w15:h120:source_avg_trade_size_rank63>=0.8:source_large20_imbalance0.1:both
2012-12-18 13:30:00,2012-12-18 15:29:00,2012-12-18 15:29:00,1439.5,1438.5,short,4.0,20.0,time,volume::flow_no_price_follow:13:30:w15:h120:source_avg_trade_size_rank63>=0.8:source_large20_imbalance0.1:both
2012-12-19 10:30:00,2012-12-19 12:29:00,2012-12-19 12:29:00,1438.0,1440.0,short,-8.0,-130.0,time,participation::large20_composition_cont_0.1:10:30:w30:h120:short
2012-12-28 13:30:00,2012-12-28 15:29:00,2012-12-28 15:29:00,1406.25,1404.25,short,8.0,70.0,time,volume::flow_no_price_follow:13:30:w15:h120:source_avg_trade_size_rank63>=0.8:source_large20_imbalance0.1:both
2012-12-31 13:30:00,2012-12-31 15:29:00,2012-12-31 15:29:00,1408.25,1412.75,short,-18.0,-255.0,time,volume::flow_no_price_follow:13:30:w15:h120:source_avg_trade_size_rank63>=0.8:source_large20_imbalance0.1:both
2013-01-02 10:30:00,2013-01-02 12:29:00,2013-01-02 12:29:00,1449.75,1446.0,short,15.0,157.5,time,participation::large20_composition_cont_0.1:10:30:w30:h120:short
2013-01-03 13:30:00,2013-01-03 15:29:00,2013-01-03 15:29:00,1459.5,1452.5,long,-28.0,-380.0,time,volume::flow_no_price_follow:13:30:w15:h120:source_avg_trade_size_rank63>=0.8:source_large20_imbalance0.1:both
2013-01-04 13:30:00,2013-01-04 15:29:00,2013-01-04 15:29:00,1458.5,1462.5,long,16.0,170.0,time,volume::flow_no_price_follow:13:30:w15:h120:source_avg_trade_size_rank63>=0.8:source_large20_imbalance0.1:both
2013-01-07 15:00:00,2013-01-07 15:59:00,2013-01-07 15:59:00,1455.0,1456.0,long,4.0,20.0,time,volume::flow_cont:15:00:w60:h60:source_avg_trade_size_rank63>=0.8:source_large20_imbalance0.1:long
2013-01-10 15:00:00,2013-01-10 15:59:00,2013-01-10 15:59:00,1464.5,1467.0,long,10.0,95.0,time,volume::flow_cont:15:00:w60:h60:source_avg_trade_size_rank63>=0.8:source_large20_imbalance0.1:long
2013-01-14 10:30:00,2013-01-14 12:29:00,2013-01-14 12:29:00,1461.5,1462.5,short,-4.0,-80.0,time,participation::large20_composition_cont_0.1:10:30:w30:h120:short
2013-01-14 13:30:00,2013-01-14 15:29:00,2013-01-14 15:29:00,1464.25,1465.25,long,4.0,20.0,time,volume::flow_no_price_follow:13:30:w15:h120:source_avg_trade_size_rank63>=0.8:source_large20_imbalance0.1:both
2013-01-16 13:30:00,2013-01-16 15:29:00,2013-01-16 15:29:00,1466.75,1466.75,long,0.0,-30.0,time,volume::flow_no_price_follow:13:30:w15:h120:source_avg_trade_size_rank63>=0.8:source_large20_imbalance0.1:both
2013-01-18 15:00:00,2013-01-18 15:59:00,2013-01-18 15:59:00,1476.5,1480.0,long,14.0,145.0,time,volume::flow_cont:15:00:w60:h60:source_avg_trade_size_rank63>=0.8:source_large20_imbalance0.1:long
2013-01-22 10:30:00,2013-01-22 12:29:00,2013-01-22 12:29:00,1476.5,1482.5,short,-24.0,-330.0,time,participation::large20_composition_cont_0.1:10:30:w30:h120:short
2013-01-22 13:30:00,2013-01-22 15:29:00,2013-01-22 15:29:00,1483.75,1485.5,long,7.0,57.5,time,volume::flow_no_price_follow:13:30:w15:h120:source_avg_trade_size_rank63>=0.8:source_large20_imbalance0.1:both
2013-01-24 10:00:00,2013-01-24 12:59:00,2013-01-24 12:59:00,1493.5,1490.0,short,14.0,145.0,time,volume::vwap_stretch_fade:10:00:w30:h180:source_volume_rank63>=0.8:source_large20_imbalance0.1:short
2013-01-25 10:30:00,2013-01-25 12:29:00,2013-01-25 12:29:00,1491.5,1495.0,short,-14.0,-205.0,time,participation::large20_composition_cont_0.1:10:30:w30:h120:short
2013-01-29 13:30:00,2013-01-29 15:29:00,2013-01-29 15:29:00,1501.5,1503.75,short,-9.0,-142.5,time,volume::flow_no_price_follow:13:30:w15:h120:source_avg_trade_size_rank63>=0.8:source_large20_imbalance0.1:both
2013-01-30 10:30:00,2013-01-30 12:29:00,2013-01-30 12:29:00,1500.25,1500.5,short,-1.0,-42.5,time,participation::large20_composition_cont_0.1:10:30:w30:h120:short
2013-02-04 13:30:00,2013-02-04 15:29:00,2013-02-04 15:29:00,1494.25,1495.25,short,-4.0,-80.0,time,volume::flow_no_price_follow:13:30:w15:h120:source_avg_trade_size_rank63>=0.8:source_large20_imbalance0.1:both
