campaign_id,variant_id,run_id,passed,halted,terminal_stage,terminal_status,criteria_failures,profitable_combo_rate,benchmark_pass_combos,benchmark_pass_rate,core_profitable_combos,core_combos,apex_rule_violations,top_net_profit,top_profit_factor,top_mar,top_expectancy_r,top_trades,top_trades_per_year,best_day_concentration,top_failure_reason,source_config_path,report_path
es_halloween_seasonal_premium,winter_open_long_1000,run1,False,True,limited_core_grid_test,failed,summary.percentage_profitable_iterations=0.0,0.0,0,0.0,0,9,0,-4250.0,0.8436637851756483,-0.5105729560682958,-0.06551741165013476,195,147.39866200067547,0.0,min_total_net_profit;min_profit_factor;min_expectancy_r;min_cagr;min_mar;max_consecutive_losses,campaigns/es_halloween_seasonal_premium/variants/winter_open_long_1000/config.yaml,backtest-campaigns/es_halloween_seasonal_premium/winter_open_long_1000/ES/run1/campaign_test_summary.json
es_halloween_seasonal_premium,winter_midday_long_1200,run1,False,True,limited_core_grid_test,failed,summary.percentage_profitable_iterations=0.1111111111111111,0.1111111111111111,0,0.0,1,9,0,475.0,1.026319434824768,0.15897116940084974,0.03576743517919992,195,147.42408670466224,0.8578947368421053,min_profit_factor;min_mar;max_best_day_concentration,campaigns/es_halloween_seasonal_premium/variants/winter_midday_long_1200/config.yaml,backtest-campaigns/es_halloween_seasonal_premium/winter_midday_long_1200/ES/run1/campaign_test_summary.json
es_halloween_seasonal_premium,winter_afternoon_long_1330,run1,False,True,limited_core_grid_test,failed,summary.percentage_profitable_iterations=0.0,0.0,0,0.0,0,9,0,-4712.5,0.7179410444411193,-0.724785317382163,-0.11264018033248797,195,147.44316098935457,0.0,min_total_net_profit;min_profit_factor;min_expectancy_r;min_cagr;min_mar;min_positive_month_rate,campaigns/es_halloween_seasonal_premium/variants/winter_afternoon_long_1330/config.yaml,backtest-campaigns/es_halloween_seasonal_premium/winter_afternoon_long_1330/ES/run1/campaign_test_summary.json
es_halloween_seasonal_premium,summer_open_short_1000,run1,False,True,limited_core_grid_test,failed,summary.percentage_profitable_iterations=0.0,0.0,0,0.0,0,9,0,-4315.0,0.7930455635491607,-0.6471713878561318,-0.13250737357880207,168,143.62199809828763,0.0,min_total_net_profit;min_profit_factor;min_expectancy_r;min_cagr;min_mar;min_win_rate;max_consecutive_losses;min_positive_month_rate,campaigns/es_halloween_seasonal_premium/variants/summer_open_short_1000/config.yaml,backtest-campaigns/es_halloween_seasonal_premium/summer_open_short_1000/ES/run1/campaign_test_summary.json
es_halloween_seasonal_premium,summer_afternoon_short_1330,run1,False,True,limited_core_grid_test,failed,summary.percentage_profitable_iterations=0.0,0.0,0,0.0,0,9,0,-3465.0,0.815027358868277,-0.8029506984868879,-0.09203227328227322,168,143.6715049681069,0.0,min_total_net_profit;min_profit_factor;min_expectancy_r;min_cagr;min_mar;min_win_rate;max_consecutive_losses;min_positive_month_rate,campaigns/es_halloween_seasonal_premium/variants/summer_afternoon_short_1330/config.yaml,backtest-campaigns/es_halloween_seasonal_premium/summer_afternoon_short_1330/ES/run1/campaign_test_summary.json
es_halloween_seasonal_premium,winter_open_long_1000,rescue1,False,True,limited_core_grid_test,failed,summary.percentage_profitable_iterations=0.0,0.0,0,0.0,0,12,0,-1968.75,0.9274928643771292,-0.27479242492674905,-0.019183138307806772,195,147.39866200067547,0.0,min_total_net_profit;min_profit_factor;min_expectancy_r;min_cagr;min_mar;max_consecutive_losses,campaigns/es_halloween_seasonal_premium/rescue_attempts/parameter_space_rescue_1/winter_open_long_1000/config.yaml,backtest-campaigns/es_halloween_seasonal_premium/winter_open_long_1000/ES/rescue1/campaign_test_summary.json
es_halloween_seasonal_premium,winter_midday_long_1200,rescue1,False,True,limited_core_grid_test,failed,summary.percentage_profitable_iterations=0.5,0.5,0,0.0,6,12,0,1000.0,1.0526870389884089,0.22386592295394953,0.0397058090650768,195,147.42408670466224,0.77,min_profit_factor;min_mar;max_best_day_concentration,campaigns/es_halloween_seasonal_premium/rescue_attempts/parameter_space_rescue_1/winter_midday_long_1200/config.yaml,backtest-campaigns/es_halloween_seasonal_premium/winter_midday_long_1200/ES/rescue1/campaign_test_summary.json
es_halloween_seasonal_premium,winter_afternoon_long_1330,rescue1,False,True,limited_core_grid_test,failed,summary.percentage_profitable_iterations=0.0,0.0,0,0.0,0,12,0,-2118.75,0.8684006211180124,-0.442556007824312,-0.02715911195787355,195,147.44316098935457,0.0,min_total_net_profit;min_profit_factor;min_expectancy_r;min_cagr;min_mar;min_positive_month_rate,campaigns/es_halloween_seasonal_premium/rescue_attempts/parameter_space_rescue_1/winter_afternoon_long_1330/config.yaml,backtest-campaigns/es_halloween_seasonal_premium/winter_afternoon_long_1330/ES/rescue1/campaign_test_summary.json
es_halloween_seasonal_premium,summer_open_short_1000,rescue1,False,True,limited_core_grid_test,failed,summary.percentage_profitable_iterations=0.0,0.0,0,0.0,0,12,0,-3296.25,0.848448275862069,-0.5704787892870014,-0.09764342800057084,168,143.62199809828763,0.0,min_total_net_profit;min_profit_factor;min_expectancy_r;min_cagr;min_mar;min_win_rate;max_consecutive_losses;min_positive_month_rate,campaigns/es_halloween_seasonal_premium/rescue_attempts/parameter_space_rescue_1/summer_open_short_1000/config.yaml,backtest-campaigns/es_halloween_seasonal_premium/summer_open_short_1000/ES/rescue1/campaign_test_summary.json
es_halloween_seasonal_premium,summer_afternoon_short_1330,rescue1,False,True,limited_core_grid_test,failed,summary.percentage_profitable_iterations=0.0,0.0,0,0.0,0,12,0,-302.5,0.9857663804258322,-0.11963272932662851,0.013243407743214261,168,143.67103776269258,0.0,min_total_net_profit;min_profit_factor;min_expectancy_r;min_cagr;min_mar;min_win_rate;min_positive_month_rate,campaigns/es_halloween_seasonal_premium/rescue_attempts/parameter_space_rescue_1/summer_afternoon_short_1330/config.yaml,backtest-campaigns/es_halloween_seasonal_premium/summer_afternoon_short_1330/ES/rescue1/campaign_test_summary.json
