variant,terminal_stage,stage_status,profitable_iterations,total_combinations,profitable_rate,top_net_profit,top_profit_factor,top_total_trades,top_trades_per_year,top_max_drawdown,top_mar,monkey_percentage_profitable,monkey_median_net_profit,report_path
cyclical_lead_long_1000,limited_core_grid_test,failed,0,27,0.0,-30.0,0.9971563981042654,133,86.7151525669553,2360.0,-0.008303262070321239,,,backtest-campaigns/nq_sector_rotation_risk_appetite/cyclical_lead_long_1000/NQ/run1/campaign_test_summary.json
defensive_lead_short_1000,limited_core_grid_test,failed,0,27,0.0,-1710.0,0.8080808080808081,157,102.40793907292324,2230.0,-0.5026286078788709,,,backtest-campaigns/nq_sector_rotation_risk_appetite/defensive_lead_short_1000/NQ/run1/campaign_test_summary.json
defensive_rotation_short_1130,limited_core_grid_test,failed,6,27,0.2222222222222222,3715.0,1.249580114208935,144,102.93500700610367,1585.0,1.7243527240972139,,,backtest-campaigns/nq_sector_rotation_risk_appetite/defensive_rotation_short_1130/NQ/run1/campaign_test_summary.json
growth_acceleration_long_1330,limited_core_grid_test,failed,0,27,0.0,-835.0,0.8840277777777777,110,78.15821149172494,2060.0,-0.2895162242782524,,,backtest-campaigns/nq_sector_rotation_risk_appetite/growth_acceleration_long_1330/NQ/run1/campaign_test_summary.json
growth_lead_long_1030,limited_monkey_test,failed,23,27,0.8518518518518519,1875.0,1.1772211720226844,129,91.13061651554082,1695.0,0.7922533466721757,0.286125,-1465.0,backtest-campaigns/nq_sector_rotation_risk_appetite/growth_lead_long_1030/NQ/run1/campaign_test_summary.json
