campaign_id,variant_id,symbol,run_id,stage,trade_log_csv
nq_trade_size_stealth_orderflow,large20_not_aligned_long_1000,NQ,run1,limited_core_grid_test,backtest-campaigns/nq_trade_size_stealth_orderflow/large20_not_aligned_long_1000/NQ/run1/limited_core_grid_test/fixed_config_core_trade_log.csv
nq_trade_size_stealth_orderflow,large20_loose_short_1030,NQ,run1,limited_core_grid_test,backtest-campaigns/nq_trade_size_stealth_orderflow/large20_loose_short_1030/NQ/run1/limited_core_grid_test/fixed_config_core_trade_log.csv
nq_trade_size_stealth_orderflow,large10_loose_long_1130,NQ,run1,limited_core_grid_test,backtest-campaigns/nq_trade_size_stealth_orderflow/large10_loose_long_1130/NQ/run1/limited_core_grid_test/fixed_config_core_trade_log.csv
nq_trade_size_stealth_orderflow,large10_loose_short_1230,NQ,run1,limited_core_grid_test,backtest-campaigns/nq_trade_size_stealth_orderflow/large10_loose_short_1230/NQ/run1/limited_core_grid_test/fixed_config_core_trade_log.csv
nq_trade_size_stealth_orderflow,large20_opposite_two_sided_1400,NQ,run1,limited_core_grid_test,backtest-campaigns/nq_trade_size_stealth_orderflow/large20_opposite_two_sided_1400/NQ/run1/limited_core_grid_test/fixed_config_core_trade_log.csv
