variant_id,run_id,stage,trade_log_csv
afternoon_1330_large20_confirmed_slot,run1,limited_core_grid_test,backtest-campaigns/nq_intraday_periodicity_orderflow_confirmation/afternoon_1330_large20_confirmed_slot/NQ/run1/limited_core_grid_test/fixed_config_core_trade_log.csv
late_afternoon_1430_large20_confirmed_slot,run1,limited_core_grid_test,backtest-campaigns/nq_intraday_periodicity_orderflow_confirmation/late_afternoon_1430_large20_confirmed_slot/NQ/run1/limited_core_grid_test/fixed_config_core_trade_log.csv
late_morning_1130_signed_confirmed_slot,run1,limited_core_grid_test,backtest-campaigns/nq_intraday_periodicity_orderflow_confirmation/late_morning_1130_signed_confirmed_slot/NQ/run1/limited_core_grid_test/fixed_config_core_trade_log.csv
morning_1000_signed_confirmed_slot,run1,limited_core_grid_test,backtest-campaigns/nq_intraday_periodicity_orderflow_confirmation/morning_1000_signed_confirmed_slot/NQ/run1/limited_core_grid_test/fixed_config_core_trade_log.csv
morning_1030_large10_confirmed_slot,run1,limited_core_grid_test,backtest-campaigns/nq_intraday_periodicity_orderflow_confirmation/morning_1030_large10_confirmed_slot/NQ/run1/limited_core_grid_test/fixed_config_core_trade_log.csv
