run_id,ending_balance,net_pnl,trader_net_pnl,account_ending_balance,final_account_phase,max_drawdown,worst_day,best_day,best_day_concentration,max_consecutive_losses,account_breached,breach_reason,payout_eligible,profit_before_drawdown,drawdown_before_profit,accounts_purchased,accounts_breached,accounts_terminated,challenge_passes,funded_accounts_started,payout_count,gross_payouts,net_payouts,total_challenge_fees
1,56176.875,6176.875,6176.875,49725.0,challenge,5675.0,-1742.5,2107.5,0.04818244170096022,6,True,trailing_drawdown,True,True,False,4,3,0,3,3,4,7298.75,6568.875,392.0
2,54368.34375,4368.34375,4368.34375,51875.3125,funded,2833.125,-1742.5,2107.5,0.04532014407827536,5,True,trailing_drawdown,True,True,True,7,6,0,4,4,4,5615.9375,5054.34375,686.0
3,49402.75,-597.25,-597.25,50915.0,challenge,2630.0,-1742.5,2107.5,0.04776745240253853,4,True,trailing_drawdown,True,True,True,8,7,0,5,5,1,207.5,186.75,784.0
4,57084.46875,7084.46875,7084.46875,51187.5,challenge,4682.1875,-1742.5,2107.5,0.04459845518992699,4,True,trailing_drawdown,True,True,True,4,3,0,2,2,6,8307.1875,7476.46875,392.0
5,52302.125,2302.125,2302.125,50000.0,funded,5643.75,-1742.5,2107.5,0.050491135601341636,4,True,trailing_drawdown,True,True,True,6,5,0,3,3,3,3211.25,2890.125,588.0
6,54761.625,4761.625,4761.625,51811.25,funded,4452.5,-1742.5,2107.5,0.04527389903329753,6,True,trailing_drawdown,True,True,False,4,3,0,3,3,5,5726.25,5153.625,392.0
7,54144.0625,4144.0625,4144.0625,50262.5,challenge,5366.875,-1742.5,2107.5,0.04787868461407395,6,True,trailing_drawdown,True,True,False,8,7,0,3,3,4,5475.625,4928.0625,784.0
8,56910.4375,6910.4375,6910.4375,50177.5,challenge,5085.0,-1742.5,1995.0,0.04681724845995893,9,True,trailing_drawdown,True,True,False,8,7,0,3,3,6,8549.375,7694.4375,784.0
9,55197.4375,5197.4375,5197.4375,52438.125,funded,3565.0,-1742.5,2107.5,0.04459845518992699,6,True,trailing_drawdown,True,True,False,5,4,0,3,3,4,6319.375,5687.4375,490.0
10,59209.875,9209.875,9209.875,52895.625,funded,5730.625,-1742.5,2107.5,0.04523988408285929,7,True,trailing_drawdown,True,True,True,4,3,0,2,2,7,10668.75,9601.875,392.0
11,57364.0625,7364.0625,7364.0625,49827.5,challenge,4851.25,-1742.5,2107.5,0.045259314936110816,6,True,trailing_drawdown,True,True,False,6,4,1,3,3,6,8835.625,7952.0625,588.0
12,58412.0,8412.0,8412.0,51110.0,challenge,3657.5,-1742.5,2107.5,0.04459845518992699,6,True,trailing_drawdown,True,True,False,6,4,1,3,3,5,10000.0,9000.0,588.0
13,56027.3125,6027.3125,6027.3125,53611.875,funded,3162.5,-1742.5,2107.5,0.04865800865800866,8,True,trailing_drawdown,True,True,True,8,7,0,2,2,5,7568.125,6811.3125,784.0
14,51246.875,1246.875,1246.875,51386.25,funded,2975.0,-1742.5,2107.5,0.048582295988934994,5,True,trailing_drawdown,True,True,True,6,5,0,3,3,2,2038.75,1834.875,588.0
15,57547.875,7547.875,7547.875,52667.5,challenge,4608.75,-1742.5,2107.5,0.046574585635359114,6,True,trailing_drawdown,True,True,False,7,5,1,2,2,5,9148.75,8233.875,686.0
16,57173.375,7173.375,7173.375,50257.5,challenge,6075.0,-1742.5,2107.5,0.048157669237360756,7,True,trailing_drawdown,True,True,True,6,5,0,2,2,5,8623.75,7761.375,588.0
17,55053.71875,5053.71875,5053.71875,51722.5,challenge,4025.0,-1742.5,2107.5,0.04651547756993875,6,True,trailing_drawdown,True,True,True,5,3,1,1,1,5,6159.6875,5543.71875,490.0
18,55303.0625,5303.0625,5303.0625,49165.0,challenge,4197.5,-1742.5,2107.5,0.049664192294096854,7,True,trailing_drawdown,True,True,False,6,5,0,3,3,4,6545.625,5891.0625,588.0
19,50771.0,771.0,771.0,52542.5,funded,3380.0,-1742.5,2107.5,0.04801503673748363,7,True,trailing_drawdown,True,True,False,6,5,0,3,3,1,1510.0,1359.0,588.0
20,53900.75,3900.75,3900.75,50385.0,challenge,5347.5,-1742.5,2107.5,0.04729312762973352,4,True,trailing_drawdown,True,True,True,6,5,0,3,3,4,4987.5,4488.75,588.0
21,51600.125,1600.125,1600.125,53265.0,challenge,3412.5,-1742.5,2107.5,0.04864677707888511,6,True,trailing_drawdown,True,True,False,6,5,0,3,3,2,2431.25,2188.125,588.0
22,49216.0,-784.0,-784.0,51480.0,funded,3495.0,-1742.5,2107.5,0.04520349616601426,6,True,trailing_drawdown,False,True,True,8,7,0,5,5,0,0.0,0.0,784.0
