window_id,train_start,train_end,test_start,test_end,objective,train_objective,selected_params,train_mar,train_cagr,train_max_drawdown_pct,train_net_profit,train_profit_factor,train_max_drawdown,test_mar,test_cagr,test_max_drawdown_pct,test_net_profit,test_profit_factor,test_max_drawdown,test_trades,test_passed,early_exit,early_exit_reason
1,2022-05-11,2023-05-11,2023-05-11,2023-07-11,MAR,1.9230515870184886,"{'entry.params.min_abs_move_ticks': 256, 'sl.params.stop_pct': 0.004, 'tp.params.target_r_multiple': 2.0}",1.9230515870184886,0.1166190952843551,0.06064272850067537,17180.0,1.297154717633832,10775.0,8.309152750793807,0.14165602178930592,0.01704819083699875,3080.0,1.4467005076142132,2655.0,21,False,,
2,2022-07-11,2023-07-11,2023-07-11,2023-09-11,MAR,1.1988190774236247,"{'entry.params.min_abs_move_ticks': 256, 'sl.params.stop_pct': 0.004, 'tp.params.target_r_multiple': 2.0}",1.1988190774236247,0.08664083606071715,0.07227181957006931,12840.0,1.236551215917465,12305.0,15.065371376567931,0.32583956845085194,0.021628379434286606,6515.0,1.9401154401154401,3460.0,28,False,,
3,2022-09-11,2023-09-11,2023-09-11,2023-11-11,MAR,0.9870227103592399,"{'entry.params.min_abs_move_ticks': 256, 'sl.params.stop_pct': 0.006, 'tp.params.target_r_multiple': 1.5}",0.9870227103592399,0.07857161371909349,0.07960466653345424,11545.0,1.2122632836918552,12947.5,4.860402928695597,0.14319827830172116,0.02946222368855163,3227.5,1.2906348491670419,4465.0,28,False,,
4,2022-11-11,2023-11-11,2023-11-11,2024-01-11,MAR,0.48792078995996646,"{'entry.params.min_abs_move_ticks': 256, 'sl.params.stop_pct': 0.006, 'tp.params.target_r_multiple': 1.5}",0.48792078995996646,0.04101978428327624,0.08407058097819911,6132.5,1.1140611922254255,12947.5,4.036938315975454,0.04942480979818398,0.012243142185897223,1015.0,1.2349537037037037,1850.0,19,False,,
5,2023-01-11,2024-01-11,2024-01-11,2024-03-11,MAR,1.5177477259491796,"{'entry.params.min_abs_move_ticks': 256, 'sl.params.stop_pct': 0.004, 'tp.params.target_r_multiple': 2.0}",1.5177477259491796,0.0673601877008061,0.044381675919613,10070.0,1.2214890575167712,6835.0,-4.718237441334428,-0.1966648786057026,0.04168185282131142,-4435.0,0.4364675984752224,6290.0,19,False,,
6,2023-03-11,2024-03-11,2024-03-11,2024-05-11,MAR,0.5221092248453292,"{'entry.params.min_abs_move_ticks': 256, 'sl.params.stop_pct': 0.004, 'tp.params.target_r_multiple': 2.0}",0.5221092248453292,0.023975568968358507,0.04592060018755861,3555.0,1.0784854840490121,7345.0,0.08561948385040019,0.002991024753114857,0.03493392646866414,70.0,1.0073956682514527,5340.0,24,False,,
7,2023-05-11,2024-05-11,2024-05-11,2024-07-11,MAR,1.64953586153493,"{'entry.params.min_abs_move_ticks': 160, 'sl.params.stop_pct': 0.006, 'tp.params.target_r_multiple': 2.0}",1.64953586153493,0.0796223575779551,0.048269552323563746,11835.0,1.2084727849216135,7650.0,-2.378742639096464,-0.11462875303599429,0.0481887998945252,-2875.0,0.7492368076755342,7310.0,31,False,,
8,2023-07-11,2024-07-11,2024-07-11,2024-09-11,MAR,1.3283585826519961,"{'entry.params.min_abs_move_ticks': 160, 'sl.params.stop_pct': 0.006, 'tp.params.target_r_multiple': 2.0}",1.3283585826519961,0.0638814594203223,0.04809052333804809,9550.0,1.165957077070119,7650.0,-4.71457085598799,-0.3733940117942488,0.0792,-11275.0,0.49799643811219946,11880.0,32,False,,
9,2023-09-11,2024-09-11,2024-09-11,2024-11-11,MAR,-0.47892308949296475,{},-0.47892308949296475,-0.04562330195975883,0.09526227271284866,-6840.0,0.8935491401447359,15010.0,0.0,0.0,0.0,0.0,0.0,0.0,0,False,True,selected_train_profit_factor_below_minimum
