wfa_window_id,wfa_train_start,wfa_train_end,wfa_test_start,wfa_test_end,wfa_objective,wfa_base_config_hash,wfa_parameter_hash,wfa_selection_filter_hash,wfa_input_hash,wfa_selection_rank,wfa_selected,run_id,entry.params.min_abs_move_ticks,sl.params.stop_pct,tp.params.target_r_multiple,signals_generated,entries_opened,trades_closed,entry_rejections_total,reject_missing_stop,reject_target_already_reached,reject_position_sizing,reject_daily_risk_lockout,reject_apex_latest_entry_time,reject_event_no_trade_window,total_trades,trades_per_year,net_profit,profit_factor,expectancy_r,max_drawdown,max_drawdown_pct,cagr,mar,win_rate,apex_rule_violations,apex_forced_flatten_trades,profitable,worst_day,best_day_concentration,consecutive_losses,benchmark_passed,failure_reason
4,2022-11-11,2023-11-11,2023-11-11,2024-01-11,MAR,0a02d50823f48fbc76d3bc90839db29d3f695d59de4c368d9d8408371145f4ff,74f78b1b67d4a32be6a6b562de3981a8d1adb2593e11cd437c5f15850c7b8195,4e9149c9981e8486fad75e8e827175a5564f8aaf5cf932e70fac29809cf65023,692eaa307db06856e35b495888a7d687068b948dbfa7069ac0045050ed7889ff,1,True,17,256,0.006,1.5,147,147,147,0,0,0,0,0,0,0,147,147.4808915678738,6132.5,1.1140611922254255,0.018844986831567878,12947.5,0.08407058097819911,0.04101978428327624,0.48792078995996646,0.46938775510204084,0,0,True,-1850.0,0.4484304932735426,8,False,min_profit_factor;min_expectancy_r;min_mar;max_best_day_concentration
4,2022-11-11,2023-11-11,2023-11-11,2024-01-11,MAR,0a02d50823f48fbc76d3bc90839db29d3f695d59de4c368d9d8408371145f4ff,74f78b1b67d4a32be6a6b562de3981a8d1adb2593e11cd437c5f15850c7b8195,4e9149c9981e8486fad75e8e827175a5564f8aaf5cf932e70fac29809cf65023,692eaa307db06856e35b495888a7d687068b948dbfa7069ac0045050ed7889ff,2,False,18,256,0.006,2.0,147,147,147,0,0,0,0,0,0,0,147,147.4808915678738,3950.0,1.0734678694317865,0.009054820066763895,13155.0,0.08610420212069643,0.026420607582230415,0.3068445782146076,0.46938775510204084,0,0,True,-1850.0,0.7721518987341772,8,False,min_profit_factor;min_expectancy_r;min_mar;max_best_day_concentration
4,2022-11-11,2023-11-11,2023-11-11,2024-01-11,MAR,0a02d50823f48fbc76d3bc90839db29d3f695d59de4c368d9d8408371145f4ff,74f78b1b67d4a32be6a6b562de3981a8d1adb2593e11cd437c5f15850c7b8195,4e9149c9981e8486fad75e8e827175a5564f8aaf5cf932e70fac29809cf65023,692eaa307db06856e35b495888a7d687068b948dbfa7069ac0045050ed7889ff,3,False,16,256,0.004,2.0,147,147,147,0,0,0,0,0,0,0,147,147.4808915678738,-645.0,0.9884190681389712,-0.0158235043731512,12305.0,0.08203333333333333,-0.004314036509995178,-0.05258882377076609,0.4421768707482993,0,0,False,-1285.0,0.0,8,False,min_total_net_profit;min_profit_factor;min_expectancy_r;min_cagr;min_mar;min_positive_month_rate
4,2022-11-11,2023-11-11,2023-11-11,2024-01-11,MAR,0a02d50823f48fbc76d3bc90839db29d3f695d59de4c368d9d8408371145f4ff,74f78b1b67d4a32be6a6b562de3981a8d1adb2593e11cd437c5f15850c7b8195,4e9149c9981e8486fad75e8e827175a5564f8aaf5cf932e70fac29809cf65023,692eaa307db06856e35b495888a7d687068b948dbfa7069ac0045050ed7889ff,4,False,11,224,0.006,1.5,161,161,161,0,0,0,0,0,0,0,161,161.52669076481416,-1597.5,0.9748702218027372,-0.01071334882133086,16087.5,0.1046835092970669,-0.01068465331079449,-0.10206625076423435,0.4472049689440994,0,0,False,-1880.0,0.0,10,False,min_total_net_profit;min_profit_factor;min_expectancy_r;max_drawdown_pct;min_cagr;min_mar;max_consecutive_losses;min_positive_month_rate
4,2022-11-11,2023-11-11,2023-11-11,2024-01-11,MAR,0a02d50823f48fbc76d3bc90839db29d3f695d59de4c368d9d8408371145f4ff,74f78b1b67d4a32be6a6b562de3981a8d1adb2593e11cd437c5f15850c7b8195,4e9149c9981e8486fad75e8e827175a5564f8aaf5cf932e70fac29809cf65023,692eaa307db06856e35b495888a7d687068b948dbfa7069ac0045050ed7889ff,5,False,15,256,0.004,1.5,147,147,147,0,0,0,0,0,0,0,147,147.4808915678738,-1695.0,0.9695663883652034,-0.022532677930732898,12480.0,0.0832,-0.011336756159549433,-0.136259088456123,0.4421768707482993,0,0,False,-1285.0,0.0,8,False,min_total_net_profit;min_profit_factor;min_expectancy_r;min_cagr;min_mar;min_positive_month_rate
4,2022-11-11,2023-11-11,2023-11-11,2024-01-11,MAR,0a02d50823f48fbc76d3bc90839db29d3f695d59de4c368d9d8408371145f4ff,74f78b1b67d4a32be6a6b562de3981a8d1adb2593e11cd437c5f15850c7b8195,4e9149c9981e8486fad75e8e827175a5564f8aaf5cf932e70fac29809cf65023,692eaa307db06856e35b495888a7d687068b948dbfa7069ac0045050ed7889ff,6,False,5,160,0.006,1.5,181,181,181,0,0,0,0,0,0,0,181,181.59211818901468,-2512.5,0.9647961328289197,-0.012113947257326646,17117.5,0.1113858567454572,-0.016804332470581218,-0.15086594439887516,0.4530386740331492,0,0,False,-1880.0,0.0,6,False,min_total_net_profit;min_profit_factor;min_expectancy_r;max_drawdown_pct;min_cagr;min_mar;min_positive_month_rate
4,2022-11-11,2023-11-11,2023-11-11,2024-01-11,MAR,0a02d50823f48fbc76d3bc90839db29d3f695d59de4c368d9d8408371145f4ff,74f78b1b67d4a32be6a6b562de3981a8d1adb2593e11cd437c5f15850c7b8195,4e9149c9981e8486fad75e8e827175a5564f8aaf5cf932e70fac29809cf65023,692eaa307db06856e35b495888a7d687068b948dbfa7069ac0045050ed7889ff,7,False,12,224,0.006,2.0,161,161,161,0,0,0,0,0,0,0,161,161.52669076481416,-3780.0,0.9405379896177443,-0.019652196737021448,16295.0,0.10688750409970482,-0.025281387594001337,-0.2365233224121205,0.4472049689440994,0,0,False,-1880.0,0.0,10,False,min_total_net_profit;min_profit_factor;min_expectancy_r;max_drawdown_pct;min_cagr;min_mar;max_consecutive_losses;min_positive_month_rate
4,2022-11-11,2023-11-11,2023-11-11,2024-01-11,MAR,0a02d50823f48fbc76d3bc90839db29d3f695d59de4c368d9d8408371145f4ff,74f78b1b67d4a32be6a6b562de3981a8d1adb2593e11cd437c5f15850c7b8195,4e9149c9981e8486fad75e8e827175a5564f8aaf5cf932e70fac29809cf65023,692eaa307db06856e35b495888a7d687068b948dbfa7069ac0045050ed7889ff,8,False,6,160,0.006,2.0,181,181,181,0,0,0,0,0,0,0,181,181.59211818901468,-3980.0,0.9442342721031246,-0.017302646232056948,16610.0,0.10895375532961626,-0.026618968075401317,-0.2443143698431626,0.4530386740331492,0,0,False,-1880.0,0.0,6,False,min_total_net_profit;min_profit_factor;min_expectancy_r;max_drawdown_pct;min_cagr;min_mar;min_positive_month_rate
4,2022-11-11,2023-11-11,2023-11-11,2024-01-11,MAR,0a02d50823f48fbc76d3bc90839db29d3f695d59de4c368d9d8408371145f4ff,74f78b1b67d4a32be6a6b562de3981a8d1adb2593e11cd437c5f15850c7b8195,4e9149c9981e8486fad75e8e827175a5564f8aaf5cf932e70fac29809cf65023,692eaa307db06856e35b495888a7d687068b948dbfa7069ac0045050ed7889ff,9,False,3,160,0.004,1.5,181,181,181,0,0,0,0,0,0,0,181,181.59211818901468,-7577.5,0.8921505835468261,-0.04749639449750252,15300.0,0.102,-0.05067766550386288,-0.49683985788100865,0.430939226519337,0,0,False,-1285.0,0.0,6,False,min_total_net_profit;min_profit_factor;min_expectancy_r;max_drawdown_pct;min_cagr;min_mar;min_positive_month_rate
4,2022-11-11,2023-11-11,2023-11-11,2024-01-11,MAR,0a02d50823f48fbc76d3bc90839db29d3f695d59de4c368d9d8408371145f4ff,74f78b1b67d4a32be6a6b562de3981a8d1adb2593e11cd437c5f15850c7b8195,4e9149c9981e8486fad75e8e827175a5564f8aaf5cf932e70fac29809cf65023,692eaa307db06856e35b495888a7d687068b948dbfa7069ac0045050ed7889ff,10,False,10,224,0.004,2.0,161,161,161,0,0,0,0,0,0,0,161,161.52669076481416,-8080.0,0.8739567896419936,-0.057324596675185885,16240.0,0.10826666666666666,-0.054038035281607555,-0.4991197840049959,0.4161490683229814,0,0,False,-1285.0,0.0,10,False,min_total_net_profit;min_profit_factor;min_expectancy_r;max_drawdown_pct;min_cagr;min_mar;max_consecutive_losses;min_positive_month_rate
4,2022-11-11,2023-11-11,2023-11-11,2024-01-11,MAR,0a02d50823f48fbc76d3bc90839db29d3f695d59de4c368d9d8408371145f4ff,74f78b1b67d4a32be6a6b562de3981a8d1adb2593e11cd437c5f15850c7b8195,4e9149c9981e8486fad75e8e827175a5564f8aaf5cf932e70fac29809cf65023,692eaa307db06856e35b495888a7d687068b948dbfa7069ac0045050ed7889ff,11,False,4,160,0.004,2.0,181,181,181,0,0,0,0,0,0,0,181,181.59211818901468,-8625.0,0.8790322580645161,-0.05309723144245001,16975.0,0.11316666666666667,-0.0576825714338256,-0.5097134441869715,0.425414364640884,0,0,False,-1285.0,0.0,6,False,min_total_net_profit;min_profit_factor;min_expectancy_r;max_drawdown_pct;min_cagr;min_mar;min_positive_month_rate
