campaign_id,variant_id,run_id,run_kind,passed,decision,terminal_stage,terminal_status,criteria_failures,source_config_path,report_path,core_combos,core_profitable_combos,profitable_combo_rate,core_apex_violations,core_first_timestamp,core_last_timestamp,top_net_profit,top_profit_factor,top_mar,top_expectancy_r,top_trades,top_trades_per_year,top_best_day_concentration,top_failure_reason,monkey_status,monkey_net_beat_rate,monkey_max_drawdown_beat_rate,monkey_median_net_profit,monkey_percentage_profitable,wfa_status
es_mes_micro_flow_divergence_reversion,afternoon_mes_large20_buy_pressure_short,mes_data_refresh1,original,False,FAIL,limited_core_grid_test,failed,summary.percentage_profitable_iterations=0.2222222222222222,campaigns/es_mes_micro_flow_divergence_reversion/data_refresh_20260617/variants/afternoon_mes_large20_buy_pressure_short/config.yaml,backtest-campaigns/es_mes_micro_flow_divergence_reversion/afternoon_mes_large20_buy_pressure_short/ES/mes_data_refresh1/campaign_test_summary.json,36,8,0.2222222222222222,0,2021-07-13 09:30:00-04:00,2022-03-28 15:59:00-04:00,2395.0,1.212511091393079,0.9740251246278829,0.06480232957196723,46,68.28123985764724,0.7546972860125261,preferred_min_total_trades;max_best_day_concentration,skipped,,,,,skipped
es_mes_micro_flow_divergence_reversion,afternoon_mes_large20_buy_pressure_short,mes_data_refresh_rescue1,rescue,False,FAIL,limited_core_grid_test,failed,summary.percentage_profitable_iterations=0.1111111111111111,campaigns/es_mes_micro_flow_divergence_reversion/data_refresh_20260617/rescue_attempts/parameter_space_rescue_1/afternoon_mes_large20_buy_pressure_short/config.yaml,backtest-campaigns/es_mes_micro_flow_divergence_reversion/afternoon_mes_large20_buy_pressure_short/ES/mes_data_refresh_rescue1/campaign_test_summary.json,36,4,0.1111111111111111,0,2021-07-13 09:30:00-04:00,2022-03-28 15:59:00-04:00,2395.0,1.212511091393079,0.9740251246278829,0.06480232957196723,46,68.28123985764724,0.7546972860125261,preferred_min_total_trades;max_best_day_concentration,skipped,,,,,skipped
es_mes_micro_flow_divergence_reversion,afternoon_mes_large20_sell_pressure_long,mes_data_refresh1,original,False,FAIL,limited_monkey_test,failed,summary.core_beats_monkey_net_profit_rate=0.85,campaigns/es_mes_micro_flow_divergence_reversion/data_refresh_20260617/variants/afternoon_mes_large20_sell_pressure_long/config.yaml,backtest-campaigns/es_mes_micro_flow_divergence_reversion/afternoon_mes_large20_sell_pressure_long/ES/mes_data_refresh1/campaign_test_summary.json,36,35,0.9722222222222222,0,2021-07-13 09:30:00-04:00,2022-03-28 15:59:00-04:00,6310.0,1.831357048748353,5.141892269819053,0.12985315654363191,38,54.84598434185576,0.21711568938193343,preferred_min_total_trades,failed,0.85,0.9733333333333334,-736.25,0.44666666666666666,skipped
es_mes_micro_flow_divergence_reversion,afternoon_mes_large20_sell_pressure_long,mes_data_refresh_rescue1,rescue,False,FAIL,limited_monkey_test,failed,summary.core_beats_monkey_net_profit_rate=0.85,campaigns/es_mes_micro_flow_divergence_reversion/data_refresh_20260617/rescue_attempts/parameter_space_rescue_1/afternoon_mes_large20_sell_pressure_long/config.yaml,backtest-campaigns/es_mes_micro_flow_divergence_reversion/afternoon_mes_large20_sell_pressure_long/ES/mes_data_refresh_rescue1/campaign_test_summary.json,36,34,0.9444444444444444,0,2021-07-13 09:30:00-04:00,2022-03-28 15:59:00-04:00,6310.0,1.831357048748353,5.141892269819053,0.12985315654363191,38,54.84598434185576,0.21711568938193343,preferred_min_total_trades,failed,0.85,0.9633333333333334,-863.75,0.45,skipped
es_mes_micro_flow_divergence_reversion,midday_mes_price_richness_fade,mes_data_refresh1,original,False,FAIL,limited_monkey_test,failed,summary.core_beats_monkey_net_profit_rate=0.86,campaigns/es_mes_micro_flow_divergence_reversion/data_refresh_20260617/variants/midday_mes_price_richness_fade/config.yaml,backtest-campaigns/es_mes_micro_flow_divergence_reversion/midday_mes_price_richness_fade/ES/mes_data_refresh1/campaign_test_summary.json,36,34,0.9444444444444444,0,2021-07-13 09:30:00-04:00,2022-03-28 15:59:00-04:00,16955.0,1.7067528136723635,4.13661115957095,0.14217941601763925,89,127.46240289286017,0.22898849896785609,,failed,0.86,0.9933333333333333,-3111.25,0.36666666666666664,skipped
es_mes_micro_flow_divergence_reversion,midday_mes_price_richness_fade,mes_data_refresh_rescue1,rescue,False,FAIL,limited_monkey_test,failed,summary.core_beats_monkey_net_profit_rate=0.83,campaigns/es_mes_micro_flow_divergence_reversion/data_refresh_20260617/rescue_attempts/parameter_space_rescue_1/midday_mes_price_richness_fade/config.yaml,backtest-campaigns/es_mes_micro_flow_divergence_reversion/midday_mes_price_richness_fade/ES/mes_data_refresh_rescue1/campaign_test_summary.json,36,36,1.0,0,2021-07-13 09:30:00-04:00,2022-03-28 15:59:00-04:00,16955.0,1.7067528136723635,4.13661115957095,0.14217941601763925,89,127.46240289286017,0.22898849896785609,,failed,0.83,0.9,-2848.75,0.41,skipped
es_mes_micro_flow_divergence_reversion,morning_mes_buy_pressure_reversion_short,mes_data_refresh1,original,False,FAIL,limited_monkey_test,failed,summary.core_beats_monkey_net_profit_rate=0.8366666666666667;summary.core_beats_monkey_max_drawdown_rate=0.8766666666666667,campaigns/es_mes_micro_flow_divergence_reversion/data_refresh_20260617/variants/morning_mes_buy_pressure_reversion_short/config.yaml,backtest-campaigns/es_mes_micro_flow_divergence_reversion/morning_mes_buy_pressure_reversion_short/ES/mes_data_refresh1/campaign_test_summary.json,36,31,0.8611111111111112,0,2021-07-13 09:30:00-04:00,2022-03-28 15:59:00-04:00,5977.5,1.3837265286470872,2.3761253173249877,0.12223978016928203,57,81.95188357147347,0.3065662902551234,,failed,0.8366666666666667,0.8766666666666667,-1983.75,0.3466666666666667,skipped
es_mes_micro_flow_divergence_reversion,morning_mes_buy_pressure_reversion_short,mes_data_refresh_rescue1,rescue,False,FAIL,limited_monkey_test,failed,summary.core_beats_monkey_net_profit_rate=0.85,campaigns/es_mes_micro_flow_divergence_reversion/data_refresh_20260617/rescue_attempts/parameter_space_rescue_1/morning_mes_buy_pressure_reversion_short/config.yaml,backtest-campaigns/es_mes_micro_flow_divergence_reversion/morning_mes_buy_pressure_reversion_short/ES/mes_data_refresh_rescue1/campaign_test_summary.json,36,28,0.7777777777777778,0,2021-07-13 09:30:00-04:00,2022-03-28 15:59:00-04:00,5977.5,1.3837265286470872,2.3761253173249877,0.12223978016928203,57,81.95188357147347,0.3065662902551234,,failed,0.85,0.98,-2581.25,0.30333333333333334,skipped
es_mes_micro_flow_divergence_reversion,morning_mes_sell_pressure_reversion_long,mes_data_refresh1,original,False,FAIL,limited_core_grid_test,failed,summary.percentage_profitable_iterations=0.0,campaigns/es_mes_micro_flow_divergence_reversion/data_refresh_20260617/variants/morning_mes_sell_pressure_reversion_long/config.yaml,backtest-campaigns/es_mes_micro_flow_divergence_reversion/morning_mes_sell_pressure_reversion_long/ES/mes_data_refresh1/campaign_test_summary.json,36,0,0.0,0,2021-07-13 09:30:00-04:00,2022-03-28 15:59:00-04:00,-742.5,0.8316326530612245,-0.2865883110531877,-0.0455507395595709,11,16.461924990966025,0.0,min_total_net_profit;min_trades_per_year;preferred_min_total_trades,skipped,,,,,skipped
es_mes_micro_flow_divergence_reversion,morning_mes_sell_pressure_reversion_long,mes_data_refresh_rescue1,rescue,False,FAIL,limited_core_grid_test,failed,summary.percentage_profitable_iterations=0.0,campaigns/es_mes_micro_flow_divergence_reversion/data_refresh_20260617/rescue_attempts/parameter_space_rescue_1/morning_mes_sell_pressure_reversion_long/config.yaml,backtest-campaigns/es_mes_micro_flow_divergence_reversion/morning_mes_sell_pressure_reversion_long/ES/mes_data_refresh_rescue1/campaign_test_summary.json,36,0,0.0,0,2021-07-13 09:30:00-04:00,2022-03-28 15:59:00-04:00,-1385.0,0.9040526498094908,-0.39947836074992493,-0.022102471361046278,42,62.85462269277937,0.0,min_total_net_profit;preferred_min_total_trades,skipped,,,,,skipped
