variant_id,entry_combos,combos_passing_all_windows,density_gate_pass,min_full_signals_per_year,max_full_signals_per_year,min_limited_core_signals_per_year,max_limited_core_signals_per_year,weakest_window,weakest_signals_per_year,weakest_entry_params
cyclical_vwap_reclaim_signed_long_1400,9,8,False,49.104642,77.45712,57.735849,79.471698,full_history,49.104642,"{'rank_threshold': 0.65, 'min_orderflow_imbalance': 0.06}"
defensive_ema_pullback_signed_short_1530,9,5,False,41.504327,60.33989,52.301887,65.886792,full_history,41.504327,"{'rank_threshold': 0.65, 'min_orderflow_imbalance': 0.06}"
defensive_vwap_reject_large10_short_1130,9,3,False,40.579072,52.541306,45.509434,54.339623,full_history,40.579072,"{'rank_threshold': 0.65, 'min_orderflow_imbalance': 0.06}"
financial_industrial_ema_pullback_large10_long_1500,9,3,False,41.239969,55.250983,44.830189,62.490566,full_history,41.239969,"{'rank_threshold': 0.65, 'min_orderflow_imbalance': 0.06}"
growth_vwap_reclaim_large10_long_1130,9,3,False,45.20535,58.753737,44.150943,55.698113,limited_core,44.150943,"{'rank_threshold': 0.65, 'min_orderflow_imbalance': 0.06}"
