campaign_id,variant_id,run_id,stage,trade_log_csv
nq_naaim_exposure_sentiment,level_median_contrarian_1000,run1,limited_core_grid_test,backtest-campaigns/nq_naaim_exposure_sentiment/level_median_contrarian_1000/NQ/run1/limited_core_grid_test/fixed_config_core_trade_log.csv
nq_naaim_exposure_sentiment,level_rank_contrarian_1030,run1,limited_core_grid_test,backtest-campaigns/nq_naaim_exposure_sentiment/level_rank_contrarian_1030/NQ/run1/limited_core_grid_test/fixed_config_core_trade_log.csv
nq_naaim_exposure_sentiment,weekly_change_contrarian_1130,run1,limited_core_grid_test,backtest-campaigns/nq_naaim_exposure_sentiment/weekly_change_contrarian_1130/NQ/run1/limited_core_grid_test/fixed_config_core_trade_log.csv
nq_naaim_exposure_sentiment,zscore_sign_contrarian_1200,run1,limited_core_grid_test,backtest-campaigns/nq_naaim_exposure_sentiment/zscore_sign_contrarian_1200/NQ/run1/limited_core_grid_test/fixed_config_core_trade_log.csv
nq_naaim_exposure_sentiment,ma_distance_contrarian_1400,run1,limited_core_grid_test,backtest-campaigns/nq_naaim_exposure_sentiment/ma_distance_contrarian_1400/NQ/run1/limited_core_grid_test/fixed_config_core_trade_log.csv
