campaign_id,variant_id,test_run_id,summary_path,passed,halted,first_failed_stage,first_failed_status,profitable_combo_rate,benchmark_pass_combos,apex_violating_iterations,top_net_profit,top_profit_factor,top_mar,top_total_trades,top_trades_per_year,top_benchmark_failures
es_nq_relative_value_reversion,sixty_min_divergence_fade_1030,rescue1,backtest-campaigns/es_nq_relative_value_reversion/sixty_min_divergence_fade_1030/ES/rescue1/campaign_test_summary.json,False,True,limited_core_grid_test,failed,0.0,0,0,-2305.0,0.8243474947609069,-0.452540611675544,126,83.21838387643623,
es_nq_relative_value_reversion,sixty_min_divergence_fade_1030,run1,backtest-campaigns/es_nq_relative_value_reversion/sixty_min_divergence_fade_1030/ES/run1/campaign_test_summary.json,False,True,limited_core_grid_test,failed,0.0,0,0,-3302.5,0.6009063444108761,-0.5536176024993219,128,84.54589294325672,
es_nq_relative_value_reversion,sixty_min_divergence_fade_1400,rescue1,backtest-campaigns/es_nq_relative_value_reversion/sixty_min_divergence_fade_1400/ES/rescue1/campaign_test_summary.json,False,True,limited_core_grid_test,failed,0.0,0,0,-3205.0,0.7687173011004871,-0.5970473238481401,111,73.04497313122846,
es_nq_relative_value_reversion,sixty_min_divergence_fade_1400,run1,backtest-campaigns/es_nq_relative_value_reversion/sixty_min_divergence_fade_1400/ES/run1/campaign_test_summary.json,False,True,limited_core_grid_test,failed,0.0,0,0,-4685.0,0.4963719430260682,-0.6281292137680757,132,86.86700949664052,
es_nq_relative_value_reversion,thirty_min_divergence_fade_1000,rescue1,backtest-campaigns/es_nq_relative_value_reversion/thirty_min_divergence_fade_1000/ES/rescue1/campaign_test_summary.json,False,True,limited_core_grid_test,failed,0.0,0,0,-3400.0,0.7589934432039696,-0.4699685516392166,110,71.61498755987968,
es_nq_relative_value_reversion,thirty_min_divergence_fade_1000,run1,backtest-campaigns/es_nq_relative_value_reversion/thirty_min_divergence_fade_1000/ES/run1/campaign_test_summary.json,False,True,limited_core_grid_test,failed,0.0,0,0,-6447.5,0.4406853177184992,-0.6127782123998129,127,82.68889961748431,
es_nq_relative_value_reversion,thirty_min_divergence_fade_1030,rescue1,backtest-campaigns/es_nq_relative_value_reversion/thirty_min_divergence_fade_1030/ES/rescue1/campaign_test_summary.json,False,True,limited_core_grid_test,failed,0.14814814814814814,0,0,601.25,1.050813437566026,0.1137324007013912,131,85.28693973040217,
es_nq_relative_value_reversion,thirty_min_divergence_fade_1030,run1,backtest-campaigns/es_nq_relative_value_reversion/thirty_min_divergence_fade_1030/ES/run1/campaign_test_summary.json,False,True,limited_core_grid_test,failed,0.0,0,0,-1815.0,0.8440721649484536,-0.3250228356378382,118,76.8233502915073,
es_nq_relative_value_reversion,thirty_min_divergence_fade_1130,rescue1,backtest-campaigns/es_nq_relative_value_reversion/thirty_min_divergence_fade_1130/ES/rescue1/campaign_test_summary.json,False,True,limited_core_grid_test,failed,0.37037037037037035,0,0,427.5,1.0704863973619123,0.24613384009855,87,58.30373456672145,
es_nq_relative_value_reversion,thirty_min_divergence_fade_1130,run1,backtest-campaigns/es_nq_relative_value_reversion/thirty_min_divergence_fade_1130/ES/run1/campaign_test_summary.json,False,True,limited_core_grid_test,failed,0.18518518518518517,0,0,447.5,1.069676917088361,0.2317518503351926,93,62.324681778219485,
