campaign_id,variant_id,run_id,status,passed,early_exit,windows,profit_factor,mar,trades_per_year,total_trades,net_profit,apex_rule_violations,result_path
es_spx_0dte_trend_aligned_pressure,all_0dte_trend_only_1500,rescue1,failed,False,True,1,0.0,0.0,0.0,0,0.0,0,backtest-campaigns/es_spx_0dte_trend_aligned_pressure/all_0dte_trend_only_1500/ES/rescue1/walk_forward_analysis/stage_result.json
