campaign_id,variant_id,symbol,run_id,config_path,summary_path,terminal_stage,passed,total_combinations_tested,profitable_iterations,percentage_profitable_iterations,number_passing_benchmark,apex_rule_violating_iterations,top_net_profit,top_profit_factor,top_mar,top_total_trades,top_trades_per_year,top_max_drawdown,top_failure_reason,fixed_config_trade_log,fixed_config_equity_curve
es_overnight_range_compression_orderflow_breakout,afternoon_large20_two_sided_breakout_1500,ES,rescue1,backtest-campaigns/es_overnight_range_compression_orderflow_breakout/afternoon_large20_two_sided_breakout_1500/ES/rescue1/effective_config.yaml,backtest-campaigns/es_overnight_range_compression_orderflow_breakout/afternoon_large20_two_sided_breakout_1500/ES/rescue1/campaign_test_summary.json,limited_core_grid_test,False,81,0,0.0,0,0,-3762.5,0.2917647058823529,-0.65083651099705,125,81.68044676079785,3795.0,min_total_net_profit,backtest-campaigns/es_overnight_range_compression_orderflow_breakout/afternoon_large20_two_sided_breakout_1500/ES/rescue1/limited_core_grid_test/fixed_config_core_trade_log.csv,backtest-campaigns/es_overnight_range_compression_orderflow_breakout/afternoon_large20_two_sided_breakout_1500/ES/rescue1/limited_core_grid_test/fixed_config_core_equity_curve.csv
es_overnight_range_compression_orderflow_breakout,afternoon_large20_two_sided_breakout_1500,ES,run1,backtest-campaigns/es_overnight_range_compression_orderflow_breakout/afternoon_large20_two_sided_breakout_1500/ES/run1/effective_config.yaml,backtest-campaigns/es_overnight_range_compression_orderflow_breakout/afternoon_large20_two_sided_breakout_1500/ES/run1/campaign_test_summary.json,limited_core_grid_test,False,81,0,0.0,0,0,-3265.0,0.39898757478140817,-0.6401187962374342,98,64.03747026046551,3347.5,min_total_net_profit;max_consecutive_losses,backtest-campaigns/es_overnight_range_compression_orderflow_breakout/afternoon_large20_two_sided_breakout_1500/ES/run1/limited_core_grid_test/fixed_config_core_trade_log.csv,backtest-campaigns/es_overnight_range_compression_orderflow_breakout/afternoon_large20_two_sided_breakout_1500/ES/run1/limited_core_grid_test/fixed_config_core_equity_curve.csv
es_overnight_range_compression_orderflow_breakout,late_morning_large10_two_sided_breakout_1130,ES,rescue1,backtest-campaigns/es_overnight_range_compression_orderflow_breakout/late_morning_large10_two_sided_breakout_1130/ES/rescue1/effective_config.yaml,backtest-campaigns/es_overnight_range_compression_orderflow_breakout/late_morning_large10_two_sided_breakout_1130/ES/rescue1/campaign_test_summary.json,limited_core_grid_test,False,81,0,0.0,0,0,-3381.25,0.6503360910031024,-0.6371142985378817,170,110.68592862182939,3471.25,min_total_net_profit,backtest-campaigns/es_overnight_range_compression_orderflow_breakout/late_morning_large10_two_sided_breakout_1130/ES/rescue1/limited_core_grid_test/fixed_config_core_trade_log.csv,backtest-campaigns/es_overnight_range_compression_orderflow_breakout/late_morning_large10_two_sided_breakout_1130/ES/rescue1/limited_core_grid_test/fixed_config_core_equity_curve.csv
es_overnight_range_compression_orderflow_breakout,late_morning_large10_two_sided_breakout_1130,ES,run1,backtest-campaigns/es_overnight_range_compression_orderflow_breakout/late_morning_large10_two_sided_breakout_1130/ES/run1/effective_config.yaml,backtest-campaigns/es_overnight_range_compression_orderflow_breakout/late_morning_large10_two_sided_breakout_1130/ES/run1/campaign_test_summary.json,limited_core_grid_test,False,81,0,0.0,0,0,-2920.0,0.6619392185238785,-0.6544755696170855,104,67.83382524368164,2920.0,min_total_net_profit,backtest-campaigns/es_overnight_range_compression_orderflow_breakout/late_morning_large10_two_sided_breakout_1130/ES/run1/limited_core_grid_test/fixed_config_core_trade_log.csv,backtest-campaigns/es_overnight_range_compression_orderflow_breakout/late_morning_large10_two_sided_breakout_1130/ES/run1/limited_core_grid_test/fixed_config_core_equity_curve.csv
es_overnight_range_compression_orderflow_breakout,midday_signed_two_sided_breakout_1300,ES,rescue1,backtest-campaigns/es_overnight_range_compression_orderflow_breakout/midday_signed_two_sided_breakout_1300/ES/rescue1/effective_config.yaml,backtest-campaigns/es_overnight_range_compression_orderflow_breakout/midday_signed_two_sided_breakout_1300/ES/rescue1/campaign_test_summary.json,limited_core_grid_test,False,81,0,0.0,0,0,-77.5,0.9865275966970882,-0.0296396971221847,128,83.49658623704724,1712.5,min_total_net_profit,backtest-campaigns/es_overnight_range_compression_orderflow_breakout/midday_signed_two_sided_breakout_1300/ES/rescue1/limited_core_grid_test/fixed_config_core_trade_log.csv,backtest-campaigns/es_overnight_range_compression_orderflow_breakout/midday_signed_two_sided_breakout_1300/ES/rescue1/limited_core_grid_test/fixed_config_core_equity_curve.csv
es_overnight_range_compression_orderflow_breakout,midday_signed_two_sided_breakout_1300,ES,run1,backtest-campaigns/es_overnight_range_compression_orderflow_breakout/midday_signed_two_sided_breakout_1300/ES/run1/effective_config.yaml,backtest-campaigns/es_overnight_range_compression_orderflow_breakout/midday_signed_two_sided_breakout_1300/ES/run1/campaign_test_summary.json,limited_core_grid_test,False,81,0,0.0,0,0,-202.5,0.9656488549618321,-0.07236064337782092,128,83.49658623704724,1832.5,min_total_net_profit,backtest-campaigns/es_overnight_range_compression_orderflow_breakout/midday_signed_two_sided_breakout_1300/ES/run1/limited_core_grid_test/fixed_config_core_trade_log.csv,backtest-campaigns/es_overnight_range_compression_orderflow_breakout/midday_signed_two_sided_breakout_1300/ES/run1/limited_core_grid_test/fixed_config_core_equity_curve.csv
es_overnight_range_compression_orderflow_breakout,morning_large10_two_sided_breakout_1100,ES,rescue1,backtest-campaigns/es_overnight_range_compression_orderflow_breakout/morning_large10_two_sided_breakout_1100/ES/rescue1/effective_config.yaml,backtest-campaigns/es_overnight_range_compression_orderflow_breakout/morning_large10_two_sided_breakout_1100/ES/rescue1/campaign_test_summary.json,limited_core_grid_test,False,81,0,0.0,0,0,-2406.875,0.6885312196700097,-0.5288243472247961,122,79.57281481159976,2983.125,min_total_net_profit,backtest-campaigns/es_overnight_range_compression_orderflow_breakout/morning_large10_two_sided_breakout_1100/ES/rescue1/limited_core_grid_test/fixed_config_core_trade_log.csv,backtest-campaigns/es_overnight_range_compression_orderflow_breakout/morning_large10_two_sided_breakout_1100/ES/rescue1/limited_core_grid_test/fixed_config_core_equity_curve.csv
es_overnight_range_compression_orderflow_breakout,morning_large10_two_sided_breakout_1100,ES,run1,backtest-campaigns/es_overnight_range_compression_orderflow_breakout/morning_large10_two_sided_breakout_1100/ES/run1/effective_config.yaml,backtest-campaigns/es_overnight_range_compression_orderflow_breakout/morning_large10_two_sided_breakout_1100/ES/run1/campaign_test_summary.json,limited_core_grid_test,False,81,0,0.0,0,0,-1252.5,0.8181488203266788,-0.4473410664041673,98,63.91914632407194,1833.75,min_total_net_profit;max_consecutive_losses,backtest-campaigns/es_overnight_range_compression_orderflow_breakout/morning_large10_two_sided_breakout_1100/ES/run1/limited_core_grid_test/fixed_config_core_trade_log.csv,backtest-campaigns/es_overnight_range_compression_orderflow_breakout/morning_large10_two_sided_breakout_1100/ES/run1/limited_core_grid_test/fixed_config_core_equity_curve.csv
es_overnight_range_compression_orderflow_breakout,morning_signed_two_sided_breakout_1030,ES,rescue1,backtest-campaigns/es_overnight_range_compression_orderflow_breakout/morning_signed_two_sided_breakout_1030/ES/rescue1/effective_config.yaml,backtest-campaigns/es_overnight_range_compression_orderflow_breakout/morning_signed_two_sided_breakout_1030/ES/rescue1/campaign_test_summary.json,limited_core_grid_test,False,81,0,0.0,0,0,-4165.0,0.5280453257790368,-0.6059464549339311,118,76.96387006367846,4515.625,min_total_net_profit;max_consecutive_losses,backtest-campaigns/es_overnight_range_compression_orderflow_breakout/morning_signed_two_sided_breakout_1030/ES/rescue1/limited_core_grid_test/fixed_config_core_trade_log.csv,backtest-campaigns/es_overnight_range_compression_orderflow_breakout/morning_signed_two_sided_breakout_1030/ES/rescue1/limited_core_grid_test/fixed_config_core_equity_curve.csv
es_overnight_range_compression_orderflow_breakout,morning_signed_two_sided_breakout_1030,ES,run1,backtest-campaigns/es_overnight_range_compression_orderflow_breakout/morning_signed_two_sided_breakout_1030/ES/run1/effective_config.yaml,backtest-campaigns/es_overnight_range_compression_orderflow_breakout/morning_signed_two_sided_breakout_1030/ES/run1/campaign_test_summary.json,limited_core_grid_test,False,81,0,0.0,0,0,-2340.0,0.6539741219963031,-0.570220650243599,93,60.65796538917031,2687.5,min_total_net_profit;max_consecutive_losses,backtest-campaigns/es_overnight_range_compression_orderflow_breakout/morning_signed_two_sided_breakout_1030/ES/run1/limited_core_grid_test/fixed_config_core_trade_log.csv,backtest-campaigns/es_overnight_range_compression_orderflow_breakout/morning_signed_two_sided_breakout_1030/ES/run1/limited_core_grid_test/fixed_config_core_equity_curve.csv
