run_id,entry.params.share_rank_min,entry.params.min_abs_return_ticks,sl.params.stop_pct,tp.params.target_r_multiple,signals_generated,entries_opened,trades_closed,entry_rejections_total,reject_missing_stop,reject_target_already_reached,reject_position_sizing,reject_daily_risk_lockout,reject_apex_latest_entry_time,reject_event_no_trade_window,total_trades,trades_per_year,net_profit,profit_factor,expectancy_r,max_drawdown,max_drawdown_pct,cagr,mar,win_rate,apex_rule_violations,apex_forced_flatten_trades,profitable,worst_day,best_day_concentration,consecutive_losses,benchmark_passed,failure_reason
1,0.4,2,0.002,1.0,287,287,287,0,0,0,0,0,0,0,287,71.9468086374003,7965.0,1.1371797631862217,0.06316280205183455,6195.0,0.038424561947588774,0.013054503663456618,0.33974372124952273,0.5470383275261324,0,0,True,-630.0,0.07470182046453233,5,False,min_profit_factor;min_mar
2,0.4,2,0.002,1.5,287,287,287,0,0,0,0,0,0,0,287,71.9468086374003,14371.25,1.2205786424158704,0.10704229393030264,5210.0,0.03232831631418477,0.02320086231902163,0.7176637995478203,0.4843205574912892,0,0,True,-630.0,0.06271201182917283,6,True,
3,0.4,2,0.002,2.0,287,287,287,0,0,0,0,0,0,0,287,71.94656859661063,11702.5,1.166773549950121,0.0889790930339014,5870.0,0.0374924152907738,0.019010629582435046,0.5070526781216257,0.445993031358885,0,0,True,-630.0,0.1031830805383465,6,False,min_profit_factor
4,0.4,2,0.003,1.0,287,287,287,0,0,0,0,0,0,0,287,71.9468086374003,20865.0,1.2960519314674896,0.09986261245484203,6145.0,0.03655834015021938,0.03318775385792261,0.9078025348402875,0.554006968641115,0,0,True,-930.0,0.04349388928828181,5,True,
5,0.4,2,0.003,1.5,287,287,287,0,0,0,0,0,0,0,287,71.94536841668784,16027.5,1.2025272468804296,0.07623331846020352,7775.0,0.04890436915722519,0.02577522300646895,0.5270535833639496,0.49477351916376305,0,0,True,-930.0,0.0854780845421931,5,True,
6,0.4,2,0.003,2.0,287,287,287,0,0,0,0,0,0,0,287,71.94536841668784,15615.0,1.189502427184466,0.0743470168746894,8267.5,0.052155947386682645,0.025135750708610072,0.4819345054218719,0.47735191637630664,0,0,True,-930.0,0.11255203330131285,5,False,min_profit_factor
7,0.4,2,0.004,1.0,287,287,287,0,0,0,0,0,0,0,287,71.94533412642127,18002.5,1.2246521494977225,0.06600391627577895,6922.5,0.04273609803528159,0.0288205344643111,0.6743838532127515,0.5400696864111498,0,0,True,-1230.0,0.06707401749756978,5,True,
8,0.4,2,0.004,1.5,287,287,287,0,0,0,0,0,0,0,287,71.94533412642127,21502.5,1.2549728752260398,0.07784826132517511,6510.0,0.04004305705059204,0.03415204758080437,0.8528831237249263,0.5156794425087108,0,0,True,-1230.0,0.08202534589001279,5,True,
9,0.4,2,0.004,2.0,287,287,287,0,0,0,0,0,0,0,287,71.94533412642127,22127.5,1.2615543735224586,0.08171606092001288,7160.0,0.043535760431709356,0.035095505602729116,0.8061305293559828,0.5121951219512195,0,0,True,-1230.0,0.10654163371370466,5,True,
10,0.4,3,0.002,1.0,281,281,281,0,0,0,0,0,0,0,281,70.44269417111319,8620.0,1.1524719200495268,0.06892399892950449,5577.5,0.03458646616541353,0.014105906878709273,0.4078446988844203,0.5480427046263345,0,0,True,-630.0,0.06902552204176333,5,False,min_profit_factor;min_positive_month_rate
11,0.4,3,0.002,1.5,281,281,281,0,0,0,0,0,0,0,281,70.44269417111319,14782.5,1.2323379174852653,0.11196106002957688,4592.5,0.029331889235544206,0.023842018588801306,0.8128361046689653,0.48398576512455516,0,0,True,-630.0,0.06096736005411804,6,True,
12,0.4,3,0.002,2.0,281,281,281,0,0,0,0,0,0,0,281,70.44245914859786,11970.0,1.1743817605710747,0.09246280219278345,5310.0,0.03398508752280073,0.019432952803836834,0.5718082317957601,0.44483985765124556,0,0,True,-630.0,0.10087719298245613,6,False,min_profit_factor
13,0.4,3,0.003,1.0,281,281,281,0,0,0,0,0,0,0,281,70.44269417111319,21995.0,1.3223300970873786,0.10730792595481921,5240.0,0.032145475408791,0.0348964346935301,1.0855784289936734,0.5551601423487544,0,0,True,-930.0,0.041259377131166175,5,True,
14,0.4,3,0.003,1.5,281,281,281,0,0,0,0,0,0,0,281,70.44128405954454,17007.5,1.2211710393705908,0.0824378052139459,6910.0,0.043551220741977925,0.027289694135866904,0.6266114628002392,0.49466192170818507,0,0,True,-930.0,0.08055269733940909,5,True,
15,0.4,3,0.003,2.0,281,281,281,0,0,0,0,0,0,0,281,70.44128405954454,16595.0,1.2070234530938124,0.08051122672625001,7360.0,0.04652485856063719,0.026653039158715863,0.5728773817544912,0.47686832740213525,0,0,True,-930.0,0.10590539319072009,5,True,
16,0.4,3,0.004,1.0,281,281,281,0,0,0,0,0,0,0,281,70.44125048614765,17982.5,1.2303971812940422,0.06638677240277235,6982.5,0.043418782159901755,0.028789830533168637,0.6630731932356386,0.5373665480427047,0,0,True,-1230.0,0.06714861671069094,5,True,
17,0.4,3,0.004,1.5,281,281,281,0,0,0,0,0,0,0,281,70.44125048614765,21732.5,1.264232955408979,0.07951553433031847,6570.0,0.040640851169120376,0.03449953926652882,0.8488882066707838,0.5124555160142349,0,0,True,-1230.0,0.08115725296215345,5,True,
18,0.4,3,0.004,2.0,281,281,281,0,0,0,0,0,0,0,281,70.44125048614765,22357.5,1.2709507362297765,0.08346592039337344,6882.5,0.04208257539858451,0.03544205203346751,0.8422025433989869,0.5088967971530249,0,0,True,-1230.0,0.10544559991054456,5,True,
19,0.4,4,0.002,1.0,271,271,271,0,0,0,0,0,0,0,271,67.93583672730132,7582.5,1.1377008989376192,0.0605887283956422,5577.5,0.03494509969769591,0.01243900461115599,0.35595848112507034,0.5461254612546126,0,0,True,-630.0,0.07847016155621497,5,False,min_profit_factor;min_mar
20,0.4,4,0.002,1.5,271,271,271,0,0,0,0,0,0,0,271,67.93583672730132,13538.75,1.217927565392354,0.10397932741615327,4592.5,0.029507903467117673,0.02189927091937527,0.7421493344581009,0.4833948339483395,0,0,True,-630.0,0.06656818391653586,6,True,
21,0.4,4,0.002,2.0,271,271,271,0,0,0,0,0,0,0,271,67.9356100685766,11232.5,1.1683402023229674,0.08929663202080662,5310.0,0.034239288132314534,0.0182673340799,0.5335196809380963,0.44649446494464945,0,0,True,-630.0,0.10750055642109949,6,False,min_profit_factor
22,0.4,4,0.003,1.0,271,271,271,0,0,0,0,0,0,0,271,67.93583672730132,20595.0,1.307847533632287,0.1027260878497326,5240.0,0.032333044788560805,0.03277823225361276,1.0137688073598765,0.5571955719557196,0,0,True,-930.0,0.04406409322651129,5,True,
23,0.4,4,0.003,1.5,271,271,271,0,0,0,0,0,0,0,271,67.93447679763904,16070.0,1.214431063815592,0.08062828737672371,5885.0,0.03738792754302232,0.025841040358118184,0.691160009561452,0.4981549815498155,0,0,True,-930.0,0.08525202240199128,5,True,
24,0.4,4,0.003,2.0,271,271,271,0,0,0,0,0,0,0,271,67.93447679763904,15307.5,1.1957355667796177,0.07683661331676092,7360.0,0.0469732265373201,0.02465827629057471,0.5249432093191166,0.4797047970479705,0,0,True,-930.0,0.11481300016331863,5,False,min_profit_factor
25,0.4,4,0.004,1.0,271,271,271,0,0,0,0,0,0,0,271,67.93444441902496,17745.0,1.2345825897283362,0.06796168237758281,5507.5,0.03449301684724745,0.02842501178272494,0.8240801872624043,0.5424354243542435,0,0,True,-1230.0,0.06804733727810651,5,True,
26,0.4,4,0.004,1.5,271,271,271,0,0,0,0,0,0,0,271,67.93444441902496,20895.0,1.2617027272442622,0.07929307764658879,5075.0,0.03168904152357165,0.0332325340285653,1.0487074531378782,0.5166051660516605,0,0,True,-1230.0,0.08441014596793492,5,True,
27,0.4,4,0.004,2.0,271,271,271,0,0,0,0,0,0,0,271,67.93444441902496,21520.0,1.2686306328797903,0.0833892344130775,5432.5,0.033526189925171646,0.034178499435258525,1.019456714632435,0.5129151291512916,0,0,True,-1230.0,0.1095492565055762,5,True,
28,0.5,2,0.002,1.0,248,248,248,0,0,0,0,0,0,0,248,62.170064606534055,5160.0,1.0987087517934002,0.04573945494537804,6285.0,0.04064541162775658,0.008514625013591903,0.20948551564864215,0.5362903225806451,0,0,True,-630.0,0.11531007751937984,5,False,min_profit_factor;min_mar;preferred_min_total_trades
29,0.5,2,0.002,1.5,248,248,248,0,0,0,0,0,0,0,248,62.170064606534055,11985.0,1.2048280281991028,0.09960267316112488,7110.0,0.04581037982023775,0.0194566845423505,0.424722183459284,0.47580645161290325,0,0,True,-630.0,0.07519816437213184,6,False,preferred_min_total_trades
30,0.5,2,0.002,2.0,248,248,248,0,0,0,0,0,0,0,248,62.16985718452765,10510.0,1.1668916236601825,0.08750137774070778,7265.0,0.04633364690125799,0.017121542334551876,0.36952718984196803,0.43548387096774194,0,0,True,-630.0,0.11489058039961941,6,False,min_profit_factor;min_mar;preferred_min_total_trades
31,0.5,2,0.003,1.0,248,248,248,0,0,0,0,0,0,0,248,62.170064606534055,19847.5,1.31749650069986,0.10776004066637376,6887.5,0.04385406386297794,0.03164192492213336,0.7215277704022729,0.5564516129032258,0,0,True,-930.0,0.045723642776168284,5,False,preferred_min_total_trades
32,0.5,2,0.003,1.5,248,248,248,0,0,0,0,0,0,0,248,62.16882009525639,15947.5,1.2267121583679852,0.08428366730651699,8878.75,0.05576535058450378,0.02565129726527582,0.45998629967196636,0.49193548387096775,0,0,True,-930.0,0.0859068819564195,5,False,preferred_min_total_trades
33,0.5,2,0.003,2.0,248,248,248,0,0,0,0,0,0,0,248,62.16882009525639,14747.5,1.2003600298892738,0.07693691192075357,10090.0,0.06356005606387502,0.023787017013589207,0.3742447456258427,0.4717741935483871,0,0,True,-930.0,0.11917274114256654,5,False,min_mar;preferred_min_total_trades
34,0.5,2,0.004,1.0,248,248,248,0,0,0,0,0,0,0,248,62.16879046464277,19585.0,1.2789786688508245,0.08108185756974225,5737.5,0.03560347502327024,0.03124134803914269,0.8774803026593194,0.5443548387096774,0,0,True,-1230.0,0.06165432729129436,5,False,preferred_min_total_trades
