window_id,train_start,train_end,test_start,test_end,objective,train_objective,selected_params,train_mar,train_cagr,train_max_drawdown_pct,train_net_profit,train_profit_factor,train_max_drawdown,test_mar,test_cagr,test_max_drawdown_pct,test_net_profit,test_profit_factor,test_max_drawdown,test_trades,test_passed
1,2019-05-06,2023-05-06,2023-05-06,2024-05-06,MAR,0.1648241130050894,"{'entry.params.share_rank_min': 0.55, 'entry.params.min_abs_return_ticks': 3, 'sl.params.stop_pct': 0.003, 'tp.params.target_r_multiple': 2.5}",0.1648241130050894,0.010030533507726647,0.06085598353814242,5492.5,1.089008629421059,9205.0,2.628725390917796,0.0314103261607348,0.011948880727236467,3002.5,1.764968152866242,1797.5,27,False
2,2020-05-06,2024-05-06,2024-05-06,2025-05-06,MAR,0.5661589370086084,"{'entry.params.share_rank_min': 0.35, 'entry.params.min_abs_return_ticks': 3, 'sl.params.stop_pct': 0.003, 'tp.params.target_r_multiple': 2.5}",0.5661589370086084,0.024288535730977,0.04290056050216107,15070.0,1.2252447500186832,7022.5,2.1911945651055205,0.04958235263416544,0.02262800091957043,7287.5,1.3468173706127304,3445.0,70,False
3,2021-05-06,2025-05-06,2025-05-06,2026-05-06,MAR,1.100583825548672,"{'entry.params.share_rank_min': 0.45, 'entry.params.min_abs_return_ticks': 3, 'sl.params.stop_pct': 0.002, 'tp.params.target_r_multiple': 2.5}",1.100583825548672,0.027014283574418707,0.02454541212338036,16646.25,1.33852763231481,3945.0,0.8214061829823311,0.015825759125459582,0.019266666666666668,782.5,1.0857769251849823,2890.0,31,False
