wfa_window_id,wfa_train_start,wfa_train_end,wfa_test_start,wfa_test_end,wfa_objective,wfa_base_config_hash,wfa_parameter_hash,wfa_selection_filter_hash,wfa_input_hash,wfa_selection_rank,wfa_selected,run_id,entry.params.pc_change_rank_max,sl.params.stop_pct,tp.params.target_r_multiple,signals_generated,entries_opened,trades_closed,entry_rejections_total,reject_missing_stop,reject_target_already_reached,reject_position_sizing,reject_daily_risk_lockout,reject_apex_latest_entry_time,reject_event_no_trade_window,total_trades,trades_per_year,net_profit,profit_factor,expectancy_r,max_drawdown,max_drawdown_pct,cagr,mar,win_rate,apex_rule_violations,apex_forced_flatten_trades,profitable,worst_day,best_day_concentration,consecutive_losses,benchmark_passed,failure_reason
1,2011-01-03,2015-01-03,2015-01-03,2016-01-03,MAR,7d2021cef3849ea3b9fdbad45431c46ed543c8a1f10f104ca6deb965b598e2ca,6b6631d3afa185101bbd37070c7355942449242e39a586d23c83f766f4cfa279,4e9149c9981e8486fad75e8e827175a5564f8aaf5cf932e70fac29809cf65023,692eaa307db06856e35b495888a7d687068b948dbfa7069ac0045050ed7889ff,11,False,14,0.4,0.006,2.0,362,362,362,0,0,0,0,0,0,0,362,97.27633941914439,-25.0,0.9993919494101909,0.03104507953580562,7920.0,0.05070422535211268,-4.47892578343545e-05,-0.0008833436961775471,0.5082872928176796,0,0,False,-525.0,0.0,8,False,min_total_net_profit;min_profit_factor;min_expectancy_r;min_cagr;min_mar;preferred_min_total_trades;min_positive_month_rate
1,2011-01-03,2015-01-03,2015-01-03,2016-01-03,MAR,7d2021cef3849ea3b9fdbad45431c46ed543c8a1f10f104ca6deb965b598e2ca,6b6631d3afa185101bbd37070c7355942449242e39a586d23c83f766f4cfa279,4e9149c9981e8486fad75e8e827175a5564f8aaf5cf932e70fac29809cf65023,692eaa307db06856e35b495888a7d687068b948dbfa7069ac0045050ed7889ff,12,False,6,0.45,0.006,2.5,406,406,406,0,0,0,0,0,0,0,406,109.09998288445476,-805.0,0.9827733789856623,0.02507608766694261,8560.0,0.0547297081295355,-0.0014449648483290112,-0.02640183727837605,0.5024630541871922,0,0,False,-530.0,0.0,8,False,min_total_net_profit;min_profit_factor;min_expectancy_r;min_cagr;min_mar;preferred_min_total_trades;min_positive_month_rate
1,2011-01-03,2015-01-03,2015-01-03,2016-01-03,MAR,7d2021cef3849ea3b9fdbad45431c46ed543c8a1f10f104ca6deb965b598e2ca,6b6631d3afa185101bbd37070c7355942449242e39a586d23c83f766f4cfa279,4e9149c9981e8486fad75e8e827175a5564f8aaf5cf932e70fac29809cf65023,692eaa307db06856e35b495888a7d687068b948dbfa7069ac0045050ed7889ff,13,False,2,0.45,0.004,2.0,406,406,406,0,0,0,0,0,0,0,406,109.09998288445476,-880.0,0.9787926256175443,0.027685437081938196,6205.0,0.04024125295891566,-0.001579878995194628,-0.03926018399098077,0.4729064039408867,0,0,False,-355.0,0.0,8,False,min_total_net_profit;min_profit_factor;min_expectancy_r;min_cagr;min_mar;preferred_min_total_trades
1,2011-01-03,2015-01-03,2015-01-03,2016-01-03,MAR,7d2021cef3849ea3b9fdbad45431c46ed543c8a1f10f104ca6deb965b598e2ca,6b6631d3afa185101bbd37070c7355942449242e39a586d23c83f766f4cfa279,4e9149c9981e8486fad75e8e827175a5564f8aaf5cf932e70fac29809cf65023,692eaa307db06856e35b495888a7d687068b948dbfa7069ac0045050ed7889ff,14,False,1,0.45,0.004,1.5,406,406,406,0,0,0,0,0,0,0,406,109.09998288445476,-917.5,0.9775562622309197,0.02393157118458405,5805.0,0.03776162365224179,-0.0016473546772902692,-0.04362510183516621,0.4852216748768473,0,0,False,-355.0,0.0,8,False,min_total_net_profit;min_profit_factor;min_expectancy_r;min_cagr;min_mar;preferred_min_total_trades
1,2011-01-03,2015-01-03,2015-01-03,2016-01-03,MAR,7d2021cef3849ea3b9fdbad45431c46ed543c8a1f10f104ca6deb965b598e2ca,6b6631d3afa185101bbd37070c7355942449242e39a586d23c83f766f4cfa279,4e9149c9981e8486fad75e8e827175a5564f8aaf5cf932e70fac29809cf65023,692eaa307db06856e35b495888a7d687068b948dbfa7069ac0045050ed7889ff,15,False,5,0.45,0.006,2.0,406,406,406,0,0,0,0,0,0,0,406,109.09998288445476,-1375.0,0.9705756473357586,0.01908351559817787,8550.0,0.05490095354287732,-0.0024715591203282594,-0.04501850989524228,0.5024630541871922,0,0,False,-530.0,0.0,8,False,min_total_net_profit;min_profit_factor;min_expectancy_r;min_cagr;min_mar;preferred_min_total_trades;min_positive_month_rate
1,2011-01-03,2015-01-03,2015-01-03,2016-01-03,MAR,7d2021cef3849ea3b9fdbad45431c46ed543c8a1f10f104ca6deb965b598e2ca,6b6631d3afa185101bbd37070c7355942449242e39a586d23c83f766f4cfa279,4e9149c9981e8486fad75e8e827175a5564f8aaf5cf932e70fac29809cf65023,692eaa307db06856e35b495888a7d687068b948dbfa7069ac0045050ed7889ff,16,False,22,0.375,0.006,1.5,333,333,333,0,0,0,0,0,0,0,333,89.48348349882619,-1320.0,0.9650238473767886,0.020304081024144473,7830.0,0.05049576783555018,-0.002372376403027454,-0.046981687866468023,0.5105105105105106,0,0,False,-525.0,0.0,6,False,min_total_net_profit;min_profit_factor;min_expectancy_r;min_cagr;min_mar;preferred_min_total_trades;min_positive_month_rate
1,2011-01-03,2015-01-03,2015-01-03,2016-01-03,MAR,7d2021cef3849ea3b9fdbad45431c46ed543c8a1f10f104ca6deb965b598e2ca,6b6631d3afa185101bbd37070c7355942449242e39a586d23c83f766f4cfa279,4e9149c9981e8486fad75e8e827175a5564f8aaf5cf932e70fac29809cf65023,692eaa307db06856e35b495888a7d687068b948dbfa7069ac0045050ed7889ff,17,False,13,0.4,0.006,1.5,362,362,362,0,0,0,0,0,0,0,362,97.27633941914439,-1682.5,0.9590781953058495,0.016853671947147195,8315.0,0.05358120952411638,-0.003026575754270122,-0.0564857677001093,0.5082872928176796,0,0,False,-525.0,0.0,8,False,min_total_net_profit;min_profit_factor;min_expectancy_r;min_cagr;min_mar;preferred_min_total_trades;min_positive_month_rate
1,2011-01-03,2015-01-03,2015-01-03,2016-01-03,MAR,7d2021cef3849ea3b9fdbad45431c46ed543c8a1f10f104ca6deb965b598e2ca,6b6631d3afa185101bbd37070c7355942449242e39a586d23c83f766f4cfa279,4e9149c9981e8486fad75e8e827175a5564f8aaf5cf932e70fac29809cf65023,692eaa307db06856e35b495888a7d687068b948dbfa7069ac0045050ed7889ff,18,False,26,0.375,0.008,2.0,333,333,333,0,0,0,0,0,0,0,333,89.48348349882619,-2005.0,0.9510677242220866,0.013826672005742755,8390.0,0.05408715832903559,-0.0036095711608286063,-0.06673619528816846,0.5225225225225225,0,0,False,-700.0,0.0,6,False,min_total_net_profit;min_profit_factor;min_expectancy_r;min_cagr;min_mar;preferred_min_total_trades;min_positive_month_rate
1,2011-01-03,2015-01-03,2015-01-03,2016-01-03,MAR,7d2021cef3849ea3b9fdbad45431c46ed543c8a1f10f104ca6deb965b598e2ca,6b6631d3afa185101bbd37070c7355942449242e39a586d23c83f766f4cfa279,4e9149c9981e8486fad75e8e827175a5564f8aaf5cf932e70fac29809cf65023,692eaa307db06856e35b495888a7d687068b948dbfa7069ac0045050ed7889ff,19,False,27,0.375,0.008,2.5,333,333,333,0,0,0,0,0,0,0,333,89.48348349882619,-2210.0,0.9460646735814521,0.012374241751147326,8390.0,0.054158732207985026,-0.003980640520718004,-0.07349951445375799,0.5225225225225225,0,0,False,-700.0,0.0,6,False,min_total_net_profit;min_profit_factor;min_expectancy_r;min_cagr;min_mar;preferred_min_total_trades;min_positive_month_rate
1,2011-01-03,2015-01-03,2015-01-03,2016-01-03,MAR,7d2021cef3849ea3b9fdbad45431c46ed543c8a1f10f104ca6deb965b598e2ca,6b6631d3afa185101bbd37070c7355942449242e39a586d23c83f766f4cfa279,4e9149c9981e8486fad75e8e827175a5564f8aaf5cf932e70fac29809cf65023,692eaa307db06856e35b495888a7d687068b948dbfa7069ac0045050ed7889ff,20,False,17,0.4,0.008,2.0,362,362,362,0,0,0,0,0,0,0,362,97.27633941914439,-2885.0,0.9360310421286031,0.008192863035890141,9740.0,0.0626004241917861,-0.005205120610228042,-0.08314832810527527,0.5193370165745856,0,0,False,-700.0,0.0,8,False,min_total_net_profit;min_profit_factor;min_expectancy_r;min_cagr;min_mar;preferred_min_total_trades
1,2011-01-03,2015-01-03,2015-01-03,2016-01-03,MAR,7d2021cef3849ea3b9fdbad45431c46ed543c8a1f10f104ca6deb965b598e2ca,6b6631d3afa185101bbd37070c7355942449242e39a586d23c83f766f4cfa279,4e9149c9981e8486fad75e8e827175a5564f8aaf5cf932e70fac29809cf65023,692eaa307db06856e35b495888a7d687068b948dbfa7069ac0045050ed7889ff,21,False,25,0.375,0.008,1.5,333,333,333,0,0,0,0,0,0,0,333,89.48348349882619,-2470.0,0.9397193410616229,0.008736049434497236,8140.0,0.05274924667077083,-0.004451806889104293,-0.0843956486599667,0.5225225225225225,0,0,False,-700.0,0.0,6,False,min_total_net_profit;min_profit_factor;min_expectancy_r;min_cagr;min_mar;preferred_min_total_trades;min_positive_month_rate
1,2011-01-03,2015-01-03,2015-01-03,2016-01-03,MAR,7d2021cef3849ea3b9fdbad45431c46ed543c8a1f10f104ca6deb965b598e2ca,6b6631d3afa185101bbd37070c7355942449242e39a586d23c83f766f4cfa279,4e9149c9981e8486fad75e8e827175a5564f8aaf5cf932e70fac29809cf65023,692eaa307db06856e35b495888a7d687068b948dbfa7069ac0045050ed7889ff,22,False,4,0.45,0.006,1.5,406,406,406,0,0,0,0,0,0,0,406,109.09998288445476,-2952.5,0.9368178900064199,0.00684205489351235,9115.0,0.05881783571013745,-0.005327794427421595,-0.09058127289276188,0.5024630541871922,0,0,False,-530.0,0.0,8,False,min_total_net_profit;min_profit_factor;min_expectancy_r;min_cagr;min_mar;preferred_min_total_trades;min_positive_month_rate
1,2011-01-03,2015-01-03,2015-01-03,2016-01-03,MAR,7d2021cef3849ea3b9fdbad45431c46ed543c8a1f10f104ca6deb965b598e2ca,6b6631d3afa185101bbd37070c7355942449242e39a586d23c83f766f4cfa279,4e9149c9981e8486fad75e8e827175a5564f8aaf5cf932e70fac29809cf65023,692eaa307db06856e35b495888a7d687068b948dbfa7069ac0045050ed7889ff,23,False,18,0.4,0.008,2.5,362,362,362,0,0,0,0,0,0,0,362,97.27633941914439,-3450.0,0.9235033259423503,0.004239747854031275,9740.0,0.06282857603612321,-0.006233218498270632,-0.09920992789470273,0.5193370165745856,0,0,False,-700.0,0.0,8,False,min_total_net_profit;min_profit_factor;min_expectancy_r;min_cagr;min_mar;preferred_min_total_trades
1,2011-01-03,2015-01-03,2015-01-03,2016-01-03,MAR,7d2021cef3849ea3b9fdbad45431c46ed543c8a1f10f104ca6deb965b598e2ca,6b6631d3afa185101bbd37070c7355942449242e39a586d23c83f766f4cfa279,4e9149c9981e8486fad75e8e827175a5564f8aaf5cf932e70fac29809cf65023,692eaa307db06856e35b495888a7d687068b948dbfa7069ac0045050ed7889ff,24,False,16,0.4,0.008,1.5,362,362,362,0,0,0,0,0,0,0,362,97.27633941914439,-3540.0,0.9215077605321508,0.0021288373004626346,9490.0,0.061386202658559465,-0.00639725381255829,-0.10421321951026857,0.5193370165745856,0,0,False,-700.0,0.0,8,False,min_total_net_profit;min_profit_factor;min_expectancy_r;min_cagr;min_mar;preferred_min_total_trades;min_positive_month_rate
1,2011-01-03,2015-01-03,2015-01-03,2016-01-03,MAR,7d2021cef3849ea3b9fdbad45431c46ed543c8a1f10f104ca6deb965b598e2ca,6b6631d3afa185101bbd37070c7355942449242e39a586d23c83f766f4cfa279,4e9149c9981e8486fad75e8e827175a5564f8aaf5cf932e70fac29809cf65023,692eaa307db06856e35b495888a7d687068b948dbfa7069ac0045050ed7889ff,25,False,8,0.45,0.008,2.0,406,406,406,0,0,0,0,0,0,0,406,109.09998288445476,-4075.0,0.9195141220620185,0.002685032162137442,10355.0,0.06669887278582931,-0.007373877113819316,-0.11055474861617082,0.5147783251231527,0,0,False,-700.0,0.0,8,False,min_total_net_profit;min_profit_factor;min_expectancy_r;min_cagr;min_mar;preferred_min_total_trades;min_positive_month_rate
1,2011-01-03,2015-01-03,2015-01-03,2016-01-03,MAR,7d2021cef3849ea3b9fdbad45431c46ed543c8a1f10f104ca6deb965b598e2ca,6b6631d3afa185101bbd37070c7355942449242e39a586d23c83f766f4cfa279,4e9149c9981e8486fad75e8e827175a5564f8aaf5cf932e70fac29809cf65023,692eaa307db06856e35b495888a7d687068b948dbfa7069ac0045050ed7889ff,26,False,9,0.45,0.008,2.5,406,406,406,0,0,0,0,0,0,0,406,109.09998288445476,-4640.0,0.9083547303969979,-0.0008396665960717087,10355.0,0.06694249604034004,-0.008408111251748118,-0.12560199796974,0.5147783251231527,0,0,False,-700.0,0.0,8,False,min_total_net_profit;min_profit_factor;min_expectancy_r;min_cagr;min_mar;preferred_min_total_trades;min_positive_month_rate
1,2011-01-03,2015-01-03,2015-01-03,2016-01-03,MAR,7d2021cef3849ea3b9fdbad45431c46ed543c8a1f10f104ca6deb965b598e2ca,6b6631d3afa185101bbd37070c7355942449242e39a586d23c83f766f4cfa279,4e9149c9981e8486fad75e8e827175a5564f8aaf5cf932e70fac29809cf65023,692eaa307db06856e35b495888a7d687068b948dbfa7069ac0045050ed7889ff,27,False,7,0.45,0.008,1.5,406,406,406,0,0,0,0,0,0,0,406,109.09998288445476,-4730.0,0.9065771281848707,-0.002721808518219104,10105.0,0.06550841139671323,-0.008573127820445503,-0.130870641458963,0.5147783251231527,0,0,False,-700.0,0.0,8,False,min_total_net_profit;min_profit_factor;min_expectancy_r;min_cagr;min_mar;preferred_min_total_trades;min_positive_month_rate
