run_uid,stage_index,stage_name,status,passed
9f137e1f-5fde-43f3-8760-317478f6c65a,7,acceptance_oos_test,skipped,0
cbf2911c-fc5b-489d-9e23-61f1669017e2,0,limited_core_grid_test,failed,0
cbf2911c-fc5b-489d-9e23-61f1669017e2,1,limited_monkey_test,skipped,0
cbf2911c-fc5b-489d-9e23-61f1669017e2,2,walk_forward_analysis,skipped,0
cbf2911c-fc5b-489d-9e23-61f1669017e2,3,wfa_oos_monkey_test,skipped,0
cbf2911c-fc5b-489d-9e23-61f1669017e2,4,wfa_oos_monte_carlo,skipped,0
cbf2911c-fc5b-489d-9e23-61f1669017e2,5,simulated_incubation_core,skipped,0
cbf2911c-fc5b-489d-9e23-61f1669017e2,6,simulated_incubation_monkey,skipped,0
cbf2911c-fc5b-489d-9e23-61f1669017e2,7,acceptance_oos_test,skipped,0
b4c076d0-10c5-4e9c-8a59-76bf1581d846,0,limited_core_grid_test,failed,0
b4c076d0-10c5-4e9c-8a59-76bf1581d846,1,limited_monkey_test,skipped,0
b4c076d0-10c5-4e9c-8a59-76bf1581d846,2,walk_forward_analysis,skipped,0
b4c076d0-10c5-4e9c-8a59-76bf1581d846,3,wfa_oos_monkey_test,skipped,0
b4c076d0-10c5-4e9c-8a59-76bf1581d846,4,wfa_oos_monte_carlo,skipped,0
b4c076d0-10c5-4e9c-8a59-76bf1581d846,5,simulated_incubation_core,skipped,0
b4c076d0-10c5-4e9c-8a59-76bf1581d846,6,simulated_incubation_monkey,skipped,0
b4c076d0-10c5-4e9c-8a59-76bf1581d846,7,acceptance_oos_test,skipped,0
c2cddbac-c96b-4aed-a10f-9ba41163c857,0,limited_core_grid_test,failed,0
c2cddbac-c96b-4aed-a10f-9ba41163c857,1,limited_monkey_test,skipped,0
c2cddbac-c96b-4aed-a10f-9ba41163c857,2,walk_forward_analysis,skipped,0
c2cddbac-c96b-4aed-a10f-9ba41163c857,3,wfa_oos_monkey_test,skipped,0
c2cddbac-c96b-4aed-a10f-9ba41163c857,4,wfa_oos_monte_carlo,skipped,0
c2cddbac-c96b-4aed-a10f-9ba41163c857,5,simulated_incubation_core,skipped,0
c2cddbac-c96b-4aed-a10f-9ba41163c857,6,simulated_incubation_monkey,skipped,0
c2cddbac-c96b-4aed-a10f-9ba41163c857,7,acceptance_oos_test,skipped,0
5010d553-f036-4432-8b93-a7e2652c8712,0,limited_core_grid_test,failed,0
5010d553-f036-4432-8b93-a7e2652c8712,1,limited_monkey_test,skipped,0
5010d553-f036-4432-8b93-a7e2652c8712,2,walk_forward_analysis,skipped,0
5010d553-f036-4432-8b93-a7e2652c8712,3,wfa_oos_monkey_test,skipped,0
5010d553-f036-4432-8b93-a7e2652c8712,4,wfa_oos_monte_carlo,skipped,0
5010d553-f036-4432-8b93-a7e2652c8712,5,simulated_incubation_core,skipped,0
5010d553-f036-4432-8b93-a7e2652c8712,6,simulated_incubation_monkey,skipped,0
5010d553-f036-4432-8b93-a7e2652c8712,7,acceptance_oos_test,skipped,0
95f259d9-e1d6-4fa1-83b8-de80b31a0348,0,limited_core_grid_test,failed,0
95f259d9-e1d6-4fa1-83b8-de80b31a0348,1,limited_monkey_test,skipped,0
95f259d9-e1d6-4fa1-83b8-de80b31a0348,2,walk_forward_analysis,skipped,0
95f259d9-e1d6-4fa1-83b8-de80b31a0348,3,wfa_oos_monkey_test,skipped,0
95f259d9-e1d6-4fa1-83b8-de80b31a0348,4,wfa_oos_monte_carlo,skipped,0
95f259d9-e1d6-4fa1-83b8-de80b31a0348,5,simulated_incubation_core,skipped,0
95f259d9-e1d6-4fa1-83b8-de80b31a0348,6,simulated_incubation_monkey,skipped,0
95f259d9-e1d6-4fa1-83b8-de80b31a0348,7,acceptance_oos_test,skipped,0
76a5967a-4859-405b-8b0c-31c5dcbfc8aa,0,limited_core_grid_test,failed,0
76a5967a-4859-405b-8b0c-31c5dcbfc8aa,1,limited_monkey_test,skipped,0
76a5967a-4859-405b-8b0c-31c5dcbfc8aa,2,walk_forward_analysis,skipped,0
76a5967a-4859-405b-8b0c-31c5dcbfc8aa,3,wfa_oos_monkey_test,skipped,0
76a5967a-4859-405b-8b0c-31c5dcbfc8aa,4,wfa_oos_monte_carlo,skipped,0
76a5967a-4859-405b-8b0c-31c5dcbfc8aa,5,simulated_incubation_core,skipped,0
76a5967a-4859-405b-8b0c-31c5dcbfc8aa,6,simulated_incubation_monkey,skipped,0
76a5967a-4859-405b-8b0c-31c5dcbfc8aa,7,acceptance_oos_test,skipped,0
7938b1e2-c87d-46b0-a53c-cdffbec4bce7,0,limited_core_grid_test,failed,0
7938b1e2-c87d-46b0-a53c-cdffbec4bce7,1,limited_monkey_test,skipped,0
7938b1e2-c87d-46b0-a53c-cdffbec4bce7,2,walk_forward_analysis,skipped,0
7938b1e2-c87d-46b0-a53c-cdffbec4bce7,3,wfa_oos_monkey_test,skipped,0
7938b1e2-c87d-46b0-a53c-cdffbec4bce7,4,wfa_oos_monte_carlo,skipped,0
7938b1e2-c87d-46b0-a53c-cdffbec4bce7,5,simulated_incubation_core,skipped,0
7938b1e2-c87d-46b0-a53c-cdffbec4bce7,6,simulated_incubation_monkey,skipped,0
7938b1e2-c87d-46b0-a53c-cdffbec4bce7,7,acceptance_oos_test,skipped,0
a55e068c-2ec9-4d22-8e81-e3551f732781,0,limited_core_grid_test,failed,0
a55e068c-2ec9-4d22-8e81-e3551f732781,1,limited_monkey_test,skipped,0
a55e068c-2ec9-4d22-8e81-e3551f732781,2,walk_forward_analysis,skipped,0
a55e068c-2ec9-4d22-8e81-e3551f732781,3,wfa_oos_monkey_test,skipped,0
a55e068c-2ec9-4d22-8e81-e3551f732781,4,wfa_oos_monte_carlo,skipped,0
a55e068c-2ec9-4d22-8e81-e3551f732781,5,simulated_incubation_core,skipped,0
a55e068c-2ec9-4d22-8e81-e3551f732781,6,simulated_incubation_monkey,skipped,0
a55e068c-2ec9-4d22-8e81-e3551f732781,7,acceptance_oos_test,skipped,0
fad7f30c-254f-4cb2-9530-466e2cd10e4d,0,limited_core_grid_test,failed,0
fad7f30c-254f-4cb2-9530-466e2cd10e4d,1,limited_monkey_test,skipped,0
fad7f30c-254f-4cb2-9530-466e2cd10e4d,2,walk_forward_analysis,skipped,0
fad7f30c-254f-4cb2-9530-466e2cd10e4d,3,wfa_oos_monkey_test,skipped,0
fad7f30c-254f-4cb2-9530-466e2cd10e4d,4,wfa_oos_monte_carlo,skipped,0
fad7f30c-254f-4cb2-9530-466e2cd10e4d,5,simulated_incubation_core,skipped,0
fad7f30c-254f-4cb2-9530-466e2cd10e4d,6,simulated_incubation_monkey,skipped,0
fad7f30c-254f-4cb2-9530-466e2cd10e4d,7,acceptance_oos_test,skipped,0
9a6ffcce-2159-492d-8855-b9fa896ef40b,0,limited_core_grid_test,failed,0
9a6ffcce-2159-492d-8855-b9fa896ef40b,1,limited_monkey_test,skipped,0
9a6ffcce-2159-492d-8855-b9fa896ef40b,2,walk_forward_analysis,skipped,0
9a6ffcce-2159-492d-8855-b9fa896ef40b,3,wfa_oos_monkey_test,skipped,0
9a6ffcce-2159-492d-8855-b9fa896ef40b,4,wfa_oos_monte_carlo,skipped,0
9a6ffcce-2159-492d-8855-b9fa896ef40b,5,simulated_incubation_core,skipped,0
9a6ffcce-2159-492d-8855-b9fa896ef40b,6,simulated_incubation_monkey,skipped,0
9a6ffcce-2159-492d-8855-b9fa896ef40b,7,acceptance_oos_test,skipped,0
31dc5931-e39a-4c8f-a847-344db11db554,0,limited_core_grid_test,failed,0
31dc5931-e39a-4c8f-a847-344db11db554,1,limited_monkey_test,skipped,0
31dc5931-e39a-4c8f-a847-344db11db554,2,walk_forward_analysis,skipped,0
31dc5931-e39a-4c8f-a847-344db11db554,3,wfa_oos_monkey_test,skipped,0
31dc5931-e39a-4c8f-a847-344db11db554,4,wfa_oos_monte_carlo,skipped,0
31dc5931-e39a-4c8f-a847-344db11db554,5,simulated_incubation_core,skipped,0
31dc5931-e39a-4c8f-a847-344db11db554,6,simulated_incubation_monkey,skipped,0
31dc5931-e39a-4c8f-a847-344db11db554,7,acceptance_oos_test,skipped,0
9829e950-cecc-4d9b-998e-4949af2267fd,0,limited_core_grid_test,failed,0
9829e950-cecc-4d9b-998e-4949af2267fd,1,limited_monkey_test,skipped,0
9829e950-cecc-4d9b-998e-4949af2267fd,2,walk_forward_analysis,skipped,0
9829e950-cecc-4d9b-998e-4949af2267fd,3,wfa_oos_monkey_test,skipped,0
9829e950-cecc-4d9b-998e-4949af2267fd,4,wfa_oos_monte_carlo,skipped,0
9829e950-cecc-4d9b-998e-4949af2267fd,5,simulated_incubation_core,skipped,0
9829e950-cecc-4d9b-998e-4949af2267fd,6,simulated_incubation_monkey,skipped,0
9829e950-cecc-4d9b-998e-4949af2267fd,7,acceptance_oos_test,skipped,0
a4b1ff81-f023-46ee-9079-35e51652bc4d,0,limited_core_grid_test,failed,0
a4b1ff81-f023-46ee-9079-35e51652bc4d,1,limited_monkey_test,skipped,0
a4b1ff81-f023-46ee-9079-35e51652bc4d,2,walk_forward_analysis,skipped,0
a4b1ff81-f023-46ee-9079-35e51652bc4d,3,wfa_oos_monkey_test,skipped,0
a4b1ff81-f023-46ee-9079-35e51652bc4d,4,wfa_oos_monte_carlo,skipped,0
a4b1ff81-f023-46ee-9079-35e51652bc4d,5,simulated_incubation_core,skipped,0
a4b1ff81-f023-46ee-9079-35e51652bc4d,6,simulated_incubation_monkey,skipped,0
a4b1ff81-f023-46ee-9079-35e51652bc4d,7,acceptance_oos_test,skipped,0
3b880083-634a-45c9-bf9e-afd2e698078a,0,limited_core_grid_test,failed,0
3b880083-634a-45c9-bf9e-afd2e698078a,1,limited_monkey_test,skipped,0
3b880083-634a-45c9-bf9e-afd2e698078a,2,walk_forward_analysis,skipped,0
3b880083-634a-45c9-bf9e-afd2e698078a,3,wfa_oos_monkey_test,skipped,0
3b880083-634a-45c9-bf9e-afd2e698078a,4,wfa_oos_monte_carlo,skipped,0
3b880083-634a-45c9-bf9e-afd2e698078a,5,simulated_incubation_core,skipped,0
3b880083-634a-45c9-bf9e-afd2e698078a,6,simulated_incubation_monkey,skipped,0
3b880083-634a-45c9-bf9e-afd2e698078a,7,acceptance_oos_test,skipped,0
de784f28-5aca-4772-a245-9e66a3b3f217,0,limited_core_grid_test,failed,0
de784f28-5aca-4772-a245-9e66a3b3f217,1,limited_monkey_test,skipped,0
de784f28-5aca-4772-a245-9e66a3b3f217,2,walk_forward_analysis,skipped,0
de784f28-5aca-4772-a245-9e66a3b3f217,3,wfa_oos_monkey_test,skipped,0
de784f28-5aca-4772-a245-9e66a3b3f217,4,wfa_oos_monte_carlo,skipped,0
de784f28-5aca-4772-a245-9e66a3b3f217,5,simulated_incubation_core,skipped,0
de784f28-5aca-4772-a245-9e66a3b3f217,6,simulated_incubation_monkey,skipped,0
de784f28-5aca-4772-a245-9e66a3b3f217,7,acceptance_oos_test,skipped,0
abe9a412-66ff-4bd5-89ae-7a4d535ea1ce,0,limited_core_grid_test,failed,0
abe9a412-66ff-4bd5-89ae-7a4d535ea1ce,1,limited_monkey_test,skipped,0
abe9a412-66ff-4bd5-89ae-7a4d535ea1ce,2,walk_forward_analysis,skipped,0
abe9a412-66ff-4bd5-89ae-7a4d535ea1ce,3,wfa_oos_monkey_test,skipped,0
abe9a412-66ff-4bd5-89ae-7a4d535ea1ce,4,wfa_oos_monte_carlo,skipped,0
abe9a412-66ff-4bd5-89ae-7a4d535ea1ce,5,simulated_incubation_core,skipped,0
abe9a412-66ff-4bd5-89ae-7a4d535ea1ce,6,simulated_incubation_monkey,skipped,0
abe9a412-66ff-4bd5-89ae-7a4d535ea1ce,7,acceptance_oos_test,skipped,0
eb96c1f1-0996-49e4-89f5-88fbcf0926c1,0,limited_core_grid_test,failed,0
eb96c1f1-0996-49e4-89f5-88fbcf0926c1,1,limited_monkey_test,skipped,0
eb96c1f1-0996-49e4-89f5-88fbcf0926c1,2,walk_forward_analysis,skipped,0
eb96c1f1-0996-49e4-89f5-88fbcf0926c1,3,wfa_oos_monkey_test,skipped,0
eb96c1f1-0996-49e4-89f5-88fbcf0926c1,4,wfa_oos_monte_carlo,skipped,0
eb96c1f1-0996-49e4-89f5-88fbcf0926c1,5,simulated_incubation_core,skipped,0
eb96c1f1-0996-49e4-89f5-88fbcf0926c1,6,simulated_incubation_monkey,skipped,0
eb96c1f1-0996-49e4-89f5-88fbcf0926c1,7,acceptance_oos_test,skipped,0
04f548d0-8dab-45c0-94ac-68b6b6f93683,0,limited_core_grid_test,failed,0
04f548d0-8dab-45c0-94ac-68b6b6f93683,1,limited_monkey_test,skipped,0
04f548d0-8dab-45c0-94ac-68b6b6f93683,2,walk_forward_analysis,skipped,0
04f548d0-8dab-45c0-94ac-68b6b6f93683,3,wfa_oos_monkey_test,skipped,0
04f548d0-8dab-45c0-94ac-68b6b6f93683,4,wfa_oos_monte_carlo,skipped,0
04f548d0-8dab-45c0-94ac-68b6b6f93683,5,simulated_incubation_core,skipped,0
04f548d0-8dab-45c0-94ac-68b6b6f93683,6,simulated_incubation_monkey,skipped,0
04f548d0-8dab-45c0-94ac-68b6b6f93683,7,acceptance_oos_test,skipped,0
aa768da2-7cc6-4e2d-aee3-42e11edbf8f5,0,limited_core_grid_test,failed,0
aa768da2-7cc6-4e2d-aee3-42e11edbf8f5,1,limited_monkey_test,skipped,0
aa768da2-7cc6-4e2d-aee3-42e11edbf8f5,2,walk_forward_analysis,skipped,0
aa768da2-7cc6-4e2d-aee3-42e11edbf8f5,3,wfa_oos_monkey_test,skipped,0
aa768da2-7cc6-4e2d-aee3-42e11edbf8f5,4,wfa_oos_monte_carlo,skipped,0
aa768da2-7cc6-4e2d-aee3-42e11edbf8f5,5,simulated_incubation_core,skipped,0
aa768da2-7cc6-4e2d-aee3-42e11edbf8f5,6,simulated_incubation_monkey,skipped,0
aa768da2-7cc6-4e2d-aee3-42e11edbf8f5,7,acceptance_oos_test,skipped,0
5cdb0b01-fd85-43e0-8f35-7a0fc0a1dcee,0,limited_core_grid_test,failed,0
5cdb0b01-fd85-43e0-8f35-7a0fc0a1dcee,1,limited_monkey_test,skipped,0
5cdb0b01-fd85-43e0-8f35-7a0fc0a1dcee,2,walk_forward_analysis,skipped,0
5cdb0b01-fd85-43e0-8f35-7a0fc0a1dcee,3,wfa_oos_monkey_test,skipped,0
5cdb0b01-fd85-43e0-8f35-7a0fc0a1dcee,4,wfa_oos_monte_carlo,skipped,0
5cdb0b01-fd85-43e0-8f35-7a0fc0a1dcee,5,simulated_incubation_core,skipped,0
5cdb0b01-fd85-43e0-8f35-7a0fc0a1dcee,6,simulated_incubation_monkey,skipped,0
5cdb0b01-fd85-43e0-8f35-7a0fc0a1dcee,7,acceptance_oos_test,skipped,0
da73dc43-c4d6-42b6-860e-bd3c86fb65f5,0,limited_core_grid_test,failed,0
da73dc43-c4d6-42b6-860e-bd3c86fb65f5,1,limited_monkey_test,skipped,0
da73dc43-c4d6-42b6-860e-bd3c86fb65f5,2,walk_forward_analysis,skipped,0
da73dc43-c4d6-42b6-860e-bd3c86fb65f5,3,wfa_oos_monkey_test,skipped,0
da73dc43-c4d6-42b6-860e-bd3c86fb65f5,4,wfa_oos_monte_carlo,skipped,0
da73dc43-c4d6-42b6-860e-bd3c86fb65f5,5,simulated_incubation_core,skipped,0
da73dc43-c4d6-42b6-860e-bd3c86fb65f5,6,simulated_incubation_monkey,skipped,0
da73dc43-c4d6-42b6-860e-bd3c86fb65f5,7,acceptance_oos_test,skipped,0
10a5d630-cc22-4a38-93fd-289004ede05b,0,limited_core_grid_test,failed,0
10a5d630-cc22-4a38-93fd-289004ede05b,1,limited_monkey_test,skipped,0
10a5d630-cc22-4a38-93fd-289004ede05b,2,walk_forward_analysis,skipped,0
10a5d630-cc22-4a38-93fd-289004ede05b,3,wfa_oos_monkey_test,skipped,0
10a5d630-cc22-4a38-93fd-289004ede05b,4,wfa_oos_monte_carlo,skipped,0
10a5d630-cc22-4a38-93fd-289004ede05b,5,simulated_incubation_core,skipped,0
10a5d630-cc22-4a38-93fd-289004ede05b,6,simulated_incubation_monkey,skipped,0
10a5d630-cc22-4a38-93fd-289004ede05b,7,acceptance_oos_test,skipped,0
a34715ae-1559-4529-8db2-21c3c6976f97,0,limited_core_grid_test,failed,0
a34715ae-1559-4529-8db2-21c3c6976f97,1,limited_monkey_test,skipped,0
a34715ae-1559-4529-8db2-21c3c6976f97,2,walk_forward_analysis,skipped,0
a34715ae-1559-4529-8db2-21c3c6976f97,3,wfa_oos_monkey_test,skipped,0
a34715ae-1559-4529-8db2-21c3c6976f97,4,wfa_oos_monte_carlo,skipped,0
a34715ae-1559-4529-8db2-21c3c6976f97,5,simulated_incubation_core,skipped,0
a34715ae-1559-4529-8db2-21c3c6976f97,6,simulated_incubation_monkey,skipped,0
a34715ae-1559-4529-8db2-21c3c6976f97,7,acceptance_oos_test,skipped,0
0d5f92d1-a412-4cff-9745-117551d59f18,0,limited_core_grid_test,failed,0
0d5f92d1-a412-4cff-9745-117551d59f18,1,limited_monkey_test,skipped,0
0d5f92d1-a412-4cff-9745-117551d59f18,2,walk_forward_analysis,skipped,0
0d5f92d1-a412-4cff-9745-117551d59f18,3,wfa_oos_monkey_test,skipped,0
0d5f92d1-a412-4cff-9745-117551d59f18,4,wfa_oos_monte_carlo,skipped,0
0d5f92d1-a412-4cff-9745-117551d59f18,5,simulated_incubation_core,skipped,0
0d5f92d1-a412-4cff-9745-117551d59f18,6,simulated_incubation_monkey,skipped,0
0d5f92d1-a412-4cff-9745-117551d59f18,7,acceptance_oos_test,skipped,0
cf52deff-7dd8-489c-aa92-14123274402b,0,limited_core_grid_test,failed,0
cf52deff-7dd8-489c-aa92-14123274402b,1,limited_monkey_test,skipped,0
cf52deff-7dd8-489c-aa92-14123274402b,2,walk_forward_analysis,skipped,0
cf52deff-7dd8-489c-aa92-14123274402b,3,wfa_oos_monkey_test,skipped,0
cf52deff-7dd8-489c-aa92-14123274402b,4,wfa_oos_monte_carlo,skipped,0
cf52deff-7dd8-489c-aa92-14123274402b,5,simulated_incubation_core,skipped,0
cf52deff-7dd8-489c-aa92-14123274402b,6,simulated_incubation_monkey,skipped,0
cf52deff-7dd8-489c-aa92-14123274402b,7,acceptance_oos_test,skipped,0
ed031f00-eb64-4b2b-af67-49282ba4b609,0,limited_core_grid_test,passed,1
ed031f00-eb64-4b2b-af67-49282ba4b609,1,limited_monkey_test,failed,0
ed031f00-eb64-4b2b-af67-49282ba4b609,2,walk_forward_analysis,skipped,0
ed031f00-eb64-4b2b-af67-49282ba4b609,3,wfa_oos_monkey_test,skipped,0
ed031f00-eb64-4b2b-af67-49282ba4b609,4,wfa_oos_monte_carlo,skipped,0
ed031f00-eb64-4b2b-af67-49282ba4b609,5,simulated_incubation_core,skipped,0
ed031f00-eb64-4b2b-af67-49282ba4b609,6,simulated_incubation_monkey,skipped,0
ed031f00-eb64-4b2b-af67-49282ba4b609,7,acceptance_oos_test,skipped,0
343a8847-e248-42f4-a2ee-838194115735,0,limited_core_grid_test,failed,0
343a8847-e248-42f4-a2ee-838194115735,1,limited_monkey_test,skipped,0
343a8847-e248-42f4-a2ee-838194115735,2,walk_forward_analysis,skipped,0
343a8847-e248-42f4-a2ee-838194115735,3,wfa_oos_monkey_test,skipped,0
343a8847-e248-42f4-a2ee-838194115735,4,wfa_oos_monte_carlo,skipped,0
343a8847-e248-42f4-a2ee-838194115735,5,simulated_incubation_core,skipped,0
343a8847-e248-42f4-a2ee-838194115735,6,simulated_incubation_monkey,skipped,0
343a8847-e248-42f4-a2ee-838194115735,7,acceptance_oos_test,skipped,0
b3298a46-c4a9-4c48-b8b8-3908066a9c4c,0,limited_core_grid_test,failed,0
b3298a46-c4a9-4c48-b8b8-3908066a9c4c,1,limited_monkey_test,skipped,0
b3298a46-c4a9-4c48-b8b8-3908066a9c4c,2,walk_forward_analysis,skipped,0
b3298a46-c4a9-4c48-b8b8-3908066a9c4c,3,wfa_oos_monkey_test,skipped,0
b3298a46-c4a9-4c48-b8b8-3908066a9c4c,4,wfa_oos_monte_carlo,skipped,0
b3298a46-c4a9-4c48-b8b8-3908066a9c4c,5,simulated_incubation_core,skipped,0
b3298a46-c4a9-4c48-b8b8-3908066a9c4c,6,simulated_incubation_monkey,skipped,0
b3298a46-c4a9-4c48-b8b8-3908066a9c4c,7,acceptance_oos_test,skipped,0
a426118a-1824-4e7e-831e-fad7a9f0facf,0,limited_core_grid_test,failed,0
a426118a-1824-4e7e-831e-fad7a9f0facf,1,limited_monkey_test,skipped,0
a426118a-1824-4e7e-831e-fad7a9f0facf,2,walk_forward_analysis,skipped,0
a426118a-1824-4e7e-831e-fad7a9f0facf,3,wfa_oos_monkey_test,skipped,0
a426118a-1824-4e7e-831e-fad7a9f0facf,4,wfa_oos_monte_carlo,skipped,0
a426118a-1824-4e7e-831e-fad7a9f0facf,5,simulated_incubation_core,skipped,0
a426118a-1824-4e7e-831e-fad7a9f0facf,6,simulated_incubation_monkey,skipped,0
a426118a-1824-4e7e-831e-fad7a9f0facf,7,acceptance_oos_test,skipped,0
66d3729b-e32f-471e-9d30-cdfe915f71f4,0,limited_core_grid_test,failed,0
66d3729b-e32f-471e-9d30-cdfe915f71f4,1,limited_monkey_test,skipped,0
66d3729b-e32f-471e-9d30-cdfe915f71f4,2,walk_forward_analysis,skipped,0
66d3729b-e32f-471e-9d30-cdfe915f71f4,3,wfa_oos_monkey_test,skipped,0
66d3729b-e32f-471e-9d30-cdfe915f71f4,4,wfa_oos_monte_carlo,skipped,0
66d3729b-e32f-471e-9d30-cdfe915f71f4,5,simulated_incubation_core,skipped,0
66d3729b-e32f-471e-9d30-cdfe915f71f4,6,simulated_incubation_monkey,skipped,0
66d3729b-e32f-471e-9d30-cdfe915f71f4,7,acceptance_oos_test,skipped,0
1688ef0c-a157-41d0-ac39-40da6afbb4cf,0,limited_core_grid_test,failed,0
1688ef0c-a157-41d0-ac39-40da6afbb4cf,1,limited_monkey_test,skipped,0
1688ef0c-a157-41d0-ac39-40da6afbb4cf,2,walk_forward_analysis,skipped,0
1688ef0c-a157-41d0-ac39-40da6afbb4cf,3,wfa_oos_monkey_test,skipped,0
1688ef0c-a157-41d0-ac39-40da6afbb4cf,4,wfa_oos_monte_carlo,skipped,0
1688ef0c-a157-41d0-ac39-40da6afbb4cf,5,simulated_incubation_core,skipped,0
1688ef0c-a157-41d0-ac39-40da6afbb4cf,6,simulated_incubation_monkey,skipped,0
1688ef0c-a157-41d0-ac39-40da6afbb4cf,7,acceptance_oos_test,skipped,0
3c0a0759-150a-46be-a2fa-c6464e7d0064,0,limited_core_grid_test,failed,0
3c0a0759-150a-46be-a2fa-c6464e7d0064,1,limited_monkey_test,skipped,0
3c0a0759-150a-46be-a2fa-c6464e7d0064,2,walk_forward_analysis,skipped,0
3c0a0759-150a-46be-a2fa-c6464e7d0064,3,wfa_oos_monkey_test,skipped,0
3c0a0759-150a-46be-a2fa-c6464e7d0064,4,wfa_oos_monte_carlo,skipped,0
3c0a0759-150a-46be-a2fa-c6464e7d0064,5,simulated_incubation_core,skipped,0
3c0a0759-150a-46be-a2fa-c6464e7d0064,6,simulated_incubation_monkey,skipped,0
3c0a0759-150a-46be-a2fa-c6464e7d0064,7,acceptance_oos_test,skipped,0
7b6ce8a4-a8d0-4817-b141-7e1959e96026,0,limited_core_grid_test,failed,0
7b6ce8a4-a8d0-4817-b141-7e1959e96026,1,limited_monkey_test,skipped,0
7b6ce8a4-a8d0-4817-b141-7e1959e96026,2,walk_forward_analysis,skipped,0
7b6ce8a4-a8d0-4817-b141-7e1959e96026,3,wfa_oos_monkey_test,skipped,0
7b6ce8a4-a8d0-4817-b141-7e1959e96026,4,wfa_oos_monte_carlo,skipped,0
7b6ce8a4-a8d0-4817-b141-7e1959e96026,5,simulated_incubation_core,skipped,0
7b6ce8a4-a8d0-4817-b141-7e1959e96026,6,simulated_incubation_monkey,skipped,0
7b6ce8a4-a8d0-4817-b141-7e1959e96026,7,acceptance_oos_test,skipped,0
993bbb2f-de1d-4433-a291-2ce45accf36d,0,limited_core_grid_test,failed,0
993bbb2f-de1d-4433-a291-2ce45accf36d,1,limited_monkey_test,skipped,0
993bbb2f-de1d-4433-a291-2ce45accf36d,2,walk_forward_analysis,skipped,0
993bbb2f-de1d-4433-a291-2ce45accf36d,3,wfa_oos_monkey_test,skipped,0
993bbb2f-de1d-4433-a291-2ce45accf36d,4,wfa_oos_monte_carlo,skipped,0
993bbb2f-de1d-4433-a291-2ce45accf36d,5,simulated_incubation_core,skipped,0
993bbb2f-de1d-4433-a291-2ce45accf36d,6,simulated_incubation_monkey,skipped,0
993bbb2f-de1d-4433-a291-2ce45accf36d,7,acceptance_oos_test,skipped,0
a717748c-1369-4cfd-b7b8-185c9307c6ed,0,limited_core_grid_test,failed,0
