campaign_id,variant_id,run_id,passed,halted,terminal_stage,terminal_status,criteria_failures,profitable_combo_rate,benchmark_pass_combos,core_profitable_combos,core_combos,apex_rule_violations,top_net_profit,top_profit_factor,top_mar,top_expectancy_r,top_trades,top_trades_per_year,best_day_concentration,top_failure_reason,wfa_pf,wfa_mar,wfa_trades_per_year,wfa_net_profit,wfa_oos_monkey_net_beat_rate,wfa_oos_monkey_dd_beat_rate,mc_profit_before_drawdown,mc_account_breach,source_config_path,report_path,rescue_attempt
es_trend_filtered_mes_participation_crowding,afternoon_notional_trend_pullback_reversal_1400,run1,False,True,limited_core_grid_test,failed,summary.percentage_profitable_iterations=0.1111111111111111,0.1111111111111111,0,9,81,0,1295.0,1.086003652664785,0.5680437423924275,0.03335331989778475,46,76.0110336854143,1.0868725868725868,max_best_day_concentration,,,,,,,,,campaigns/es_trend_filtered_mes_participation_crowding/variants/afternoon_notional_trend_pullback_reversal_1400/config.yaml,backtest-campaigns/es_trend_filtered_mes_participation_crowding/afternoon_notional_trend_pullback_reversal_1400/ES/run1/campaign_test_summary.json,none
es_trend_filtered_mes_participation_crowding,afternoon_notional_trend_pullback_reversal_1400,rescue1,False,True,limited_core_grid_test,failed,summary.percentage_profitable_iterations=0.06172839506172839,0.06172839506172839,0,5,81,0,1197.5,1.083217512161223,0.5248352069446643,0.03159027208676773,43,71.05379235810467,1.1753653444676408,max_best_day_concentration,,,,,,,,,campaigns/es_trend_filtered_mes_participation_crowding/rescue_attempts/parameter_space_rescue_1/afternoon_notional_trend_pullback_reversal_1400/config.yaml,backtest-campaigns/es_trend_filtered_mes_participation_crowding/afternoon_notional_trend_pullback_reversal_1400/ES/rescue1/campaign_test_summary.json,parameter_space_only
es_trend_filtered_mes_participation_crowding,early_afternoon_notional_trend_pullback_reversal_1300,run1,False,True,limited_core_grid_test,failed,summary.percentage_profitable_iterations=0.08641975308641975,0.08641975308641975,0,7,81,0,1145.0,1.0798187521784595,0.3650960971231602,0.03457288315139532,51,72.46115445292072,0.8144104803493449,max_best_day_concentration,,,,,,,,,campaigns/es_trend_filtered_mes_participation_crowding/variants/early_afternoon_notional_trend_pullback_reversal_1300/config.yaml,backtest-campaigns/es_trend_filtered_mes_participation_crowding/early_afternoon_notional_trend_pullback_reversal_1300/ES/run1/campaign_test_summary.json,none
es_trend_filtered_mes_participation_crowding,early_afternoon_notional_trend_pullback_reversal_1300,rescue1,False,True,limited_core_grid_test,failed,summary.percentage_profitable_iterations=0.04938271604938271,0.04938271604938271,0,4,81,0,457.5,1.0358612580834803,0.15474791396403337,0.022125853455022586,41,62.11935104740396,2.0382513661202184,max_best_day_concentration,,,,,,,,,campaigns/es_trend_filtered_mes_participation_crowding/rescue_attempts/parameter_space_rescue_1/early_afternoon_notional_trend_pullback_reversal_1300/config.yaml,backtest-campaigns/es_trend_filtered_mes_participation_crowding/early_afternoon_notional_trend_pullback_reversal_1300/ES/rescue1/campaign_test_summary.json,parameter_space_only
es_trend_filtered_mes_participation_crowding,midday_notional_trend_pullback_reversal_1200,run1,False,True,limited_core_grid_test,failed,summary.percentage_profitable_iterations=0.24691358024691357,0.24691358024691357,0,20,81,0,3932.5,1.2826086956521738,1.2184506463466647,0.0981719570753687,46,75.9962306822465,0.47870311506675145,max_best_day_concentration,,,,,,,,,campaigns/es_trend_filtered_mes_participation_crowding/variants/midday_notional_trend_pullback_reversal_1200/config.yaml,backtest-campaigns/es_trend_filtered_mes_participation_crowding/midday_notional_trend_pullback_reversal_1200/ES/run1/campaign_test_summary.json,none
es_trend_filtered_mes_participation_crowding,midday_notional_trend_pullback_reversal_1200,rescue1,False,True,limited_core_grid_test,failed,summary.percentage_profitable_iterations=0.2345679012345679,0.2345679012345679,0,19,81,0,3800.0,1.2422310756972113,1.2627737134191543,0.08527572605476864,50,82.60459856765925,0.4953947368421053,max_best_day_concentration,,,,,,,,,campaigns/es_trend_filtered_mes_participation_crowding/rescue_attempts/parameter_space_rescue_1/midday_notional_trend_pullback_reversal_1200/config.yaml,backtest-campaigns/es_trend_filtered_mes_participation_crowding/midday_notional_trend_pullback_reversal_1200/ES/rescue1/campaign_test_summary.json,parameter_space_only
es_trend_filtered_mes_participation_crowding,morning_notional_trend_pullback_reversal_1030,run1,False,True,limited_monkey_test,failed,summary.core_beats_monkey_net_profit_rate=0.8933333333333333;summary.core_beats_monkey_max_drawdown_rate=0.89,0.7530864197530864,47,61,81,0,9272.5,1.5976474379632613,3.756920613404301,0.18114832102062012,58,90.89621882542237,0.18684281477487194,,,,,,,,,,campaigns/es_trend_filtered_mes_participation_crowding/variants/morning_notional_trend_pullback_reversal_1030/config.yaml,backtest-campaigns/es_trend_filtered_mes_participation_crowding/morning_notional_trend_pullback_reversal_1030/ES/run1/campaign_test_summary.json,none
es_trend_filtered_mes_participation_crowding,morning_notional_trend_pullback_reversal_1030,rescue1,False,True,limited_monkey_test,failed,summary.core_beats_monkey_net_profit_rate=0.84;summary.core_beats_monkey_max_drawdown_rate=0.7433333333333333,0.9876543209876543,64,80,81,0,11090.0,1.6374479091823537,4.248850510309119,0.18755951335171278,67,98.65154950869237,0.16298467087466187,,,,,,,,,,campaigns/es_trend_filtered_mes_participation_crowding/rescue_attempts/parameter_space_rescue_1/morning_notional_trend_pullback_reversal_1030/config.yaml,backtest-campaigns/es_trend_filtered_mes_participation_crowding/morning_notional_trend_pullback_reversal_1030/ES/rescue1/campaign_test_summary.json,parameter_space_only
es_trend_filtered_mes_participation_crowding,morning_trade_trend_pullback_reversal_1030,run1,False,True,limited_monkey_test,failed,summary.core_beats_monkey_max_drawdown_rate=0.8233333333333334,0.8888888888888888,56,72,81,0,12120.0,1.7054714784633294,4.602278378132614,0.19439583659591556,71,102.8822216712125,0.14913366336633663,,,,,,,,,,campaigns/es_trend_filtered_mes_participation_crowding/variants/morning_trade_trend_pullback_reversal_1030/config.yaml,backtest-campaigns/es_trend_filtered_mes_participation_crowding/morning_trade_trend_pullback_reversal_1030/ES/run1/campaign_test_summary.json,none
es_trend_filtered_mes_participation_crowding,morning_trade_trend_pullback_reversal_1030,rescue1,False,True,wfa_oos_monte_carlo,failed,summary.probability_profit_before_drawdown=0.0,1.0,79,81,81,0,13172.5,1.763180764774044,5.006947802214337,0.20524191717624055,73,105.78031242251427,0.13721768836591383,,1.449261337978195,1.7344926418082498,77.87399848190942,17410.0,0.9733333333333334,0.9633333333333334,0.0,1.0,campaigns/es_trend_filtered_mes_participation_crowding/rescue_attempts/parameter_space_rescue_1/morning_trade_trend_pullback_reversal_1030/config.yaml,backtest-campaigns/es_trend_filtered_mes_participation_crowding/morning_trade_trend_pullback_reversal_1030/ES/rescue1/campaign_test_summary.json,parameter_space_only
