campaign_id,variant_id,run_id,artifact_type,path
es_trend_filtered_mes_participation_crowding,morning_trade_trend_pullback_reversal_1030,rescue1,wfa_oos_trade_log,backtest-campaigns/es_trend_filtered_mes_participation_crowding/morning_trade_trend_pullback_reversal_1030/ES/rescue1/walk_forward_analysis/wfa_oos_trade_log.csv
