campaign_id,variant_id,run_id,window_id,train_start,train_end,test_start,test_end,objective,train_objective,selected_params,train_mar,train_cagr,train_max_drawdown_pct,train_net_profit,train_profit_factor,train_max_drawdown,test_mar,test_cagr,test_max_drawdown_pct,test_net_profit,test_profit_factor,test_max_drawdown,test_trades,test_passed
es_trend_filtered_mes_participation_crowding,morning_trade_trend_pullback_reversal_1030,rescue1,1,2019-05-06,2023-05-06,2023-05-06,2024-05-06,MAR,0.1217946551562722,"{'entry.params.share_rank_min': 0.4, 'entry.params.min_abs_return_ticks': 3, 'sl.params.stop_pct': 0.003, 'tp.params.target_r_multiple': 1.0}",0.1217946551562722,0.0076074983060272,0.0624616761406009,4152.5,1.0630408380142706,9422.5,1.2734880656532417,0.0238255850955837,0.0187089190218381,2447.5,1.324387011265739,2825.0,43,False
es_trend_filtered_mes_participation_crowding,morning_trade_trend_pullback_reversal_1030,rescue1,2,2020-05-06,2024-05-06,2024-05-06,2025-05-06,MAR,0.5029736432283131,"{'entry.params.share_rank_min': 0.4, 'entry.params.min_abs_return_ticks': 3, 'sl.params.stop_pct': 0.003, 'tp.params.target_r_multiple': 1.0}",0.5029736432283131,0.0166400446968033,0.0330833333333333,10207.5,1.170245590626694,5042.5,1.7111932238080902,0.055701278083921,0.0325511329223028,8185.0,1.316542589190757,5240.0,88,False
es_trend_filtered_mes_participation_crowding,morning_trade_trend_pullback_reversal_1030,rescue1,3,2021-05-06,2025-05-06,2025-05-06,2026-05-06,MAR,1.0510650171187608,"{'entry.params.share_rank_min': 0.5, 'entry.params.min_abs_return_ticks': 4, 'sl.params.stop_pct': 0.004, 'tp.params.target_r_multiple': 1.5}",1.0510650171187608,0.0314984818309578,0.0299681573622374,19537.5,1.2888026607538805,4776.25,9.974209930326564,0.1426267916193959,0.0142995578211903,6777.5,2.2668224299065423,2195.0,27,False
