campaign_id,variant_id,status,stage,trade_log_csv,wfa_summary_json,reason
nq_treasury_auction_pressure,note_only_post_auction_short_1305,failed,walk_forward_analysis,backtest-campaigns/nq_treasury_auction_pressure/note_only_post_auction_short_1305/NQ/run1/walk_forward_analysis/wfa_oos_trade_log.csv,backtest-campaigns/nq_treasury_auction_pressure/note_only_post_auction_short_1305/NQ/run1/walk_forward_analysis/wfa_summary.json,variant reached WFA but failed early_exit/PF/MAR gates
