trade_id,wfa_window_id,wfa_train_start,wfa_train_end,wfa_test_start,wfa_test_end,wfa_objective,wfa_train_objective,wfa_selected_params,source_trade_id,strategy_name,session_date,direction,level_type,setup_mode,feature_method,share_mode,lookback_minutes,trend_lookback_minutes,rank_window,configured_direction,share_rank,share_value,es_pullback_return_ticks,trend_return_ticks,trend_start_timestamp,trend_end_timestamp,share_rank_min,min_abs_return_ticks,min_trend_return_ticks,crowding_signal_timestamp,crowding_intended_entry_timestamp,signal_close_timestamp,intended_entry_timestamp,signal_stop_pct,signal_target_r_multiple,signal_flatten_time,swept_level,sweep_timestamp,sweep_high,sweep_low,reclaim_timestamp,entry_timestamp,entry_price,stop_price,target_price,risk_points,contracts,max_favorable_excursion,max_adverse_excursion,position_sizing_mode,exit_timestamp,exit_price,exit_reason,gross_pnl,net_pnl,r_multiple,commission,slippage_cost,apex_rules_enabled,latest_flat_time,force_flatten_time,latest_entry_time,was_forced_flatten,position_flat_before_deadline,pending_orders_cancelled_before_deadline,entry_before_latest_entry_time,exit_before_flatten_deadline,apex_rule_violation
11,1,2019-05-06,2023-05-06,2023-05-06,2024-05-06,MAR,0.12179465515627229,"{'entry.params.share_rank_min': 0.4, 'entry.params.min_abs_return_ticks': 3, 'sl.params.stop_pct': 0.003, 'tp.params.target_r_multiple': 1.0}",11,trend_filtered_mes_participation_crowding,2023-11-22,short,trend_filtered_mes_participation_morning_trade_trend_pullback_reversal_1030,morning_trade_trend_pullback_reversal_1030,completed_bar_mes_participation_crowding_with_prior_trend_filter,trade,15,30,252,both,0.4325396825396825,0.3177866009951249,22.0,-70.0,2023-11-22 09:45:00-05:00,2023-11-22 10:15:00-05:00,0.4,3.0,4.0,2023-11-22 10:30:00-05:00,2023-11-22 10:30:00-05:00,2023-11-22 10:30:00-05:00,2023-11-22 10:30:00-05:00,0.003,1.5,12:00:00,4566.0,2023-11-22 10:29:00-05:00,4566.25,4564.0,2023-11-22 10:30:00-05:00,2023-11-22 10:30:00-05:00,4565.75,4579.5,4552.0,13.75,1,6.75,6.25,fixed_contracts,2023-11-22 12:00:00-05:00,4571.5,eod_flatten,-287.5,-292.5,-0.41818181818181815,5.0,25.0,True,16:59:59,16:58:30,16:45:00,False,True,True,True,True,False
12,1,2019-05-06,2023-05-06,2023-05-06,2024-05-06,MAR,0.12179465515627229,"{'entry.params.share_rank_min': 0.4, 'entry.params.min_abs_return_ticks': 3, 'sl.params.stop_pct': 0.003, 'tp.params.target_r_multiple': 1.0}",12,trend_filtered_mes_participation_crowding,2023-11-27,long,trend_filtered_mes_participation_morning_trade_trend_pullback_reversal_1030,morning_trade_trend_pullback_reversal_1030,completed_bar_mes_participation_crowding_with_prior_trend_filter,trade,15,30,252,both,0.6865079365079365,0.3504653130287648,-13.0,24.0,2023-11-27 09:45:00-05:00,2023-11-27 10:15:00-05:00,0.4,3.0,4.0,2023-11-27 10:30:00-05:00,2023-11-27 10:30:00-05:00,2023-11-27 10:30:00-05:00,2023-11-27 10:30:00-05:00,0.003,1.5,12:00:00,4561.25,2023-11-27 10:29:00-05:00,4561.75,4560.75,2023-11-27 10:30:00-05:00,2023-11-27 10:30:00-05:00,4561.25,4547.5,4575.0,13.75,1,8.0,4.25,fixed_contracts,2023-11-27 12:00:00-05:00,4565.0,eod_flatten,187.5,182.5,0.2727272727272727,5.0,25.0,True,16:59:59,16:58:30,16:45:00,False,True,True,True,True,False
13,1,2019-05-06,2023-05-06,2023-05-06,2024-05-06,MAR,0.12179465515627229,"{'entry.params.share_rank_min': 0.4, 'entry.params.min_abs_return_ticks': 3, 'sl.params.stop_pct': 0.003, 'tp.params.target_r_multiple': 1.0}",13,trend_filtered_mes_participation_crowding,2023-12-01,long,trend_filtered_mes_participation_morning_trade_trend_pullback_reversal_1030,morning_trade_trend_pullback_reversal_1030,completed_bar_mes_participation_crowding_with_prior_trend_filter,trade,15,30,252,both,0.4126984126984127,0.3155044412830107,-24.0,9.0,2023-12-01 09:45:00-05:00,2023-12-01 10:15:00-05:00,0.4,3.0,4.0,2023-12-01 10:30:00-05:00,2023-12-01 10:30:00-05:00,2023-12-01 10:30:00-05:00,2023-12-01 10:30:00-05:00,0.003,1.5,12:00:00,4567.75,2023-12-01 10:29:00-05:00,4568.25,4567.5,2023-12-01 10:30:00-05:00,2023-12-01 10:30:00-05:00,4567.75,4554.0,4581.5,13.75,1,15.25,3.75,fixed_contracts,2023-12-01 11:11:00-05:00,4581.25,target,675.0,670.0,0.9818181818181818,5.0,25.0,True,16:59:59,16:58:30,16:45:00,False,True,True,True,True,False
14,1,2019-05-06,2023-05-06,2023-05-06,2024-05-06,MAR,0.12179465515627229,"{'entry.params.share_rank_min': 0.4, 'entry.params.min_abs_return_ticks': 3, 'sl.params.stop_pct': 0.003, 'tp.params.target_r_multiple': 1.0}",14,trend_filtered_mes_participation_crowding,2023-12-06,long,trend_filtered_mes_participation_morning_trade_trend_pullback_reversal_1030,morning_trade_trend_pullback_reversal_1030,completed_bar_mes_participation_crowding_with_prior_trend_filter,trade,15,30,252,both,0.6984126984126984,0.3451612229118341,-44.0,12.0,2023-12-06 09:45:00-05:00,2023-12-06 10:15:00-05:00,0.4,3.0,4.0,2023-12-06 10:30:00-05:00,2023-12-06 10:30:00-05:00,2023-12-06 10:30:00-05:00,2023-12-06 10:30:00-05:00,0.003,1.5,12:00:00,4580.25,2023-12-06 10:29:00-05:00,4581.75,4579.25,2023-12-06 10:30:00-05:00,2023-12-06 10:30:00-05:00,4580.5,4566.75,4594.25,13.75,1,4.0,11.75,fixed_contracts,2023-12-06 12:00:00-05:00,4576.25,eod_flatten,-212.5,-217.5,-0.3090909090909091,5.0,25.0,True,16:59:59,16:58:30,16:45:00,False,True,True,True,True,False
15,1,2019-05-06,2023-05-06,2023-05-06,2024-05-06,MAR,0.12179465515627229,"{'entry.params.share_rank_min': 0.4, 'entry.params.min_abs_return_ticks': 3, 'sl.params.stop_pct': 0.003, 'tp.params.target_r_multiple': 1.0}",15,trend_filtered_mes_participation_crowding,2023-12-11,long,trend_filtered_mes_participation_morning_trade_trend_pullback_reversal_1030,morning_trade_trend_pullback_reversal_1030,completed_bar_mes_participation_crowding_with_prior_trend_filter,trade,15,30,252,both,0.4047619047619047,0.3115170983068995,-11.0,17.0,2023-12-11 09:45:00-05:00,2023-12-11 10:15:00-05:00,0.4,3.0,4.0,2023-12-11 10:30:00-05:00,2023-12-11 10:30:00-05:00,2023-12-11 10:30:00-05:00,2023-12-11 10:30:00-05:00,0.003,1.5,12:00:00,4607.25,2023-12-11 10:29:00-05:00,4607.5,4606.5,2023-12-11 10:30:00-05:00,2023-12-11 10:30:00-05:00,4607.5,4593.5,4621.5,14.0,1,9.5,3.5,fixed_contracts,2023-12-11 12:00:00-05:00,4610.25,eod_flatten,137.5,132.5,0.19642857142857142,5.0,25.0,True,16:59:59,16:58:30,16:45:00,False,True,True,True,True,False
16,1,2019-05-06,2023-05-06,2023-05-06,2024-05-06,MAR,0.12179465515627229,"{'entry.params.share_rank_min': 0.4, 'entry.params.min_abs_return_ticks': 3, 'sl.params.stop_pct': 0.003, 'tp.params.target_r_multiple': 1.0}",16,trend_filtered_mes_participation_crowding,2023-12-27,short,trend_filtered_mes_participation_morning_trade_trend_pullback_reversal_1030,morning_trade_trend_pullback_reversal_1030,completed_bar_mes_participation_crowding_with_prior_trend_filter,trade,15,30,252,both,0.8095238095238095,0.3583868741039664,14.0,-22.0,2023-12-27 09:45:00-05:00,2023-12-27 10:15:00-05:00,0.4,3.0,4.0,2023-12-27 10:30:00-05:00,2023-12-27 10:30:00-05:00,2023-12-27 10:30:00-05:00,2023-12-27 10:30:00-05:00,0.003,1.5,12:00:00,4825.0,2023-12-27 10:29:00-05:00,4825.5,4824.5,2023-12-27 10:30:00-05:00,2023-12-27 10:30:00-05:00,4824.75,4839.25,4810.25,14.5,1,6.75,2.25,fixed_contracts,2023-12-27 12:00:00-05:00,4825.5,eod_flatten,-37.5,-42.5,-0.05172413793103448,5.0,25.0,True,16:59:59,16:58:30,16:45:00,False,True,True,True,True,False
17,1,2019-05-06,2023-05-06,2023-05-06,2024-05-06,MAR,0.12179465515627229,"{'entry.params.share_rank_min': 0.4, 'entry.params.min_abs_return_ticks': 3, 'sl.params.stop_pct': 0.003, 'tp.params.target_r_multiple': 1.0}",17,trend_filtered_mes_participation_crowding,2024-01-04,long,trend_filtered_mes_participation_morning_trade_trend_pullback_reversal_1030,morning_trade_trend_pullback_reversal_1030,completed_bar_mes_participation_crowding_with_prior_trend_filter,trade,15,30,252,both,0.4206349206349206,0.3091127493699507,-13.0,44.0,2024-01-04 09:45:00-05:00,2024-01-04 10:15:00-05:00,0.4,3.0,4.0,2024-01-04 10:30:00-05:00,2024-01-04 10:30:00-05:00,2024-01-04 10:30:00-05:00,2024-01-04 10:30:00-05:00,0.003,1.5,12:00:00,4754.5,2024-01-04 10:29:00-05:00,4756.0,4754.25,2024-01-04 10:30:00-05:00,2024-01-04 10:30:00-05:00,4754.5,4740.0,4769.0,14.5,1,12.0,3.5,fixed_contracts,2024-01-04 12:00:00-05:00,4753.5,eod_flatten,-50.0,-55.0,-0.06896551724137931,5.0,25.0,True,16:59:59,16:58:30,16:45:00,False,True,True,True,True,False
18,1,2019-05-06,2023-05-06,2023-05-06,2024-05-06,MAR,0.12179465515627229,"{'entry.params.share_rank_min': 0.4, 'entry.params.min_abs_return_ticks': 3, 'sl.params.stop_pct': 0.003, 'tp.params.target_r_multiple': 1.0}",18,trend_filtered_mes_participation_crowding,2024-01-05,long,trend_filtered_mes_participation_morning_trade_trend_pullback_reversal_1030,morning_trade_trend_pullback_reversal_1030,completed_bar_mes_participation_crowding_with_prior_trend_filter,trade,15,30,252,both,0.4801587301587302,0.314167875430349,-11.0,69.0,2024-01-05 09:45:00-05:00,2024-01-05 10:15:00-05:00,0.4,3.0,4.0,2024-01-05 10:30:00-05:00,2024-01-05 10:30:00-05:00,2024-01-05 10:30:00-05:00,2024-01-05 10:30:00-05:00,0.003,1.5,12:00:00,4750.25,2024-01-05 10:29:00-05:00,4751.25,4749.75,2024-01-05 10:30:00-05:00,2024-01-05 10:30:00-05:00,4750.5,4736.0,4765.0,14.5,1,9.75,9.0,fixed_contracts,2024-01-05 12:00:00-05:00,4743.0,eod_flatten,-375.0,-380.0,-0.5172413793103449,5.0,25.0,True,16:59:59,16:58:30,16:45:00,False,True,True,True,True,False
19,1,2019-05-06,2023-05-06,2023-05-06,2024-05-06,MAR,0.12179465515627229,"{'entry.params.share_rank_min': 0.4, 'entry.params.min_abs_return_ticks': 3, 'sl.params.stop_pct': 0.003, 'tp.params.target_r_multiple': 1.0}",19,trend_filtered_mes_participation_crowding,2024-01-10,short,trend_filtered_mes_participation_morning_trade_trend_pullback_reversal_1030,morning_trade_trend_pullback_reversal_1030,completed_bar_mes_participation_crowding_with_prior_trend_filter,trade,15,30,252,both,0.4285714285714285,0.3091293344117723,9.0,-29.0,2024-01-10 09:45:00-05:00,2024-01-10 10:15:00-05:00,0.4,3.0,4.0,2024-01-10 10:30:00-05:00,2024-01-10 10:30:00-05:00,2024-01-10 10:30:00-05:00,2024-01-10 10:30:00-05:00,0.003,1.5,12:00:00,4800.5,2024-01-10 10:29:00-05:00,4801.75,4800.25,2024-01-10 10:30:00-05:00,2024-01-10 10:30:00-05:00,4800.5,4815.0,4786.0,14.5,1,2.75,6.0,fixed_contracts,2024-01-10 12:00:00-05:00,4803.25,eod_flatten,-137.5,-142.5,-0.1896551724137931,5.0,25.0,True,16:59:59,16:58:30,16:45:00,False,True,True,True,True,False
20,1,2019-05-06,2023-05-06,2023-05-06,2024-05-06,MAR,0.12179465515627229,"{'entry.params.share_rank_min': 0.4, 'entry.params.min_abs_return_ticks': 3, 'sl.params.stop_pct': 0.003, 'tp.params.target_r_multiple': 1.0}",20,trend_filtered_mes_participation_crowding,2024-01-17,long,trend_filtered_mes_participation_morning_trade_trend_pullback_reversal_1030,morning_trade_trend_pullback_reversal_1030,completed_bar_mes_participation_crowding_with_prior_trend_filter,trade,15,30,252,both,0.7380952380952381,0.3364304070801843,-11.0,34.0,2024-01-17 09:45:00-05:00,2024-01-17 10:15:00-05:00,0.4,3.0,4.0,2024-01-17 10:30:00-05:00,2024-01-17 10:30:00-05:00,2024-01-17 10:30:00-05:00,2024-01-17 10:30:00-05:00,0.003,1.5,12:00:00,4766.25,2024-01-17 10:29:00-05:00,4767.5,4765.25,2024-01-17 10:30:00-05:00,2024-01-17 10:30:00-05:00,4766.25,4751.75,4780.75,14.5,1,9.5,3.5,fixed_contracts,2024-01-17 12:00:00-05:00,4769.5,eod_flatten,162.5,157.5,0.22413793103448276,5.0,25.0,True,16:59:59,16:58:30,16:45:00,False,True,True,True,True,False
21,1,2019-05-06,2023-05-06,2023-05-06,2024-05-06,MAR,0.12179465515627229,"{'entry.params.share_rank_min': 0.4, 'entry.params.min_abs_return_ticks': 3, 'sl.params.stop_pct': 0.003, 'tp.params.target_r_multiple': 1.0}",21,trend_filtered_mes_participation_crowding,2024-01-23,long,trend_filtered_mes_participation_morning_trade_trend_pullback_reversal_1030,morning_trade_trend_pullback_reversal_1030,completed_bar_mes_participation_crowding_with_prior_trend_filter,trade,15,30,252,both,0.6031746031746031,0.3218884120171674,-11.0,11.0,2024-01-23 09:45:00-05:00,2024-01-23 10:15:00-05:00,0.4,3.0,4.0,2024-01-23 10:30:00-05:00,2024-01-23 10:30:00-05:00,2024-01-23 10:30:00-05:00,2024-01-23 10:30:00-05:00,0.003,1.5,12:00:00,4884.0,2024-01-23 10:29:00-05:00,4884.5,4883.25,2024-01-23 10:30:00-05:00,2024-01-23 10:30:00-05:00,4884.25,4869.5,4899.0,14.75,1,0.0,10.0,fixed_contracts,2024-01-23 12:00:00-05:00,4880.0,eod_flatten,-212.5,-217.5,-0.288135593220339,5.0,25.0,True,16:59:59,16:58:30,16:45:00,False,True,True,True,True,False
