trade_id,wfa_window_id,wfa_train_start,wfa_train_end,wfa_test_start,wfa_test_end,wfa_objective,wfa_train_objective,wfa_selected_params,source_trade_id,strategy_name,session_date,direction,level_type,setup_mode,feature_method,share_mode,lookback_minutes,trend_lookback_minutes,rank_window,configured_direction,share_rank,share_value,es_pullback_return_ticks,trend_return_ticks,trend_start_timestamp,trend_end_timestamp,share_rank_min,min_abs_return_ticks,min_trend_return_ticks,crowding_signal_timestamp,crowding_intended_entry_timestamp,signal_close_timestamp,intended_entry_timestamp,signal_stop_pct,signal_target_r_multiple,signal_flatten_time,swept_level,sweep_timestamp,sweep_high,sweep_low,reclaim_timestamp,entry_timestamp,entry_price,stop_price,target_price,risk_points,contracts,max_favorable_excursion,max_adverse_excursion,position_sizing_mode,exit_timestamp,exit_price,exit_reason,gross_pnl,net_pnl,r_multiple,commission,slippage_cost,apex_rules_enabled,latest_flat_time,force_flatten_time,latest_entry_time,was_forced_flatten,position_flat_before_deadline,pending_orders_cancelled_before_deadline,entry_before_latest_entry_time,exit_before_flatten_deadline,apex_rule_violation
1,1,2019-05-06,2023-05-06,2023-05-06,2024-05-06,MAR,0.12179465515627229,"{'entry.params.share_rank_min': 0.4, 'entry.params.min_abs_return_ticks': 3, 'sl.params.stop_pct': 0.003, 'tp.params.target_r_multiple': 1.0}",1,trend_filtered_mes_participation_crowding,2023-08-25,long,trend_filtered_mes_participation_morning_trade_trend_pullback_reversal_1030,morning_trade_trend_pullback_reversal_1030,completed_bar_mes_participation_crowding_with_prior_trend_filter,trade,15,30,252,both,0.4365079365079365,0.3393918576693117,-89.0,27.0,2023-08-25 09:45:00-04:00,2023-08-25 10:15:00-04:00,0.4,3.0,4.0,2023-08-25 10:30:00-04:00,2023-08-25 10:30:00-04:00,2023-08-25 10:30:00-04:00,2023-08-25 10:30:00-04:00,0.003,1.5,12:00:00,4391.25,2023-08-25 10:29:00-04:00,4393.75,4390.0,2023-08-25 10:30:00-04:00,2023-08-25 10:30:00-04:00,4391.5,4378.25,4404.75,13.25,1,2.75,15.75,fixed_contracts,2023-08-25 10:45:00-04:00,4378.0,stop,-675.0,-680.0,-1.0188679245283019,5.0,25.0,True,16:59:59,16:58:30,16:45:00,False,True,True,True,True,False
2,1,2019-05-06,2023-05-06,2023-05-06,2024-05-06,MAR,0.12179465515627229,"{'entry.params.share_rank_min': 0.4, 'entry.params.min_abs_return_ticks': 3, 'sl.params.stop_pct': 0.003, 'tp.params.target_r_multiple': 1.0}",2,trend_filtered_mes_participation_crowding,2023-08-30,long,trend_filtered_mes_participation_morning_trade_trend_pullback_reversal_1030,morning_trade_trend_pullback_reversal_1030,completed_bar_mes_participation_crowding_with_prior_trend_filter,trade,15,30,252,both,0.4563492063492063,0.340580834116477,-91.0,67.0,2023-08-30 09:45:00-04:00,2023-08-30 10:15:00-04:00,0.4,3.0,4.0,2023-08-30 10:30:00-04:00,2023-08-30 10:30:00-04:00,2023-08-30 10:30:00-04:00,2023-08-30 10:30:00-04:00,0.003,1.5,12:00:00,4506.5,2023-08-30 10:29:00-04:00,4507.75,4505.75,2023-08-30 10:30:00-04:00,2023-08-30 10:30:00-04:00,4506.75,4493.0,4520.5,13.75,1,13.75,0.75,fixed_contracts,2023-08-30 10:59:00-04:00,4520.25,target,675.0,670.0,0.9818181818181818,5.0,25.0,True,16:59:59,16:58:30,16:45:00,False,True,True,True,True,False
3,1,2019-05-06,2023-05-06,2023-05-06,2024-05-06,MAR,0.12179465515627229,"{'entry.params.share_rank_min': 0.4, 'entry.params.min_abs_return_ticks': 3, 'sl.params.stop_pct': 0.003, 'tp.params.target_r_multiple': 1.0}",3,trend_filtered_mes_participation_crowding,2023-09-11,short,trend_filtered_mes_participation_morning_trade_trend_pullback_reversal_1030,morning_trade_trend_pullback_reversal_1030,completed_bar_mes_participation_crowding_with_prior_trend_filter,trade,15,30,252,both,0.6309523809523809,0.3779191144341409,36.0,-31.0,2023-09-11 09:45:00-04:00,2023-09-11 10:15:00-04:00,0.4,3.0,4.0,2023-09-11 10:30:00-04:00,2023-09-11 10:30:00-04:00,2023-09-11 10:30:00-04:00,2023-09-11 10:30:00-04:00,0.003,1.5,12:00:00,4483.5,2023-09-11 10:29:00-04:00,4484.0,4482.75,2023-09-11 10:30:00-04:00,2023-09-11 10:30:00-04:00,4483.5,4497.0,4470.0,13.5,1,13.5,0.5,fixed_contracts,2023-09-11 11:03:00-04:00,4470.25,target,662.5,657.5,0.9814814814814815,5.0,25.0,True,16:59:59,16:58:30,16:45:00,False,True,True,True,True,False
4,1,2019-05-06,2023-05-06,2023-05-06,2024-05-06,MAR,0.12179465515627229,"{'entry.params.share_rank_min': 0.4, 'entry.params.min_abs_return_ticks': 3, 'sl.params.stop_pct': 0.003, 'tp.params.target_r_multiple': 1.0}",4,trend_filtered_mes_participation_crowding,2023-09-13,short,trend_filtered_mes_participation_morning_trade_trend_pullback_reversal_1030,morning_trade_trend_pullback_reversal_1030,completed_bar_mes_participation_crowding_with_prior_trend_filter,trade,15,30,252,both,0.4365079365079365,0.3339734874235214,25.0,-55.0,2023-09-13 09:45:00-04:00,2023-09-13 10:15:00-04:00,0.4,3.0,4.0,2023-09-13 10:30:00-04:00,2023-09-13 10:30:00-04:00,2023-09-13 10:30:00-04:00,2023-09-13 10:30:00-04:00,0.003,1.5,12:00:00,4513.75,2023-09-13 10:29:00-04:00,4514.75,4513.0,2023-09-13 10:30:00-04:00,2023-09-13 10:30:00-04:00,4513.75,4527.5,4500.0,13.75,1,0.5,13.75,fixed_contracts,2023-09-13 11:05:00-04:00,4527.75,stop,-700.0,-705.0,-1.018181818181818,5.0,25.0,True,16:59:59,16:58:30,16:45:00,False,True,True,True,True,False
5,1,2019-05-06,2023-05-06,2023-05-06,2024-05-06,MAR,0.12179465515627229,"{'entry.params.share_rank_min': 0.4, 'entry.params.min_abs_return_ticks': 3, 'sl.params.stop_pct': 0.003, 'tp.params.target_r_multiple': 1.0}",5,trend_filtered_mes_participation_crowding,2023-10-05,short,trend_filtered_mes_participation_morning_trade_trend_pullback_reversal_1030,morning_trade_trend_pullback_reversal_1030,completed_bar_mes_participation_crowding_with_prior_trend_filter,trade,15,30,252,both,0.4047619047619047,0.3217309374789689,6.0,-25.0,2023-10-05 09:45:00-04:00,2023-10-05 10:15:00-04:00,0.4,3.0,4.0,2023-10-05 10:30:00-04:00,2023-10-05 10:30:00-04:00,2023-10-05 10:30:00-04:00,2023-10-05 10:30:00-04:00,0.003,1.5,12:00:00,4280.75,2023-10-05 10:29:00-04:00,4281.0,4279.75,2023-10-05 10:30:00-04:00,2023-10-05 10:30:00-04:00,4280.5,4293.5,4267.5,13.0,1,13.25,1.25,fixed_contracts,2023-10-05 10:38:00-04:00,4267.75,target,637.5,632.5,0.9807692307692307,5.0,25.0,True,16:59:59,16:58:30,16:45:00,False,True,True,True,True,False
6,1,2019-05-06,2023-05-06,2023-05-06,2024-05-06,MAR,0.12179465515627229,"{'entry.params.share_rank_min': 0.4, 'entry.params.min_abs_return_ticks': 3, 'sl.params.stop_pct': 0.003, 'tp.params.target_r_multiple': 1.0}",6,trend_filtered_mes_participation_crowding,2023-10-18,long,trend_filtered_mes_participation_morning_trade_trend_pullback_reversal_1030,morning_trade_trend_pullback_reversal_1030,completed_bar_mes_participation_crowding_with_prior_trend_filter,trade,15,30,252,both,0.5833333333333334,0.3434276633336952,-15.0,9.0,2023-10-18 09:45:00-04:00,2023-10-18 10:15:00-04:00,0.4,3.0,4.0,2023-10-18 10:30:00-04:00,2023-10-18 10:30:00-04:00,2023-10-18 10:30:00-04:00,2023-10-18 10:30:00-04:00,0.003,1.5,12:00:00,4376.0,2023-10-18 10:29:00-04:00,4382.25,4375.5,2023-10-18 10:30:00-04:00,2023-10-18 10:30:00-04:00,4376.25,4363.0,4389.5,13.25,1,2.0,13.5,fixed_contracts,2023-10-18 10:54:00-04:00,4362.75,stop,-675.0,-680.0,-1.0188679245283019,5.0,25.0,True,16:59:59,16:58:30,16:45:00,False,True,True,True,True,False
7,1,2019-05-06,2023-05-06,2023-05-06,2024-05-06,MAR,0.12179465515627229,"{'entry.params.share_rank_min': 0.4, 'entry.params.min_abs_return_ticks': 3, 'sl.params.stop_pct': 0.003, 'tp.params.target_r_multiple': 1.0}",7,trend_filtered_mes_participation_crowding,2023-10-19,long,trend_filtered_mes_participation_morning_trade_trend_pullback_reversal_1030,morning_trade_trend_pullback_reversal_1030,completed_bar_mes_participation_crowding_with_prior_trend_filter,trade,15,30,252,both,0.4285714285714285,0.3205395140255342,-80.0,22.0,2023-10-19 09:45:00-04:00,2023-10-19 10:15:00-04:00,0.4,3.0,4.0,2023-10-19 10:30:00-04:00,2023-10-19 10:30:00-04:00,2023-10-19 10:30:00-04:00,2023-10-19 10:30:00-04:00,0.003,1.5,12:00:00,4328.0,2023-10-19 10:29:00-04:00,4333.5,4326.75,2023-10-19 10:30:00-04:00,2023-10-19 10:30:00-04:00,4328.25,4315.25,4341.25,13.0,1,13.0,6.0,fixed_contracts,2023-10-19 11:43:00-04:00,4341.0,target,637.5,632.5,0.9807692307692307,5.0,25.0,True,16:59:59,16:58:30,16:45:00,False,True,True,True,True,False
8,1,2019-05-06,2023-05-06,2023-05-06,2024-05-06,MAR,0.12179465515627229,"{'entry.params.share_rank_min': 0.4, 'entry.params.min_abs_return_ticks': 3, 'sl.params.stop_pct': 0.003, 'tp.params.target_r_multiple': 1.0}",8,trend_filtered_mes_participation_crowding,2023-11-02,short,trend_filtered_mes_participation_morning_trade_trend_pullback_reversal_1030,morning_trade_trend_pullback_reversal_1030,completed_bar_mes_participation_crowding_with_prior_trend_filter,trade,15,30,252,both,0.5833333333333334,0.3359947879846411,48.0,-5.0,2023-11-02 09:45:00-04:00,2023-11-02 10:15:00-04:00,0.4,3.0,4.0,2023-11-02 10:30:00-04:00,2023-11-02 10:30:00-04:00,2023-11-02 10:30:00-04:00,2023-11-02 10:30:00-04:00,0.003,1.5,12:00:00,4310.25,2023-11-02 10:29:00-04:00,4312.5,4310.0,2023-11-02 10:30:00-04:00,2023-11-02 10:30:00-04:00,4310.25,4323.25,4297.25,13.0,1,0.75,11.75,fixed_contracts,2023-11-02 12:00:00-04:00,4316.25,eod_flatten,-300.0,-305.0,-0.46153846153846156,5.0,25.0,True,16:59:59,16:58:30,16:45:00,False,True,True,True,True,False
9,1,2019-05-06,2023-05-06,2023-05-06,2024-05-06,MAR,0.12179465515627229,"{'entry.params.share_rank_min': 0.4, 'entry.params.min_abs_return_ticks': 3, 'sl.params.stop_pct': 0.003, 'tp.params.target_r_multiple': 1.0}",9,trend_filtered_mes_participation_crowding,2023-11-06,short,trend_filtered_mes_participation_morning_trade_trend_pullback_reversal_1030,morning_trade_trend_pullback_reversal_1030,completed_bar_mes_participation_crowding_with_prior_trend_filter,trade,15,30,252,both,0.5436507936507936,0.3337612573184727,21.0,-26.0,2023-11-06 09:45:00-05:00,2023-11-06 10:15:00-05:00,0.4,3.0,4.0,2023-11-06 10:30:00-05:00,2023-11-06 10:30:00-05:00,2023-11-06 10:30:00-05:00,2023-11-06 10:30:00-05:00,0.003,1.5,12:00:00,4380.5,2023-11-06 10:29:00-05:00,4380.5,4379.25,2023-11-06 10:30:00-05:00,2023-11-06 10:30:00-05:00,4380.25,4393.5,4367.0,13.25,1,2.0,6.5,fixed_contracts,2023-11-06 12:00:00-05:00,4383.5,eod_flatten,-162.5,-167.5,-0.24528301886792453,5.0,25.0,True,16:59:59,16:58:30,16:45:00,False,True,True,True,True,False
10,1,2019-05-06,2023-05-06,2023-05-06,2024-05-06,MAR,0.12179465515627229,"{'entry.params.share_rank_min': 0.4, 'entry.params.min_abs_return_ticks': 3, 'sl.params.stop_pct': 0.003, 'tp.params.target_r_multiple': 1.0}",10,trend_filtered_mes_participation_crowding,2023-11-20,long,trend_filtered_mes_participation_morning_trade_trend_pullback_reversal_1030,morning_trade_trend_pullback_reversal_1030,completed_bar_mes_participation_crowding_with_prior_trend_filter,trade,15,30,252,both,0.6349206349206349,0.3409525586602603,-3.0,15.0,2023-11-20 09:45:00-05:00,2023-11-20 10:15:00-05:00,0.4,3.0,4.0,2023-11-20 10:30:00-05:00,2023-11-20 10:30:00-05:00,2023-11-20 10:30:00-05:00,2023-11-20 10:30:00-05:00,0.003,1.5,12:00:00,4539.0,2023-11-20 10:29:00-05:00,4539.5,4538.25,2023-11-20 10:30:00-05:00,2023-11-20 10:30:00-05:00,4539.25,4525.5,4553.0,13.75,1,9.5,2.25,fixed_contracts,2023-11-20 12:00:00-05:00,4547.0,eod_flatten,387.5,382.5,0.5636363636363636,5.0,25.0,True,16:59:59,16:58:30,16:45:00,False,True,True,True,True,False
