wfa_window_id,wfa_train_start,wfa_train_end,wfa_test_start,wfa_test_end,wfa_objective,wfa_base_config_hash,wfa_parameter_hash,wfa_selection_filter_hash,wfa_input_hash,wfa_selection_rank,wfa_selected,run_id,entry.params.share_rank_min,entry.params.min_abs_return_ticks,sl.params.stop_pct,tp.params.target_r_multiple,signals_generated,entries_opened,trades_closed,entry_rejections_total,reject_missing_stop,reject_target_already_reached,reject_position_sizing,reject_daily_risk_lockout,reject_apex_latest_entry_time,reject_event_no_trade_window,total_trades,trades_per_year,net_profit,profit_factor,expectancy_r,max_drawdown,max_drawdown_pct,cagr,mar,win_rate,apex_rule_violations,apex_forced_flatten_trades,profitable,worst_day,best_day_concentration,consecutive_losses,benchmark_passed,failure_reason
1,2019-05-06,2023-05-06,2023-05-06,2024-05-06,MAR,96dea4817a9b178a2a17c313c95d56ad918f0583b9cad813def91f87d8ec2943,a3c5efc4eedcaa142f9e8cc3659e26f4c5def0930a1f647699c8c5cc64a57ebb,4e9149c9981e8486fad75e8e827175a5564f8aaf5cf932e70fac29809cf65023,34cffd2984b7db065a544c8c814160a5f4538a097329ed4f917736524c1c5031,1,True,13,0.4,3,0.003,1.0,307,307,307,0,0,0,0,0,0,0,307,85.20366439185628,4152.5,1.0630408380142706,0.01576398447023031,9422.5,0.06246167614060092,0.007607498306027249,0.12179465515627229,0.498371335504886,0,0,True,-730.0,0.1703792895845876,5,False,min_profit_factor;min_expectancy_r;min_mar
1,2019-05-06,2023-05-06,2023-05-06,2024-05-06,MAR,96dea4817a9b178a2a17c313c95d56ad918f0583b9cad813def91f87d8ec2943,a3c5efc4eedcaa142f9e8cc3659e26f4c5def0930a1f647699c8c5cc64a57ebb,4e9149c9981e8486fad75e8e827175a5564f8aaf5cf932e70fac29809cf65023,34cffd2984b7db065a544c8c814160a5f4538a097329ed4f917736524c1c5031,2,False,40,0.5,3,0.003,1.0,284,284,284,0,0,0,0,0,0,0,284,78.82032797161948,3767.5,1.06072695035461,0.014837074360732897,9455.0,0.06267711837722278,0.0069084396051368735,0.11022267430289902,0.4964788732394366,0,0,True,-730.0,0.18779031187790313,6,False,min_profit_factor;min_expectancy_r;min_mar
1,2019-05-06,2023-05-06,2023-05-06,2024-05-06,MAR,96dea4817a9b178a2a17c313c95d56ad918f0583b9cad813def91f87d8ec2943,a3c5efc4eedcaa142f9e8cc3659e26f4c5def0930a1f647699c8c5cc64a57ebb,4e9149c9981e8486fad75e8e827175a5564f8aaf5cf932e70fac29809cf65023,34cffd2984b7db065a544c8c814160a5f4538a097329ed4f917736524c1c5031,3,False,4,0.4,2,0.003,1.0,316,316,316,0,0,0,0,0,0,0,316,87.70149168673154,3532.5,1.0516390746628659,0.012345094217290676,9690.0,0.06418068618360048,0.006481119732836715,0.10098240013041147,0.49683544303797467,0,0,True,-730.0,0.2002830856334041,5,False,min_profit_factor;min_expectancy_r;min_mar
1,2019-05-06,2023-05-06,2023-05-06,2024-05-06,MAR,96dea4817a9b178a2a17c313c95d56ad918f0583b9cad813def91f87d8ec2943,a3c5efc4eedcaa142f9e8cc3659e26f4c5def0930a1f647699c8c5cc64a57ebb,4e9149c9981e8486fad75e8e827175a5564f8aaf5cf932e70fac29809cf65023,34cffd2984b7db065a544c8c814160a5f4538a097329ed4f917736524c1c5031,4,False,18,0.4,3,0.004,2.0,307,307,307,0,0,0,0,0,0,0,307,85.201281583152,4540.0,1.0563555114200596,0.008367128078775913,13017.5,0.08601493326285185,0.00830959047711688,0.0966063701023137,0.4560260586319218,0,0,True,-967.5,0.39812775330396477,8,False,min_profit_factor;min_expectancy_r;min_mar
1,2019-05-06,2023-05-06,2023-05-06,2024-05-06,MAR,96dea4817a9b178a2a17c313c95d56ad918f0583b9cad813def91f87d8ec2943,a3c5efc4eedcaa142f9e8cc3659e26f4c5def0930a1f647699c8c5cc64a57ebb,4e9149c9981e8486fad75e8e827175a5564f8aaf5cf932e70fac29809cf65023,34cffd2984b7db065a544c8c814160a5f4538a097329ed4f917736524c1c5031,5,False,31,0.5,2,0.003,1.0,292,292,292,0,0,0,0,0,0,0,292,81.0406189003975,3265.0,1.0506515668631708,0.012027663575391938,9665.0,0.0639896716101695,0.005994126959683266,0.09367335085261877,0.4965753424657534,0,0,True,-730.0,0.21669218989280245,6,False,min_profit_factor;min_expectancy_r;min_mar
1,2019-05-06,2023-05-06,2023-05-06,2024-05-06,MAR,96dea4817a9b178a2a17c313c95d56ad918f0583b9cad813def91f87d8ec2943,a3c5efc4eedcaa142f9e8cc3659e26f4c5def0930a1f647699c8c5cc64a57ebb,4e9149c9981e8486fad75e8e827175a5564f8aaf5cf932e70fac29809cf65023,34cffd2984b7db065a544c8c814160a5f4538a097329ed4f917736524c1c5031,6,False,27,0.4,4,0.004,2.0,293,293,293,0,0,0,0,0,0,0,293,81.31588112007667,4010.0,1.0510860564367157,0.00775081311498361,12540.0,0.08285978591251486,0.007348696716343861,0.08868833820187241,0.45733788395904434,0,0,True,-967.5,0.45074812967581046,8,False,min_profit_factor;min_expectancy_r;min_mar;max_best_day_concentration
1,2019-05-06,2023-05-06,2023-05-06,2024-05-06,MAR,96dea4817a9b178a2a17c313c95d56ad918f0583b9cad813def91f87d8ec2943,a3c5efc4eedcaa142f9e8cc3659e26f4c5def0930a1f647699c8c5cc64a57ebb,4e9149c9981e8486fad75e8e827175a5564f8aaf5cf932e70fac29809cf65023,34cffd2984b7db065a544c8c814160a5f4538a097329ed4f917736524c1c5031,7,False,45,0.5,3,0.004,2.0,284,284,284,0,0,0,0,0,0,0,284,78.81812367952823,4067.5,1.053560259406788,0.006612324113683416,13050.0,0.08622968151182767,0.007453060049399607,0.08643265194453154,0.4507042253521127,0,0,True,-967.5,0.44437615242778117,8,False,min_profit_factor;min_expectancy_r;min_mar;max_best_day_concentration
1,2019-05-06,2023-05-06,2023-05-06,2024-05-06,MAR,96dea4817a9b178a2a17c313c95d56ad918f0583b9cad813def91f87d8ec2943,a3c5efc4eedcaa142f9e8cc3659e26f4c5def0930a1f647699c8c5cc64a57ebb,4e9149c9981e8486fad75e8e827175a5564f8aaf5cf932e70fac29809cf65023,34cffd2984b7db065a544c8c814160a5f4538a097329ed4f917736524c1c5031,8,False,22,0.4,4,0.003,1.0,293,293,293,0,0,0,0,0,0,0,293,81.31815526649476,2535.0,1.039258198149367,0.008197366157728132,9232.5,0.061202167680350014,0.0046620054501429475,0.0761738615941174,0.49829351535836175,0,0,True,-730.0,0.27909270216962523,5,False,min_profit_factor;min_expectancy_r;min_mar
1,2019-05-06,2023-05-06,2023-05-06,2024-05-06,MAR,96dea4817a9b178a2a17c313c95d56ad918f0583b9cad813def91f87d8ec2943,a3c5efc4eedcaa142f9e8cc3659e26f4c5def0930a1f647699c8c5cc64a57ebb,4e9149c9981e8486fad75e8e827175a5564f8aaf5cf932e70fac29809cf65023,34cffd2984b7db065a544c8c814160a5f4538a097329ed4f917736524c1c5031,9,False,9,0.4,2,0.004,2.0,316,316,316,0,0,0,0,0,0,0,316,87.69903902370042,3420.0,1.0409103143036573,0.001989528884560885,14320.0,0.09462138231795957,0.00627620836304299,0.06632970486472947,0.45569620253164556,0,0,True,-967.5,0.5285087719298246,8,False,min_profit_factor;min_expectancy_r;min_mar;max_best_day_concentration
1,2019-05-06,2023-05-06,2023-05-06,2024-05-06,MAR,96dea4817a9b178a2a17c313c95d56ad918f0583b9cad813def91f87d8ec2943,a3c5efc4eedcaa142f9e8cc3659e26f4c5def0930a1f647699c8c5cc64a57ebb,4e9149c9981e8486fad75e8e827175a5564f8aaf5cf932e70fac29809cf65023,34cffd2984b7db065a544c8c814160a5f4538a097329ed4f917736524c1c5031,10,False,54,0.5,4,0.004,2.0,274,274,274,0,0,0,0,0,0,0,274,76.04283763447442,3067.5,1.0412339953624357,0.003340769357335874,12937.5,0.08548632218844984,0.0056340193342738765,0.06590550616803931,0.4489051094890511,0,0,True,-967.5,0.589242053789731,8,False,min_profit_factor;min_expectancy_r;min_mar;max_best_day_concentration
