variant_id,stage,status,passed,expected_combinations,total_combinations_tested,benchmark_passing,profitable_iterations,profitable_iteration_rate,required_profitable_iteration_rate,apex_rule_violating_iterations,top_run_id,top_net_profit,top_profit_factor,top_expectancy_r,top_total_trades,top_trades_per_year,top_max_drawdown,top_mar,top_win_rate,top_apex_rule_violations,top_failure_reason,fixed_net_profit,fixed_profit_factor,fixed_total_trades,fixed_max_drawdown,fixed_mar,fixed_win_rate,summary_path,stage_result_path
claims_improving_long_1130,limited_core_grid_test,failed,False,27,27,0,0,0.0,0.7,0,10,-825.0,0.8547535211267606,-0.004708357253606088,143,96.19439349872998,1370.0,-0.4069245305555449,0.5314685314685315,0,min_total_net_profit,-3630.0,0.6915887850467289,143,3680.0,-0.6659961257414229,0.35664335664335667,backtest-campaigns/nq_jobless_claims_state/claims_improving_long_1130/NQ/run1/campaign_test_summary.json,backtest-campaigns/nq_jobless_claims_state/claims_improving_long_1130/NQ/run1/limited_core_grid_test/stage_result.json
claims_low_long_1000,limited_core_grid_test,failed,False,27,27,0,0,0.0,0.7,0,6,-570.0,0.9815474263515701,0.027060790710313615,371,240.60117260469906,3670.0,-0.10169506237504183,0.3719676549865229,0,min_total_net_profit,-1850.0,0.9354388413889374,371,4785.0,-0.253651135236739,0.41778975741239893,backtest-campaigns/nq_jobless_claims_state/claims_low_long_1000/NQ/run1/campaign_test_summary.json,backtest-campaigns/nq_jobless_claims_state/claims_low_long_1000/NQ/run1/limited_core_grid_test/stage_result.json
claims_rising_short_1030,limited_core_grid_test,failed,False,27,27,0,1,0.037037037037037035,0.7,0,25,200.0,1.0156924284032953,0.03049633277207462,143,92.74188795107183,1905.0,0.06851520830496399,0.5104895104895105,0,max_best_day_concentration,-1322.5,0.8961523360816647,162,2972.5,-0.2915370897148131,0.41358024691358025,backtest-campaigns/nq_jobless_claims_state/claims_rising_short_1030/NQ/run1/campaign_test_summary.json,backtest-campaigns/nq_jobless_claims_state/claims_rising_short_1030/NQ/run1/limited_core_grid_test/stage_result.json
continued_claims_improving_long_1330,limited_core_grid_test,failed,False,27,27,0,0,0.0,0.7,0,4,-750.0,0.8201438848920863,-0.04359830106615165,71,68.23111104614621,995.0,-0.7244437843615075,0.4788732394366197,0,min_total_net_profit;preferred_min_total_trades,-1717.5,0.7025974025974026,90,1950.0,-0.8305655472474739,0.43333333333333335,backtest-campaigns/nq_jobless_claims_state/continued_claims_improving_long_1330/NQ/run1/campaign_test_summary.json,backtest-campaigns/nq_jobless_claims_state/continued_claims_improving_long_1330/NQ/run1/limited_core_grid_test/stage_result.json
continued_claims_rising_short_1200,limited_core_grid_test,failed,False,27,27,0,0,0.0,0.7,0,9,-1540.0,0.93984375,-0.0012436163851603874,244,180.34730429528034,4560.0,-0.25481104590083764,0.4098360655737705,0,min_total_net_profit,-2110.0,0.8602186154355747,195,2627.5,-0.5960262178692491,0.41025641025641024,backtest-campaigns/nq_jobless_claims_state/continued_claims_rising_short_1200/NQ/run1/campaign_test_summary.json,backtest-campaigns/nq_jobless_claims_state/continued_claims_rising_short_1200/NQ/run1/limited_core_grid_test/stage_result.json
