campaign_id,variant_id,instrument,timeframe,edge,setup_mode,release_types,entry_time,entry_param,calendar_dates,available_signal_bars,missing_signal_bars,signals,signals_per_year,latest_365d_signals,terminal_stage,decision,failure_reason
nq_bls_macro_release_day_drift,combined_bls_release_low_range_long_1200,NQ,1m,BLS macro release-day drift,low_range_long,"cpi,employment_situation",12:00:00,entry.params.max_session_range_bps=20,386,374,12,1,0.064772,0,pre_pnl_event_density_screen,FAIL,entry-row density failed
nq_bls_macro_release_day_drift,combined_bls_release_low_range_long_1200,NQ,1m,BLS macro release-day drift,low_range_long,"cpi,employment_situation",12:00:00,entry.params.max_session_range_bps=35,386,374,12,9,0.582949,0,pre_pnl_event_density_screen,FAIL,entry-row density failed
nq_bls_macro_release_day_drift,combined_bls_release_low_range_long_1200,NQ,1m,BLS macro release-day drift,low_range_long,"cpi,employment_situation",12:00:00,entry.params.max_session_range_bps=50,386,374,12,44,2.849973,1,pre_pnl_event_density_screen,FAIL,entry-row density failed
nq_bls_macro_release_day_drift,combined_bls_release_momentum_long_1130,NQ,1m,BLS macro release-day drift,momentum_confirmed_long,"cpi,employment_situation",11:30:00,entry.params.min_session_return_bps=0,386,374,12,208,13.472602,10,pre_pnl_event_density_screen,FAIL,entry-row density failed
nq_bls_macro_release_day_drift,combined_bls_release_momentum_long_1130,NQ,1m,BLS macro release-day drift,momentum_confirmed_long,"cpi,employment_situation",11:30:00,entry.params.min_session_return_bps=10,386,374,12,181,11.723754,9,pre_pnl_event_density_screen,FAIL,entry-row density failed
nq_bls_macro_release_day_drift,combined_bls_release_momentum_long_1130,NQ,1m,BLS macro release-day drift,momentum_confirmed_long,"cpi,employment_situation",11:30:00,entry.params.min_session_return_bps=20,386,374,12,150,9.715818,8,pre_pnl_event_density_screen,FAIL,entry-row density failed
nq_bls_macro_release_day_drift,combined_bls_release_open_long_1000,NQ,1m,BLS macro release-day drift,unconditional_long,"cpi,employment_situation",10:00:00,none,386,374,12,374,24.224774,19,pre_pnl_event_density_screen,FAIL,entry-row density failed
nq_bls_macro_release_day_drift,cpi_release_open_long_1000,NQ,1m,BLS macro release-day drift,unconditional_long,cpi,10:00:00,none,196,193,3,193,12.50102,10,pre_pnl_event_density_screen,FAIL,entry-row density failed
nq_bls_macro_release_day_drift,employment_release_open_long_1000,NQ,1m,BLS macro release-day drift,unconditional_long,employment_situation,10:00:00,none,190,181,9,181,11.723754,9,pre_pnl_event_density_screen,FAIL,entry-row density failed
