run_id,entry.params.share_rank_min,entry.params.min_abs_return_ticks,sl.params.stop_pct,tp.params.target_r_multiple,signals_generated,entries_opened,trades_closed,entry_rejections_total,reject_missing_stop,reject_target_already_reached,reject_position_sizing,reject_daily_risk_lockout,reject_apex_latest_entry_time,reject_event_no_trade_window,total_trades,trades_per_year,net_profit,profit_factor,expectancy_r,max_drawdown,max_drawdown_pct,cagr,mar,win_rate,apex_rule_violations,apex_forced_flatten_trades,profitable,worst_day,best_day_concentration,consecutive_losses,benchmark_passed,failure_reason
1,0.35,2,0.003,1.5,258,258,258,0,0,0,0,0,0,0,258,64.67562735716189,15641.25,1.235374891840036,0.08023229640433284,8306.25,0.052344679275603205,0.025176479936201757,0.4809749583838983,0.5038759689922481,0,0,True,-930.0,0.08758890753616239,5,True,
2,0.35,2,0.003,2.0,258,258,258,0,0,0,0,0,0,0,258,64.67562735716189,16547.5,1.2425697218455676,0.08597986954076646,7890.0,0.0497658356592081,0.02657965155852149,0.5340943481897202,0.49224806201550386,0,0,True,-930.0,0.10620939718990784,5,True,
3,0.35,2,0.003,2.5,258,258,258,0,0,0,0,0,0,0,258,64.67562735716189,16103.75,1.2351427319851063,0.08560752024752154,8565.0,0.053531668216157936,0.025893298088072614,0.48370056362743824,0.4883720930232558,0,0,True,-930.0,0.1366917643406039,5,True,
4,0.35,2,0.004,1.5,258,258,258,0,0,0,0,0,0,0,258,64.67559653176546,19835.0,1.2825397955913251,0.07873381055075108,7901.25,0.048743811594873454,0.031622233064857896,0.6487435436457273,0.5232558139534884,0,0,True,-1230.0,0.08892109906730526,5,True,
5,0.35,2,0.004,2.0,258,258,258,0,0,0,0,0,0,0,258,64.67559653176546,18285.0,1.2594721157939548,0.07338886943372394,9432.5,0.057784788801421266,0.029253935201483117,0.5062566777221411,0.5193798449612403,0,0,True,-1230.0,0.1289308176100629,5,True,
6,0.35,2,0.004,2.5,258,258,258,0,0,0,0,0,0,0,258,64.67559653176546,19547.5,1.2773875407975024,0.0801914419131545,8663.75,0.05283660369879096,0.031184179002955448,0.5902002933558923,0.5193798449612403,0,0,True,-1230.0,0.11580764803683335,5,True,
7,0.35,2,0.006,1.5,258,258,258,0,0,0,0,0,0,0,258,64.67430189164844,26572.5,1.3918814290454595,0.07450579272566558,5493.75,0.03304088951036334,0.04173151991311497,1.2630265265717437,0.5387596899224806,0,0,True,-1730.0,0.09953899708345093,5,True,
8,0.35,2,0.006,2.0,258,258,258,0,0,0,0,0,0,0,258,64.67430189164844,26247.5,1.3870884489178925,0.07388729360040627,5077.5,0.03034649692949034,0.04125053898797826,1.359317982692477,0.5387596899224806,0,0,True,-1730.0,0.09839032288789408,5,True,
9,0.35,2,0.006,2.5,258,258,258,0,0,0,0,0,0,0,258,64.67430189164844,25316.25,1.3733547173985179,0.07141461400978649,5077.5,0.03051634374835661,0.03986865320966748,1.306468872497693,0.5387596899224806,0,0,True,-1730.0,0.10423147188070903,5,True,
10,0.35,3,0.003,1.5,253,253,253,0,0,0,0,0,0,0,253,63.42222372620914,15953.75,1.2458962700369913,0.08287257932856718,7638.75,0.048235470554340874,0.025660980575663794,0.5319939928181021,0.5019762845849802,0,0,True,-930.0,0.08587322729765728,5,True,
