session_date,net_pnl,gross_pnl,trades,wins,losses
2025-09-02,-160.0,-150.0,1,0,1
2025-09-03,115.0,125.0,1,1,0
2025-09-04,-235.0,-225.0,1,0,1
2025-09-05,565.0,575.0,1,1,0
2025-09-08,-210.0,-200.0,1,0,1
2025-09-09,-235.0,-225.0,1,0,1
2025-09-10,65.0,75.0,1,1,0
2025-09-12,-260.0,-250.0,1,0,1
2025-09-16,-185.0,-175.0,1,0,1
2025-09-17,-235.0,-225.0,1,0,1
2025-09-19,290.0,300.0,1,1,0
2025-09-23,165.0,175.0,1,1,0
2025-09-24,-260.0,-250.0,1,0,1
2025-09-25,-385.0,-375.0,1,0,1
2025-09-26,315.0,325.0,1,1,0
2025-09-29,90.0,100.0,1,1,0
2025-10-02,-185.0,-175.0,1,0,1
2025-10-03,240.0,250.0,1,1,0
2025-10-07,290.0,300.0,1,1,0
2025-10-09,-260.0,-250.0,1,0,1
2025-10-10,340.0,350.0,1,1,0
2025-10-13,140.0,150.0,1,1,0
2025-10-15,265.0,275.0,1,1,0
2025-10-16,140.0,150.0,1,1,0
2025-10-17,-310.0,-300.0,1,0,1
2025-10-22,-260.0,-250.0,1,0,1
2025-10-29,-260.0,-250.0,1,0,1
2025-10-30,-285.0,-275.0,1,0,1
2025-10-31,-160.0,-150.0,1,0,1
2025-11-04,215.0,225.0,1,1,0
2025-11-06,165.0,175.0,1,1,0
2025-11-07,-260.0,-250.0,1,0,1
2025-11-10,-210.0,-200.0,1,0,1
2025-11-12,-335.0,-325.0,1,0,1
2025-11-13,565.0,575.0,1,1,0
2025-11-17,340.0,350.0,1,1,0
2025-11-18,-335.0,-325.0,1,0,1
2025-11-20,240.0,250.0,1,1,0
2025-11-21,-410.0,-400.0,1,0,1
2025-12-02,215.0,225.0,1,1,0
2025-12-04,-235.0,-225.0,1,0,1
2025-12-08,265.0,275.0,1,1,0
2025-12-12,-285.0,-275.0,1,0,1
2025-12-15,-335.0,-325.0,1,0,1
2025-12-16,-210.0,-200.0,1,0,1
2025-12-17,290.0,300.0,1,1,0
2025-12-31,265.0,275.0,1,1,0
2026-01-02,240.0,250.0,1,1,0
2026-01-07,-285.0,-275.0,1,0,1
2026-01-08,-260.0,-250.0,1,0,1
2026-01-13,165.0,175.0,1,1,0
2026-01-14,-285.0,-275.0,1,0,1
2026-01-15,-485.0,-475.0,1,0,1
2026-01-16,115.0,125.0,1,1,0
2026-01-20,-260.0,-250.0,1,0,1
2026-01-21,-285.0,-275.0,1,0,1
2026-01-28,-235.0,-225.0,1,0,1
2026-01-30,-435.0,-425.0,1,0,1
2026-02-03,-310.0,-300.0,1,0,1
2026-02-04,-435.0,-425.0,1,0,1
2026-02-05,-335.0,-325.0,1,0,1
2026-02-10,265.0,275.0,1,1,0
2026-02-11,65.0,75.0,1,1,0
2026-02-12,190.0,200.0,1,1,0
2026-02-17,-360.0,-350.0,1,0,1
2026-02-19,-235.0,-225.0,1,0,1
2026-02-26,365.0,375.0,1,1,0
