run_id,ending_balance,net_pnl,trader_net_pnl,account_ending_balance,final_account_phase,max_drawdown,worst_day,best_day,best_day_concentration,max_consecutive_losses,account_breached,breach_reason,payout_eligible,profit_before_drawdown,drawdown_before_profit,accounts_purchased,accounts_breached,accounts_terminated,challenge_passes,funded_accounts_started,payout_count,gross_payouts,net_payouts,total_challenge_fees
106,54986.5,4986.5,4986.5,51271.25,funded,3466.25,-842.5,770.0,0.01732186041280018,6,True,trailing_drawdown,True,True,False,5,4,0,3,3,5,6085.0,5476.5,490.0
107,53326.84375,3326.84375,3326.84375,52718.75,funded,3250.9375,-842.5,770.0,0.017026922439051358,8,True,trailing_drawdown,True,True,True,5,4,0,3,3,5,4240.9375,3816.84375,490.0
108,53861.125,3861.125,3861.125,50507.5,funded,3706.25,-842.5,770.0,0.016563592363538587,8,True,trailing_drawdown,True,True,True,8,7,0,5,5,4,5161.25,4645.125,784.0
109,54342.3125,4342.3125,4342.3125,51690.0,challenge,2718.75,-842.5,770.0,0.016940762334305044,5,True,trailing_drawdown,True,True,False,6,5,0,3,3,5,5478.125,4930.3125,588.0
110,55332.875,5332.875,5332.875,50020.0,challenge,4391.25,-842.5,770.0,0.017452402538531277,9,True,trailing_drawdown,True,True,False,6,5,0,3,3,5,6578.75,5920.875,588.0
111,54731.0859375,4731.0859375,4731.0859375,48885.0,funded,2919.53125,-842.5,770.0,0.01736091539372076,4,True,trailing_drawdown,True,True,True,7,5,1,3,3,5,6018.984375,5417.0859375,686.0
112,50254.625,254.625,254.625,52987.5,challenge,2470.0,-842.5,770.0,0.019198404288474726,5,True,trailing_drawdown,True,True,True,6,5,0,2,2,2,936.25,842.625,588.0
113,49766.25,-233.75,-233.75,49420.0,funded,3530.0,-842.5,770.0,0.017326732673267328,6,True,trailing_drawdown,True,True,False,7,6,0,5,5,1,502.5,452.25,686.0
114,56889.03125,6889.03125,6889.03125,49765.0,funded,4447.8125,-830.0,770.0,0.017373646209386282,4,True,trailing_drawdown,True,True,False,6,5,0,3,3,5,8307.8125,7477.03125,588.0
115,56926.453125,6926.453125,6926.453125,49857.5,challenge,3006.875,-842.5,770.0,0.017091171411131457,8,True,trailing_drawdown,True,True,True,7,5,1,3,3,5,8458.28125,7612.453125,686.0
116,52368.25,2368.25,2368.25,51272.5,funded,3080.0,-842.5,770.0,0.017457348523493735,4,True,trailing_drawdown,True,True,True,8,7,0,4,4,4,3502.5,3152.25,784.0
117,54447.34375,4447.34375,4447.34375,51298.75,funded,3003.4375,-842.5,770.0,0.017437581384815718,5,True,trailing_drawdown,True,True,True,5,4,0,3,3,5,5485.9375,4937.34375,490.0
118,54531.453125,4531.453125,4531.453125,49995.0,challenge,3057.03125,-842.5,770.0,0.017576898932831136,4,True,trailing_drawdown,True,True,True,6,5,0,3,3,6,5688.28125,5119.453125,588.0
119,50891.8125,891.8125,891.8125,51330.0,challenge,2705.625,-842.5,770.0,0.017625178826895564,6,True,trailing_drawdown,True,True,True,7,6,0,4,4,3,1753.125,1577.8125,686.0
120,52732.4375,2732.4375,2732.4375,50775.0,challenge,3023.75,-842.5,770.0,0.016805805641949036,7,True,trailing_drawdown,True,True,False,6,5,0,4,4,4,3689.375,3320.4375,588.0
121,55516.7421875,5516.7421875,5516.7421875,50000.0,funded,3208.4375,-842.5,770.0,0.017365809652683806,4,True,trailing_drawdown,True,True,True,6,4,1,3,3,6,6783.046875,6104.7421875,588.0
122,51888.25,1888.25,1888.25,49635.0,funded,2546.25,-842.5,770.0,0.017501988862370723,5,True,trailing_drawdown,True,True,False,5,4,0,4,4,3,2642.5,2378.25,490.0
123,56736.3125,6736.3125,6736.3125,50000.0,funded,3776.875,-842.5,770.0,0.016801221907047786,5,True,trailing_drawdown,True,True,False,6,4,1,3,3,5,8138.125,7324.3125,588.0
124,53548.90625,3548.90625,3548.90625,52400.0,challenge,3534.0625,-842.5,770.0,0.017370706671930518,5,True,trailing_drawdown,True,True,False,6,5,0,3,3,4,4596.5625,4136.90625,588.0
125,56217.375,6217.375,6217.375,52381.25,funded,4416.25,-842.5,770.0,0.016719140158506136,5,True,trailing_drawdown,True,True,True,4,3,0,3,3,5,7343.75,6609.375,392.0
126,54782.765625,4782.765625,4782.765625,50968.75,funded,3334.84375,-842.5,770.0,0.017336485421591805,4,True,trailing_drawdown,True,True,True,7,5,1,3,3,6,6076.40625,5468.765625,686.0
127,54040.375,4040.375,4040.375,50776.25,funded,3315.0,-842.5,770.0,0.01793826441467676,5,True,trailing_drawdown,True,True,False,5,4,0,2,2,4,5033.75,4530.375,490.0
128,51747.5,1747.5,1747.5,52257.5,funded,2862.5,-842.5,770.0,0.017690982194141298,5,True,trailing_drawdown,True,True,False,6,5,0,3,3,2,2595.0,2335.5,588.0
129,53658.5234375,3658.5234375,3658.5234375,50607.5,funded,2973.28125,-842.5,770.0,0.018285442887675137,7,True,trailing_drawdown,True,True,True,6,4,1,3,3,7,4718.359375,4246.5234375,588.0
130,51761.6875,1761.6875,1761.6875,49652.5,funded,3680.625,-842.5,770.0,0.017112061781210067,5,True,trailing_drawdown,True,True,False,5,4,0,4,4,2,2501.875,2251.6875,490.0
131,55321.375,5321.375,5321.375,50015.0,challenge,4060.0,-842.5,770.0,0.017110160546636298,4,True,trailing_drawdown,True,True,True,8,7,0,4,4,4,6783.75,6105.375,784.0
132,57375.875,7375.875,7375.875,49110.0,challenge,3607.5,-842.5,770.0,0.01824212271973466,6,True,trailing_drawdown,True,True,False,6,4,1,1,1,5,8848.75,7963.875,588.0
133,56544.5,6544.5,6544.5,51580.0,challenge,3480.0,-842.5,770.0,0.01728783116299955,5,True,trailing_drawdown,True,True,True,6,4,1,2,2,5,7925.0,7132.5,588.0
