run_id,ending_balance,net_pnl,trader_net_pnl,account_ending_balance,final_account_phase,max_drawdown,worst_day,best_day,best_day_concentration,max_consecutive_losses,account_breached,breach_reason,payout_eligible,profit_before_drawdown,drawdown_before_profit,accounts_purchased,accounts_breached,accounts_terminated,challenge_passes,funded_accounts_started,payout_count,gross_payouts,net_payouts,total_challenge_fees
1,61636.25,11636.25,11636.25,53990.0,funded,6807.5,-1742.5,3145.0,0.05207169170909392,5,True,trailing_drawdown,True,True,True,6,4,1,2,2,8,13582.5,12224.25,588.0
2,58559.25,8559.25,8559.25,52407.5,challenge,4002.5,-1742.5,3145.0,0.05118606827521666,7,True,trailing_drawdown,True,True,False,7,5,1,2,2,6,10272.5,9245.25,686.0
3,57350.0,7350.0,7350.0,50927.5,challenge,3550.0,-1742.5,3145.0,0.05134274753081381,6,True,trailing_drawdown,True,True,False,6,4,1,3,3,5,8820.0,7938.0,588.0
4,59812.90625,9812.90625,9812.90625,51540.0,challenge,5467.5,-1742.5,3145.0,0.051113278075735416,5,True,trailing_drawdown,True,True,False,6,4,1,2,2,7,11556.5625,10400.90625,588.0
5,50675.25,675.25,675.25,53365.0,challenge,4642.5,-1742.5,3145.0,0.05572042343978385,6,True,trailing_drawdown,True,True,True,7,6,0,3,3,1,1512.5,1361.25,686.0
6,56983.8125,6983.8125,6983.8125,52904.375,funded,5545.0,-1742.5,3145.0,0.05586145648312611,7,True,trailing_drawdown,True,True,True,6,5,0,3,3,5,8413.125,7571.8125,588.0
7,54516.875,4516.875,4516.875,,,5340.0,-1742.5,3145.0,0.05333898664405343,7,True,trailing_drawdown,True,True,False,9,9,0,5,5,4,5998.75,5398.875,882.0
8,59576.375,9576.375,9576.375,49372.5,challenge,7248.75,-1742.5,3145.0,0.0518185937306916,8,True,trailing_drawdown,True,True,True,6,5,0,2,2,7,11293.75,10164.375,588.0
9,56739.0,6739.0,6739.0,49610.0,challenge,7055.0,-1742.5,3145.0,0.053834303320780555,5,True,trailing_drawdown,True,True,False,7,6,0,4,4,5,8250.0,7425.0,686.0
10,51222.75,1222.75,1222.75,55587.5,funded,4107.5,-1742.5,3145.0,0.05325093125634948,5,True,trailing_drawdown,True,True,True,10,9,0,5,5,2,2447.5,2202.75,980.0
11,58471.359375,8471.359375,8471.359375,51747.5,challenge,4182.8125,-1742.5,3145.0,0.051086294416243655,5,True,trailing_drawdown,True,True,True,7,5,1,3,3,7,10174.84375,9157.359375,686.0
12,51981.8125,1981.8125,1981.8125,55045.0,challenge,3654.375,-1742.5,3145.0,0.054147118323074936,5,True,trailing_drawdown,True,True,True,8,7,0,2,2,2,3073.125,2765.8125,784.0
13,51433.25,1433.25,1433.25,52997.5,funded,3692.5,-1742.5,3145.0,0.051931968295904886,6,True,trailing_drawdown,True,True,True,9,8,0,4,4,2,2572.5,2315.25,882.0
14,52214.375,2214.375,2214.375,50988.75,funded,4557.5,-1742.5,3145.0,0.05183567514112654,5,True,trailing_drawdown,True,True,False,6,5,0,3,3,2,3113.75,2802.375,588.0
15,55255.8125,5255.8125,5255.8125,51470.0,challenge,6295.0,-1742.5,3145.0,0.053472753549264646,5,True,trailing_drawdown,True,True,True,6,4,1,2,2,5,6493.125,5843.8125,588.0
16,59270.9375,9270.9375,9270.9375,53382.5,funded,4792.5,-1742.5,3145.0,0.052403565775222864,5,True,trailing_drawdown,True,True,True,6,4,1,3,3,6,10954.375,9858.9375,588.0
17,51617.875,1617.875,1617.875,53342.5,challenge,5360.0,-1742.5,3145.0,0.05233815942752538,6,True,trailing_drawdown,True,True,False,8,7,0,4,4,3,2668.75,2401.875,784.0
18,57079.875,7079.875,7079.875,48540.0,challenge,3575.0,-1742.5,3145.0,0.055146414167981765,5,True,trailing_drawdown,True,True,True,7,5,1,3,3,5,8628.75,7765.875,686.0
19,53500.5625,3500.5625,3500.5625,51642.5,challenge,5594.375,-1742.5,3145.0,0.054470664646027275,8,True,trailing_drawdown,True,True,False,8,7,0,4,4,4,4760.625,4284.5625,784.0
20,59358.4375,9358.4375,9358.4375,49192.5,challenge,10378.125,-1742.5,3145.0,0.05230986735415194,7,True,trailing_drawdown,True,True,False,8,7,0,3,3,7,11269.375,10142.4375,784.0
21,61729.75,11729.75,11729.75,,,8805.0,-1742.5,3145.0,0.054277947965655604,6,True,trailing_drawdown,True,True,False,5,4,1,3,3,9,13577.5,12219.75,490.0
22,52689.4375,2689.4375,2689.4375,50000.0,funded,4606.875,-1742.5,3145.0,0.053657496267860955,8,True,trailing_drawdown,True,True,True,8,7,0,4,4,3,3859.375,3473.4375,784.0
23,55852.5,5852.5,5852.5,48487.5,funded,5125.0,-1742.5,3145.0,0.05535997183594438,8,True,trailing_drawdown,True,True,False,7,6,0,4,4,4,7265.0,6538.5,686.0
24,54298.875,4298.875,4298.875,52915.0,funded,5887.5,-1742.5,3145.0,0.05234251477074145,8,True,trailing_drawdown,True,True,True,7,6,0,4,4,3,5538.75,4984.875,686.0
25,58538.3125,8538.3125,8538.3125,52598.75,funded,7365.0,-1742.5,3145.0,0.0543482956754655,7,True,trailing_drawdown,True,True,True,8,6,1,3,3,7,10358.125,9322.3125,784.0
