variant,terminal_stage,stage_status,profitable_iterations,total_combinations,profitable_rate,top_net_profit,top_profit_factor,top_total_trades,top_trades_per_year,top_max_drawdown,top_mar,report_path
mon_fri_weekend_reversal_1000,limited_core_grid_test,failed,3,9,0.3333333333333333,735.0,1.0393258426966292,140,91.2791079652161,4245.0,0.11469576349340375,backtest-campaigns/nq_calendar_weekday_bias/mon_fri_weekend_reversal_1000/NQ/run1/campaign_test_summary.json
mon_tue_turnaround_1000,limited_core_grid_test,failed,0,9,0.0,-257.5,0.9875783888084901,142,92.61753855120628,5490.0,-0.03166874758388657,backtest-campaigns/nq_calendar_weekday_bias/mon_tue_turnaround_1000/NQ/run1/campaign_test_summary.json
thu_fri_lateweek_strength_1030,limited_core_grid_test,failed,6,9,0.6666666666666666,2507.5,1.1419875424688561,151,98.2792582647057,2610.0,0.6327119553307233,backtest-campaigns/nq_calendar_weekday_bias/thu_fri_lateweek_strength_1030/NQ/run1/campaign_test_summary.json
tue_wed_midweek_strength_1000,limited_core_grid_test,failed,0,9,0.0,-4695.0,0.7474448628294782,154,100.22810545267808,4695.0,-0.6544393140510972,backtest-campaigns/nq_calendar_weekday_bias/tue_wed_midweek_strength_1000/NQ/run1/campaign_test_summary.json
wed_thu_midweek_fade_1130,limited_core_grid_test,failed,0,9,0.0,-1300.0,0.935881627620222,154,100.23926885260103,4235.0,-0.2030837371521959,backtest-campaigns/nq_calendar_weekday_bias/wed_thu_midweek_fade_1130/NQ/run1/campaign_test_summary.json
