campaign_id,variant_id,symbol,run_id,decision,terminal_stage,terminal_status,failure_reason,run_dir,core_status,core_profitable_iterations,core_total_combinations_tested,core_percentage_profitable_iterations,core_top_net_profit,core_top_profit_factor,core_top_total_trades,core_top_max_drawdown,core_top_mar,core_top_win_rate,monkey_status,monkey_percentage_profitable,monkey_median_net_profit,monkey_core_beats_monkey_net_profit_rate,monkey_core_beats_monkey_max_drawdown_rate,wfa_status,wfa_early_exit,wfa_stitched_net_profit,wfa_stitched_profit_factor,wfa_stitched_total_trades,wfa_stitched_max_drawdown,wfa_stitched_mar,variant_test_summary
nq_vvix_tail_risk_intraday,falling_vvix_long_1200,NQ,run1,FAIL,limited_core_grid_test,failed,failed limited core grid gate,backtest-campaigns/nq_vvix_tail_risk_intraday/falling_vvix_long_1200/NQ/run1,failed,7,27,0.25925925925925924,775.0,1.0689195197865717,132,1945.0,0.28870188569673755,0.45454545454545453,skipped,,,,,skipped,,,,,,,backtest-campaigns/nq_vvix_tail_risk_intraday/falling_vvix_long_1200/NQ/run1/variant_test_summary.json
nq_vvix_tail_risk_intraday,high_vvix_short_1000,NQ,run1,FAIL,limited_core_grid_test,failed,failed limited core grid gate,backtest-campaigns/nq_vvix_tail_risk_intraday/high_vvix_short_1000/NQ/run1,failed,0,18,0.0,-120.0,0.9891255097417309,152,1565.0,-0.06057044369594542,0.5328947368421053,skipped,,,,,skipped,,,,,,,backtest-campaigns/nq_vvix_tail_risk_intraday/high_vvix_short_1000/NQ/run1/variant_test_summary.json
nq_vvix_tail_risk_intraday,high_vvix_vix_ratio_short_1330,NQ,run1,FAIL,limited_core_grid_test,failed,failed limited core grid gate,backtest-campaigns/nq_vvix_tail_risk_intraday/high_vvix_vix_ratio_short_1330/NQ/run1,failed,0,27,0.0,-2070.0,0.7994186046511628,140,2425.0,-0.611225885105811,0.45,skipped,,,,,skipped,,,,,,,backtest-campaigns/nq_vvix_tail_risk_intraday/high_vvix_vix_ratio_short_1330/NQ/run1/variant_test_summary.json
nq_vvix_tail_risk_intraday,low_vvix_long_1030,NQ,run1,FAIL,limited_monkey_test,failed,failed limited monkey/randomized schedule gate,backtest-campaigns/nq_vvix_tail_risk_intraday/low_vvix_long_1030/NQ/run1,passed,27,27,1.0,1780.0,1.2479108635097493,76,1870.0,0.6840727051960461,0.5526315789473685,failed,0.445875,-445.0,0.675875,0.88925,skipped,,,,,,,backtest-campaigns/nq_vvix_tail_risk_intraday/low_vvix_long_1030/NQ/run1/variant_test_summary.json
nq_vvix_tail_risk_intraday,rising_vvix_short_1130,NQ,run1,FAIL,limited_monkey_test,failed,failed limited monkey/randomized schedule gate,backtest-campaigns/nq_vvix_tail_risk_intraday/rising_vvix_short_1130/NQ/run1,passed,23,27,0.8518518518518519,2202.5,1.1480672268907564,129,2422.5,0.6713839846292365,0.4883720930232558,failed,0.25725,-1745.0,0.86525,0.931375,skipped,,,,,,,backtest-campaigns/nq_vvix_tail_risk_intraday/rising_vvix_short_1130/NQ/run1/variant_test_summary.json
