campaign_id,variant_id,run_id,passed,halted,terminal_stage,terminal_status,profitable_combo_rate,profitable_monkey_rate,median_net_profit,trade_path_profitable_rate,trade_path_median_net_profit,one_tick_worse_profitable,apex_rule_violations,best_day_concentration,top_net_profit,top_profit_factor,top_mar,top_expectancy_r,top_trades,top_trades_per_year,source_config_path,report_path
es_late_day_intraday_momentum,first30_to_last30_two_sided,run1,False,True,limited_core_grid_test,failed,0.0,,,,,,0,0.0,-6765.0,0.522414401694317,-0.6521907594636649,-0.21273291925465837,253,170.19073381294965,campaigns/es_late_day_intraday_momentum/variants/first30_to_last30_two_sided/config.yaml,backtest-campaigns/es_late_day_intraday_momentum/first30_to_last30_two_sided/ES/run1/campaign_test_summary.json
es_late_day_intraday_momentum,first30_to_last30_two_sided,rescue1,False,True,limited_core_grid_test,failed,0.0,,,,,,0,0.0,-2941.25,0.07942097026604068,-0.6715239155971767,-0.6493055555555556,72,48.434655820735166,campaigns/es_late_day_intraday_momentum/rescue_attempts/parameter_space_rescue_1/first30_to_last30_two_sided/config.yaml,backtest-campaigns/es_late_day_intraday_momentum/first30_to_last30_two_sided/ES/rescue1/campaign_test_summary.json
es_late_day_intraday_momentum,first30_to_last30_long_only,run1,False,True,limited_core_grid_test,failed,0.0,,,,,,0,0.0,-2697.5,0.6175115207373272,-0.5602027192602668,-0.1406992237284208,137,92.15861870503598,campaigns/es_late_day_intraday_momentum/variants/first30_to_last30_long_only/config.yaml,backtest-campaigns/es_late_day_intraday_momentum/first30_to_last30_long_only/ES/run1/campaign_test_summary.json
es_late_day_intraday_momentum,first30_to_last30_long_only,rescue1,False,True,limited_core_grid_test,failed,0.0,,,,,,0,0.0,-742.5,0.7933194154488518,-0.36849485470616317,-0.04409461152882204,76,51.12448920863309,campaigns/es_late_day_intraday_momentum/rescue_attempts/parameter_space_rescue_1/first30_to_last30_long_only/config.yaml,backtest-campaigns/es_late_day_intraday_momentum/first30_to_last30_long_only/ES/rescue1/campaign_test_summary.json
es_late_day_intraday_momentum,first30_volume_range_conditioned,run1,False,True,limited_core_grid_test,failed,0.0,,,,,,0,0.0,-3270.0,0.6214182344428365,-0.6379312864576528,-0.1487369337979094,164,110.32126618705036,campaigns/es_late_day_intraday_momentum/variants/first30_volume_range_conditioned/config.yaml,backtest-campaigns/es_late_day_intraday_momentum/first30_volume_range_conditioned/ES/run1/campaign_test_summary.json
es_late_day_intraday_momentum,first30_volume_range_conditioned,rescue1,False,True,limited_core_grid_test,failed,0.0,,,,,,0,0.0,-912.5,0.4296875,-0.6354910662375328,-0.19982993197278912,35,24.585776293823034,campaigns/es_late_day_intraday_momentum/rescue_attempts/parameter_space_rescue_1/first30_volume_range_conditioned/config.yaml,backtest-campaigns/es_late_day_intraday_momentum/first30_volume_range_conditioned/ES/rescue1/campaign_test_summary.json
es_late_day_intraday_momentum,first60_to_last30_two_sided,run1,False,True,limited_core_grid_test,failed,0.0,,,,,,0,0.0,-5220.625,0.4707932083122149,-0.6325775432073835,-0.22216888547533709,186,124.43452876867404,campaigns/es_late_day_intraday_momentum/variants/first60_to_last30_two_sided/config.yaml,backtest-campaigns/es_late_day_intraday_momentum/first60_to_last30_two_sided/ES/run1/campaign_test_summary.json
es_late_day_intraday_momentum,first60_to_last30_two_sided,rescue1,False,True,limited_core_grid_test,failed,0.0,,,,,,0,0.0,-2316.25,0.08267326732673268,-0.6722721037081738,-0.6535087719298247,57,38.34410252474868,campaigns/es_late_day_intraday_momentum/rescue_attempts/parameter_space_rescue_1/first60_to_last30_two_sided/config.yaml,backtest-campaigns/es_late_day_intraday_momentum/first60_to_last30_two_sided/ES/rescue1/campaign_test_summary.json
es_late_day_intraday_momentum,first30_penultimate_alignment,run1,False,True,limited_core_grid_test,failed,0.0,,,,,,0,0.0,-1902.5,0.5216844751728472,-0.694778159734456,-0.23698646125116718,68,47.40168187511183,campaigns/es_late_day_intraday_momentum/variants/first30_penultimate_alignment/config.yaml,backtest-campaigns/es_late_day_intraday_momentum/first30_penultimate_alignment/ES/run1/campaign_test_summary.json
es_late_day_intraday_momentum,first30_penultimate_alignment,rescue1,False,True,limited_core_grid_test,failed,0.0,,,,,,0,0.0,-240.0,0.1111111111111111,-0.9019227054311851,-0.5,8,7.214814814814815,campaigns/es_late_day_intraday_momentum/rescue_attempts/parameter_space_rescue_1/first30_penultimate_alignment/config.yaml,backtest-campaigns/es_late_day_intraday_momentum/first30_penultimate_alignment/ES/rescue1/campaign_test_summary.json
