campaign_id,variant_id,run_id,passed,halted,terminal_stage,terminal_status,criteria_failures,profitable_combo_rate,benchmark_pass_combos,core_profitable_combos,core_combos,apex_rule_violations,top_net_profit,top_profit_factor,top_mar,top_expectancy_r,top_trades,top_trades_per_year,best_day_concentration,top_failure_reason,monkey_passed,wfa_passed,wfa_early_exit,wfa_stitched_net_profit,wfa_stitched_profit_factor,wfa_stitched_mar,wfa_stitched_trades_per_year,source_config_path,report_path
es_daily_short_term_reversal,prior_1d_loss_reversal_long_1000,run1,False,True,limited_core_grid_test,failed,summary.percentage_profitable_iterations=0.0;summary.number_passing_benchmark=0,0.0,0,0,27,0,-5607.5,0.511860718171926,-0.6218468772644848,-0.22884961544755356,194,134.7217597391023,0.0,min_total_net_profit;min_profit_factor;min_expectancy_r;min_cagr;min_mar;max_consecutive_losses;min_positive_month_rate,,,,,,,,campaigns/es_daily_short_term_reversal/variants/prior_1d_loss_reversal_long_1000/config.yaml,backtest-campaigns/es_daily_short_term_reversal/prior_1d_loss_reversal_long_1000/ES/run1/campaign_test_summary.json
es_daily_short_term_reversal,prior_1d_loss_reversal_long_1000,rescue1,False,True,limited_core_grid_test,failed,summary.percentage_profitable_iterations=0.0;summary.number_passing_benchmark=0,0.0,0,0,27,0,-4841.25,0.6017071164129988,-0.6839640810115973,-0.13451745994118874,177,122.91624471041808,0.0,min_total_net_profit;min_profit_factor;min_expectancy_r;min_cagr;min_mar;min_positive_month_rate,,,,,,,,campaigns/es_daily_short_term_reversal/rescue_attempts/parameter_space_rescue_1/prior_1d_loss_reversal_long_1000/config.yaml,backtest-campaigns/es_daily_short_term_reversal/prior_1d_loss_reversal_long_1000/ES/rescue1/campaign_test_summary.json
es_daily_short_term_reversal,prior_1d_gain_reversal_short_1000,run1,False,True,limited_core_grid_test,failed,summary.percentage_profitable_iterations=0.0;summary.number_passing_benchmark=0,0.0,0,0,27,0,-5320.625,0.5686562626672071,-0.656679100241327,-0.19651124338624337,216,147.2017414289046,0.0,min_total_net_profit;min_profit_factor;min_expectancy_r;min_cagr;min_mar;min_positive_month_rate,,,,,,,,campaigns/es_daily_short_term_reversal/variants/prior_1d_gain_reversal_short_1000/config.yaml,backtest-campaigns/es_daily_short_term_reversal/prior_1d_gain_reversal_short_1000/ES/run1/campaign_test_summary.json
es_daily_short_term_reversal,prior_1d_gain_reversal_short_1000,rescue1,False,True,limited_core_grid_test,failed,summary.percentage_profitable_iterations=0.0;summary.number_passing_benchmark=0,0.0,0,0,27,0,-3475.0,0.7378347793285552,-0.5638421124439721,-0.06892239543402331,215,146.52025188525226,0.0,min_total_net_profit;min_profit_factor;min_expectancy_r;min_cagr;min_mar;min_positive_month_rate,,,,,,,,campaigns/es_daily_short_term_reversal/rescue_attempts/parameter_space_rescue_1/prior_1d_gain_reversal_short_1000/config.yaml,backtest-campaigns/es_daily_short_term_reversal/prior_1d_gain_reversal_short_1000/ES/rescue1/campaign_test_summary.json
es_daily_short_term_reversal,prior_3d_two_sided_reversal_1130,run1,False,True,limited_core_grid_test,failed,summary.percentage_profitable_iterations=0.0;summary.number_passing_benchmark=0,0.0,0,0,27,0,-3547.5,0.9100988342625443,-0.500180220534393,-0.016656815029893034,342,242.54782772848628,0.0,min_total_net_profit;min_profit_factor;min_expectancy_r;min_cagr;min_mar;max_consecutive_losses;min_positive_month_rate,,,,,,,,campaigns/es_daily_short_term_reversal/variants/prior_3d_two_sided_reversal_1130/config.yaml,backtest-campaigns/es_daily_short_term_reversal/prior_3d_two_sided_reversal_1130/ES/run1/campaign_test_summary.json
es_daily_short_term_reversal,prior_3d_two_sided_reversal_1130,rescue1,False,True,limited_core_grid_test,failed,summary.percentage_profitable_iterations=0.0;summary.number_passing_benchmark=0,0.0,0,0,27,0,-3547.5,0.9100988342625443,-0.500180220534393,-0.016656815029893034,342,242.54782772848628,0.0,min_total_net_profit;min_profit_factor;min_expectancy_r;min_cagr;min_mar;max_consecutive_losses;min_positive_month_rate,,,,,,,,campaigns/es_daily_short_term_reversal/rescue_attempts/parameter_space_rescue_1/prior_3d_two_sided_reversal_1130/config.yaml,backtest-campaigns/es_daily_short_term_reversal/prior_3d_two_sided_reversal_1130/ES/rescue1/campaign_test_summary.json
es_daily_short_term_reversal,prior_5d_two_sided_reversal_1330,run1,False,True,limited_core_grid_test,failed,summary.percentage_profitable_iterations=0.0;summary.number_passing_benchmark=0,0.0,0,0,27,0,-8656.25,0.7740472461498303,-0.5946386658807075,-0.07439285748277537,340,242.9954139348439,0.0,min_total_net_profit;min_profit_factor;min_expectancy_r;min_cagr;min_mar;min_positive_month_rate,,,,,,,,campaigns/es_daily_short_term_reversal/variants/prior_5d_two_sided_reversal_1330/config.yaml,backtest-campaigns/es_daily_short_term_reversal/prior_5d_two_sided_reversal_1330/ES/run1/campaign_test_summary.json
es_daily_short_term_reversal,prior_5d_two_sided_reversal_1330,rescue1,False,True,limited_core_grid_test,failed,summary.percentage_profitable_iterations=0.0;summary.number_passing_benchmark=0,0.0,0,0,27,0,-8200.0,0.8009104704097116,-0.5739775786687582,-0.04692799591841347,340,242.9954139348439,0.0,min_total_net_profit;min_profit_factor;min_expectancy_r;min_cagr;min_mar;min_positive_month_rate,,,,,,,,campaigns/es_daily_short_term_reversal/rescue_attempts/parameter_space_rescue_1/prior_5d_two_sided_reversal_1330/config.yaml,backtest-campaigns/es_daily_short_term_reversal/prior_5d_two_sided_reversal_1330/ES/rescue1/campaign_test_summary.json
es_daily_short_term_reversal,vol_norm_5d_two_sided_reversal_1200,run1,False,True,limited_core_grid_test,failed,summary.percentage_profitable_iterations=0.0;summary.number_passing_benchmark=0,0.0,0,0,27,0,-6270.0,0.7321085238196966,-0.6392642248865489,-0.1440084264158338,324,220.78830830623323,0.0,min_total_net_profit;min_profit_factor;min_expectancy_r;min_cagr;min_mar;min_win_rate;min_positive_month_rate,,,,,,,,campaigns/es_daily_short_term_reversal/variants/vol_norm_5d_two_sided_reversal_1200/config.yaml,backtest-campaigns/es_daily_short_term_reversal/vol_norm_5d_two_sided_reversal_1200/ES/run1/campaign_test_summary.json
es_daily_short_term_reversal,vol_norm_5d_two_sided_reversal_1200,rescue1,False,True,limited_core_grid_test,failed,summary.percentage_profitable_iterations=0.0;summary.number_passing_benchmark=0,0.0,0,0,27,0,-6570.0,0.7702797202797202,-0.6348084923699588,-0.057580828157142876,319,219.429445806768,0.0,min_total_net_profit;min_profit_factor;min_expectancy_r;min_cagr;min_mar;min_positive_month_rate,,,,,,,,campaigns/es_daily_short_term_reversal/rescue_attempts/parameter_space_rescue_1/vol_norm_5d_two_sided_reversal_1200/config.yaml,backtest-campaigns/es_daily_short_term_reversal/vol_norm_5d_two_sided_reversal_1200/ES/rescue1/campaign_test_summary.json
