campaign_id,variant_id,run_id,trade_log_type,path,exists,rows
es_opening_range_failed_breakout_trend_orderflow,or15_full_session_large10_trend_reclaim_1530,run1,fixed_config_core,backtest-campaigns/es_opening_range_failed_breakout_trend_orderflow/or15_full_session_large10_trend_reclaim_1530/ES/run1/limited_core_grid_test/fixed_config_core_trade_log.csv,True,51
es_opening_range_failed_breakout_trend_orderflow,or15_full_session_large10_trend_reclaim_1530,rescue1,fixed_config_core,backtest-campaigns/es_opening_range_failed_breakout_trend_orderflow/or15_full_session_large10_trend_reclaim_1530/ES/rescue1/limited_core_grid_test/fixed_config_core_trade_log.csv,True,82
es_opening_range_failed_breakout_trend_orderflow,or15_full_session_signed_trend_reclaim_1530,run1,fixed_config_core,backtest-campaigns/es_opening_range_failed_breakout_trend_orderflow/or15_full_session_signed_trend_reclaim_1530/ES/run1/limited_core_grid_test/fixed_config_core_trade_log.csv,True,51
es_opening_range_failed_breakout_trend_orderflow,or15_full_session_signed_trend_reclaim_1530,rescue1,fixed_config_core,backtest-campaigns/es_opening_range_failed_breakout_trend_orderflow/or15_full_session_signed_trend_reclaim_1530/ES/rescue1/limited_core_grid_test/fixed_config_core_trade_log.csv,True,83
es_opening_range_failed_breakout_trend_orderflow,or30_full_session_large10_trend_reclaim_1530,run1,fixed_config_core,backtest-campaigns/es_opening_range_failed_breakout_trend_orderflow/or30_full_session_large10_trend_reclaim_1530/ES/run1/limited_core_grid_test/fixed_config_core_trade_log.csv,True,38
es_opening_range_failed_breakout_trend_orderflow,or30_full_session_large10_trend_reclaim_1530,rescue1,fixed_config_core,backtest-campaigns/es_opening_range_failed_breakout_trend_orderflow/or30_full_session_large10_trend_reclaim_1530/ES/rescue1/limited_core_grid_test/fixed_config_core_trade_log.csv,True,77
es_opening_range_failed_breakout_trend_orderflow,or30_full_session_signed_trend_reclaim_1530,run1,fixed_config_core,backtest-campaigns/es_opening_range_failed_breakout_trend_orderflow/or30_full_session_signed_trend_reclaim_1530/ES/run1/limited_core_grid_test/fixed_config_core_trade_log.csv,True,38
es_opening_range_failed_breakout_trend_orderflow,or30_full_session_signed_trend_reclaim_1530,rescue1,fixed_config_core,backtest-campaigns/es_opening_range_failed_breakout_trend_orderflow/or30_full_session_signed_trend_reclaim_1530/ES/rescue1/limited_core_grid_test/fixed_config_core_trade_log.csv,True,78
es_opening_range_failed_breakout_trend_orderflow,or60_full_session_signed_trend_reclaim_1530,run1,fixed_config_core,backtest-campaigns/es_opening_range_failed_breakout_trend_orderflow/or60_full_session_signed_trend_reclaim_1530/ES/run1/limited_core_grid_test/fixed_config_core_trade_log.csv,True,40
es_opening_range_failed_breakout_trend_orderflow,or60_full_session_signed_trend_reclaim_1530,rescue1,fixed_config_core,backtest-campaigns/es_opening_range_failed_breakout_trend_orderflow/or60_full_session_signed_trend_reclaim_1530/ES/rescue1/limited_core_grid_test/fixed_config_core_trade_log.csv,True,76
