variant,rows,profitable,benchmark_pass,apex_violating,top_net,top_pf,top_mar,top_trades,top_failure
high_interest_news_short_1200,27,3,0,0,547.5,1.0763598326359831,1.2445079163921933,63,preferred_min_total_trades;max_best_day_concentration
high_labor_news_short_1330,27,0,0,0,-4377.5,0.7527185425787318,-0.7682359883603612,178,min_total_net_profit;max_consecutive_losses
high_macro_news_rebound_long_1130,27,1,0,0,5.0,1.000285469597488,0.0020263213441012,164,max_best_day_concentration
high_macro_news_short_1030,27,3,1,0,1615.0,1.107291147649892,1.100332927629329,102,max_consecutive_losses
rising_macro_news_short_1000,27,0,0,0,-3105.0,0.8327948303715671,-0.4860467998510905,156,min_total_net_profit;max_consecutive_losses
