wfa_window_id,wfa_train_start,wfa_train_end,wfa_test_start,wfa_test_end,wfa_objective,wfa_base_config_hash,wfa_parameter_hash,wfa_selection_filter_hash,wfa_input_hash,wfa_selection_rank,wfa_selected,run_id,entry.params.curve_rank_min,sl.params.stop_pct,tp.params.target_r_multiple,signals_generated,entries_opened,trades_closed,entry_rejections_total,reject_missing_stop,reject_target_already_reached,reject_position_sizing,reject_daily_risk_lockout,reject_apex_latest_entry_time,reject_event_no_trade_window,total_trades,trades_per_year,net_profit,profit_factor,expectancy_r,max_drawdown,max_drawdown_pct,cagr,mar,win_rate,apex_rule_violations,apex_forced_flatten_trades,profitable,worst_day,best_day_concentration,consecutive_losses,benchmark_passed,failure_reason
1,2011-01-03,2015-01-03,2015-01-03,2016-01-03,MAR,ad66964bbd53f961eef46f6c72509b7a6512c6e143f5a17f0cfbf036ecd1f730,4ee3d7e8b336f5ec2445af1130ab5d6d330d3c0f61f8a647b61c1b70cc1b6404,4e9149c9981e8486fad75e8e827175a5564f8aaf5cf932e70fac29809cf65023,692eaa307db06856e35b495888a7d687068b948dbfa7069ac0045050ed7889ff,1,True,26,0.625,0.005,2.0,368,368,368,0,0,0,0,0,0,0,368,100.74314965998786,3755.0,1.0840138717977403,0.04916407842140753,5535.0,0.03601756954612006,0.006791676145035064,0.18856564256337188,0.42934782608695654,0,0,True,-440.0,0.22636484687083888,8,False,min_profit_factor;min_mar
1,2011-01-03,2015-01-03,2015-01-03,2016-01-03,MAR,ad66964bbd53f961eef46f6c72509b7a6512c6e143f5a17f0cfbf036ecd1f730,4ee3d7e8b336f5ec2445af1130ab5d6d330d3c0f61f8a647b61c1b70cc1b6404,4e9149c9981e8486fad75e8e827175a5564f8aaf5cf932e70fac29809cf65023,692eaa307db06856e35b495888a7d687068b948dbfa7069ac0045050ed7889ff,2,False,8,0.575,0.005,2.0,422,422,422,0,0,0,0,0,0,0,422,115.52611183835566,3805.0,1.0761456874124475,0.043658426935674094,6145.0,0.04002996547456192,0.006881294465840737,0.17190358233542904,0.42890995260663506,0,0,True,-440.0,0.2233902759526938,8,False,min_profit_factor;min_mar;min_positive_month_rate
1,2011-01-03,2015-01-03,2015-01-03,2016-01-03,MAR,ad66964bbd53f961eef46f6c72509b7a6512c6e143f5a17f0cfbf036ecd1f730,4ee3d7e8b336f5ec2445af1130ab5d6d330d3c0f61f8a647b61c1b70cc1b6404,4e9149c9981e8486fad75e8e827175a5564f8aaf5cf932e70fac29809cf65023,692eaa307db06856e35b495888a7d687068b948dbfa7069ac0045050ed7889ff,3,False,21,0.625,0.0035,2.5,368,368,368,0,0,0,0,0,0,0,368,100.743569150661,4100.0,1.1019520079572298,0.06792075094250526,6667.5,0.04347471717797411,0.007409643297146218,0.17043568717912708,0.391304347826087,0,0,True,-310.0,0.18353658536585366,8,False,min_profit_factor;min_mar;min_win_rate
1,2011-01-03,2015-01-03,2015-01-03,2016-01-03,MAR,ad66964bbd53f961eef46f6c72509b7a6512c6e143f5a17f0cfbf036ecd1f730,4ee3d7e8b336f5ec2445af1130ab5d6d330d3c0f61f8a647b61c1b70cc1b6404,4e9149c9981e8486fad75e8e827175a5564f8aaf5cf932e70fac29809cf65023,692eaa307db06856e35b495888a7d687068b948dbfa7069ac0045050ed7889ff,4,False,3,0.575,0.0035,2.5,422,422,422,0,0,0,0,0,0,0,422,115.52659288472539,4067.5,1.0902585154776434,0.05977440319194945,7182.5,0.046861747243426635,0.00735147456437768,0.1568758101611092,0.3933649289099526,0,0,True,-310.0,0.18500307314074985,9,False,min_profit_factor;min_mar;min_win_rate;max_consecutive_losses;min_positive_month_rate
1,2011-01-03,2015-01-03,2015-01-03,2016-01-03,MAR,ad66964bbd53f961eef46f6c72509b7a6512c6e143f5a17f0cfbf036ecd1f730,4ee3d7e8b336f5ec2445af1130ab5d6d330d3c0f61f8a647b61c1b70cc1b6404,4e9149c9981e8486fad75e8e827175a5564f8aaf5cf932e70fac29809cf65023,692eaa307db06856e35b495888a7d687068b948dbfa7069ac0045050ed7889ff,5,False,27,0.625,0.005,2.5,368,368,368,0,0,0,0,0,0,0,368,100.74314965998786,3327.5,1.0740678909293266,0.04471643357596862,5932.5,0.03848399338328306,0.006024574088667745,0.15654752947974312,0.4266304347826087,0,0,True,-440.0,0.32006010518407213,8,False,min_profit_factor;min_mar;min_positive_month_rate
1,2011-01-03,2015-01-03,2015-01-03,2016-01-03,MAR,ad66964bbd53f961eef46f6c72509b7a6512c6e143f5a17f0cfbf036ecd1f730,4ee3d7e8b336f5ec2445af1130ab5d6d330d3c0f61f8a647b61c1b70cc1b6404,4e9149c9981e8486fad75e8e827175a5564f8aaf5cf932e70fac29809cf65023,692eaa307db06856e35b495888a7d687068b948dbfa7069ac0045050ed7889ff,6,False,9,0.575,0.005,2.5,422,422,422,0,0,0,0,0,0,0,422,115.52611183835566,3425.0,1.0682270916334662,0.040287616695763764,6622.5,0.04300603935320475,0.006199663789324239,0.14415798065957564,0.4265402843601896,0,0,True,-440.0,0.310948905109489,8,False,min_profit_factor;min_mar;min_positive_month_rate
1,2011-01-03,2015-01-03,2015-01-03,2016-01-03,MAR,ad66964bbd53f961eef46f6c72509b7a6512c6e143f5a17f0cfbf036ecd1f730,4ee3d7e8b336f5ec2445af1130ab5d6d330d3c0f61f8a647b61c1b70cc1b6404,4e9149c9981e8486fad75e8e827175a5564f8aaf5cf932e70fac29809cf65023,692eaa307db06856e35b495888a7d687068b948dbfa7069ac0045050ed7889ff,7,False,17,0.6,0.005,2.0,391,391,391,0,0,0,0,0,0,0,391,107.03959651373711,3635.0,1.0771025559444267,0.0429617906922005,7030.0,0.04574589230518952,0.00657650578900304,0.14376166815434455,0.42710997442455245,0,0,True,-440.0,0.23383768913342504,7,False,min_profit_factor;min_mar;min_positive_month_rate
1,2011-01-03,2015-01-03,2015-01-03,2016-01-03,MAR,ad66964bbd53f961eef46f6c72509b7a6512c6e143f5a17f0cfbf036ecd1f730,4ee3d7e8b336f5ec2445af1130ab5d6d330d3c0f61f8a647b61c1b70cc1b6404,4e9149c9981e8486fad75e8e827175a5564f8aaf5cf932e70fac29809cf65023,692eaa307db06856e35b495888a7d687068b948dbfa7069ac0045050ed7889ff,8,False,6,0.575,0.004,2.5,422,422,422,0,0,0,0,0,0,0,422,115.52641249186728,3732.5,1.0778496193555116,0.04908509842405419,7600.0,0.049533989441439094,0.006751358624838,0.13629749392222293,0.4052132701421801,0,0,True,-355.0,0.22839919624916277,8,False,min_profit_factor;min_mar
1,2011-01-03,2015-01-03,2015-01-03,2016-01-03,MAR,ad66964bbd53f961eef46f6c72509b7a6512c6e143f5a17f0cfbf036ecd1f730,4ee3d7e8b336f5ec2445af1130ab5d6d330d3c0f61f8a647b61c1b70cc1b6404,4e9149c9981e8486fad75e8e827175a5564f8aaf5cf932e70fac29809cf65023,692eaa307db06856e35b495888a7d687068b948dbfa7069ac0045050ed7889ff,9,False,18,0.6,0.005,2.5,391,391,391,0,0,0,0,0,0,0,391,107.03959651373711,3550.0,1.0749340369393139,0.04185883966645439,7312.5,0.04743602218546268,0.006424019594869712,0.13542492179789956,0.42455242966751916,0,0,True,-440.0,0.3,7,False,min_profit_factor;min_mar;min_positive_month_rate
1,2011-01-03,2015-01-03,2015-01-03,2016-01-03,MAR,ad66964bbd53f961eef46f6c72509b7a6512c6e143f5a17f0cfbf036ecd1f730,4ee3d7e8b336f5ec2445af1130ab5d6d330d3c0f61f8a647b61c1b70cc1b6404,4e9149c9981e8486fad75e8e827175a5564f8aaf5cf932e70fac29809cf65023,692eaa307db06856e35b495888a7d687068b948dbfa7069ac0045050ed7889ff,10,False,23,0.625,0.004,2.0,368,368,368,0,0,0,0,0,0,0,368,100.74341184124918,2940.0,1.0696599928918376,0.05214386844606842,6195.0,0.04037145650048876,0.005327918329210535,0.13197240800925852,0.4157608695652174,0,0,True,-355.0,0.23129251700680273,8,False,min_profit_factor;min_mar
