wfa_window_id,wfa_train_start,wfa_train_end,wfa_test_start,wfa_test_end,wfa_objective,wfa_base_config_hash,wfa_parameter_hash,wfa_selection_filter_hash,wfa_input_hash,wfa_selection_rank,wfa_selected,run_id,entry.params.curve_rank_min,sl.params.stop_pct,tp.params.target_r_multiple,signals_generated,entries_opened,trades_closed,entry_rejections_total,reject_missing_stop,reject_target_already_reached,reject_position_sizing,reject_daily_risk_lockout,reject_apex_latest_entry_time,reject_event_no_trade_window,total_trades,trades_per_year,net_profit,profit_factor,expectancy_r,max_drawdown,max_drawdown_pct,cagr,mar,win_rate,apex_rule_violations,apex_forced_flatten_trades,profitable,worst_day,best_day_concentration,consecutive_losses,benchmark_passed,failure_reason
1,2011-01-03,2015-01-03,2015-01-03,2016-01-03,MAR,ad66964bbd53f961eef46f6c72509b7a6512c6e143f5a17f0cfbf036ecd1f730,4ee3d7e8b336f5ec2445af1130ab5d6d330d3c0f61f8a647b61c1b70cc1b6404,4e9149c9981e8486fad75e8e827175a5564f8aaf5cf932e70fac29809cf65023,692eaa307db06856e35b495888a7d687068b948dbfa7069ac0045050ed7889ff,11,False,12,0.6,0.0035,2.5,391,391,391,0,0,0,0,0,0,0,391,107.04004222257731,3822.5,1.0901639344262295,0.05720224012121172,8055.0,0.05252176181006096,0.006912684762792942,0.1316156298753246,0.3887468030690537,0,0,True,-310.0,0.19686069326357097,8,False,min_profit_factor;min_mar;min_win_rate;min_positive_month_rate
1,2011-01-03,2015-01-03,2015-01-03,2016-01-03,MAR,ad66964bbd53f961eef46f6c72509b7a6512c6e143f5a17f0cfbf036ecd1f730,4ee3d7e8b336f5ec2445af1130ab5d6d330d3c0f61f8a647b61c1b70cc1b6404,4e9149c9981e8486fad75e8e827175a5564f8aaf5cf932e70fac29809cf65023,692eaa307db06856e35b495888a7d687068b948dbfa7069ac0045050ed7889ff,12,False,5,0.575,0.004,2.0,422,422,422,0,0,0,0,0,0,0,422,115.52641249186728,2980.0,1.0633638103338294,0.04716110170474766,6685.0,0.04359877388638884,0.0053998920979190235,0.12385421920327955,0.41706161137440756,0,0,True,-355.0,0.22818791946308725,8,False,min_profit_factor;min_mar
1,2011-01-03,2015-01-03,2015-01-03,2016-01-03,MAR,ad66964bbd53f961eef46f6c72509b7a6512c6e143f5a17f0cfbf036ecd1f730,4ee3d7e8b336f5ec2445af1130ab5d6d330d3c0f61f8a647b61c1b70cc1b6404,4e9149c9981e8486fad75e8e827175a5564f8aaf5cf932e70fac29809cf65023,692eaa307db06856e35b495888a7d687068b948dbfa7069ac0045050ed7889ff,13,False,24,0.625,0.004,2.5,368,368,368,0,0,0,0,0,0,0,368,100.74341184124918,3235.0,1.0750231910946197,0.04945003276722044,7340.0,0.04780201888635623,0.0058584038769951,0.12255557429326942,0.40217391304347827,0,0,True,-355.0,0.2635239567233385,8,False,min_profit_factor;min_mar
1,2011-01-03,2015-01-03,2015-01-03,2016-01-03,MAR,ad66964bbd53f961eef46f6c72509b7a6512c6e143f5a17f0cfbf036ecd1f730,4ee3d7e8b336f5ec2445af1130ab5d6d330d3c0f61f8a647b61c1b70cc1b6404,4e9149c9981e8486fad75e8e827175a5564f8aaf5cf932e70fac29809cf65023,692eaa307db06856e35b495888a7d687068b948dbfa7069ac0045050ed7889ff,14,False,20,0.625,0.0035,2.0,368,368,368,0,0,0,0,0,0,0,368,100.743569150661,2585.0,1.0656091370558376,0.05519470268547925,6035.0,0.03937110610953453,0.004688558643617391,0.11908628196965894,0.4048913043478261,0,0,True,-310.0,0.23210831721470018,8,False,min_profit_factor;min_mar
1,2011-01-03,2015-01-03,2015-01-03,2016-01-03,MAR,ad66964bbd53f961eef46f6c72509b7a6512c6e143f5a17f0cfbf036ecd1f730,4ee3d7e8b336f5ec2445af1130ab5d6d330d3c0f61f8a647b61c1b70cc1b6404,4e9149c9981e8486fad75e8e827175a5564f8aaf5cf932e70fac29809cf65023,692eaa307db06856e35b495888a7d687068b948dbfa7069ac0045050ed7889ff,15,False,15,0.6,0.004,2.5,391,391,391,0,0,0,0,0,0,0,391,107.03987508132727,3420.0,1.0755550646194632,0.04638689703091923,8397.5,0.054689026375773366,0.006190702957201033,0.11319826604087152,0.40153452685422,0,0,True,-355.0,0.24926900584795322,7,False,min_profit_factor;min_mar;min_positive_month_rate
1,2011-01-03,2015-01-03,2015-01-03,2016-01-03,MAR,ad66964bbd53f961eef46f6c72509b7a6512c6e143f5a17f0cfbf036ecd1f730,4ee3d7e8b336f5ec2445af1130ab5d6d330d3c0f61f8a647b61c1b70cc1b6404,4e9149c9981e8486fad75e8e827175a5564f8aaf5cf932e70fac29809cf65023,692eaa307db06856e35b495888a7d687068b948dbfa7069ac0045050ed7889ff,16,False,14,0.6,0.004,2.0,391,391,391,0,0,0,0,0,0,0,391,107.03987508132727,2920.0,1.0658399098083426,0.04717237274319615,7190.0,0.04685565330726621,0.005291926318207185,0.11294104221542317,0.4143222506393862,0,0,True,-355.0,0.2328767123287671,7,False,min_profit_factor;min_mar
1,2011-01-03,2015-01-03,2015-01-03,2016-01-03,MAR,ad66964bbd53f961eef46f6c72509b7a6512c6e143f5a17f0cfbf036ecd1f730,4ee3d7e8b336f5ec2445af1130ab5d6d330d3c0f61f8a647b61c1b70cc1b6404,4e9149c9981e8486fad75e8e827175a5564f8aaf5cf932e70fac29809cf65023,692eaa307db06856e35b495888a7d687068b948dbfa7069ac0045050ed7889ff,17,False,25,0.625,0.005,1.5,368,368,368,0,0,0,0,0,0,0,368,100.74314965998786,1852.5,1.0423913043478261,0.03671907048613795,5417.5,0.03522718036251321,0.0033658631829807106,0.09554733442596142,0.44565217391304346,0,0,True,-440.0,0.3427800269905533,8,False,min_profit_factor;min_mar
1,2011-01-03,2015-01-03,2015-01-03,2016-01-03,MAR,ad66964bbd53f961eef46f6c72509b7a6512c6e143f5a17f0cfbf036ecd1f730,4ee3d7e8b336f5ec2445af1130ab5d6d330d3c0f61f8a647b61c1b70cc1b6404,4e9149c9981e8486fad75e8e827175a5564f8aaf5cf932e70fac29809cf65023,692eaa307db06856e35b495888a7d687068b948dbfa7069ac0045050ed7889ff,18,False,2,0.575,0.0035,2.0,422,422,422,0,0,0,0,0,0,0,422,115.52659288472539,2210.0,1.0499773857982813,0.04538560070978245,6595.0,0.043051112996931915,0.004011995483985009,0.09319144627621889,0.4075829383886256,0,0,True,-310.0,0.27149321266968324,9,False,min_profit_factor;min_mar;max_consecutive_losses;min_positive_month_rate
1,2011-01-03,2015-01-03,2015-01-03,2016-01-03,MAR,ad66964bbd53f961eef46f6c72509b7a6512c6e143f5a17f0cfbf036ecd1f730,4ee3d7e8b336f5ec2445af1130ab5d6d330d3c0f61f8a647b61c1b70cc1b6404,4e9149c9981e8486fad75e8e827175a5564f8aaf5cf932e70fac29809cf65023,692eaa307db06856e35b495888a7d687068b948dbfa7069ac0045050ed7889ff,19,False,7,0.575,0.005,1.5,422,422,422,0,0,0,0,0,0,0,422,115.52611183835566,1610.0,1.0328940647665747,0.03117212855515186,5880.0,0.03827564321632573,0.002926959906756288,0.07647056093123603,0.44549763033175355,0,0,True,-440.0,0.3944099378881988,8,False,min_profit_factor;min_mar;min_positive_month_rate
1,2011-01-03,2015-01-03,2015-01-03,2016-01-03,MAR,ad66964bbd53f961eef46f6c72509b7a6512c6e143f5a17f0cfbf036ecd1f730,4ee3d7e8b336f5ec2445af1130ab5d6d330d3c0f61f8a647b61c1b70cc1b6404,4e9149c9981e8486fad75e8e827175a5564f8aaf5cf932e70fac29809cf65023,692eaa307db06856e35b495888a7d687068b948dbfa7069ac0045050ed7889ff,20,False,11,0.6,0.0035,2.0,391,391,391,0,0,0,0,0,0,0,391,107.04004222257731,1990.0,1.0478595478595478,0.04138846580257851,7505.0,0.048961085559578565,0.0036145148468351707,0.07382423828076337,0.40153452685422,0,0,True,-310.0,0.3015075376884422,8,False,min_profit_factor;min_mar
1,2011-01-03,2015-01-03,2015-01-03,2016-01-03,MAR,ad66964bbd53f961eef46f6c72509b7a6512c6e143f5a17f0cfbf036ecd1f730,4ee3d7e8b336f5ec2445af1130ab5d6d330d3c0f61f8a647b61c1b70cc1b6404,4e9149c9981e8486fad75e8e827175a5564f8aaf5cf932e70fac29809cf65023,692eaa307db06856e35b495888a7d687068b948dbfa7069ac0045050ed7889ff,21,False,16,0.6,0.005,1.5,391,391,391,0,0,0,0,0,0,0,391,107.03959651373711,1410.0,1.0305525460455038,0.02880012898199629,6900.0,0.0448671055840039,0.0025645940224217068,0.05715978307582294,0.4424552429667519,0,0,True,-440.0,0.450354609929078,7,False,min_profit_factor;min_expectancy_r;min_mar;max_best_day_concentration
1,2011-01-03,2015-01-03,2015-01-03,2016-01-03,MAR,ad66964bbd53f961eef46f6c72509b7a6512c6e143f5a17f0cfbf036ecd1f730,4ee3d7e8b336f5ec2445af1130ab5d6d330d3c0f61f8a647b61c1b70cc1b6404,4e9149c9981e8486fad75e8e827175a5564f8aaf5cf932e70fac29809cf65023,692eaa307db06856e35b495888a7d687068b948dbfa7069ac0045050ed7889ff,22,False,19,0.625,0.0035,1.5,368,368,368,0,0,0,0,0,0,0,368,100.743569150661,797.5,1.021255330490405,0.030819079264588697,5217.5,0.03440374534304837,0.0014526876796892019,0.04222469574763122,0.42934782608695654,0,0,True,-310.0,0.5611285266457681,8,False,min_profit_factor;min_mar;max_best_day_concentration
1,2011-01-03,2015-01-03,2015-01-03,2016-01-03,MAR,ad66964bbd53f961eef46f6c72509b7a6512c6e143f5a17f0cfbf036ecd1f730,4ee3d7e8b336f5ec2445af1130ab5d6d330d3c0f61f8a647b61c1b70cc1b6404,4e9149c9981e8486fad75e8e827175a5564f8aaf5cf932e70fac29809cf65023,692eaa307db06856e35b495888a7d687068b948dbfa7069ac0045050ed7889ff,23,False,10,0.6,0.0035,1.5,391,391,391,0,0,0,0,0,0,0,391,107.04004222257731,102.5,1.002581863979849,0.01649603285297622,6870.0,0.0453001879265438,0.00018702272788595486,0.00412851991230633,0.42455242966751916,0,0,True,-310.0,4.365853658536586,7,False,min_profit_factor;min_expectancy_r;min_mar;max_best_day_concentration
1,2011-01-03,2015-01-03,2015-01-03,2016-01-03,MAR,ad66964bbd53f961eef46f6c72509b7a6512c6e143f5a17f0cfbf036ecd1f730,4ee3d7e8b336f5ec2445af1130ab5d6d330d3c0f61f8a647b61c1b70cc1b6404,4e9149c9981e8486fad75e8e827175a5564f8aaf5cf932e70fac29809cf65023,692eaa307db06856e35b495888a7d687068b948dbfa7069ac0045050ed7889ff,24,False,1,0.575,0.0035,1.5,422,422,422,0,0,0,0,0,0,0,422,115.52659288472539,-40.0,0.9990552668871044,0.018007747383224845,6075.0,0.04008313539192399,-7.300965641532375e-05,-0.0018214557244948918,0.42890995260663506,0,0,False,-310.0,0.0,8,False,min_total_net_profit;min_profit_factor;min_expectancy_r;min_cagr;min_mar
1,2011-01-03,2015-01-03,2015-01-03,2016-01-03,MAR,ad66964bbd53f961eef46f6c72509b7a6512c6e143f5a17f0cfbf036ecd1f730,4ee3d7e8b336f5ec2445af1130ab5d6d330d3c0f61f8a647b61c1b70cc1b6404,4e9149c9981e8486fad75e8e827175a5564f8aaf5cf932e70fac29809cf65023,692eaa307db06856e35b495888a7d687068b948dbfa7069ac0045050ed7889ff,25,False,22,0.625,0.004,1.5,368,368,368,0,0,0,0,0,0,0,368,100.74341184124918,-1362.5,0.967117171473392,-0.0004973324282948417,6757.5,0.04455029420005604,-0.002494891664336918,-0.05600168773596516,0.42391304347826086,0,0,False,-355.0,0.0,8,False,min_total_net_profit;min_profit_factor;min_expectancy_r;min_cagr;min_mar
1,2011-01-03,2015-01-03,2015-01-03,2016-01-03,MAR,ad66964bbd53f961eef46f6c72509b7a6512c6e143f5a17f0cfbf036ecd1f730,4ee3d7e8b336f5ec2445af1130ab5d6d330d3c0f61f8a647b61c1b70cc1b6404,4e9149c9981e8486fad75e8e827175a5564f8aaf5cf932e70fac29809cf65023,692eaa307db06856e35b495888a7d687068b948dbfa7069ac0045050ed7889ff,26,False,13,0.6,0.004,1.5,391,391,391,0,0,0,0,0,0,0,391,107.03987508132727,-1837.5,0.9578361633776962,-0.0074873764173298924,7940.0,0.052346183640169436,-0.003368574457088047,-0.06435186336111558,0.4219948849104859,0,0,False,-355.0,0.0,7,False,min_total_net_profit;min_profit_factor;min_expectancy_r;min_cagr;min_mar;min_positive_month_rate
1,2011-01-03,2015-01-03,2015-01-03,2016-01-03,MAR,ad66964bbd53f961eef46f6c72509b7a6512c6e143f5a17f0cfbf036ecd1f730,4ee3d7e8b336f5ec2445af1130ab5d6d330d3c0f61f8a647b61c1b70cc1b6404,4e9149c9981e8486fad75e8e827175a5564f8aaf5cf932e70fac29809cf65023,692eaa307db06856e35b495888a7d687068b948dbfa7069ac0045050ed7889ff,27,False,4,0.575,0.004,1.5,422,422,422,0,0,0,0,0,0,0,422,115.52641249186728,-1912.5,0.9586307592472421,-0.0044370048027308285,7205.0,0.047538144329896906,-0.0035067102496115776,-0.07376624180524008,0.4265402843601896,0,0,False,-355.0,0.0,8,False,min_total_net_profit;min_profit_factor;min_expectancy_r;min_cagr;min_mar;min_positive_month_rate
