window_id,train_start,train_end,test_start,test_end,objective,train_objective,selected_params,train_mar,train_cagr,train_max_drawdown_pct,train_net_profit,train_profit_factor,train_max_drawdown,test_mar,test_cagr,test_max_drawdown_pct,test_net_profit,test_profit_factor,test_max_drawdown,test_trades,test_passed,early_exit,early_exit_reason
1,2011-01-03,2015-01-03,2015-01-03,2016-01-03,MAR,0.18856564256337188,"{'entry.params.curve_rank_min': 0.625, 'sl.params.stop_pct': 0.005, 'tp.params.target_r_multiple': 2.0}",0.18856564256337188,0.006791676145035064,0.03601756954612006,3755.0,1.0840138717977403,5535.0,-0.8860051507478656,-0.056666708596513016,0.06395753856360922,-8385.0,0.700375201000536,9640.0,122,False,,
2,2012-01-03,2016-01-03,2016-01-03,2017-01-03,MAR,-0.08163775227245834,{},-0.08163775227245834,-0.003538017221883072,0.0433380038450259,-2107.5,0.9636104636104637,6650.0,0.0,0.0,0.0,0.0,0.0,0.0,0,False,True,selected_train_profit_factor_below_minimum
