session_date,net_pnl,gross_pnl,trades,wins,losses
2022-06-22,-880.0,-875.0,1,0,1
2022-06-24,1545.0,1550.0,1,1,0
2022-07-07,707.5,712.5,1,1,0
2022-07-08,-905.0,-900.0,1,0,1
2022-07-13,1495.0,1500.0,1,1,0
2022-07-15,457.5,462.5,1,1,0
2022-07-19,1545.0,1550.0,1,1,0
2022-07-20,220.0,225.0,1,1,0
2022-07-27,1582.5,1587.5,1,1,0
2022-07-29,-955.0,-950.0,1,0,1
2022-08-01,232.5,237.5,1,1,0
2022-08-03,1645.0,1650.0,1,1,0
2022-08-05,-955.0,-950.0,1,0,1
2022-08-08,-967.5,-962.5,1,0,1
2022-08-11,-980.0,-975.0,1,0,1
2022-08-15,1132.5,1137.5,1,1,0
2022-08-23,-955.0,-950.0,1,0,1
2022-08-24,457.5,462.5,1,1,0
2022-08-25,-967.5,-962.5,1,0,1
2022-08-29,-930.0,-925.0,1,0,1
2022-09-07,1557.5,1562.5,1,1,0
2022-09-08,-917.5,-912.5,1,0,1
2022-09-09,582.5,587.5,1,1,0
2022-09-19,-905.0,-900.0,1,0,1
2022-09-21,-905.0,-900.0,1,0,1
2022-09-26,-867.5,-862.5,1,0,1
2022-09-28,1470.0,1475.0,1,1,0
2022-09-30,-1685.0,-1675.0,1,0,1
2022-10-03,1457.5,1462.5,1,1,0
2022-10-04,-880.0,-875.0,1,0,1
2022-10-13,2815.0,2825.0,1,1,0
2022-10-17,-1710.0,-1700.0,1,0,1
2022-10-19,-867.5,-862.5,1,0,1
2022-10-20,-867.5,-862.5,1,0,1
2022-10-21,1470.0,1475.0,1,1,0
2022-10-25,95.0,100.0,1,1,0
2022-10-26,-892.5,-887.5,1,0,1
2022-10-27,-892.5,-887.5,1,0,1
2022-10-28,1532.5,1537.5,1,1,0
2022-11-03,-867.5,-862.5,1,0,1
2022-11-08,1520.0,1525.0,1,1,0
2022-11-10,-905.0,-900.0,1,0,1
2022-11-11,-917.5,-912.5,1,0,1
2022-11-14,-917.5,-912.5,1,0,1
2022-11-17,1382.5,1387.5,1,1,0
2022-11-23,-930.0,-925.0,1,0,1
2022-11-29,-917.5,-912.5,1,0,1
2022-12-02,1607.5,1612.5,1,1,0
2022-12-07,-917.5,-912.5,1,0,1
2022-12-08,-917.5,-912.5,1,0,1
2022-12-09,-917.5,-912.5,1,0,1
2022-12-20,-892.5,-887.5,1,0,1
2022-12-21,920.0,925.0,1,1,0
2022-12-23,645.0,650.0,1,1,0
2022-12-29,332.5,337.5,1,1,0
