session_date,net_pnl,gross_pnl,trades,wins,losses
2021-01-05,795.0,800.0,1,1,0
2021-01-06,1482.5,1487.5,1,1,0
2021-01-07,-5.0,0.0,1,0,1
2021-01-11,-505.0,-500.0,1,0,1
2021-01-20,557.5,562.5,1,1,0
2021-01-25,-892.5,-887.5,1,0,1
2021-01-28,-880.0,-875.0,1,0,1
2021-02-02,420.0,425.0,1,1,0
2021-02-04,1257.5,1262.5,1,1,0
2021-02-24,1545.0,1550.0,1,1,0
2021-03-01,1057.5,1062.5,1,1,0
2021-03-08,-892.5,-887.5,1,0,1
2021-03-09,-680.0,-675.0,1,0,1
2021-03-22,695.0,700.0,1,1,0
2021-03-26,-905.0,-900.0,1,0,1
2021-04-01,895.0,900.0,1,1,0
2021-04-05,645.0,650.0,1,1,0
2021-04-06,-355.0,-350.0,1,0,1
2021-04-07,95.0,100.0,1,1,0
2021-04-15,545.0,550.0,1,1,0
2021-04-21,657.5,662.5,1,1,0
2021-04-23,1645.0,1650.0,1,1,0
2021-04-30,-967.5,-962.5,1,0,1
2021-05-07,82.5,87.5,1,1,0
2021-05-13,-955.0,-950.0,1,0,1
2021-05-14,1295.0,1300.0,1,1,0
2021-05-20,720.0,725.0,1,1,0
2021-05-24,257.5,262.5,1,1,0
2021-06-21,1132.5,1137.5,1,1,0
2021-07-09,682.5,687.5,1,1,0
2021-07-12,282.5,287.5,1,1,0
2021-07-13,-930.0,-925.0,1,0,1
2021-07-20,1207.5,1212.5,1,1,0
2021-07-29,-1017.5,-1012.5,1,0,1
2021-08-18,-1030.0,-1025.0,1,0,1
2021-08-19,420.0,425.0,1,1,0
2021-08-20,382.5,387.5,1,1,0
2021-08-23,395.0,400.0,1,1,0
2021-08-27,432.5,437.5,1,1,0
2021-08-30,232.5,237.5,1,1,0
2021-09-09,-1042.5,-1037.5,1,0,1
2021-09-22,282.5,287.5,1,1,0
2021-09-23,32.5,37.5,1,1,0
2021-09-24,420.0,425.0,1,1,0
2021-09-27,-767.5,-762.5,1,0,1
2021-09-29,-1005.0,-1000.0,1,0,1
2021-10-05,-417.5,-412.5,1,0,1
2021-10-06,1707.5,1712.5,1,1,0
2021-10-07,-1017.5,-1012.5,1,0,1
2021-10-11,-1017.5,-1012.5,1,0,1
2021-10-14,1232.5,1237.5,1,1,0
2021-10-18,707.5,712.5,1,1,0
2021-10-19,682.5,687.5,1,1,0
2021-10-20,-280.0,-275.0,1,0,1
2021-10-22,-1042.5,-1037.5,1,0,1
2021-10-26,-1055.0,-1050.0,1,0,1
2021-10-28,182.5,187.5,1,1,0
2021-10-29,1470.0,1475.0,1,1,0
2021-11-02,220.0,225.0,1,1,0
2021-11-04,45.0,50.0,1,1,0
2021-11-10,-1080.0,-1075.0,1,0,1
2021-11-16,482.5,487.5,1,1,0
2021-11-22,-1092.5,-1087.5,1,0,1
2021-11-24,1145.0,1150.0,1,1,0
2021-12-02,-1042.5,-1037.5,1,0,1
2021-12-06,432.5,437.5,1,1,0
2021-12-07,782.5,787.5,1,1,0
2021-12-22,1845.0,1850.0,1,1,0
2021-12-23,82.5,87.5,1,1,0
2021-12-27,1320.0,1325.0,1,1,0
2021-12-30,-1105.0,-1100.0,1,0,1
2022-01-12,-1092.5,-1087.5,1,0,1
2022-01-14,-1067.5,-1062.5,1,0,1
2022-01-20,-1055.0,-1050.0,1,0,1
2022-01-31,1770.0,1775.0,1,1,0
2022-02-03,-1042.5,-1037.5,1,0,1
2022-02-10,-1055.0,-1050.0,1,0,1
2022-02-15,132.5,137.5,1,1,0
2022-02-22,-1005.0,-1000.0,1,0,1
2022-02-24,1657.5,1662.5,1,1,0
2022-02-25,1720.0,1725.0,1,1,0
2022-02-28,1720.0,1725.0,1,1,0
2022-03-02,1732.5,1737.5,1,1,0
2022-03-17,-1005.0,-1000.0,1,0,1
2022-03-18,1745.0,1750.0,1,1,0
2022-03-22,582.5,587.5,1,1,0
2022-03-28,-1042.5,-1037.5,1,0,1
2022-04-04,907.5,912.5,1,1,0
2022-04-13,1745.0,1750.0,1,1,0
2022-04-18,-1017.5,-1012.5,1,0,1
2022-04-19,232.5,237.5,1,1,0
2022-05-02,-955.0,-950.0,1,0,1
2022-05-11,-930.0,-925.0,1,0,1
2022-05-12,1557.5,1562.5,1,1,0
2022-05-13,-930.0,-925.0,1,0,1
2022-05-16,-930.0,-925.0,1,0,1
2022-05-19,-905.0,-900.0,1,0,1
2022-05-23,1570.0,1575.0,1,1,0
2022-05-25,-917.5,-912.5,1,0,1
2022-05-26,1607.5,1612.5,1,1,0
2022-05-27,1632.5,1637.5,1,1,0
2022-06-06,-955.0,-950.0,1,0,1
2022-06-07,1632.5,1637.5,1,1,0
2022-06-09,-942.5,-937.5,1,0,1
2022-06-21,7.5,12.5,1,1,0
