point,timestamp,trade_id,net_pnl,cumulative_net_pnl,equity,peak_equity,drawdown,drawdown_pct
0,2021-01-05 10:30:00-05:00,,0.0,0.0,150000.0,150000.0,0.0,0.0
1,2021-01-05 16:55:00-05:00,1,795.0,795.0,150795.0,150795.0,0.0,0.0
2,2021-01-06 13:15:00-05:00,2,1482.5,2277.5,152277.5,152277.5,0.0,0.0
3,2021-01-07 16:55:00-05:00,3,-5.0,2272.5,152272.5,152277.5,5.0,3.2834791745333355e-05
4,2021-01-11 16:55:00-05:00,4,-505.0,1767.5,151767.5,152277.5,510.0,0.0033491487580240022
5,2021-01-20 16:55:00-05:00,5,557.5,2325.0,152325.0,152325.0,0.0,0.0
6,2021-01-25 10:50:00-05:00,6,-892.5,1432.5,151432.5,152325.0,892.5,0.00585918266863614
7,2021-01-28 16:00:00-05:00,7,-880.0,552.5,150552.5,152325.0,1772.5,0.011636303955358609
8,2021-02-02 16:55:00-05:00,8,420.0,972.5,150972.5,152325.0,1352.5,0.008879041523059248
9,2021-02-04 16:55:00-05:00,9,1257.5,2230.0,152230.0,152325.0,95.0,0.0006236665025439028
10,2021-02-24 12:10:00-05:00,10,1545.0,3775.0,153775.0,153775.0,0.0,0.0
11,2021-03-01 16:55:00-05:00,11,1057.5,4832.5,154832.5,154832.5,0.0,0.0
12,2021-03-08 13:50:00-05:00,12,-892.5,3940.0,153940.0,154832.5,892.5,0.005764293672194145
13,2021-03-09 16:55:00-05:00,13,-680.0,3260.0,153260.0,154832.5,1572.5,0.010156136470056351
14,2021-03-22 16:55:00-04:00,14,695.0,3955.0,153955.0,154832.5,877.5,0.0056674147869471845
15,2021-03-26 14:15:00-04:00,15,-905.0,3050.0,153050.0,154832.5,1782.5,0.011512440863513797
16,2021-04-01 16:55:00-04:00,16,895.0,3945.0,153945.0,154832.5,887.5,0.0057320007104451585
17,2021-04-05 16:55:00-04:00,17,645.0,4590.0,154590.0,154832.5,242.5,0.0015662086448258602
18,2021-04-06 16:55:00-04:00,18,-355.0,4235.0,154235.0,154832.5,597.5,0.0038590089290039234
19,2021-04-07 16:55:00-04:00,19,95.0,4330.0,154330.0,154832.5,502.5,0.0032454426557731743
20,2021-04-15 16:55:00-04:00,20,545.0,4875.0,154875.0,154875.0,0.0,0.0
21,2021-04-21 16:55:00-04:00,21,657.5,5532.5,155532.5,155532.5,0.0,0.0
22,2021-04-23 15:20:00-04:00,22,1645.0,7177.5,157177.5,157177.5,0.0,0.0
