trade_id,strategy_name,session_date,direction,level_type,academic_source_key,setup_mode,source_return_reference,source_window_start_timestamp,source_window_end_timestamp,source_window_open,source_window_high,source_window_low,source_window_close,source_window_return_points,source_window_return_ticks,source_window_range_points,source_window_volume,source_window_avg_volume_ratio,morning_momentum_signal_timestamp,morning_momentum_entry_window_start,morning_momentum_entry_window_end,min_signal_return_ticks,min_source_window_volume_ratio,min_source_window_range_points,entry_timestamp,entry_price,stop_price,target_price,risk_points,contracts,max_favorable_excursion,max_adverse_excursion,position_sizing_mode,position_sizing_net_liq,target_risk_amount,dollar_risk_per_contract,unrounded_contracts,planned_dollar_risk,exit_timestamp,exit_price,exit_reason,gross_pnl,net_pnl,r_multiple,commission,slippage_cost,apex_rules_enabled,latest_flat_time,force_flatten_time,latest_entry_time,was_forced_flatten,position_flat_before_deadline,pending_orders_cancelled_before_deadline,entry_before_latest_entry_time,exit_before_flatten_deadline,apex_rule_violation
34,morning_intraday_momentum_continuation,2021-07-29,long,morning_intraday_momentum_long_only_strength,gao_han_li_zhou_2018_market_intraday_momentum,long_only_strength,rth_open_to_signal_close,2021-07-29 09:30:00-04:00,2021-07-29 10:30:00-04:00,4402.75,4415.5,4402.5,4414.5,11.75,47.0,13.0,204053.0,1.0573238424053695,2021-07-29 10:30:00-04:00,2021-07-29 10:30:00-04:00,2021-07-29 10:35:00-04:00,32.0,,,2021-07-29 10:30:00-04:00,4414.75,4394.75,4450.25,20.0,1,7.75,20.75,risk_percent_net_liq,159985.0,1599.8500000000001,1000.0,1.5998500000000002,1000.0,2021-07-29 16:40:00-04:00,4394.5,stop,-1012.5,-1017.5,-1.0125,5.0,25.0,False,16:59:59,16:58:30,16:45:00,False,True,True,True,True,False
35,morning_intraday_momentum_continuation,2021-08-18,long,morning_intraday_momentum_long_only_strength,gao_han_li_zhou_2018_market_intraday_momentum,long_only_strength,rth_open_to_signal_close,2021-08-18 09:30:00-04:00,2021-08-18 10:30:00-04:00,4433.0,4449.75,4430.25,4445.25,12.25,49.0,19.5,227212.0,0.9834450859698854,2021-08-18 10:30:00-04:00,2021-08-18 10:30:00-04:00,2021-08-18 10:35:00-04:00,32.0,,,2021-08-18 10:30:00-04:00,4445.5,4425.25,4481.25,20.25,1,3.0,25.25,risk_percent_net_liq,158967.5,1589.675,1012.5,1.5700493827160493,1012.5,2021-08-18 14:15:00-04:00,4425.0,stop,-1025.0,-1030.0,-1.0123456790123457,5.0,25.0,False,16:59:59,16:58:30,16:45:00,False,True,True,True,True,False
36,morning_intraday_momentum_continuation,2021-08-19,long,morning_intraday_momentum_long_only_strength,gao_han_li_zhou_2018_market_intraday_momentum,long_only_strength,rth_open_to_signal_close,2021-08-19 09:30:00-04:00,2021-08-19 10:30:00-04:00,4365.75,4403.5,4364.5,4394.0,28.25,113.0,39.0,410795.0,1.118266301370608,2021-08-19 10:30:00-04:00,2021-08-19 10:30:00-04:00,2021-08-19 10:35:00-04:00,32.0,,,2021-08-19 10:30:00-04:00,4394.5,4374.5,4429.75,20.0,1,20.25,16.75,risk_percent_net_liq,157937.5,1579.375,1000.0,1.579375,1000.0,2021-08-19 16:55:00-04:00,4403.0,eod_flatten,425.0,420.0,0.425,5.0,25.0,False,16:59:59,16:58:30,16:45:00,False,True,True,True,True,False
37,morning_intraday_momentum_continuation,2021-08-20,long,morning_intraday_momentum_long_only_strength,gao_han_li_zhou_2018_market_intraday_momentum,long_only_strength,rth_open_to_signal_close,2021-08-20 09:30:00-04:00,2021-08-20 10:30:00-04:00,4405.5,4433.0,4400.0,4428.75,23.25,93.0,33.0,317569.0,1.2184418128272907,2021-08-20 10:30:00-04:00,2021-08-20 10:30:00-04:00,2021-08-20 10:35:00-04:00,32.0,,,2021-08-20 10:30:00-04:00,4429.25,4409.25,4464.75,20.0,1,11.25,6.25,risk_percent_net_liq,158357.5,1583.575,1000.0,1.583575,1000.0,2021-08-20 16:55:00-04:00,4437.0,eod_flatten,387.5,382.5,0.3875,5.0,25.0,False,16:59:59,16:58:30,16:45:00,False,True,True,True,True,False
38,morning_intraday_momentum_continuation,2021-08-23,long,morning_intraday_momentum_long_only_strength,gao_han_li_zhou_2018_market_intraday_momentum,long_only_strength,rth_open_to_signal_close,2021-08-23 09:30:00-04:00,2021-08-23 10:30:00-04:00,4455.0,4475.5,4454.25,4472.0,17.0,68.0,21.25,229289.0,1.2724583304923474,2021-08-23 10:30:00-04:00,2021-08-23 10:30:00-04:00,2021-08-23 10:35:00-04:00,32.0,,,2021-08-23 10:30:00-04:00,4472.25,4452.0,4508.25,20.25,1,13.5,1.75,risk_percent_net_liq,158740.0,1587.4,1012.5,1.5678024691358026,1012.5,2021-08-23 16:55:00-04:00,4480.25,eod_flatten,400.0,395.0,0.3950617283950617,5.0,25.0,False,16:59:59,16:58:30,16:45:00,False,True,True,True,True,False
39,morning_intraday_momentum_continuation,2021-08-27,long,morning_intraday_momentum_long_only_strength,gao_han_li_zhou_2018_market_intraday_momentum,long_only_strength,rth_open_to_signal_close,2021-08-27 09:30:00-04:00,2021-08-27 10:30:00-04:00,4474.5,4502.25,4473.75,4496.75,22.25,89.0,28.5,322183.0,1.4429431898006622,2021-08-27 10:30:00-04:00,2021-08-27 10:30:00-04:00,2021-08-27 10:35:00-04:00,32.0,,,2021-08-27 10:30:00-04:00,4497.0,4476.75,4533.0,20.25,1,13.0,4.75,risk_percent_net_liq,159135.0,1591.3500000000001,1012.5,1.5717037037037038,1012.5,2021-08-27 16:55:00-04:00,4505.75,eod_flatten,437.5,432.5,0.43209876543209874,5.0,25.0,False,16:59:59,16:58:30,16:45:00,False,True,True,True,True,False
40,morning_intraday_momentum_continuation,2021-08-30,long,morning_intraday_momentum_long_only_strength,gao_han_li_zhou_2018_market_intraday_momentum,long_only_strength,rth_open_to_signal_close,2021-08-30 09:30:00-04:00,2021-08-30 10:30:00-04:00,4513.25,4525.25,4510.5,4525.25,12.0,48.0,14.75,218669.0,1.189728469396864,2021-08-30 10:30:00-04:00,2021-08-30 10:30:00-04:00,2021-08-30 10:35:00-04:00,32.0,,,2021-08-30 10:30:00-04:00,4525.25,4504.75,4561.5,20.5,1,9.25,1.25,risk_percent_net_liq,159567.5,1595.675,1025.0,1.5567560975609755,1025.0,2021-08-30 16:55:00-04:00,4530.0,eod_flatten,237.5,232.5,0.23170731707317074,5.0,25.0,False,16:59:59,16:58:30,16:45:00,False,True,True,True,True,False
41,morning_intraday_momentum_continuation,2021-09-09,long,morning_intraday_momentum_long_only_strength,gao_han_li_zhou_2018_market_intraday_momentum,long_only_strength,rth_open_to_signal_close,2021-09-09 09:30:00-04:00,2021-09-09 10:30:00-04:00,4510.25,4529.0,4508.0,4525.75,15.5,62.0,21.0,237666.0,1.5507561242103394,2021-09-09 10:30:00-04:00,2021-09-09 10:30:00-04:00,2021-09-09 10:35:00-04:00,32.0,,,2021-09-09 10:30:00-04:00,4526.0,4505.5,4562.25,20.5,1,3.5,28.75,risk_percent_net_liq,159800.0,1598.0,1025.0,1.5590243902439025,1025.0,2021-09-09 13:20:00-04:00,4505.25,stop,-1037.5,-1042.5,-1.0121951219512195,5.0,25.0,False,16:59:59,16:58:30,16:45:00,False,True,True,True,True,False
42,morning_intraday_momentum_continuation,2021-09-22,long,morning_intraday_momentum_long_only_strength,gao_han_li_zhou_2018_market_intraday_momentum,long_only_strength,rth_open_to_signal_close,2021-09-22 09:30:00-04:00,2021-09-22 10:30:00-04:00,4366.5,4383.5,4356.5,4380.25,13.75,55.0,27.0,308997.0,1.2342137463762575,2021-09-22 10:30:00-04:00,2021-09-22 10:30:00-04:00,2021-09-22 10:35:00-04:00,32.0,,,2021-09-22 10:30:00-04:00,4380.5,4360.75,4415.75,19.75,1,26.0,8.75,risk_percent_net_liq,158757.5,1587.575,987.5,1.6076708860759494,987.5,2021-09-22 16:55:00-04:00,4386.25,eod_flatten,287.5,282.5,0.2911392405063291,5.0,25.0,False,16:59:59,16:58:30,16:45:00,False,True,True,True,True,False
43,morning_intraday_momentum_continuation,2021-09-23,long,morning_intraday_momentum_long_only_strength,gao_han_li_zhou_2018_market_intraday_momentum,long_only_strength,rth_open_to_signal_close,2021-09-23 09:30:00-04:00,2021-09-23 10:30:00-04:00,4404.25,4442.5,4401.25,4438.75,34.5,138.0,41.25,333316.0,0.9495328210124828,2021-09-23 10:30:00-04:00,2021-09-23 10:30:00-04:00,2021-09-23 10:35:00-04:00,32.0,,,2021-09-23 10:30:00-04:00,4438.75,4418.75,4474.5,20.0,1,16.25,4.75,risk_percent_net_liq,159040.0,1590.4,1000.0,1.5904,1000.0,2021-09-23 16:55:00-04:00,4439.5,eod_flatten,37.5,32.5,0.0375,5.0,25.0,False,16:59:59,16:58:30,16:45:00,False,True,True,True,True,False
44,morning_intraday_momentum_continuation,2021-09-24,long,morning_intraday_momentum_long_only_strength,gao_han_li_zhou_2018_market_intraday_momentum,long_only_strength,rth_open_to_signal_close,2021-09-24 09:30:00-04:00,2021-09-24 10:30:00-04:00,4420.25,4445.0,4417.75,4437.0,16.75,67.0,27.25,268940.0,1.1765496534832376,2021-09-24 10:30:00-04:00,2021-09-24 10:30:00-04:00,2021-09-24 10:35:00-04:00,32.0,,,2021-09-24 10:30:00-04:00,4437.0,4417.0,4472.5,20.0,1,16.0,10.0,risk_percent_net_liq,159072.5,1590.7250000000001,1000.0,1.5907250000000002,1000.0,2021-09-24 16:55:00-04:00,4445.5,eod_flatten,425.0,420.0,0.425,5.0,25.0,False,16:59:59,16:58:30,16:45:00,False,True,True,True,True,False
45,morning_intraday_momentum_continuation,2021-09-27,long,morning_intraday_momentum_long_only_strength,gao_han_li_zhou_2018_market_intraday_momentum,long_only_strength,rth_open_to_signal_close,2021-09-27 09:30:00-04:00,2021-09-27 10:30:00-04:00,4433.5,4444.25,4425.0,4444.0,10.5,42.0,19.25,282359.0,1.4171640236856187,2021-09-27 10:30:00-04:00,2021-09-27 10:30:00-04:00,2021-09-27 10:35:00-04:00,32.0,,,2021-09-27 10:30:00-04:00,4444.5,4424.25,4480.25,20.25,1,2.0,17.75,risk_percent_net_liq,159492.5,1594.925,1012.5,1.5752345679012345,1012.5,2021-09-27 16:55:00-04:00,4429.25,eod_flatten,-762.5,-767.5,-0.7530864197530864,5.0,25.0,False,16:59:59,16:58:30,16:45:00,False,True,True,True,True,False
46,morning_intraday_momentum_continuation,2021-09-29,long,morning_intraday_momentum_long_only_strength,gao_han_li_zhou_2018_market_intraday_momentum,long_only_strength,rth_open_to_signal_close,2021-09-29 09:30:00-04:00,2021-09-29 10:30:00-04:00,4358.0,4375.5,4346.0,4368.25,10.25,41.0,29.5,333589.0,0.9014920113077127,2021-09-29 10:30:00-04:00,2021-09-29 10:30:00-04:00,2021-09-29 10:35:00-04:00,32.0,,,2021-09-29 10:30:00-04:00,4368.5,4348.75,4403.5,19.75,1,8.0,20.5,risk_percent_net_liq,158725.0,1587.25,987.5,1.6073417721518988,987.5,2021-09-29 12:25:00-04:00,4348.5,stop,-1000.0,-1005.0,-1.0126582278481013,5.0,25.0,False,16:59:59,16:58:30,16:45:00,False,True,True,True,True,False
47,morning_intraday_momentum_continuation,2021-10-05,long,morning_intraday_momentum_long_only_strength,gao_han_li_zhou_2018_market_intraday_momentum,long_only_strength,rth_open_to_signal_close,2021-10-05 09:30:00-04:00,2021-10-05 10:30:00-04:00,4307.5,4343.0,4298.5,4342.25,34.75,139.0,44.5,361853.0,1.1246416900770926,2021-10-05 10:30:00-04:00,2021-10-05 10:30:00-04:00,2021-10-05 10:35:00-04:00,32.0,,,2021-10-05 10:30:00-04:00,4342.75,4323.0,4377.5,19.75,1,17.0,11.75,risk_percent_net_liq,157720.0,1577.2,987.5,1.5971645569620254,987.5,2021-10-05 16:55:00-04:00,4334.5,eod_flatten,-412.5,-417.5,-0.4177215189873418,5.0,25.0,False,16:59:59,16:58:30,16:45:00,False,True,True,True,True,False
48,morning_intraday_momentum_continuation,2021-10-06,long,morning_intraday_momentum_long_only_strength,gao_han_li_zhou_2018_market_intraday_momentum,long_only_strength,rth_open_to_signal_close,2021-10-06 09:30:00-04:00,2021-10-06 10:30:00-04:00,4297.0,4317.5,4279.5,4310.0,13.0,52.0,38.0,451199.0,1.6410028965324763,2021-10-06 10:30:00-04:00,2021-10-06 10:30:00-04:00,2021-10-06 10:35:00-04:00,32.0,,,2021-10-06 10:30:00-04:00,4310.25,4290.75,4344.75,19.5,1,36.0,15.5,risk_percent_net_liq,157302.5,1573.025,975.0,1.6133589743589745,975.0,2021-10-06 14:15:00-04:00,4344.5,target,1712.5,1707.5,1.7564102564102564,5.0,25.0,False,16:59:59,16:58:30,16:45:00,False,True,True,True,True,False
49,morning_intraday_momentum_continuation,2021-10-07,long,morning_intraday_momentum_long_only_strength,gao_han_li_zhou_2018_market_intraday_momentum,long_only_strength,rth_open_to_signal_close,2021-10-07 09:30:00-04:00,2021-10-07 10:30:00-04:00,4388.25,4421.5,4386.75,4418.75,30.5,122.0,34.75,337265.0,1.3165973676349212,2021-10-07 10:30:00-04:00,2021-10-07 10:30:00-04:00,2021-10-07 10:35:00-04:00,32.0,,,2021-10-07 10:30:00-04:00,4419.0,4399.0,4454.5,20.0,1,1.75,21.0,risk_percent_net_liq,159010.0,1590.1000000000001,1000.0,1.5901,1000.0,2021-10-07 14:40:00-04:00,4398.75,stop,-1012.5,-1017.5,-1.0125,5.0,25.0,False,16:59:59,16:58:30,16:45:00,False,True,True,True,True,False
50,morning_intraday_momentum_continuation,2021-10-11,long,morning_intraday_momentum_long_only_strength,gao_han_li_zhou_2018_market_intraday_momentum,long_only_strength,rth_open_to_signal_close,2021-10-11 09:30:00-04:00,2021-10-11 10:30:00-04:00,4376.0,4407.5,4373.5,4406.25,30.25,121.0,34.0,219816.0,1.2277003642636102,2021-10-11 10:30:00-04:00,2021-10-11 10:30:00-04:00,2021-10-11 10:35:00-04:00,32.0,,,2021-10-11 10:30:00-04:00,4406.5,4386.5,4442.0,20.0,1,0.5,20.0,risk_percent_net_liq,157992.5,1579.925,1000.0,1.579925,1000.0,2021-10-11 12:15:00-04:00,4386.25,stop,-1012.5,-1017.5,-1.0125,5.0,25.0,False,16:59:59,16:58:30,16:45:00,False,True,True,True,True,False
51,morning_intraday_momentum_continuation,2021-10-14,long,morning_intraday_momentum_long_only_strength,gao_han_li_zhou_2018_market_intraday_momentum,long_only_strength,rth_open_to_signal_close,2021-10-14 09:30:00-04:00,2021-10-14 10:30:00-04:00,4395.25,4414.0,4390.0,4410.25,15.0,60.0,24.0,274502.0,1.4585695357348474,2021-10-14 10:30:00-04:00,2021-10-14 10:30:00-04:00,2021-10-14 10:35:00-04:00,32.0,,,2021-10-14 10:30:00-04:00,4410.5,4390.5,4446.0,20.0,1,26.75,3.0,risk_percent_net_liq,156975.0,1569.75,1000.0,1.56975,1000.0,2021-10-14 16:55:00-04:00,4435.25,eod_flatten,1237.5,1232.5,1.2375,5.0,25.0,False,16:59:59,16:58:30,16:45:00,False,True,True,True,True,False
52,morning_intraday_momentum_continuation,2021-10-18,long,morning_intraday_momentum_long_only_strength,gao_han_li_zhou_2018_market_intraday_momentum,long_only_strength,rth_open_to_signal_close,2021-10-18 09:30:00-04:00,2021-10-18 10:30:00-04:00,4443.75,4462.0,4436.75,4461.5,17.75,71.0,25.25,224951.0,1.1723510324807387,2021-10-18 10:30:00-04:00,2021-10-18 10:30:00-04:00,2021-10-18 10:35:00-04:00,32.0,,,2021-10-18 10:30:00-04:00,4462.0,4441.75,4497.75,20.25,1,17.75,6.25,risk_percent_net_liq,158207.5,1582.075,1012.5,1.5625432098765433,1012.5,2021-10-18 16:55:00-04:00,4476.25,eod_flatten,712.5,707.5,0.7037037037037037,5.0,25.0,False,16:59:59,16:58:30,16:45:00,False,True,True,True,True,False
53,morning_intraday_momentum_continuation,2021-10-19,long,morning_intraday_momentum_long_only_strength,gao_han_li_zhou_2018_market_intraday_momentum,long_only_strength,rth_open_to_signal_close,2021-10-19 09:30:00-04:00,2021-10-19 10:30:00-04:00,4493.5,4502.25,4487.25,4501.75,8.25,33.0,15.0,224779.0,1.2647733893386073,2021-10-19 10:30:00-04:00,2021-10-19 10:30:00-04:00,2021-10-19 10:35:00-04:00,32.0,,,2021-10-19 10:30:00-04:00,4502.0,4481.5,4538.25,20.5,1,15.5,7.25,risk_percent_net_liq,158915.0,1589.15,1025.0,1.550390243902439,1025.0,2021-10-19 16:55:00-04:00,4515.75,eod_flatten,687.5,682.5,0.6707317073170732,5.0,25.0,False,16:59:59,16:58:30,16:45:00,False,True,True,True,True,False
54,morning_intraday_momentum_continuation,2021-10-20,long,morning_intraday_momentum_long_only_strength,gao_han_li_zhou_2018_market_intraday_momentum,long_only_strength,rth_open_to_signal_close,2021-10-20 09:30:00-04:00,2021-10-20 10:30:00-04:00,4515.75,4530.0,4514.5,4529.75,14.0,56.0,15.5,199351.0,1.2435269668511368,2021-10-20 10:30:00-04:00,2021-10-20 10:30:00-04:00,2021-10-20 10:35:00-04:00,32.0,,,2021-10-20 10:30:00-04:00,4530.0,4509.5,4566.25,20.5,1,2.25,15.0,risk_percent_net_liq,159597.5,1595.9750000000001,1025.0,1.557048780487805,1025.0,2021-10-20 16:55:00-04:00,4524.5,eod_flatten,-275.0,-280.0,-0.2682926829268293,5.0,25.0,False,16:59:59,16:58:30,16:45:00,False,True,True,True,True,False
55,morning_intraday_momentum_continuation,2021-10-22,long,morning_intraday_momentum_long_only_strength,gao_han_li_zhou_2018_market_intraday_momentum,long_only_strength,rth_open_to_signal_close,2021-10-22 09:30:00-04:00,2021-10-22 10:30:00-04:00,4536.0,4551.5,4533.75,4551.25,15.25,61.0,17.75,219333.0,1.3818275397826596,2021-10-22 10:30:00-04:00,2021-10-22 10:30:00-04:00,2021-10-22 10:35:00-04:00,32.0,,,2021-10-22 10:30:00-04:00,4551.75,4531.25,4588.25,20.5,1,0.0,25.0,risk_percent_net_liq,159317.5,1593.175,1025.0,1.5543170731707316,1025.0,2021-10-22 11:20:00-04:00,4531.0,stop,-1037.5,-1042.5,-1.0121951219512195,5.0,25.0,False,16:59:59,16:58:30,16:45:00,False,True,True,True,True,False
56,morning_intraday_momentum_continuation,2021-10-26,long,morning_intraday_momentum_long_only_strength,gao_han_li_zhou_2018_market_intraday_momentum,long_only_strength,rth_open_to_signal_close,2021-10-26 09:30:00-04:00,2021-10-26 10:30:00-04:00,4576.5,4590.0,4572.75,4587.25,10.75,43.0,17.25,258012.0,1.4714397920047662,2021-10-26 10:30:00-04:00,2021-10-26 10:30:00-04:00,2021-10-26 10:35:00-04:00,32.0,,,2021-10-26 10:30:00-04:00,4587.5,4566.75,4624.25,20.75,1,1.75,22.5,risk_percent_net_liq,158275.0,1582.75,1037.5,1.5255421686746988,1037.5,2021-10-26 12:40:00-04:00,4566.5,stop,-1050.0,-1055.0,-1.0120481927710843,5.0,25.0,False,16:59:59,16:58:30,16:45:00,False,True,True,True,True,False
57,morning_intraday_momentum_continuation,2021-10-28,long,morning_intraday_momentum_long_only_strength,gao_han_li_zhou_2018_market_intraday_momentum,long_only_strength,rth_open_to_signal_close,2021-10-28 09:30:00-04:00,2021-10-28 10:30:00-04:00,4559.75,4576.25,4559.0,4575.75,16.0,64.0,17.25,270642.0,1.0855735015572827,2021-10-28 10:30:00-04:00,2021-10-28 10:30:00-04:00,2021-10-28 10:35:00-04:00,32.0,,,2021-10-28 10:30:00-04:00,4576.0,4555.25,4612.75,20.75,1,13.75,6.25,risk_percent_net_liq,157220.0,1572.2,1037.5,1.5153734939759036,1037.5,2021-10-28 16:55:00-04:00,4579.75,eod_flatten,187.5,182.5,0.18072289156626506,5.0,25.0,False,16:59:59,16:58:30,16:45:00,False,True,True,True,True,False
58,morning_intraday_momentum_continuation,2021-10-29,long,morning_intraday_momentum_long_only_strength,gao_han_li_zhou_2018_market_intraday_momentum,long_only_strength,rth_open_to_signal_close,2021-10-29 09:30:00-04:00,2021-10-29 10:30:00-04:00,4563.75,4581.5,4560.25,4572.75,9.0,36.0,21.25,235819.0,1.2532206894866977,2021-10-29 10:30:00-04:00,2021-10-29 10:30:00-04:00,2021-10-29 10:35:00-04:00,32.0,,,2021-10-29 10:30:00-04:00,4572.75,4552.0,4609.5,20.75,1,30.75,3.25,risk_percent_net_liq,157402.5,1574.025,1037.5,1.517132530120482,1037.5,2021-10-29 16:55:00-04:00,4602.25,eod_flatten,1475.0,1470.0,1.4216867469879517,5.0,25.0,False,16:59:59,16:58:30,16:45:00,False,True,True,True,True,False
59,morning_intraday_momentum_continuation,2021-11-02,long,morning_intraday_momentum_long_only_strength,gao_han_li_zhou_2018_market_intraday_momentum,long_only_strength,rth_open_to_signal_close,2021-11-02 09:30:00-04:00,2021-11-02 10:30:00-04:00,4607.0,4619.0,4605.5,4617.0,10.0,40.0,13.5,214940.0,1.375673724220384,2021-11-02 10:30:00-04:00,2021-11-02 10:30:00-04:00,2021-11-02 10:35:00-04:00,32.0,,,2021-11-02 10:30:00-04:00,4617.0,4596.0,4654.0,21.0,1,10.0,1.75,risk_percent_net_liq,158872.5,1588.7250000000001,1050.0,1.5130714285714286,1050.0,2021-11-02 16:55:00-04:00,4621.5,eod_flatten,225.0,220.0,0.21428571428571427,5.0,25.0,False,16:59:59,16:58:30,16:45:00,False,True,True,True,True,False
60,morning_intraday_momentum_continuation,2021-11-04,long,morning_intraday_momentum_long_only_strength,gao_han_li_zhou_2018_market_intraday_momentum,long_only_strength,rth_open_to_signal_close,2021-11-04 09:30:00-04:00,2021-11-04 10:30:00-04:00,4658.0,4674.5,4654.5,4671.25,13.25,53.0,20.0,219775.0,0.8927688514644405,2021-11-04 10:30:00-04:00,2021-11-04 10:30:00-04:00,2021-11-04 10:35:00-04:00,32.0,,,2021-11-04 10:30:00-04:00,4671.75,4650.5,4709.25,21.25,1,4.5,15.25,risk_percent_net_liq,159092.5,1590.925,1062.5,1.4973411764705882,1062.5,2021-11-04 16:55:00-04:00,4672.75,eod_flatten,50.0,45.0,0.047058823529411764,5.0,25.0,False,16:59:59,16:58:30,16:45:00,False,True,True,True,True,False
61,morning_intraday_momentum_continuation,2021-11-10,long,morning_intraday_momentum_long_only_strength,gao_han_li_zhou_2018_market_intraday_momentum,long_only_strength,rth_open_to_signal_close,2021-11-10 09:30:00-05:00,2021-11-10 10:30:00-05:00,4660.5,4678.75,4658.0,4674.25,13.75,55.0,20.75,248226.0,1.4848325666234654,2021-11-10 10:30:00-05:00,2021-11-10 10:30:00-05:00,2021-11-10 10:35:00-05:00,32.0,,,2021-11-10 10:30:00-05:00,4674.25,4653.0,4711.75,21.25,1,3.5,21.5,risk_percent_net_liq,159137.5,1591.375,1062.5,1.4977647058823529,1062.5,2021-11-10 13:05:00-05:00,4652.75,stop,-1075.0,-1080.0,-1.011764705882353,5.0,25.0,False,16:59:59,16:58:30,16:45:00,False,True,True,True,True,False
62,morning_intraday_momentum_continuation,2021-11-16,long,morning_intraday_momentum_long_only_strength,gao_han_li_zhou_2018_market_intraday_momentum,long_only_strength,rth_open_to_signal_close,2021-11-16 09:30:00-05:00,2021-11-16 10:30:00-05:00,4676.25,4695.5,4675.5,4685.75,9.5,38.0,20.0,231655.0,1.4144167469130224,2021-11-16 10:30:00-05:00,2021-11-16 10:30:00-05:00,2021-11-16 10:35:00-05:00,32.0,,,2021-11-16 10:30:00-05:00,4686.0,4664.75,4723.5,21.25,1,23.75,0.75,risk_percent_net_liq,158057.5,1580.575,1062.5,1.4876,1062.5,2021-11-16 16:55:00-05:00,4695.75,eod_flatten,487.5,482.5,0.4588235294117647,5.0,25.0,False,16:59:59,16:58:30,16:45:00,False,True,True,True,True,False
63,morning_intraday_momentum_continuation,2021-11-22,long,morning_intraday_momentum_long_only_strength,gao_han_li_zhou_2018_market_intraday_momentum,long_only_strength,rth_open_to_signal_close,2021-11-22 09:30:00-05:00,2021-11-22 10:30:00-05:00,4712.5,4740.5,4712.0,4737.25,24.75,99.0,28.5,325026.0,1.6826026750778171,2021-11-22 10:30:00-05:00,2021-11-22 10:30:00-05:00,2021-11-22 10:35:00-05:00,32.0,,,2021-11-22 10:30:00-05:00,4737.5,4716.0,4775.5,21.5,1,2.5,30.0,risk_percent_net_liq,158540.0,1585.4,1075.0,1.4747906976744187,1075.0,2021-11-22 11:50:00-05:00,4715.75,stop,-1087.5,-1092.5,-1.0116279069767442,5.0,25.0,False,16:59:59,16:58:30,16:45:00,False,True,True,True,True,False
64,morning_intraday_momentum_continuation,2021-11-24,long,morning_intraday_momentum_long_only_strength,gao_han_li_zhou_2018_market_intraday_momentum,long_only_strength,rth_open_to_signal_close,2021-11-24 09:30:00-05:00,2021-11-24 10:30:00-05:00,4665.0,4679.25,4656.25,4678.0,13.0,52.0,23.0,324306.0,1.248542754103654,2021-11-24 10:30:00-05:00,2021-11-24 10:30:00-05:00,2021-11-24 10:35:00-05:00,32.0,,,2021-11-24 10:30:00-05:00,4678.25,4657.0,4715.75,21.25,1,24.0,6.75,risk_percent_net_liq,157447.5,1574.4750000000001,1062.5,1.481858823529412,1062.5,2021-11-24 16:55:00-05:00,4701.25,eod_flatten,1150.0,1145.0,1.0823529411764705,5.0,25.0,False,16:59:59,16:58:30,16:45:00,False,True,True,True,True,False
65,morning_intraday_momentum_continuation,2021-12-02,long,morning_intraday_momentum_long_only_strength,gao_han_li_zhou_2018_market_intraday_momentum,long_only_strength,rth_open_to_signal_close,2021-12-02 09:30:00-05:00,2021-12-02 10:30:00-05:00,4510.25,4566.75,4506.25,4553.25,43.0,172.0,60.5,523078.0,1.0274304260129965,2021-12-02 10:30:00-05:00,2021-12-02 10:30:00-05:00,2021-12-02 10:35:00-05:00,32.0,,,2021-12-02 10:30:00-05:00,4553.25,4532.75,4589.75,20.5,1,5.25,25.0,risk_percent_net_liq,158592.5,1585.925,1025.0,1.5472439024390243,1025.0,2021-12-02 10:35:00-05:00,4532.5,stop,-1037.5,-1042.5,-1.0121951219512195,5.0,25.0,False,16:59:59,16:58:30,16:45:00,False,True,True,True,True,False
66,morning_intraday_momentum_continuation,2021-12-06,long,morning_intraday_momentum_long_only_strength,gao_han_li_zhou_2018_market_intraday_momentum,long_only_strength,rth_open_to_signal_close,2021-12-06 09:30:00-05:00,2021-12-06 10:30:00-05:00,4564.75,4586.5,4539.25,4584.5,19.75,79.0,47.25,470374.0,1.0440226907084935,2021-12-06 10:30:00-05:00,2021-12-06 10:30:00-05:00,2021-12-06 10:35:00-05:00,32.0,,,2021-12-06 10:30:00-05:00,4585.0,4564.25,4621.75,20.75,1,26.75,16.25,risk_percent_net_liq,157550.0,1575.5,1037.5,1.51855421686747,1037.5,2021-12-06 16:55:00-05:00,4593.75,eod_flatten,437.5,432.5,0.42168674698795183,5.0,25.0,False,16:59:59,16:58:30,16:45:00,False,True,True,True,True,False
67,morning_intraday_momentum_continuation,2021-12-07,long,morning_intraday_momentum_long_only_strength,gao_han_li_zhou_2018_market_intraday_momentum,long_only_strength,rth_open_to_signal_close,2021-12-07 09:30:00-05:00,2021-12-07 10:30:00-05:00,4647.75,4685.0,4647.25,4679.0,31.25,125.0,37.75,368557.0,1.2718284474433557,2021-12-07 10:30:00-05:00,2021-12-07 10:30:00-05:00,2021-12-07 10:35:00-05:00,32.0,,,2021-12-07 10:30:00-05:00,4679.5,4658.25,4717.0,21.25,1,17.75,13.25,risk_percent_net_liq,157982.5,1579.825,1062.5,1.486894117647059,1062.5,2021-12-07 16:55:00-05:00,4695.25,eod_flatten,787.5,782.5,0.7411764705882353,5.0,25.0,False,16:59:59,16:58:30,16:45:00,False,True,True,True,True,False
