variant_id,terminal_stage,core_profitable_combos,core_combos,benchmark_pass_combos,profitable_combo_rate,top_net_profit,top_profit_factor,top_mar,top_trades,top_trades_per_year,criteria_failures,report_path
all_0dte_trend_continuation_1330,limited_core_grid_test,0,36,0,0.0,-705.0,0.8173575129533679,-0.3765483359940463,34,35.47122355671483,summary.percentage_profitable_iterations=0.0,backtest-campaigns/nq_spx_0dte_trend_aligned_pressure/all_0dte_trend_continuation_1330/NQ/run1/variant_test_summary.json
all_0dte_trend_continuation_1400,limited_core_grid_test,0,12,0,0.0,-135.0,0.9425531914893617,-0.19588522508090186,39,42.38694199403636,summary.percentage_profitable_iterations=0.0,backtest-campaigns/nq_spx_0dte_trend_aligned_pressure/all_0dte_trend_continuation_1400/NQ/run1/variant_test_summary.json
all_0dte_trend_continuation_1500,limited_core_grid_test,0,9,0,0.0,-35.0,0.9772727272727273,-0.056175653781745265,28,29.554540984758024,summary.percentage_profitable_iterations=0.0,backtest-campaigns/nq_spx_0dte_trend_aligned_pressure/all_0dte_trend_continuation_1500/NQ/run1/variant_test_summary.json
all_0dte_trend_only_1330,limited_core_grid_test,0,12,0,0.0,-805.0,0.7967171717171717,-0.40913224580327223,35,36.51449483779468,summary.percentage_profitable_iterations=0.0,backtest-campaigns/nq_spx_0dte_trend_aligned_pressure/all_0dte_trend_only_1330/NQ/run1/variant_test_summary.json
all_0dte_trend_only_1500,limited_core_grid_test,0,3,0,0.0,-270.0,0.8741258741258742,-0.4078324010357951,39,38.80999366172533,summary.total_combinations_tested=3;summary.percentage_profitable_iterations=0.0,backtest-campaigns/nq_spx_0dte_trend_aligned_pressure/all_0dte_trend_only_1500/NQ/run1/variant_test_summary.json
