campaign_id,variant_id,stage,decision,entry_rows,passing_rows,min_full_signals_per_year,min_limited_signals_per_year,min_latest_252_signals
nq_opening_range_retest_orderflow,or15_signed_absorption_retest_1030,pre_pnl_density_screen,FAIL,9,3,38.92804575279305,54.4955595026643,28
nq_opening_range_retest_orderflow,or15_signed_aligned_retest_1030,pre_pnl_density_screen,FAIL,9,4,42.94391736123426,62.280639431616336,29
nq_opening_range_retest_orderflow,or30_large10_absorption_retest_1130,pre_pnl_density_screen,FAIL,9,9,63.41190813974109,76.55328596802842,51
nq_opening_range_retest_orderflow,or30_signed_absorption_retest_1100,pre_pnl_density_screen,FAIL,9,0,40.80643731158007,53.84680284191829,22
nq_opening_range_retest_orderflow,or60_large20_aligned_retest_1230,pre_pnl_density_screen,FAIL,9,0,49.356357510196844,66.82193605683837,43
