wfa_window_id,wfa_train_start,wfa_train_end,wfa_test_start,wfa_test_end,wfa_objective,wfa_base_config_hash,wfa_parameter_hash,wfa_selection_filter_hash,wfa_input_hash,wfa_selection_rank,wfa_selected,run_id,entry.params.semivar_rank_threshold,entry.params.min_orderflow_imbalance,sl.params.stop_pct,tp.params.target_r_multiple,signals_generated,entries_opened,trades_closed,entry_rejections_total,reject_missing_stop,reject_target_already_reached,reject_position_sizing,reject_daily_risk_lockout,reject_apex_latest_entry_time,reject_event_no_trade_window,total_trades,trades_per_year,net_profit,profit_factor,expectancy_r,max_drawdown,max_drawdown_pct,cagr,mar,win_rate,apex_rule_violations,apex_forced_flatten_trades,profitable,worst_day,best_day_concentration,consecutive_losses,benchmark_passed,failure_reason
1,2011-01-03,2015-01-03,2015-01-03,2016-01-03,MAR,dd177f967a1d96f3f3be005a28320e2c3e234f4858599e920840425e67d74879,1248acc42599ebfb591bd58b3474e75960ce841c9784bfeee76b48c0257dba0a,4e9149c9981e8486fad75e8e827175a5564f8aaf5cf932e70fac29809cf65023,692eaa307db06856e35b495888a7d687068b948dbfa7069ac0045050ed7889ff,1,True,29,0.5,0.01,0.005,1.0,252,252,252,0,0,0,0,0,0,0,252,67.42853945102549,8150.0,1.315036722071898,0.12492409147691383,2240.0,0.01456531634046427,0.014257642132264214,0.978876242643265,0.5436507936507936,0,0,True,-440.0,0.051533742331288344,5,False,preferred_min_total_trades
1,2011-01-03,2015-01-03,2015-01-03,2016-01-03,MAR,dd177f967a1d96f3f3be005a28320e2c3e234f4858599e920840425e67d74879,1248acc42599ebfb591bd58b3474e75960ce841c9784bfeee76b48c0257dba0a,4e9149c9981e8486fad75e8e827175a5564f8aaf5cf932e70fac29809cf65023,692eaa307db06856e35b495888a7d687068b948dbfa7069ac0045050ed7889ff,2,False,11,0.45,0.01,0.005,1.0,231,231,231,0,0,0,0,0,0,0,231,61.809494496773354,7445.0,1.3129466162253047,0.12669343033188685,2340.0,0.015220997170455655,0.013045868054434084,0.8570968057044547,0.5454545454545454,0,0,True,-440.0,0.056413700470114174,5,False,preferred_min_total_trades
1,2011-01-03,2015-01-03,2015-01-03,2016-01-03,MAR,dd177f967a1d96f3f3be005a28320e2c3e234f4858599e920840425e67d74879,1248acc42599ebfb591bd58b3474e75960ce841c9784bfeee76b48c0257dba0a,4e9149c9981e8486fad75e8e827175a5564f8aaf5cf932e70fac29809cf65023,692eaa307db06856e35b495888a7d687068b948dbfa7069ac0045050ed7889ff,3,False,5,0.45,0.0,0.005,1.0,243,243,243,0,0,0,0,0,0,0,243,65.02037732777457,5835.0,1.2244230769230768,0.10320328832577493,2550.0,0.01653535648283241,0.010263578810929763,0.6207050220892287,0.5308641975308642,0,0,True,-440.0,0.07197943444730077,5,False,min_profit_factor;preferred_min_total_trades
1,2011-01-03,2015-01-03,2015-01-03,2016-01-03,MAR,dd177f967a1d96f3f3be005a28320e2c3e234f4858599e920840425e67d74879,1248acc42599ebfb591bd58b3474e75960ce841c9784bfeee76b48c0257dba0a,4e9149c9981e8486fad75e8e827175a5564f8aaf5cf932e70fac29809cf65023,692eaa307db06856e35b495888a7d687068b948dbfa7069ac0045050ed7889ff,4,False,28,0.5,0.01,0.004,1.5,252,252,252,0,0,0,0,0,0,0,252,67.42836793561483,5382.5,1.1981045270518955,0.12259867688763933,2637.5,0.01679802563490168,0.009477787498826329,0.5642203259372394,0.4642857142857143,0,0,True,-355.0,0.09428704133766837,6,False,min_profit_factor;preferred_min_total_trades;min_positive_month_rate
1,2011-01-03,2015-01-03,2015-01-03,2016-01-03,MAR,dd177f967a1d96f3f3be005a28320e2c3e234f4858599e920840425e67d74879,1248acc42599ebfb591bd58b3474e75960ce841c9784bfeee76b48c0257dba0a,4e9149c9981e8486fad75e8e827175a5564f8aaf5cf932e70fac29809cf65023,692eaa307db06856e35b495888a7d687068b948dbfa7069ac0045050ed7889ff,5,False,17,0.45,0.02,0.005,1.0,216,216,216,0,0,0,0,0,0,0,216,57.795890958021836,5165.0,1.226138353765324,0.09610958944062335,2550.0,0.016659044881426797,0.009099526046724593,0.5462213537145622,0.5370370370370371,0,0,True,-440.0,0.08131655372700872,5,False,min_profit_factor;preferred_min_total_trades
1,2011-01-03,2015-01-03,2015-01-03,2016-01-03,MAR,dd177f967a1d96f3f3be005a28320e2c3e234f4858599e920840425e67d74879,1248acc42599ebfb591bd58b3474e75960ce841c9784bfeee76b48c0257dba0a,4e9149c9981e8486fad75e8e827175a5564f8aaf5cf932e70fac29809cf65023,692eaa307db06856e35b495888a7d687068b948dbfa7069ac0045050ed7889ff,6,False,35,0.5,0.02,0.005,1.0,235,235,235,0,0,0,0,0,0,0,235,62.87978877377376,5270.0,1.2116890941956215,0.09118068997541043,2610.0,0.017033218038243165,0.009282195172755747,0.5449466537629744,0.5319148936170213,0,0,True,-440.0,0.07969639468690702,5,False,min_profit_factor;preferred_min_total_trades
1,2011-01-03,2015-01-03,2015-01-03,2016-01-03,MAR,dd177f967a1d96f3f3be005a28320e2c3e234f4858599e920840425e67d74879,1248acc42599ebfb591bd58b3474e75960ce841c9784bfeee76b48c0257dba0a,4e9149c9981e8486fad75e8e827175a5564f8aaf5cf932e70fac29809cf65023,692eaa307db06856e35b495888a7d687068b948dbfa7069ac0045050ed7889ff,7,False,23,0.5,0.0,0.005,1.0,268,268,268,0,0,0,0,0,0,0,268,71.7097165590271,5320.0,1.1815699658703072,0.08665721638563045,3460.0,0.022411503708261813,0.009369148672462302,0.41805087219598047,0.5223880597014925,0,0,True,-440.0,0.07894736842105263,5,False,min_profit_factor;min_mar;preferred_min_total_trades
1,2011-01-03,2015-01-03,2015-01-03,2016-01-03,MAR,dd177f967a1d96f3f3be005a28320e2c3e234f4858599e920840425e67d74879,1248acc42599ebfb591bd58b3474e75960ce841c9784bfeee76b48c0257dba0a,4e9149c9981e8486fad75e8e827175a5564f8aaf5cf932e70fac29809cf65023,692eaa307db06856e35b495888a7d687068b948dbfa7069ac0045050ed7889ff,8,False,26,0.5,0.01,0.003,1.5,252,252,252,0,0,0,0,0,0,0,252,67.42853945102549,4037.5,1.1713346064078083,0.11546788389938659,2795.0,0.018234008546172163,0.007132278492752553,0.39115252549609125,0.4603174603174603,0,0,True,-270.0,0.09411764705882353,10,False,min_profit_factor;min_mar;max_consecutive_losses;preferred_min_total_trades
1,2011-01-03,2015-01-03,2015-01-03,2016-01-03,MAR,dd177f967a1d96f3f3be005a28320e2c3e234f4858599e920840425e67d74879,1248acc42599ebfb591bd58b3474e75960ce841c9784bfeee76b48c0257dba0a,4e9149c9981e8486fad75e8e827175a5564f8aaf5cf932e70fac29809cf65023,692eaa307db06856e35b495888a7d687068b948dbfa7069ac0045050ed7889ff,9,False,10,0.45,0.01,0.004,1.5,231,231,231,0,0,0,0,0,0,0,231,61.8093372743136,4175.0,1.1640471512770139,0.1096931731367871,3020.0,0.019335734293717488,0.007372731409229782,0.3813008235030055,0.46320346320346323,0,0,True,-355.0,0.12155688622754492,7,False,min_profit_factor;min_mar;preferred_min_total_trades;min_positive_month_rate
1,2011-01-03,2015-01-03,2015-01-03,2016-01-03,MAR,dd177f967a1d96f3f3be005a28320e2c3e234f4858599e920840425e67d74879,1248acc42599ebfb591bd58b3474e75960ce841c9784bfeee76b48c0257dba0a,4e9149c9981e8486fad75e8e827175a5564f8aaf5cf932e70fac29809cf65023,692eaa307db06856e35b495888a7d687068b948dbfa7069ac0045050ed7889ff,10,False,30,0.5,0.01,0.005,1.5,252,252,252,0,0,0,0,0,0,0,252,67.42836793561483,3867.5,1.1286379511059372,0.076206689444254,2982.5,0.019169277737607456,0.006834733084962963,0.3565461974372758,0.4642857142857143,0,0,True,-440.0,0.16418875242404654,7,False,min_profit_factor;min_mar;preferred_min_total_trades;min_positive_month_rate
