campaign_id,variant_id,run_id,passed,halted,terminal_stage,terminal_status,profitable_combo_rate,profitable_monkey_rate,median_net_profit,trade_path_profitable_rate,trade_path_median_net_profit,one_tick_worse_profitable,apex_rule_violations,best_day_concentration,top_net_profit,top_profit_factor,top_mar,top_expectancy_r,top_trades,top_trades_per_year,source_config_path,report_path,failure_reason
es_prior_session_level_breakout_continuation,gap_hold_two_sided_continuation,run1,False,True,limited_core_grid_test,failed,0.4444444444444444,,,,,,0,0.08573750507923608,3076.25,1.2983753637245392,0.9811039444510163,0.19241132430787608,116,77.603342682159,campaigns/es_prior_session_level_breakout_continuation/variants/gap_hold_two_sided_continuation/config.yaml,backtest-campaigns/es_prior_session_level_breakout_continuation/gap_hold_two_sided_continuation/ES/run1/campaign_test_summary.json,min_profit_factor;preferred_min_total_trades
es_prior_session_level_breakout_continuation,midday_two_sided_close_break,run1,False,True,limited_core_grid_test,failed,0.5185185185185185,,,,,,0,0.5536723163841808,442.5,1.7937219730941705,1.7333098866040189,0.31796906796906804,9,6.93538060319251,campaigns/es_prior_session_level_breakout_continuation/variants/midday_two_sided_close_break/config.yaml,backtest-campaigns/es_prior_session_level_breakout_continuation/midday_two_sided_close_break/ES/run1/campaign_test_summary.json,min_trades_per_year;preferred_min_total_trades;max_best_day_concentration
es_prior_session_level_breakout_continuation,morning_prior_high_breakout_long,run1,False,True,limited_core_grid_test,failed,0.691358024691358,,,,,,0,0.11820728291316526,2231.25,2.5494791666666665,4.568421469354733,0.5423296703296703,25,17.697292713948276,campaigns/es_prior_session_level_breakout_continuation/variants/morning_prior_high_breakout_long/config.yaml,backtest-campaigns/es_prior_session_level_breakout_continuation/morning_prior_high_breakout_long/ES/run1/campaign_test_summary.json,min_trades_per_year;preferred_min_total_trades
es_prior_session_level_breakout_continuation,morning_prior_low_breakout_short,run1,False,True,limited_core_grid_test,failed,0.38271604938271603,,,,,,0,0.21136653895274585,1957.5,1.4264705882352942,1.1312360815160394,0.22585230368411147,36,25.780246711869943,campaigns/es_prior_session_level_breakout_continuation/variants/morning_prior_low_breakout_short/config.yaml,backtest-campaigns/es_prior_session_level_breakout_continuation/morning_prior_low_breakout_short/ES/run1/campaign_test_summary.json,min_trades_per_year;preferred_min_total_trades
es_prior_session_level_breakout_continuation,retest_hold_two_sided_breakout,run1,False,True,limited_core_grid_test,failed,0.14814814814814814,,,,,,0,0.3517534537725824,1176.25,1.307516339869281,0.46241194019022086,0.1407472046174342,31,22.199808020913466,campaigns/es_prior_session_level_breakout_continuation/variants/retest_hold_two_sided_breakout/config.yaml,backtest-campaigns/es_prior_session_level_breakout_continuation/retest_hold_two_sided_breakout/ES/run1/campaign_test_summary.json,min_mar;min_trades_per_year;preferred_min_total_trades
es_prior_session_level_breakout_continuation,gap_hold_two_sided_continuation,rescue1,False,True,limited_core_grid_test,failed,0.654320987654321,,,,,,0,0.0840466926070039,3212.5,1.2634276342763429,1.1326746970263861,0.1212416459605794,115,76.93483763466845,campaigns/es_prior_session_level_breakout_continuation/rescue_attempts/parameter_space_rescue_1/gap_hold_two_sided_continuation/config.yaml,backtest-campaigns/es_prior_session_level_breakout_continuation/gap_hold_two_sided_continuation/ES/rescue1/campaign_test_summary.json,min_profit_factor;preferred_min_total_trades
es_prior_session_level_breakout_continuation,midday_two_sided_close_break,rescue1,False,True,limited_monkey_test,failed,0.7037037037037037,0.2866666666666667,-381.25,0.33,-113.51364956776706,False,0,0.4723926380368098,611.25,2.096412556053812,2.3966915356865517,0.42908017908017915,9,6.93538060319251,campaigns/es_prior_session_level_breakout_continuation/rescue_attempts/parameter_space_rescue_1/midday_two_sided_close_break/config.yaml,backtest-campaigns/es_prior_session_level_breakout_continuation/midday_two_sided_close_break/ES/rescue1/campaign_test_summary.json,min_trades_per_year;preferred_min_total_trades;max_best_day_concentration
es_prior_session_level_breakout_continuation,morning_prior_high_breakout_long,rescue1,False,True,limited_monkey_test,failed,1.0,0.3466666666666667,-461.25,1.0,1081.3327565826376,True,0,0.14510400811770674,2463.75,3.074736842105263,2.5455095994984585,0.49840041279669756,21,14.864525506187297,campaigns/es_prior_session_level_breakout_continuation/rescue_attempts/parameter_space_rescue_1/morning_prior_high_breakout_long/config.yaml,backtest-campaigns/es_prior_session_level_breakout_continuation/morning_prior_high_breakout_long/ES/rescue1/campaign_test_summary.json,min_trades_per_year;preferred_min_total_trades
es_prior_session_level_breakout_continuation,morning_prior_low_breakout_short,rescue1,False,True,limited_monkey_test,failed,0.8888888888888888,0.2,-958.75,0.84,353.28355235295476,True,0,0.276541095890411,2920.0,1.5060658578856152,0.8122732495438176,0.21388597562849596,36,25.774280930536463,campaigns/es_prior_session_level_breakout_continuation/rescue_attempts/parameter_space_rescue_1/morning_prior_low_breakout_short/config.yaml,backtest-campaigns/es_prior_session_level_breakout_continuation/morning_prior_low_breakout_short/ES/rescue1/campaign_test_summary.json,min_trades_per_year;preferred_min_total_trades
es_prior_session_level_breakout_continuation,retest_hold_two_sided_breakout,rescue1,False,True,limited_monkey_test,failed,0.7530864197530864,0.25,-1643.75,0.42333333333333334,-119.96053438793297,False,0,0.21839080459770116,3697.5,1.6561668145519077,1.0857931997761014,0.2451653944159054,38,27.20637059724349,campaigns/es_prior_session_level_breakout_continuation/rescue_attempts/parameter_space_rescue_1/retest_hold_two_sided_breakout/config.yaml,backtest-campaigns/es_prior_session_level_breakout_continuation/retest_hold_two_sided_breakout/ES/rescue1/campaign_test_summary.json,min_trades_per_year;preferred_min_total_trades
