campaign_id,variant_id,stage,scope,equity_curve_csv,exists
nq_session_extreme_delta_divergence,afternoon_high_delta_divergence_short,limited_core_grid_test,fixed_config_core_cross_check,backtest-campaigns/nq_session_extreme_delta_divergence/afternoon_high_delta_divergence_short/NQ/run1/limited_core_grid_test/fixed_config_core_equity_curve.csv,True
nq_session_extreme_delta_divergence,afternoon_low_delta_divergence_long,limited_core_grid_test,fixed_config_core_cross_check,backtest-campaigns/nq_session_extreme_delta_divergence/afternoon_low_delta_divergence_long/NQ/run1/limited_core_grid_test/fixed_config_core_equity_curve.csv,True
nq_session_extreme_delta_divergence,midday_two_sided_delta_divergence,limited_core_grid_test,fixed_config_core_cross_check,backtest-campaigns/nq_session_extreme_delta_divergence/midday_two_sided_delta_divergence/NQ/run1/limited_core_grid_test/fixed_config_core_equity_curve.csv,True
nq_session_extreme_delta_divergence,morning_high_delta_divergence_short,limited_core_grid_test,fixed_config_core_cross_check,backtest-campaigns/nq_session_extreme_delta_divergence/morning_high_delta_divergence_short/NQ/run1/limited_core_grid_test/fixed_config_core_equity_curve.csv,True
nq_session_extreme_delta_divergence,morning_low_delta_divergence_long,limited_core_grid_test,fixed_config_core_cross_check,backtest-campaigns/nq_session_extreme_delta_divergence/morning_low_delta_divergence_long/NQ/run1/limited_core_grid_test/fixed_config_core_equity_curve.csv,True
